阿布石,a'bu'shi
钠长英板岩,na'chang'ying'ban'yan
钠沸石,na'fei'shi
钠钙闪石,na'gai'shan'shi
钠橄辉长岩,na'gan'hui'chang'yan
钠锆石,na'gao'shi
钠滑石,na'hua'shi
钠辉细岗岩,na'hui'xi'gang'yan
钠钾云母,na'jia'yun'mu
钠帘化酌,na'lian'hua'zhuo
钠帘石化,na'lian'shi'hua
钠疗岩,na'liao'yan
钠菱沸石,na'ling'fei'shi
钠茂,na'mao
钠镁矾,na'mei'fan
钠锰电气石,na'meng'dian'qi'shi
钠硼钙石,na'peng'gai'shi
钠闪粗面岩,na'shan'cu'mian'yan
钠闪花岗岩,na'shan'hua'gang'yan
钠闪石,na'shan'shi
钠闪微岗岩,na'shan'wei'gang'yan
钠闪正长细晶岩,na'shan'zheng'chang'xi'jing'yan
钠闪正长岩,na'shan'zheng'chang'yan
钠砷钙铀矿,na'shen'gai'you'kuang
钠铜矾,na'tong'fan
钠透长石,na'tou'chang'shi
钠霞正长岩,na'xia'zheng'chang'yan
钠硝石,na'xiao'shi
钠硬硅钙石,na'ying'gui'gai'shi
钠云母,na'yun'mu
钠长斑岩,na'zhang'ban'yan
钠长角闪辉绿岩,na'zhang'jiao'shan'hui'lv'yan
钠正长石,na'zheng'chang'shi
钠质火成岩,na'zhi'huo'cheng'yan
钠质交代酌,na'zhi'jiao'dai'zhuo
钠柱石,na'zhu'shi
耐火材料,nai'huo'cai'liao
耐火度,nai'huo'du
耐火粘土,nai'huo'nian'tu
耐火砂,nai'huo'sha
耐火性,nai'huo'xing
耐火砖,nai'huo'zhuan
耐磨性,nai'mo'xing
耐热性,nai're'xing
耐压性,nai'ya'xing
耐盐性,nai'yan'xing
南极,nan'ji
南极大陆,nan'ji'da'lu
囊胞体,nang'bao'ti
囊群盖,nang'qun'gai
囊状的,nang'zhuang'de
囊状矿脉,nang'zhuang'kuang'mai
挠曲断层,nao'qu'duan'ceng
瑙云母,nao'yun'mu
内壁,nei'bi
内变质酌,nei'bian'zhi'zhuo
内部交换,nei'bu'jiao'huan
内部矿物等时线年龄,nei'bu'kuang'wu'deng'shi'xian'nian'ling
内部排水,nei'bu'pai'shui
内部直径,nei'bu'zhi'jing
内插法,nei'cha'fa
内成的,nei'cheng'de
内成矿床,nei'cheng'kuang'chuang
内成岩,nei'cheng'yan
内成酌,nei'cheng'zhuo
内窗层,nei'chuang'ceng
内地,nei'di
内地冰,nei'di'bing
内电压,nei'dian'ya
内骨胳,nei'gu'ge
内光电效应,nei'guang'dian'xiao'ying
内海,nei'hai
内核,nei'he
内聚,nei'ju
内聚力,nei'ju'li
内聚力抛物线,nei'ju'li'pao'wu'xian
内聚能,nei'ju'neng
内壳构造,nei'ke'gou'zao
内力,nei'li
内力的,nei'li'de
内窿,nei'long
内陆地震,nei'lu'di'zhen
内陆海,nei'lu'hai
内陆湖,nei'lu'hu
内陆盆地,nei'lu'pen'di
内模,nei'mo
内摩擦角,nei'mo'ca'jiao
内能,nei'neng
内胚层,nei'pei'ceng
内碛,nei'qi
内壳层电子,nei'qiao'ceng'dian'zi
内生包体,nei'sheng'bao'ti
内生孢子,nei'sheng'bao'zi
内生热水矿床,nei'sheng're'shui'kuang'chuang
内生岩,nei'sheng'yan
内生铀矿,nei'sheng'you'kuang
内碎屑微晶灰岩,nei'sui'xie'wei'jing'hui'yan
内陷,nei'xian
内压力,nei'ya'li
内因节理,nei'yin'jie'li
内营力,nei'ying'li
内在潮湿,nei'zai'chao'shi
内在渗透性,nei'zai'shen'tou'xing
内肢,nei'zhi
内转动,nei'zhuan'dong
能带,neng'dai
能级,neng'ji
能级间距,neng'ji'jian'ju
能级谱,neng'ji'pu
能级图,neng'ji'tu
能见距离,neng'jian'ju'li
能量传输,neng'liang'chuan'shu
能量代谢,neng'liang'dai'xie
能量分布,neng'liang'fen'bu
能量交换,neng'liang'jiao'huan
能量均衡线,neng'liang'jun'heng'xian
能量密度,neng'liang'mi'du
能量平衡,neng'liang'ping'heng
能量散布,neng'liang'san'bu
能量守恒,neng'liang'shou'heng
能量吸收,neng'liang'xi'shou
能量线,neng'liang'xian
能谱仪,neng'pu'yi
能态,neng'tai
能障,neng'zhang
溺岸,ni'an
尼安德特人,ni'an'de'te'ren
逆变质,ni'bian'zhi
泥饼,ni'bing
逆冲断层,ni'chong'duan'ceng
逆带现象,ni'dai'xian'xiang
逆断层,ni'duan'ceng
逆断层面,ni'duan'ceng'mian
逆断线崖,ni'duan'xian'ya
逆反射照相机,ni'fan'she'zhao'xiang'ji
逆反应,ni'fan'ying
逆风,ni'feng
逆辐射,ni'fu'she
铌钙矿,ni'gai'kuang
霓橄粗面岩,ni'gan'cu'mian'yan
尼格理值,ni'ge'li'zhi
溺谷,ni'gu
溺河,ni'he
泥糊,ni'hu
泥化,ni'hua
霓辉石,ni'hui'shi
泥灰岩,ni'hui'yan
泥灰岩的,ni'hui'yan'de
泥灰岩相,ni'hui'yan'xiang
霓辉正长混染岩,ni'hui'zheng'chang'hun'ran'yan
泥火山,ni'huo'shan
泥火山气,ni'huo'shan'qi
泥浆泵,ni'jiang'beng
泥浆槽,ni'jiang'cao
泥浆的化学处理,ni'jiang'de'hua'xue'chu'li
泥浆附加物,ni'jiang'fu'jia'wu
泥浆搅拌机,ni'jiang'jiao'ban'ji
泥浆坑,ni'jiang'keng
泥浆漏失,ni'jiang'lou'shi
泥浆录井,ni'jiang'lu'jing
泥浆侵入带侵入带,ni'jiang'qin'ru'dai'qin'ru'dai
泥浆水,ni'jiang'shui
泥浆正向循环钻进,ni'jiang'zheng'xiang'xun'huan'zuan'jin
泥浆柱,ni'jiang'zhu
拟晶,ni'jing
拟晶结晶,ni'jing'jie'jing
尼克点,ni'ke'dian
尼科耳棱镜,ni'ke'er'leng'jing
逆粒级,ni'li'ji
泥砾土,ni'li'tu
铌链铁铀矿,ni'lian'tie'you'kuang
霓疗岩,ni'liao'yan
逆流,ni'liu
泥流,ni'liu
泥滤出液,ni'lv'chu'ye
尼欧克姆阶,ni'ou'ke'mu'jie
泥喷出,ni'pen'chu
泥盆纪,ni'pen'ji
泥熔岩,ni'rong'yan
霓闪正长岩,ni'shan'zheng'chang'yan
霓石,ni'shi
铌铈钇矿,ni'shi'yi'kuang
拟态,ni'tai
铌钛铀铅矿,ni'tai'you'qian'kuang
泥炭,ni'tan
泥滩岸,ni'tan'an
泥炭的,ni'tan'de
泥炭地,ni'tan'di
泥炭化酌,ni'tan'hua'zhuo
泥炭粘土,ni'tan'nian'tu
铌钽铁铀矿,ni'tan'tie'you'kuang
泥炭土,ni'tan'tu
泥炭形成,ni'tan'xing'cheng
泥炭沼泽,ni'tan'zhao'ze
铌铁矿,ni'tie'kuang
铌铁锰矿,ni'tie'meng'kuang
泥铁岩,ni'tie'yan
霓透辉石,ni'tou'hui'shi
霓霞脉岩,ni'xia'mai'yan
逆向的,ni'xiang'de
逆向河,ni'xiang'he
逆行演替,ni'xing'yan'ti
泥循环,ni'xun'huan
泥岩,ni'yan
逆掩层,ni'yan'ceng
逆掩断层,ni'yan'duan'ceng
逆掩断层面,ni'yan'duan'ceng'mian
泥岩基线,ni'yan'ji'xian
泥岩状的,ni'yan'zhuang'de
铌钇矿,ni'yi'kuang
铌钇铀矿,ni'yi'you'kuang
泥质的,ni'zhi'de
泥质灰岩,ni'zhi'hui'yan
泥质岩,ni'zhi'yan
逆转点,ni'zhuan'dian
年代测定,nian'dai'ce'ding
年代地层单位,nian'dai'di'ceng'dan'wei
年代地层学,nian'dai'di'ceng'xue
年代学,nian'dai'xue
年代一致曲线,nian'dai'yi'zhi'qu'xian
粘度,nian'du
粘附,nian'fu
粘附性的附着,nian'fu'xing'de'fu'zhuo
粘合集块岩,nian'he'ji'kuai'yan
粘合强度,nian'he'qiang'du
粘合质,nian'he'zhi
年降水量,nian'jiang'shui'liang
粘结度,nian'jie'du
粘结剂,nian'jie'ji
粘结煤,nian'jie'mei
粘结性,nian'jie'xing
粘结性煤,nian'jie'xing'mei
粘结性土壤,nian'jie'xing'tu'rang
粘结指数,nian'jie'zhi'shu
粘菌类,nian'jun'lei
年刊,nian'kan
年龄谱,nian'ling'pu
年轮,nian'lun
年轮年代学,nian'lun'nian'dai'xue
年平均温度,nian'ping'jun'wen'du
粘土,nian'tu
粘土的收缩酌,nian'tu'de'shou'suo'zhuo
粘土化,nian'tu'hua
粘土荒漠,nian'tu'huang'mo
粘土矿床,nian'tu'kuang'chuang
粘土矿物,nian'tu'kuang'wu
粘土矿物化,nian'tu'kuang'wu'hua
粘土脉,nian'tu'mai
粘土片,nian'tu'pian
粘土塞子,nian'tu'sai'zi
粘土悬浮液,nian'tu'xuan'fu'ye
粘土岩,nian'tu'yan
粘土质砂,nian'tu'zhi'sha
粘土质土壤,nian'tu'zhi'tu'rang
粘土砖,nian'tu'zhuan
粘性力,nian'xing'li
粘液层,nian'ye'ceng
粘着滑动,nian'zhe'hua'dong
粘滞计,nian'zhi'ji
粘滞系数,nian'zhi'xi'shu
鸟粪,niao'fen
鸟粪石,niao'fen'shi
鸟类,niao'lei
鸟类学,niao'lei'xue
鸟眼煤,niao'yan'mei
鸟足状三角洲,niao'zu'zhuang'san'jiao'zhou
镍铋砷钴矿,nie'bi'shen'gu'kuang
镍矾,nie'fan
镍华,nie'hua
镍黄铁矿,nie'huang'tie'kuang
镍矿,nie'kuang
镍绿泥石,nie'lv'ni'shi
镍水蛇纹石,nie'shui'she'wen'shi
镍碳铁石,nie'tan'tie'shi
镍铁带,nie'tie'dai
镍铁绿泥石,nie'tie'lv'ni'shi
凝固,ning'gu
凝固点,ning'gu'dian
凝固核,ning'gu'he
凝灰角砾岩,ning'hui'jiao'li'yan
凝灰岩,ning'hui'yan
凝灰岩相,ning'hui'yan'xiang
凝灰质的,ning'hui'zhi'de
凝集素,ning'ji'su
凝胶,ning'jiao
凝胶构造,ning'jiao'gou'zao
凝胶化组分,ning'jiao'hua'zu'fen
凝结剂,ning'jie'ji
凝结力,ning'jie'li
凝结热,ning'jie're
凝结熔岩壳,ning'jie'rong'yan'ke
凝结酌,ning'jie'zhuo
凝聚,ning'ju
凝聚相,ning'ju'xiang
柠檬酸,ning'meng'suan
柠檬酸盐,ning'meng'suan'yan
扭秤,niu'cheng
扭地震计,niu'di'zhen'ji
扭动构造体系,niu'dong'gou'zao'ti'xi
牛轭湖,niu'e'hu
牛粪状火山弹,niu'fen'zhuang'huo'shan'dan
牛角湖,niu'jiao'hu
扭节理,niu'jie'li
牛津阶,niu'jin'jie
扭曲层,niu'qu'ceng
纽形动物类,niu'xing'dong'wu'lei
扭性构造岩,niu'xing'gou'zao'yan
扭性结构面,niu'xing'jie'gou'mian
扭压面,niu'ya'mian
扭应力,niu'ying'li
扭转弹性模数,niu'zhuan'tan'xing'mo'shu
浓度,nong'du
浓度梯度,nong'du'ti'du
农林地质学,nong'lin'di'zhi'xue
弄乱,nong'luan
浓绿玉岩,nong'lv'yu'yan
浓溶液,nong'rong'ye
浓缩,nong'suo
浓缩机,nong'suo'ji
农业地貌学,nong'ye'di'mao'xue
农业地质学,nong'ye'di'zhi'xue
农业水文学,nong'ye'shui'wen'xue
诺利克阶,nuo'li'ke'jie
女阿瓦芦都的反射球,nv'a'wa'lu'dou'de'fan'she'qiu
偶极离子络合物,ou'ji'li'zi'luo'he'wu
偶极子,ou'ji'zi
偶极子辐射,ou'ji'zi'fu'she
偶见种,ou'jian'zhong
欧姆阻抗,ou'mu'zu'kang
偶奇核,ou'qi'he
偶然分布,ou'ran'fen'bu
偶生成,ou'sheng'cheng
偶数奇数的,ou'shu'ji'shu'de
欧特里夫阶,ou'te'li'fu'jie
瓯穴,ou'xue
欧亚板块,ou'ya'ban'kuai
爬虫类,pa'chong'lei
爬虫学,pa'chong'xue
拍岸浪,pai'an'lang
排出,pai'chu
排出管线,pai'chu'guan'xian
排出压力,pai'chu'ya'li
排干,pai'gan
排气孔,pai'qi'kong
排驱酌,pai'qu'zhuo
派生构造,pai'sheng'gou'zao
排水,pai'shui
排水半径,pai'shui'ban'jing
排水泵,pai'shui'beng
排水沟,pai'shui'gou
排水密度,pai'shui'mi'du
排水平峒,pai'shui'ping'dong
排水区,pai'shui'qu
排水渠,pai'shui'qu
排水瓦管,pai'shui'wa'guan
排水网,pai'shui'wang
排泄阀,pai'xie'fa
排泄物,pai'xie'wu
盘状冲魂头,pan'zhuang'chong'hun'tou
盘状的,pan'zhuang'de
滂沛大草原,pang'pei'da'cao'yuan
旁通,pang'tong
泡铋矿,pao'bi'kuang
泡沸,pao'fei
泡痕,pao'hen
泡碱,pao'jian
泡沫,pao'mo
炮眼,pao'yan
炮眼间距,pao'yan'jian'ju
跑钻,pao'zuan
胚发生,pei'fa'sheng
培利型火山喷发,pei'li'xing'huo'shan'pen'fa
配位,pei'wei
配位多面体,pei'wei'duo'mian'ti
配位化合物,pei'wei'hua'he'wu
配位键,pei'wei'jian
配位晶格,pei'wei'jing'ge
配位能,pei'wei'neng
配位式,pei'wei'shi
配位数,pei'wei'shu
胚芽鞘,pei'ya'qiao
配置,pei'zhi
胚珠,pei'zhu
配子,pei'zi
喷出,pen'chu
喷出岩席,pen'chu'yan'xi
盆地,pen'di
盆地法,pen'di'fa
盆地形态,pen'di'xing'tai
盆地周长,pen'di'zhou'chang
喷发,pen'fa
喷发岩,pen'fa'yan
喷气,pen'qi
喷气沉积矿床,pen'qi'chen'ji'kuang'chuang
喷气矿床,pen'qi'kuang'chuang
喷泉,pen'quan
喷射泵,pen'she'beng
喷射式钻头,pen'she'shi'zuan'tou
喷射钻井,pen'she'zuan'jing
喷溢火口,pen'yi'huo'kou
硼铵石,peng'an'shi
蓬蒂阶,peng'di'jie
硼符山石,peng'fu'shan'shi
硼硅钡铅矿,peng'gui'bei'qian'kuang
硼硅钡钇矿,peng'gui'bei'yi'kuang
硼钾镁石,peng'jia'mei'shi
硼锂铍矿,peng'li'pi'kuang
硼磷镁石,peng'lin'mei'shi
硼铝镁石,peng'lv'mei'shi
硼铝石,peng'lv'shi
硼镁锰矿,peng'mei'meng'kuang
硼镁石,peng'mei'shi
硼镁钛矿,peng'mei'tai'kuang
硼镁铁矿,peng'mei'tie'kuang
硼钠钙石,peng'na'gai'shi
硼铍石,peng'pi'shi
硼砂,peng'sha
硼酸方解石,peng'suan'fang'jie'shi
硼酸钙石,peng'suan'gai'shi
硼铁矿,peng'tie'kuang
膨胀,peng'zhang
膨胀波,peng'zhang'bo
膨胀冲断层,peng'zhang'chong'duan'ceng
膨胀节理,peng'zhang'jie'li
膨胀裂缝,peng'zhang'lie'feng
膨胀粘土,peng'zhang'nian'tu
膨胀说,peng'zhang'shuo
膨胀速率,peng'zhang'su'lv
膨胀系数,peng'zhang'xi'shu
膨胀褶皱,peng'zhang'zhe'zhou
膨胀指数,peng'zhang'zhi'shu
碰撞,peng'zhuang
碰撞带,peng'zhuang'dai
碰撞电离,peng'zhuang'dian'li
碰撞论,peng'zhuang'lun
皮带运输机,pi'dai'yun'shu'ji
劈开解理,pi'kai'jie'li
皮壳积结,pi'ke'ji'jie
皮壳状构造,pi'ke'zhuang'gou'zao
疲劳,pi'lao
劈理面,pi'li'mian
劈理形,pi'li'xing
劈理折射,pi'li'zhe'she
劈理褶皱,pi'li'zhe'zhou
铍榴石,pi'liu'shi
铍镁晶石,pi'mei'jing'shi
铍石,pi'shi
披针形的,pi'zhen'xing'de
披针叶的,pi'zhen'ye'de
偏差,pian'cha
偏差轴,pian'cha'zhou
偏方二十四面体,pian'fang'er'shi'si'mian'ti
偏方二十四面体类,pian'fang'er'shi'si'mian'ti'lei
偏方三八面体,pian'fang'san'ba'mian'ti
片沸石,pian'fei'shi
偏光面,pian'guang'mian
偏光显微镜,pian'guang'xian'wei'jing
偏硅酸盐,pian'gui'suan'yan
偏镜,pian'jing
片理,pian'li
偏利共生,pian'li'gong'sheng
片林蚀,pian'lin'shi
片零流,pian'ling'liu
偏菱形二十四面体,pian'ling'xing'er'shi'si'mian'ti
片流漫流席状喷出,pian'liu'man'liu'xi'zhuang'pen'chu
片麻岩,pian'ma'yan
片麻状的,pian'ma'zhuang'de
片麻状构造,pian'ma'zhuang'gou'zao
片麻状花岗岩,pian'ma'zhuang'hua'gang'yan
偏三角面体,pian'san'jiao'mian'ti
片水锰矿,pian'shui'meng'kuang
片铁矾,pian'tie'fan
偏相关系数,pian'xiang'guan'xi'shu
片榍石,pian'xie'shi
偏心率,pian'xin'lv
偏心钻井,pian'xin'zuan'jing
片岩,pian'yan
偏振高温计,pian'zhen'gao'wen'ji
偏振计,pian'zhen'ji
偏振镜,pian'zhen'jing
片状结构,pian'zhuang'jie'gou
片状粘土,pian'zhuang'nian'tu
漂白层,piao'bai'ceng
漂白砂,piao'bai'sha
漂白土,piao'bai'tu
漂冰,piao'bing
漂砾,piao'li
漂砾的,piao'li'de
漂水,piao'shui
漂云母,piao'yun'mu
贫化地幔,pin'hua'di'man
贫矿,pin'kuang
频率,pin'lv
频率分布,pin'lv'fen'bu
频率曲线,pin'lv'qu'xian
贫煤,pin'mei
频谱,pin'pu
品位,pin'wei
品位变化系数,pin'wei'bian'hua'xi'shu
平板测量,ping'ban'ce'liang
平板仪,ping'ban'yi
平背斜,ping'bei'xie
屏蔽,ping'bi
屏蔽电极,ping'bi'dian'ji
平错,ping'cuo
平顶海山,ping'ding'hai'shan
平顶礁,ping'ding'jiao
平顶山,ping'ding'shan
平峒,ping'dong
平衡,ping'heng
平衡曲线,ping'heng'qu'xian
平衡湿量,ping'heng'shi'liang
平衡系数,ping'heng'xi'shu
平衡状态,ping'heng'zhuang'tai
评价,ping'jia
平静怜,ping'jing'lian
平均海水面,ping'jun'hai'shui'mian
平均偏差,ping'jun'pian'cha
平均寿命,ping'jun'shou'ming
平均水位,ping'jun'shui'wei
平均信息量熵,ping'jun'xin'xi'liang'shang
平均值,ping'jun'zhi
平均直径,ping'jun'zhi'jing
平康石,ping'kang'shi
平矿层,ping'kuang'ceng
平零,ping'ling
平炉,ping'lu
平面变形,ping'mian'bian'xing
平面波,ping'mian'bo
平坦断口,ping'tan'duan'kou
平行带状构造,ping'xing'dai'zhuang'gou'zao
平行的,ping'xing'de
平行断层,ping'xing'duan'ceng
平行共生,ping'xing'gong'sheng
平行进化,ping'xing'jin'hua
平行脉,ping'xing'mai
平行劈理,ping'xing'pi'li
平行纤维状的平行纡维状的,ping'xing'xian'wei'zhuang'de'ping'xing'yu'wei'zhuang'de
平行褶皱,ping'xing'zhe'zhou
平行钻孔钻架,ping'xing'zuan'kong'zuan'jia
平原,ping'yuan
坡度,po'du
破坏,po'huai
破坏变质,po'huai'bian'zhi
破火山口,po'huo'shan'kou
破浪带,po'lang'dai
破裂,po'lie
破裂带,po'lie'dai
破裂模数,po'lie'mo'shu
破裂应力,po'lie'ying'li
坡缕石,po'lv'shi
坡面体晶类,po'mian'ti'jing'lei
坡莫合金,po'mo'he'jin
破劈理,po'pi'li
破片砂岩,po'pian'sha'yan
坡栖岩块,po'qi'yan'kuai
坡水堆积物坡积物,po'shui'dui'ji'wu'po'ji'wu
破碎,po'sui
破碎带,po'sui'dai
破碎机,po'sui'ji
瀑布,pu'bu
瀑布线,pu'bu'xian
普查,pu'cha
普拉特假说,pu'la'te'jia'shuo
普列利草原,pu'lie'li'cao'yuan
普列利土,pu'lie'li'tu
镤年代测定法,pu'nian'dai'ce'ding'fa
葡萄硼石,pu'tao'peng'shi
葡萄石,pu'tao'shi
葡萄石化酌,pu'tao'shi'hua'zhuo
葡萄状的,pu'tao'zhuang'de
葡萄状构造,pu'tao'zhuang'gou'zao
普通蛋白石,pu'tong'dan'bai'shi
普通地质学,pu'tong'di'zhi'xue
普通光线,pu'tong'guang'xian
普通黑土,pu'tong'hei'tu
普通角闪石,pu'tong'jiao'shan'shi
普通硫锑铅矿,pu'tong'liu'ti'qian'kuang
普通项,pu'tong'xiang
谱线分析器,pu'xian'fen'xi'qi
谱线分析器分光镜,pu'xian'fen'xi'qi'fen'guang'jing
谱学,pu'xue
气藏,qi'cang
气成矿物,qi'cheng'kuang'wu
气成岩,qi'cheng'yan
气成酌,qi'cheng'zhuo
起初压力,qi'chu'ya'li
气锤,qi'chui
气动提升机,qi'dong'ti'sheng'ji
汽分压力,qi'fen'ya'li
起伏,qi'fu
起伏量,qi'fu'liang
起伏量图,qi'fu'liang'tu
气候,qi'hou
气候地层学,qi'hou'di'ceng'xue
气候学,qi'hou'xue
气化,qi'hua
汽化,qi'hua
气化变质,qi'hua'bian'zhi
气化的,qi'hua'de
气化矿床,qi'hua'kuang'chuang
气化期,qi'hua'qi
汽化潜热,qi'hua'qian're
气化用煤,qi'hua'yong'mei
气火山,qi'huo'shan
气孔,qi'kong
气孔蒸腾,qi'kong'zheng'teng
气孔质的,qi'kong'zhi'de
气力分离器,qi'li'fen'li'qi
气煤,qi'mei
气囊,qi'nang
气泡,qi'pao
起泡剂,qi'pao'ji
气生变质,qi'sheng'bian'zhi
气生热液相,qi'sheng're'ye'xiang
气室,qi'shi
七水胆矾,qi'shui'dan'fan
七水碳铀矿,qi'shui'tan'you'kuang
气碎岩,qi'sui'yan
气态燃料,qi'tai'ran'liao
气体包裹体,qi'ti'bao'guo'ti
气体常数,qi'ti'chang'shu
气体电离放大,qi'ti'dian'li'fang'da
气体交换,qi'ti'jiao'huan
气体矿床,qi'ti'kuang'chuang
气体膨胀,qi'ti'peng'zhang
气体色谱仪,qi'ti'se'pu'yi
气体收集器,qi'ti'shou'ji'qi
气体吸收,qi'ti'xi'shou
气田,qi'tian
期望值,qi'wang'zhi
汽相生长,qi'xiang'sheng'zhang
气压,qi'ya
气压测高计,qi'ya'ce'gao'ji
气压系统,qi'ya'xi'tong
气压形势,qi'ya'xing'shi
起原,qi'yuan
气状的,qi'zhuang'de
浅凹地,qian'ao'di
欠饱和的,qian'bao'he'de
浅变质酌,qian'bian'zhi'zhuo
前滨,qian'bin
浅成带,qian'cheng'dai
浅成低温热液金矿床,qian'cheng'di'wen're'ye'jin'kuang'chuang
浅成活动性,qian'cheng'huo'dong'xing
浅成矿床,qian'cheng'kuang'chuang
浅成热液矿床,qian'cheng're'ye'kuang'chuang
前翅,qian'chi
铅垂线,qian'chui'xian
铅垂线之偏斜,qian'chui'xian'zhi'pian'xie
浅带,qian'dai
浅带变质岩,qian'dai'bian'zhi'yan
铅丹,qian'dan
潜伏,qian'fu
潜伏期,qian'fu'qi
浅海,qian'hai
浅海沉积,qian'hai'chen'ji
前寒武纪,qian'han'wu'ji
前颌骨,qian'he'gu
铅黄,qian'huang
铅灰石,qian'hui'shi
潜火山,qian'huo'shan
潜火山构造,qian'huo'shan'gou'zao
前积层,qian'ji'ceng
前进,qian'jin
前进变形,qian'jin'bian'xing
前进变质酌,qian'jin'bian'zhi'zhuo
前进波,qian'jin'bo
前进成岩酌,qian'jin'cheng'yan'zhuo
千斤顶,qian'jin'ding
前进破裂,qian'jin'po'lie
前进演化,qian'jin'yan'hua
潜晶霏细岩,qian'jing'fei'xi'yan
嵌晶构造,qian'jing'gou'zao
嵌晶状的,qian'jing'zhuang'de
嵌晶状结构,qian'jing'zhuang'jie'gou
前臼齿,qian'jiu'chi
铅蓝方石,qian'lan'fang'shi
浅裂的,qian'lie'de
铅绿矾,qian'lv'fan
千枚岩,qian'mei'yan
千枚状的,qian'mei'zhuang'de
铅锰矿,qian'meng'kuang
铅铌铁矿,qian'ni'tie'kuang
铅泡铋矿,qian'pao'bi'kuang
潜起伏,qian'qi'fu
前期降雨指标,qian'qi'jiang'yu'zhi'biao
前期旋回,qian'qi'xuan'hui
铅铅法年龄测定,qian'qian'fa'nian'ling'ce'ding
嵌入曲流深切河湾,qian'ru'qu'liu'shen'qie'he'wan
嵌入曲流深切弯曲,qian'ru'qu'liu'shen'qie'wan'qu
前山,qian'shan
浅闪石,qian'shan'shi
牵涉图解,qian'she'tu'jie
浅生富集,qian'sheng'fu'ji
钤石,qian'shi
潜水,qian'shui
潜水补给河,qian'shui'bu'gei'he
潜水带,qian'shui'dai
潜水集水井,qian'shui'ji'shui'jing
浅水井,qian'shui'jing
潜水泥,qian'shui'ni
潜水泉,qian'shui'quan
潜水注入河,qian'shui'zhu'ru'he
铅钛铁矿,qian'tai'tie'kuang
浅滩,qian'tan
前提,qian'ti
铅锑烧绿石,qian'ti'shao'lv'shi
铅铁矾,qian'tie'fan
钎头,qian'tou
钎尾,qian'wei
铅霰石,qian'xian'shi
铅锌矿,qian'xin'kuang
前驯正面弧,qian'xun'zheng'mian'hu
前沿地,qian'yan'di
迁移,qian'yi
迁移定律,qian'yi'ding'lv
牵引,qian'yin
牵引弧,qian'yin'hu
铅银砷镍矿,qian'yin'shen'nie'kuang
潜育,qian'yu
潜育灰化土,qian'yu'hui'hua'tu
潜育土,qian'yu'tu
前渊,qian'yuan
潜圆丘,qian'yuan'qiu
潜在稳定,qian'zai'wen'ding
潜在蒸发,qian'zai'zheng'fa
浅震,qian'zhen
前置放大器,qian'zhi'fang'da'qi
墙壁,qiang'bi
腔肠动物,qiang'chang'dong'wu
强磁性的,qiang'ci'xing'de
强地伟震,qiang'di'wei'zhen
强度,qiang'du
羟钒铜矿,qiang'fan'tong'kuang
枪晶石,qiang'jing'shi
羟磷灰石,qiang'lin'hui'shi
羟磷铝石,qiang'lin'lv'shi
羟氯铅矿,qiang'lv'qian'kuang
强耦合理论,qiang'ou'he'li'lun
强迫振荡,qiang'po'zhen'dang
羟铁云母,qiang'tie'yun'mu
蔷薇辉石,qiang'wei'hui'shi
蔷薇石英,qiang'wei'shi'ying
强性,qiang'xing
强性褶皱,qiang'xing'zhe'zhou
强岩层,qiang'yan'ceng
强硬的,qiang'ying'de
强褶皱酌,qiang'zhe'zhou'zhuo
强震,qiang'zhen
壳斗,qiao'dou
桥路,qiao'lu
乔木层,qiao'mu'ceng
翘曲,qiao'qu
壳质层,qiao'zhi'ceng
壳质煤,qiao'zhi'mei
切割,qie'ge
切割度,qie'ge'du
切割三角洲,qie'ge'san'jiao'zhou
切割扇状地,qie'ge'shan'zhuang'di
切割式取心器,qie'ge'shi'qu'xin'qi
切割台地,qie'ge'tai'di
切割准平原,qie'ge'zhun'ping'yuan
切片机,qie'pian'ji
切碎,qie'sui
切犀,qie'xi
切向波,qie'xiang'bo
切应力,qie'ying'li
亲电子反应性,qin'dian'zi'fan'ying'xing
亲海元素,qin'hai'yuan'su
亲和力,qin'he'li
侵进水,qin'jin'shui
亲气元素,qin'qi'yuan'su
侵入,qin'ru
侵入深度,qin'ru'shen'du
侵入岩,qin'ru'yan
侵入岩床,qin'ru'yan'chuang
侵蚀,qin'shi
侵蚀不整合,qin'shi'bu'zheng'he
侵蚀冲断层,qin'shi'chong'duan'ceng
侵蚀谷,qin'shi'gu
侵蚀过程,qin'shi'guo'cheng
侵蚀湖,qin'shi'hu
侵蚀基面,qin'shi'ji'mian
侵蚀基准面,qin'shi'ji'zhun'mian
侵蚀阶地,qin'shi'jie'di
侵蚀聚煤盆地,qin'shi'ju'mei'pen'di
侵蚀力,qin'shi'li
侵蚀轮回,qin'shi'lun'hui
侵蚀面,qin'shi'mian
侵蚀性,qin'shi'xing
侵蚀性水,qin'shi'xing'shui
亲水基,qin'shui'ji
亲水胶体,qin'shui'jiao'ti
亲铁元素,qin'tie'yuan'su
亲铜元素,qin'tong'yuan'su
侵位,qin'wei
亲岩元素,qin'yan'yuan'su
亲氧元素,qin'yang'yuan'su
亲液面,qin'ye'mian
亲液溶胶,qin'ye'rong'jiao
亲缘关系,qin'yuan'guan'xi
青岛岩,qing'dao'yan
氢电极,qing'dian'ji
青符山石,qing'fu'shan'shi
倾伏褶皱,qing'fu'zhe'zhou
青硅孔雀石,qing'gui'kong'que'shi
