阿拉伯婆婆纳,a'la'bo'po'po'na
天台溲疏,tian'tai'sou'shu
天台铁线莲,tian'tai'tie'xian'lian
天台鸭嘴草,tian'tai'ya'zui'cao
天童锐角槭,tian'tong'rui'jiao'qi
天仙果,tian'xian'guo
天仙子,tian'xian'zi
天仙子属,tian'xian'zi'shu
甜叶菊,tian'ye'ju
甜叶菊属,tian'ye'ju'shu
甜槠,tian'zhu
甜竹,tian'zhu
天竺葵,tian'zhu'kui
天竺葵属,tian'zhu'kui'shu
条叶百合,tiao'ye'bai'he
条叶龙胆,tiao'ye'long'dan
条叶榕,tiao'ye'rong
铁灯兔儿风,tie'deng'tu'er'feng
铁钓竿,tie'diao'gan
铁冬青,tie'dong'qing
贴梗海棠,tie'geng'hai'tang
铁海棠,tie'hai'tang
铁马鞭,tie'ma'bian
铁木属,tie'mu'shu
铁青树科,tie'qing'shu'ke
铁苋菜,tie'xian'cai
铁苋菜属,tie'xian'cai'shu
铁线莲属,tie'xian'lian'shu
铁仔,tie'zai
铁仔属,tie'zai'shu
葶苈,ting'li
葶苈属,ting'li'shu
庭藤,ting'teng
同白秋鼠麹草,tong'bai'qiu'shu'qu'cao
铜锤玉带草,tong'chui'yu'dai'cao
铜锤玉带草属,tong'chui'yu'dai'cao'shu
茼蒿属,tong'hao'shu
筒距舌唇兰,tong'ju'she'chun'lan
铜陵黄花贝母,tong'ling'huang'hua'bei'mu
铜钱树,tong'qian'shu
通泉草,tong'quan'cao
通泉草属,tong'quan'cao'shu
通泉草属分种检索表,tong'quan'cao'shu'fen'zhong'jian'suo'biao
通乳草,tong'ru'cao
炵树,tong'shu
通脱木,tong'tuo'mu
通脱木属,tong'tuo'mu'shu
筒轴茅,tong'zhou'mao
筒轴茅属,tong'zhou'mao'shu
透骨草,tou'gu'cao
透骨草科,tou'gu'cao'ke
透骨草属,tou'gu'cao'shu
头花水玉簪,tou'hua'shui'yu'zan
透茎冷水花,tou'jing'leng'shui'hua
透明鳞荸荠,tou'ming'lin'bi'qi
头蕊兰属,tou'rui'lan'shu
头序楤木,tou'xu'song'mu
秃瓣杜英,tu'ban'du'ying
土沉香属,tu'chen'xiang'shu
土丁桂,tu'ding'gui
土丁桂属,tu'ding'gui'shu
兔儿风属,tu'er'feng'shu
兔耳兰,tu'er'lan
兔儿伞,tu'er'san
兔儿伞属,tu'er'san'shu
土茯苓,tu'fu'ling
秃红紫珠,tu'hong'zi'zhu
土荆芥,tu'jing'jie
土圞儿,tu'luan'er
土圞儿属,tu'luan'er'shu
凸脉冬青,tu'mai'dong'qing
凸脉猕猴桃,tu'mai'mi'hou'tao
土木香,tu'mu'xiang
土牛膝,tu'niu'xi
秃糯米椴,tu'nuo'mi'duan
土人参,tu'ren'shen
土人参属,tu'ren'shen'shu
菟丝子,tu'si'zi
菟丝子属,tu'si'zi'shu
秃叶黄皮树,tu'ye'huang'pi'shu
兔子菜,tu'zi'cai
团花牛奶菜,tuan'hua'niu'nai'cai
褪粉猕猴桃,tui'fen'mi'hou'tao
豚草,tun'cao
豚草属,tun'cao'shu
托柄菝葜,tuo'bing'ba'qia
陀螺紫菀,tuo'luo'zi'wan
脱毛大叶勾儿茶,tuo'mao'da'ye'gou'er'cha
橐吾属,tuo'wu'shu
橐吾属分种检索表,tuo'wu'shu'fen'zhong'jian'suo'biao
托叶龙牙草,tuo'ye'long'ya'cao
椭圆叶齿果草,tuo'yuan'ye'chi'guo'cao
托竹,tuo'zhu
挖耳草,wa'er'cao
娃儿藤属,wa'er'teng'shu
瓦松,wa'song
瓦松属,wa'song'shu
弯翅色木槭,wan'chi'se'mu'qi
豌豆,wan'dou
豌豆属,wan'dou'shu
弯果草茨藻,wan'guo'cao'ci'zao
晚红瓦松,wan'hong'wa'song
弯喙苔草,wan'hui'tai'cao
弯囊苔草,wan'nang'tai'cao
万年青,wan'nian'qing
万年青属,wan'nian'qing'shu
弯曲碎米荠,wan'qu'sui'mi'ji
弯缺泡果荠,wan'que'pao'guo'ji
万寿菊,wan'shou'ju
万寿菊属,wan'shou'ju'shu
万寿竹属,wan'shou'zhu'shu
弯蒴杜鹃,wan'shuo'du'juan
晚香玉,wan'xiang'yu
晚香玉属,wan'xiang'yu'shu
王不留行,wang'bu'liu'xing
王不留行属,wang'bu'liu'xing'shu
菵草,wang'cao
菵草属,wang'cao'shu
王瓜,wang'gua
望江哺鸡竹,wang'jiang'bu'ji'zhu
望江南,wang'jiang'nan
网络崖豆藤,wang'luo'ya'dou'teng
网脉繁缕,wang'mai'fan'lv
网脉葡萄,wang'mai'pu'tao
网脉酸藤子,wang'mai'suan'teng'zi
尾瓣舌唇兰,wei'ban'she'chun'lan
猬草,wei'cao
微糙三脉紫菀,wei'cao'san'mai'zi'wan
猬草属,wei'cao'shu
微齿眼子菜,wei'chi'yan'zi'cai
萎蒿,wei'hao
尾花细辛,wei'hua'xi'xin
委陵菜,wei'ling'cai
委陵菜属,wei'ling'cai'shu
威灵仙,wei'ling'xian
卫矛,wei'mao
卫矛科,wei'mao'ke
微毛柃,wei'mao'ling
微毛山矾,wei'mao'shan'fan
卫矛属,wei'mao'shu
微毛血见愁,wei'mao'xue'jian'chou
微毛樱,wei'mao'ying
尾穗苋,wei'sui'xian
尾叶冬青,wei'ye'dong'qing
尾叶挪藤,wei'ye'nuo'teng
尾叶山黧豆,wei'ye'shan'li'dou
尾叶悬钩子,wei'ye'xuan'gou'zi
畏芝,wei'zhi
苇状羊茅,wei'zhuang'yang'mao
蚊母草,wen'mu'cao
蚊母树,wen'mu'shu
蚊母树属,wen'mu'shu'shu
文殊兰,wen'shu'lan
文殊兰属,wen'shu'lan'shu
温郁金,wen'yu'jin
温州长蒴苣苔,wen'zhou'chang'shuo'ju'tai
温州冬青,wen'zhou'dong'qing
温州葡萄,wen'zhou'pu'tao
文竹,wen'zhu
蕹菜,weng'cai
蜗儿菜,wo'er'cai
莴苣,wo'ju
莴苣属,wo'ju'shu
莴笋,wo'sun
无瓣蔊菜,wu'ban'han'cai
无苞大戟,wu'bao'da'ji
无柄卫矛,wu'bing'wei'mao
无柄小叶榕,wu'bing'xiao'ye'rong
乌哺鸡竹,wu'bu'ji'zhu
五彩苏,wu'cai'su
无翅大叶胡枝子,wu'chi'da'ye'hu'zhi'zi
无翅猪毛菜,wu'chi'zhu'mao'cai
无刺槐,wu'ci'huai
五刺金鱼藻,wu'ci'jin'yu'zao
无萼齿野豌豆,wu'e'chi'ye'wan'dou
乌饭树,wu'fan'shu
乌饭树属,wu'fan'shu'shu
无稃细柄稷,wu'fu'xi'bing'ji
乌冈栎,wu'gang'li
无根萍,wu'gen'ping
无根萍属,wu'gen'ping'shu
无根藤,wu'gen'teng
无根藤属,wu'gen'teng'shu
无根状茎荸荠,wu'gen'zhuang'jing'bi'qi
无梗越桔,wu'geng'yue'ju
蜈蚣兰,wu'gong'lan
武功山泡果荠,wu'gong'shan'pao'guo'ji
无核桔,wu'he'ju
无花果,wu'hua'guo
无患子,wu'huan'zi
无患子科,wu'huan'zi'ke
无患子属,wu'huan'zi'shu
五加,wu'jia
五加科,wu'jia'ke
五加属,wu'jia'shu
五节芒,wu'jie'mang
芜菁,wu'jing
芜菁甘蓝,wu'jing'gan'lan
乌桕,wu'jiu
乌桕属,wu'jiu'shu
无距虾脊兰,wu'ju'xia'ji'lan
乌口树属,wu'kou'shu'shu
无辣蓼,wu'la'liao
五棱秆飘拂草,wu'leng'gan'piao'fu'cao
乌蔹莓,wu'lian'mei
乌蔹莓属,wu'lian'mei'shu
五裂锐角槭,wu'lie'rui'jiao'qi
乌菱,wu'ling
五岭过路黄,wu'ling'guo'lu'huang
五岭龙胆,wu'ling'long'dan
五岭细辛,wu'ling'xi'xin
无芒雀麦,wu'mang'que'mai
污毛粗叶木,wu'mao'cu'ye'mu
无毛淡红忍冬,wu'mao'dan'hong'ren'dong
无毛粉花绣线菊,wu'mao'fen'hua'xiu'xian'ju
无毛粉条儿菜,wu'mao'fen'tiao'er'cai
无毛光果悬钩子,wu'mao'guang'guo'xuan'gou'zi
无毛画眉草,wu'mao'hua'mei'cao
无毛野燕麦,wu'mao'ye'yan'mai
乌楣栲,wu'mei'kao
巫山繁缕,wu'shan'fan'lv
乌柿,wu'shi
午时花,wu'shi'hua
午时花属,wu'shi'hua'shu
雾水葛,wu'shui'ge
雾水葛属,wu'shui'ge'shu
梧桐,wu'tong
梧桐科,wu'tong'ke
梧桐属,wu'tong'shu
乌头,wu'tou
乌头属,wu'tou'shu
无尾水筛,wu'wei'shui'shai
五味子属,wu'wei'zi'shu
无腺白叶莓,wu'xian'bai'ye'mei
无腺灰白莓,wu'xian'hui'bai'mei
无腺林泽兰,wu'xian'lin'ze'lan
无腺腺梗豨莶,wu'xian'xian'geng'xi'xian
无腺野海棠,wu'xian'ye'hai'tang
吴兴铁线莲,wu'xing'tie'xian'lian
无须藤,wu'xu'teng
无须藤属,wu'xu'teng'shu
乌芽竹,wu'ya'zhu
乌药,wu'yao
无叶莲属,wu'ye'lian'shu
五叶薯蓣,wu'ye'shu'yu
无疣菝葜,wu'you'ba'qia
婺源安息香,wu'yuan'an'xi'xiang
五月茶属,wu'yue'cha'shu
五指挪藤,wu'zhi'nuo'teng
乌竹,wu'zhu
无柱兰属,wu'zhu'lan'shu
吴茱萸,wu'zhu'yu
吴茱萸属,wu'zhu'yu'shu
吴茱萸五加,wu'zhu'yu'wu'jia
细萆薢,xi'bi'xie
细柄百两金,xi'bing'bai'liang'jin
细柄草,xi'bing'cao
细柄草属,xi'bing'cao'shu
细柄稷,xi'bing'ji
细柄蕈树,xi'bing'xun'shu
细长早熟禾,xi'chang'zao'shu'he
细齿稠李,xi'chi'chou'li
细齿柃,xi'chi'ling
细齿蕈树,xi'chi'xun'shu
西川朴,xi'chuan'pu
细刺五加,xi'ci'wu'jia
细灯心草,xi'deng'xin'cao
细风轮菜,xi'feng'lun'cai
西府海棠,xi'fu'hai'tang
细秆羊胡子草,xi'gan'yang'hu'zi'cao
细梗胡枝子,xi'geng'hu'zhi'zi
细梗络石,xi'geng'luo'shi
细梗苔草,xi'geng'tai'cao
细梗香草,xi'geng'xiang'cao
西瓜,xi'gua
西瓜属,xi'gua'shu
细果毛脉槭,xi'guo'mao'mai'qi
细果野菱,xi'guo'ye'ling
喜旱莲子草,xi'han'lian'zi'cao
细红背叶,xi'hong'bei'ye
西红花,xi'hong'hua
西葫芦,xi'hu'lu
稀花胡枝子,xi'hua'hu'zhi'zi
稀花蓼,xi'hua'liao
细花泡花树,xi'hua'pao'hua'shu
稀花槭,xi'hua'qi
溪黄草,xi'huang'cao
习见蓼,xi'jian'liao
细茎石斛,xi'jing'shi'hu
细茎双蝴蝶,xi'jing'shuang'hu'die
西来稗,xi'lai'bai
锡兰肉桂,xi'lan'rou'gui
喜马拉雅旌节花,xi'ma'la'ya'jing'jie'hua
稀脉萍,xi'mai'ping
觿茅,xi'mao
觿茅属,xi'mao'shu
细毛鸭嘴草,xi'mao'ya'zui'cao
菥蓂,xi'mi
菥蓂属,xi'mi'shu
西南水芹,xi'nan'shui'qin
西南卫矛,xi'nan'wei'mao
西欧蝇子草,xi'ou'ying'zi'cao
喜树,xi'shu
喜树属,xi'shu'shu
细穗藜灰绿藜,xi'sui'li'hui'lv'li
细葶无柱兰,xi'ting'wu'zhu'lan
豨莶,xi'xian
豨莶属,xi'xian'shu
豨莶属分种检索表,xi'xian'shu'fen'zhong'jian'suo'biao
细小景天,xi'xiao'jing'tian
细辛,xi'xin
细辛属,xi'xin'shu
西洋接骨木,xi'yang'jie'gu'mu
西洋梨,xi'yang'li
细叶桉,xi'ye'an
细叶刺子莞,xi'ye'ci'zi'guan
细叶萼距花,xi'ye'e'ju'hua
细叶旱芹,xi'ye'han'qin
细叶结缕草,xi'ye'jie'lv'cao
细叶韭,xi'ye'jiu
细叶苦荬菜,xi'ye'ku'mai'cai
细叶蓼,xi'ye'liao
细野麻,xi'ye'ma
细叶美女樱,xi'ye'mei'nv'ying
细叶青冈,xi'ye'qing'gang
细叶石仙桃,xi'ye'shi'xian'tao
细叶水团花,xi'ye'shui'tuan'hua
细叶香桂,xi'ye'xiang'gui
细叶旋覆花,xi'ye'xuan'fu'hua
细圆藤,xi'yuan'teng
细圆藤属,xi'yuan'teng'shu
细枝柃,xi'zhi'ling
细枝落葵薯,xi'zhi'luo'kui'shu
细枝木麻黄,xi'zhi'mu'ma'huang
狭苞马兰,xia'bao'ma'lan
虾脊兰,xia'ji'lan
虾脊兰属,xia'ji'lan'shu
下江忍冬,xia'jiang'ren'dong
夏枯草,xia'ku'cao
夏枯草属,xia'ku'cao'shu
夏飘拂草,xia'piao'fu'cao
狭穗阔蕊兰,xia'sui'kuo'rui'lan
下田菊,xia'tian'ju
下田菊属,xia'tian'ju'shu
虾须草,xia'xu'cao
虾须草属,xia'xu'cao'shu
狭叶矮竹,xia'ye'ai'zhu
狭叶重楼,xia'ye'chong'lou
狭叶垂盆草,xia'ye'chui'pen'cao
狭叶粉花绣线菊,xia'ye'fen'hua'xiu'xian'ju
狭叶谷精草,xia'ye'gu'jing'cao
狭叶尖头叶藜,xia'ye'jian'tou'ye'li
狭叶兰香草,xia'ye'lan'xiang'cao
狭叶莲子草,xia'ye'lian'zi'cao
狭叶母草,xia'ye'mu'cao
狭叶山胡椒,xia'ye'shan'hu'jiao
狭叶束尾草,xia'ye'shu'wei'cao
狭叶台湾榕,xia'ye'tai'wan'rong
狭叶五月茶,xia'ye'wu'yue'cha
狭叶香港远志,xia'ye'xiang'gang'yuan'zhi
狭叶崖花海桐,xia'ye'ya'hua'hai'tong
狭叶珍珠菜,xia'ye'zhen'zhu'cai
狭叶猪屎豆,xia'ye'zhu'shi'dou
虾衣草,xia'yi'cao
虾衣草属,xia'yi'cao'shu
夏至草,xia'zhi'cao
夏至草属,xia'zhi'cao'shu
仙白草,xian'bai'cao
显苞过路黄,xian'bao'guo'lu'huang
腺萼茅莓,xian'e'mao'mei
腺萼南蛇藤,xian'e'nan'she'teng
腺梗菜,xian'geng'cai
腺梗菜属,xian'geng'cai'shu
腺梗豨莶,xian'geng'xi'xian
纤花耳草,xian'hua'er'cao
显花蓼,xian'hua'liao
仙居葡萄,xian'ju'pu'tao
苋科,xian'ke
腺蜡瓣花,xian'la'ban'hua
显脉香茶菜,xian'mai'xiang'cha'cai
陷脉悬钩子,xian'mai'xuan'gou'zi
显脉野木瓜,xian'mai'ye'mu'gua
仙茅,xian'mao
纤毛鹅观草,xian'mao'e'guan'cao
腺毛莓,xian'mao'mei
仙茅属,xian'mao'shu
纤毛野青茅,xian'mao'ye'qing'mao
腺毛阴行草,xian'mao'yin'xing'cao
仙人球,xian'ren'qiu
仙人球属,xian'ren'qiu'shu
仙人掌,xian'ren'zhang
仙人掌科,xian'ren'zhang'ke
仙人掌属,xian'ren'zhang'shu
苋属,xian'shu
咸水草,xian'shui'cao
线穗苔草,xian'sui'tai'cao
线纹香茶菜,xian'wen'xiang'cha'cai
纤细茨藻,xian'xi'ci'zao
纤细通泉草,xian'xi'tong'quan'cao
线形草沙蚕,xian'xing'cao'sha'can
腺药珍珠菜,xian'yao'zhen'zhu'cai
纤叶钗子股,xian'ye'chai'zi'gu
线叶春兰,xian'ye'chun'lan
腺叶桂樱,xian'ye'gui'ying
线叶蓟,xian'ye'ji
腺叶荚蒾,xian'ye'jia'mi
线叶玉凤花,xian'ye'yu'feng'hua
腺枝葡萄,xian'zhi'pu'tao
藓状景天,xian'zhuang'jing'tian
线状匍匐茎藨草,xian'zhuang'pu'fu'jing'biao'cao
显子草,xian'zi'cao
显子草属,xian'zi'cao'shu
象鼻兰,xiang'bi'lan
象鼻兰属,xiang'bi'lan'shu
香茶菜,xiang'cha'cai
香茶菜属,xiang'cha'cai'shu
香橙,xiang'cheng
香椿,xiang'chun
香椿属,xiang'chun'shu
香冬青,xiang'dong'qing
象耳豆属,xiang'er'dou'shu
相仿苔草,xiang'fang'tai'cao
香附子,xiang'fu'zi
香港黄檀,xiang'gang'huang'tan
香港双蝴蝶,xiang'gang'shuang'hu'die
香港远志,xiang'gang'yuan'zhi
香根草,xiang'gen'cao
香根草属,xiang'gen'cao'shu
香根芹,xiang'gen'qin
香根芹属,xiang'gen'qin'shu
箱根野青茅,xiang'gen'ye'qing'mao
湘桂羊角芹,xiang'gui'yang'jiao'qin
香果树,xiang'guo'shu
香果树属,xiang'guo'shu'shu
香花崖豆藤,xiang'hua'ya'dou'teng
香花羊耳蒜,xiang'hua'yang'er'suan
香槐,xiang'huai
香槐属,xiang'huai'shu
香简草属,xiang'jian'cao'shu
香堇菜,xiang'jin'cai
香科科属,xiang'ke'ke'shu
响铃豆,xiang'ling'dou
降龙草,xiang'long'cao
香茅,xiang'mao
香茅属,xiang'mao'shu
香莓,xiang'mei
香蒲,xiang'pu
香蒲科,xiang'pu'ke
香蒲属,xiang'pu'shu
香青,xiang'qing
香青属,xiang'qing'shu
向日葵,xiang'ri'kui
向日葵属,xiang'ri'kui'shu
香薷,xiang'ru
香薷属,xiang'ru'shu
香薷状香简草,xiang'ru'zhuang'xiang'jian'cao
香矢车菊,xiang'shi'che'ju
香水月季,xiang'shui'yue'ji
香豌豆,xiang'wan'dou
香雪兰,xiang'xue'lan
香雪兰属,xiang'xue'lan'shu
香雪球,xiang'xue'qiu
香雪球属,xiang'xue'qiu'shu
香叶树,xiang'ye'shu
香叶天竺葵,xiang'ye'tian'zhu'kui
响叶杨,xiang'ye'yang
香圆,xiang'yuan
肖菝葜,xiao'ba'qia
肖菝葜属,xiao'ba'qia'shu
小檗科,xiao'bo'ke
小檗属,xiao'bo'shu
小巢菜,xiao'chao'cai
小赤麻,xiao'chi'ma
小齿钻地风,xiao'chi'zuan'di'feng
小茨藻,xiao'ci'zao
小二仙草,xiao'er'xian'cao
小二仙草科,xiao'er'xian'cao'ke
小二仙草属,xiao'er'xian'cao'shu
小构树,xiao'gou'shu
小果菝葜,xiao'guo'ba'qia
小果草属,xiao'guo'cao'shu
小果冬青,xiao'guo'dong'qing
小果海桐,xiao'guo'hai'tong
小果蔷薇,xiao'guo'qiang'wei
小果石笔木,xiao'guo'shi'bi'mu
小果十大功劳,xiao'guo'shi'da'gong'lao
小葫芦,xiao'hu'lu
小花栝楼,xiao'hua'gua'lou
小花黄堇,xiao'hua'huang'jin
小花荠苧,xiao'hua'ji'zhu
小花蓼,xiao'hua'liao
小花琉璃草,xiao'hua'liu'li'cao
小花龙牙草,xiao'hua'long'ya'cao
小画眉草,xiao'hua'mei'cao
小花蜻蜓兰,xiao'hua'qing'ting'lan
小花糖芥,xiao'hua'tang'jie
小花天竺葵,xiao'hua'tian'zhu'kui
小花鸢尾,xiao'hua'yuan'wei
小花远志,xiao'hua'yuan'zhi
小槐花,xiao'huai'hua
小黄菊属,xiao'huang'ju'shu
小黄苦竹,xiao'huang'ku'zhu
小黄紫堇,xiao'huang'zi'jin
小鸡爪槭,xiao'ji'zhua'qi
小剪刀股,xiao'jian'dao'gu
小金梅草,xiao'jin'mei'cao
小金梅草属,xiao'jin'mei'cao'shu
小蜡,xiao'la
小藜,xiao'li
小连翘,xiao'lian'qiao
小蓼,xiao'liao
小龙口花,xiao'long'kou'hua
小麦,xiao'mai
小麦属,xiao'mai'shu
小米,xiao'mi
小米空木属,xiao'mi'kong'mu'shu
小木通,xiao'mu'tong
小苜蓿,xiao'mu'xu
小蓬草,xiao'peng'cao
小茄,xiao'qie
小窃衣,xiao'qie'yi
小球穗扁莎,xiao'qiu'sui'bian'sha
小舌唇兰,xiao'she'chun'lan
小升麻,xiao'sheng'ma
孝顺竹,xiao'shun'zhu
小溲疏,xiao'sou'shu
小酸模,xiao'suan'mo
小穗砖子苗,xiao'sui'zhuan'zi'miao
小天蓝绣球,xiao'tian'lan'xiu'qiu
小乌桕,xiao'wu'jiu
小型珍珠茅,xiao'xing'zhen'zhu'mao
小眼子菜,xiao'yan'zi'cai
小叶白辛树,xiao'ye'bai'xin'shu
小叶慈姑,xiao'ye'ci'gu
小叶地笋,xiao'ye'di'sun
小叶梵天花,xiao'ye'fan'tian'hua
小叶葛藟,xiao'ye'ge'lei
小叶黄花稔,xiao'ye'huang'hua'ren
小叶蜡子树,xiao'ye'la'zi'shu
小叶冷水花,xiao'ye'leng'shui'hua
小叶栎,xiao'ye'li
小叶猕猴桃,xiao'ye'mi'hou'tao
小叶女贞,xiao'ye'nv'zhen
小叶葡萄,xiao'ye'pu'tao
小叶青冈,xiao'ye'qing'gang
小叶三点金,xiao'ye'san'dian'jin
小叶石楠,xiao'ye'shi'nan
小叶眼子菜,xiao'ye'yan'zi'cai
小叶杨,xiao'ye'yang
小叶野决明,xiao'ye'ye'jue'ming
小叶鸢尾兰,xiao'ye'yuan'wei'lan
小叶珍珠菜,xiao'ye'zhen'zhu'cai
小野芝麻,xiao'ye'zhi'ma
小野芝麻属,xiao'ye'zhi'ma'shu
小叶猪殃殃,xiao'ye'zhu'yang'yang
小颖羊茅,xiao'ying'yang'mao
小鱼仙草,xiao'yu'xian'cao
小鸢尾,xiao'yuan'wei
小沼兰,xiao'zhao'lan
小紫果槭,xiao'zi'guo'qi
小紫金牛,xiao'zi'jin'niu
薤白,xie'bai
缬草属,xie'cao'shu
楔基苎麻,xie'ji'zhu'ma
蟹甲草属,xie'jia'cao'shu
楔叶豆梨,xie'ye'dou'li
楔颖草属,xie'ying'cao'shu
蝎子草属,xie'zi'cao'shu
心萼薯属,xin'e'shu'shu
新华藨草,xin'hua'biao'cao
新木姜子属,xin'mu'jiang'zi'shu
信宣石竹,xin'xuan'shi'zhu
心叶堇菜,xin'ye'jin'cai
心叶蔓茎堇菜,xin'ye'man'jing'jin'cai
心叶猕猴桃,xin'ye'mi'hou'tao
心叶碎米荠,xin'ye'sui'mi'ji
心叶帚菊,xin'ye'zhou'ju
莕菜,xing'cai
莕菜属,xing'cai'shu
星花灯心草,xing'hua'deng'xin'cao
星毛稠李,xing'mao'chou'li
星毛冠盖藤,xing'mao'guan'gai'teng
兴山榆,xing'shan'yu
杏香兔儿风,xing'xiang'tu'er'feng
猩猩草,xing'xing'cao
星宿菜,xing'xiu'cai
熊耳草,xiong'er'cao
锈点苔草,xiu'dian'tai'cao
秀丽槭,xiu'li'qi
秀丽香港四照花,xiu'li'xiang'gang'si'zhao'hua
秀丽野海棠,xiu'li'ye'hai'tang
锈鳞苔草,xiu'lin'tai'cao
锈毛风毛菊,xiu'mao'feng'mao'ju
锈毛寄生,xiu'mao'ji'sheng
锈毛莓,xiu'mao'mei
锈毛石斑木,xiu'mao'shi'ban'mu
锈毛羽叶参,xiu'mao'yu'ye'can
绣球,xiu'qiu
绣球防风属,xiu'qiu'fang'feng'shu
绣球荚蒾,xiu'qiu'jia'mi
绣球属,xiu'qiu'shu
绣球藤,xiu'qiu'teng
绣球绣线菊,xiu'qiu'xiu'xian'ju
绣线菊属,xiu'xian'ju'shu
锈叶野桐,xiu'ye'ye'tong
须苞石竹,xu'bao'shi'zhu
徐长卿,xu'chang'qing
续断,xu'duan
续断菊,xu'duan'ju
须毛蔓茎堇菜,xu'mao'man'jing'jin'cai
须蕊忍冬,xu'rui'ren'dong
续随子,xu'sui'zi
序叶苎麻,xu'ye'zhu'ma
萱草,xuan'cao
萱草属,xuan'cao'shu
旋覆花,xuan'fu'hua
旋覆花属,xuan'fu'hua'shu
旋覆花属分种检索表,xuan'fu'hua'shu'fen'zhong'jian'suo'biao
悬钩子蔷薇,xuan'gou'zi'qiang'wei
悬钩子属,xuan'gou'zi'shu
旋花,xuan'hua
旋花科,xuan'hua'ke
旋鳞莎草,xuan'lin'suo'cao
悬铃木科,xuan'ling'mu'ke
悬铃木属,xuan'ling'mu'shu
悬铃木叶苎麻,xuan'ling'mu'ye'zhu'ma
玄参,xuan'shen
玄参科,xuan'shen'ke
玄参科分属检索表,xuan'shen'ke'fen'shu'jian'suo'biao
玄参属,xuan'shen'shu
旋蒴苣苔,xuan'shuo'ju'tai
旋蒴苣苔属,xuan'shuo'ju'tai'shu
雪胆属,xue'dan'shu
血见愁,xue'jian'chou
雪里蕻,xue'li'hong
雪柳,xue'liu
雪柳属,xue'liu'shu
血水草,xue'shui'cao
血水草属,xue'shui'cao'shu
蕈树,xun'shu
蕈树属,xun'shu'shu
熏衣草,xun'yi'cao
熏衣草属,xun'yi'cao'shu
栒子属,xun'zi'shu
崖壁杜鹃,ya'bi'du'juan
鸦椿卫矛,ya'chun'wei'mao
鸦葱属,ya'cong'shu
亚大苔草,ya'da'tai'cao
鸦胆子,ya'dan'zi
鸦胆子属,ya'dan'zi'shu
崖豆藤属,ya'dou'teng'shu
鸭儿芹,ya'er'qin
崖花海桐,ya'hua'hai'tong
鸭茅,ya'mao
鸭茅属,ya'mao'shu
崖爬藤属,ya'pa'teng'shu
鸭舌草,ya'she'cao
鸦头梨,ya'tou'li
鸦头梨属,ya'tou'li'shu
鸭跖草,ya'zhi'cao
鸭跖草科,ya'zhi'cao'ke
鸭跖草属,ya'zhi'cao'shu
鸭跖草状凤仙花,ya'zhi'cao'zhuang'feng'xian'hua
崖州竹,ya'zhou'zhu
芽竹,ya'zhu
鸭嘴草,ya'zui'cao
鸭嘴草属,ya'zui'cao'shu
烟草,yan'cao
烟草属,yan'cao'shu
雁荡润楠,yan'dang'run'nan
雁荡三角槭,yan'dang'san'jiao'qi
盐地碱蓬,yan'di'jian'peng
盐地鼠尾粟,yan'di'shu'wei'su
盐肤木,yan'fu'mu
盐肤木属,yan'fu'mu'shu
烟管头草,yan'guan'tou'cao
沿海紫金牛,yan'hai'zi'jin'niu
延胡索,yan'hu'suo
岩茴香,yan'hui'xiang
岩藿香,yan'huo'xiang
盐角草,yan'jiao'cao
盐角草属,yan'jiao'cao'shu
沿阶草属,yan'jie'cao'shu
岩柃,yan'ling
延龄草,yan'ling'cao
延龄草属,yan'ling'cao'shu
燕麦草,yan'mai'cao
燕麦草属,yan'mai'cao'shu
燕麦属,yan'mai'shu
延平柿,yan'ping'shi
岩蔷薇,yan'qiang'wei
岩蔷薇属,yan'qiang'wei'shu
艳山姜,yan'shan'jiang
芫荽,yan'sui
芫荽属,yan'sui'shu
烟台飘拂草,yan'tai'piao'fu'cao
眼子菜,yan'zi'cai
眼子菜科,yan'zi'cai'ke
眼子菜属,yan'zi'cai'shu
洋白蜡,yang'bai'la
漾濞核桃,yang'bi'he'tao
羊齿天门冬,yang'chi'tian'men'dong
洋葱,yang'cong
羊耳菊,yang'er'ju
羊耳蒜属,yang'er'suan'shu
洋蝴蝶,yang'hu'die
羊胡子草属,yang'hu'zi'cao'shu
羊角槭,yang'jiao'qi
羊角芹属,yang'jiao'qin'shu
羊角藤,yang'jiao'teng
杨柳科,yang'liu'ke
洋麻,yang'ma
羊茅,yang'mao
羊茅属,yang'mao'shu
杨梅,yang'mei
杨梅科,yang'mei'ke
杨梅属,yang'mei'shu
杨梅叶蚊母树,yang'mei'ye'wen'mu'shu
羊乳,yang'ru
羊舌树,yang'she'shu
杨属,yang'shu
阳桃,yang'tao
阳桃属,yang'tao'shu
羊蹄,yang'ti
羊蹄甲属,yang'ti'jia'shu
羊踯躅,yang'zhi'zhu
扬子毛茛,yang'zi'mao'gen
扬子铁线莲,yang'zi'tie'xian'lian
扬子小连翘,yang'zi'xiao'lian'qiao
药百合,yao'bai'he
野艾篙,ye'ai'gao
野桉,ye'an
野百合,ye'bai'he
野扁豆属,ye'bian'dou'shu
野慈姑,ye'ci'gu
野大豆,ye'da'dou
野灯心草,ye'deng'xin'cao
叶底红,ye'di'hong
叶萼山矾,ye'e'shan'fan
野葛,ye'ge
野菰,ye'gu
野古草,ye'gu'cao
野古草属,ye'gu'cao'shu
野菰属,ye'gu'shu
野海茄,ye'hai'qie
