爱奥尼亚柱式,ai'ao'ni'ya'zhu'shi
不可预见费,bu'ke'yu'jian'fei
不可预见项目,bu'ke'yu'jian'xiang'mu
部控,bu'kong
不利季节,bu'li'ji'jie
不良导体,bu'liang'dao'ti
不良地质,bu'liang'di'zhi
不良地质条件,bu'liang'di'zhi'tiao'jian
不良级配,bu'liang'ji'pei
布料,bu'liao
补隆淖,bu'long'nao
不免除,bu'mian'chu
不免除责任,bu'mian'chu'ze'ren
不耐寒植物,bu'nai'han'zhi'wu
补强,bu'qiang
补强层,bu'qiang'ceng
不燃结构,bu'ran'jie'gou
哺乳室,bu'ru'shi
不上人屋面,bu'shang'ren'wu'mian
不设超高,bu'she'chao'gao
不设超高的平曲线半径,bu'she'chao'gao'de'ping'qu'xian'ban'jing
不设超高平曲线半径,bu'she'chao'gao'ping'qu'xian'ban'jing
步石,bu'shi
不填不挖,bu'tian'bu'wa
不停车,bu'ting'che
不停车收费,bu'ting'che'shou'fei
不同标高,bu'tong'biao'gao
布网,bu'wang
布纹玻璃,bu'wen'bo'li
不稳定,bu'wen'ding
不稳定结构,bu'wen'ding'jie'gou
埠西头,bu'xi'tou
布线,bu'xian
布线管道,bu'xian'guan'dao
不小于,bu'xiao'yu
步行街,bu'xing'jie
步行上楼式公寓,bu'xing'shang'lou'shi'gong'yu
不锈钢,bu'xiu'gang
不锈钢板,bu'xiu'gang'ban
不锈钢扶手,bu'xiu'gang'fu'shou
不锈钢管,bu'xiu'gang'guan
布置图,bu'zhi'tu
部专,bu'zhuan
部专业监理工程师,bu'zhuan'ye'jian'li'gong'cheng'shi
补桩,bu'zhuang
堡子湾,bu'zi'wan
擦窗机,ca'chuang'ji
擦耳,ca'er
踩步金,cai'bu'jin
彩度,cai'du
彩钢房,cai'gang'fang
采购管理,cai'gou'guan'li
采光,cai'guang
采光板,cai'guang'ban
采光带,cai'guang'dai
采光均匀度,cai'guang'jun'yun'du
采光口,cai'guang'kou
采光塔,cai'guang'ta
采光系数,cai'guang'xi'shu
采光罩,cai'guang'zhao
彩画,cai'hua
蔡家沟,cai'jia'gou
材料,cai'liao
材料分配存放,cai'liao'fen'pei'cun'fang
材料供应计划,cai'liao'gong'ying'ji'hua
材料计算蓄热系数,cai'liao'ji'suan'xu're'xi'shu
材料进场检验记录,cai'liao'jin'chang'jian'yan'ji'lu
材料设备,cai'liao'she'bei
材料设备表,cai'liao'she'bei'biao
彩铝推拉窗,cai'lv'tui'la'chuang
裁判席,cai'pan'xi
彩色涂料,cai'se'tu'liao
菜市场,cai'shi'chang
采石场,cai'shi'chang
采石作业,cai'shi'zuo'ye
财务管理,cai'wu'guan'li
财务审核,cai'wu'shen'he
财务支付,cai'wu'zhi'fu
财务支付月报,cai'wu'zhi'fu'yue'bao
菜园,cai'yuan
裁员增效,cai'yuan'zeng'xiao
材质不良,cai'zhi'bu'liang
蚕厂屯,can'chang'tun
惨嗥,can'hao
参见详图,can'jian'xiang'tu
餐具柜,can'ju'gui
餐具室,can'ju'shi
餐室,can'shi
餐厅,can'ting
残星明灭,can'xing'ming'mie
残值,can'zhi
仓储用地,cang'chu'yong'di
苍古,cang'gu
仓库,cang'ku
仓库搭建,cang'ku'da'jian
仓库区,cang'ku'qu
仓山镇,cang'shan'zhen
草地喷水器,cao'di'pen'shui'qi
草店,cao'dian
草栿,cao'fu
槽钢,cao'gang
槽沟,cao'gou
操规,cao'gui
草河口,cao'he'kou
曹家坝,cao'jia'ba
曹家堡,cao'jia'bao
曹家伙场,cao'jia'huo'chang
曹家湾,cao'jia'wan
曹家营子,cao'jia'ying'zi
槽口,cao'kou
草六格尔,cao'liu'ge'er
糙率,cao'lv
草庙子,cao'miao'zi
草皮护坡,cao'pi'hu'po
草坪,cao'ping
草坪岛,cao'ping'dao
草坪加肥器,cao'ping'jia'fei'qi
草坪区,cao'ping'qu
草坪植物,cao'ping'zhi'wu
槽升子,cao'sheng'zi
槽铁,cao'tie
草图阶段,cao'tu'jie'duan
槽形板,cao'xing'ban
草药花坛,cao'yao'hua'tan
草原景观,cao'yuan'jing'guan
草原生态系统,cao'yuan'sheng'tai'xi'tong
槽辙,cao'zhe
曹子里,cao'zi'li
操作电源,cao'zuo'dian'yuan
操作时间,cao'zuo'shi'jian
操作手,cao'zuo'shou
操作手续,cao'zuo'shou'xu
操作走廊,cao'zuo'zou'lang
测长,ce'chang
测点,ce'dian
测定仪,ce'ding'yi
侧挂折叠门,ce'gua'zhe'die'men
侧光,ce'guang
测回,ce'hui
测绘,ce'hui
侧击雷,ce'ji'lei
侧脚,ce'jiao
测距仪,ce'ju'yi
测孔器,ce'kong'qi
侧廊,ce'lang
侧力,ce'li
侧立面,ce'li'mian
测量,ce'liang
测量吊杆,ce'liang'diao'gan
测量队,ce'liang'dui
测量放线,ce'liang'fang'xian
测量工程师,ce'liang'gong'cheng'shi
测量规范,ce'liang'gui'fan
测量监理,ce'liang'jian'li
测量平差,ce'liang'ping'cha
测量人员,ce'liang'ren'yuan
测量误差,ce'liang'wu'cha
测量验收,ce'liang'yan'shou
测量员,ce'liang'yuan
测量组,ce'liang'zu
侧面采光,ce'mian'cai'guang
侧面垂直度,ce'mian'chui'zhi'du
侧模,ce'mo
侧模板,ce'mu'ban
侧喷式喷洒头,ce'pen'shi'pen'sa'tou
测钎,ce'qian
侧墙,ce'qiang
测强,ce'qiang
侧墙式自动喷洒头,ce'qiang'shi'zi'dong'pen'sa'tou
测设,ce'she
侧石,ce'shi
测试点,ce'shi'dian
测试环线,ce'shi'huan'xian
测试卡子,ce'shi'qia'zi
侧视图,ce'shi'tu
测速传感器,ce'su'chuan'gan'qi
测速发动机,ce'su'fa'dong'ji
测速雷达,ce'su'lei'da
测算,ce'suan
厕所,ce'suo
侧台,ce'tai
侧天窗,ce'tian'chuang
测线布置,ce'xian'bu'zhi
侧向传声,ce'xiang'chuan'sheng
侧向反射声,ce'xiang'fan'she'sheng
侧向刚度,ce'xiang'gang'du
侧向刚度比,ce'xiang'gang'du'bi
侧向送风,ce'xiang'song'feng
侧向位移,ce'xiang'wei'yi
侧向照明,ce'xiang'zhao'ming
侧压力,ce'ya'li
侧移,ce'yi
测站,ce'zhan
测站归心,ce'zhan'gui'xin
测重,ce'zhong
侧撞,ce'zhuang
测阻,ce'zu
层次,ceng'ci
层顶,ceng'ding
层高,ceng'gao
层高表,ceng'gao'biao
层厚,ceng'hou
层间梁,ceng'jian'liang
层间位移,ceng'jian'wei'yi
层间位移比,ceng'jian'wei'yi'bi
层铺法,ceng'pu'fa
层数,ceng'shu
层压材料,ceng'ya'cai'liao
叉百户,cha'bai'hu
插板,cha'ban
查布嘎,cha'bu'ga
茶厂,cha'chang
叉车,cha'che
茶淀,cha'dian
察尔汗,cha'er'han
查干哈达,cha'gan'ha'da
查干芒和,cha'gan'mang'he
查干诺尔,cha'gan'nuo'er
查干特格,cha'gan'te'ge
茶馆,cha'guan
岔江,cha'jiang
插接板,cha'jie'ban
插接不良,cha'jie'bu'liang
插接管,cha'jie'guan
插筋,cha'jin
插口,cha'kou
插口接头,cha'kou'jie'tou
查票员,cha'piao'yuan
插切销,cha'qie'xiao
岔区,cha'qu
插入式,cha'ru'shi
插入式振捣器,cha'ru'shi'zhen'dao'qi
插入损失,cha'ru'sun'shi
叉手,cha'shou
察素齐,cha'su'qi
差速器,cha'su'qi
差速器总成,cha'su'qi'zong'cheng
岔滩,cha'tan
茶条沟,cha'tiao'gou
茶亭,cha'ting
插头,cha'tou
插头板,cha'tou'ban
插图,cha'tu
岔西滩,cha'xi'tan
岔线,cha'xian
插销,cha'xiao
岔心,cha'xin
岔心护,cha'xin'hu
查询应答器,cha'xun'ying'da'qi
岔枕,cha'zhen
岔中绝缘,cha'zhong'jue'yuan
叉柱造,cha'zhu'zao
插座,cha'zuo
拆除,chai'chu
拆除导管,chai'chu'dao'guan
拆除费用,chai'chu'fei'yong
拆除钻杆,chai'chu'zuan'gan
拆导管,chai'dao'guan
拆杆,chai'gan
柴岗,chai'gang
柴河,chai'he
拆建比,chai'jian'bi
柴滤,chai'lv
拆模,chai'mo
拆模板,chai'mu'ban
拆迁,chai'qian
柴油机发电站,chai'you'ji'fa'dian'zhan
柴油滤清器,chai'you'lv'qing'qi
柴油滤芯,chai'you'lv'xin
觇标,chan'biao
铲刀,chan'dao
铲刀倾斜油缸,chan'dao'qing'xie'you'gang
铲刀提升油缸,chan'dao'ti'sheng'you'gang
颤动回声,chan'dong'hui'sheng
掺合料,chan'he'liao
掺灰,chan'hui
掺加剂,chan'jia'ji
产科病房,chan'ke'bing'fang
产量定额,chan'liang'ding'e
觇牌,chan'pai
产品范围,chan'pin'fan'wei
产品分析,chan'pin'fen'xi
产品规格,chan'pin'gui'ge
缠绕植物,chan'rao'zhi'wu
产业结构,chan'ye'jie'gou
铲运,chan'yun
铲运机,chan'yun'ji
缠柱造,chan'zhu'zao
长白线,chang'bai'xian
厂拌,chang'ban
厂拌法,chang'ban'fa
厂拌法施工,chang'ban'fa'shi'gong
长常,chang'chang
长城梁,chang'cheng'liang
长冲,chang'chong
长春,chang'chun
长春东,chang'chun'dong
长春南,chang'chun'nan
场地,chang'di
场地边线,chang'di'bian'xian
场地地貌,chang'di'di'mao
场地地形,chang'di'di'xing
场地方位,chang'di'fang'wei
场地分析,chang'di'fen'xi
场地工程,chang'di'gong'cheng
场地规划,chang'di'gui'hua
场地类别,chang'di'lei'bie
场地面积,chang'di'mian'ji
场地平面图,chang'di'ping'mian'tu
场地平整,chang'di'ping'zheng
场地清理,chang'di'qing'li
场地设施,chang'di'she'shi
场地通达度,chang'di'tong'da'du
场地土,chang'di'tu
场地位置,chang'di'wei'zhi
场地硬化,chang'di'ying'hua
场地准备,chang'di'zhun'bei
长甸,chang'dian
厂发料,chang'fa'liao
长发屯,chang'fa'tun
厂房,chang'fang
长杆贯入仪,chang'gan'guan'ru'yi
长钢轨,chang'gang'gui
长岗岭,chang'gang'ling
长轨,chang'gui
长轨列车,chang'gui'lie'che
长轨条焊接,chang'gui'tiao'han'jie
厂汗,chang'han
长河坝,chang'he'ba
长河碥,chang'he'bian
长弧氙灯,chang'hu'xian'deng
场间联系电路,chang'jian'lian'xi'dian'lu
长江埠,chang'jiang'bu
长荆线,chang'jing'xian
长靠椅,chang'kao'yi
长跨,chang'kua
长宽比,chang'kuan'bi
厂矿道路,chang'kuang'dao'lu
厂矿道路挡车堆,chang'kuang'dao'lu'dang'che'dui
厂矿道路防滑堆,chang'kuang'dao'lu'fang'hua'dui
厂矿道路阻车堤,chang'kuang'dao'lu'zu'che'di
长链,chang'lian
长螺旋灌注桩,chang'luo'xuan'guan'zhu'zhuang
常绿绿篱,chang'lv'lv'li
常绿植物,chang'lv'zhi'wu
厂内次干道,chang'nei'ci'gan'dao
厂内道路,chang'nei'dao'lu
厂内支道,chang'nei'zhi'dao
厂内主干道,chang'nei'zhu'gan'dao
长农,chang'nong
昌平北,chang'ping'bei
长坡岭,chang'po'ling
长期刚度,chang'qi'gang'du
厂前区,chang'qian'qu
长沙坝,chang'sha'ba
长沙埂,chang'sha'geng
长山堡,chang'shan'bao
长山屯,chang'shan'tun
常设人工辅助照明,chang'she'ren'gong'fu'zhu'zhao'ming
长胜沟,chang'sheng'gou
长石,chang'shi
长水准管,chang'shui'zhun'guan
长四,chang'si
场所,chang'suo
场所感,chang'suo'gan
长潭沟,chang'tan'gou
长汀镇,chang'ting'zhen
长途电话局,chang'tu'dian'hua'ju
长图线,chang'tu'xian
厂外道路,chang'wai'dao'lu
场外工程,chang'wai'gong'cheng
长细比,chang'xi'bi
长营,chang'ying
长畛,chang'zhen
长治北,chang'zhi'bei
场致发光,chang'zhi'fa'guang
场致发光灯,chang'zhi'fa'guang'deng
场址选择,chang'zhi'xuan'ze
常州市高指,chang'zhou'shi'gao'zhi
常住人口,chang'zhu'ren'kou
超爆,chao'bao
巢北,chao'bei
超标,chao'biao
超长,chao'chang
超长结构,chao'chang'jie'gou
超长列车,chao'chang'lie'che
超车车道,chao'che'che'dao
超车道,chao'che'dao
超车视距,chao'che'shi'ju
超二级,chao'er'ji
超二级公路,chao'er'ji'gong'lu
超负荷运行,chao'fu'he'yun'xing
超高,chao'gao
超高层建筑,chao'gao'ceng'jian'zhu
超高缓和段,chao'gao'huan'he'duan
超高频,chao'gao'pin
超高值,chao'gao'zhi
朝格温多尔,chao'ge'wen'duo'er
超灌,chao'guan
超规,chao'gui
超级市场,chao'ji'shi'chang
超筋,chao'jin
超筋超限,chao'jin'chao'xian
超筋梁,chao'jin'liang
超静定,chao'jing'ding
超静定结构,chao'jing'ding'jie'gou
超密,chao'mi
超配筋,chao'pei'jin
超配筋信息,chao'pei'jin'xin'xi
抄平,chao'ping
超前支护,chao'qian'zhi'hu
超声波控制自动门,chao'sheng'bo'kong'zhi'zi'dong'men
超声回弹,chao'sheng'hui'tan
超声回弹法,chao'sheng'hui'tan'fa
超声检测,chao'sheng'jian'ce
潮湿,chao'shi
超挖,chao'wa
超五类对双绞线,chao'wu'lei'dui'shuang'jiao'xian
朝乌线,chao'wu'xian
潮汐河流,chao'xi'he'liu
超限,chao'xian
超限车,chao'xian'che
超限货物列车,chao'xian'huo'wu'lie'che
超限列车,chao'xian'lie'che
朝向,chao'xiang
超一级,chao'yi'ji
超一级公路,chao'yi'ji'gong'lu
朝原,chao'yuan
超载,chao'zai
超载预压,chao'zai'yu'ya
撤场,che'chang
车道,che'dao
车道宽度,che'dao'kuan'du
车道线,che'dao'xian
车号员,che'hao'yuan
车机联控,che'ji'lian'kong
车家营子,che'jia'ying'zi
坼架子,che'jia'zi
车间,che'jian
车间净距,che'jian'jing'ju
车距确认,che'ju'que'ren
车库,che'ku
车库翻门,che'ku'fan'men
撤离工作场所,che'li'gong'zuo'chang'suo
车辆段,che'liang'duan
车辆荷载标准,che'liang'he'zai'biao'zhun
车辆间净距,che'liang'jian'jing'ju
车辆事故率,che'liang'shi'gu'lv
车辆运输安全,che'liang'yun'shu'an'quan
车列,che'lie
车流,che'liu
车流量,che'liu'liang
车流密度,che'liu'mi'du
扯皮,che'pi
车台,che'tai
车统,che'tong
车头间距,che'tou'jian'ju
车头时距,che'tou'shi'ju
车务段,che'wu'duan
车行道,che'xing'dao
车行道绿化,che'xing'dao'lv'hua
车站表,che'zhan'biao
车站大厅,che'zhan'da'ting
车站控制,che'zhan'kong'zhi
车站设计,che'zhan'she'ji
车站值班员,che'zhan'zhi'ban'yuan
车辙,che'zhe
车辙试验,che'zhe'shi'yan
车转湾,che'zhuan'wan
沉椿,chen'chun
沉淀池,chen'dian'chi
沉淀厚度,chen'dian'hou'du
沉淀土,chen'dian'tu
沉淀土厚度,chen'dian'tu'hou'du
沉管,chen'guan
沉管法,chen'guan'fa
沉管灌注桩,chen'guan'guan'zhu'zhuang
沉管灌注桩基础,chen'guan'guan'zhu'zhuang'ji'chu
陈官营,chen'guan'ying
陈家湖,chen'jia'hu
沉降,chen'jiang
沉降标,chen'jiang'biao
沉降差,chen'jiang'cha
沉降点,chen'jiang'dian
沉降缝,chen'jiang'feng
沉降观测,chen'jiang'guan'ce
沉降观测标,chen'jiang'guan'ce'biao
沉降观测点,chen'jiang'guan'ce'dian
沉降速率,chen'jiang'su'lv
沉降值,chen'jiang'zhi
沉井,chen'jing
沉井基础,chen'jing'ji'chu
陈列品照明,chen'lie'pin'zhao'ming
陈列室,chen'lie'shi
沉埋法,chen'mai'fa
晨明,chen'ming
衬砌,chen'qi
衬砌拱,chen'qi'gong
衬砌混凝土,chen'qi'hun'ning'tu
辰清,chen'qing
沉沙池,chen'sha'chi
沉砂池,chen'sha'chi
陈设,chen'she
沉头螺栓,chen'tou'luo'shuan
沉头螺丝,chen'tou'luo'si
沉头木螺栓,chen'tou'mu'luo'shuan
沉陷,chen'xian
沉箱,chen'xiang
陈相屯,chen'xiang'tun
沉渣,chen'zha
沉渣厚度,chen'zha'hou'du
沉桩,chen'zhuang
承安铺,cheng'an'pu
城邦,cheng'bang
城堡,cheng'bao
承包,cheng'bao
承包方,cheng'bao'fang
承包工程,cheng'bao'gong'cheng
承包人承担,cheng'bao'ren'cheng'dan
承包商,cheng'bao'shang
承包商承担,cheng'bao'shang'cheng'dan
成本附加收费,cheng'ben'fu'jia'shou'fei
成本计划,cheng'ben'ji'hua
成本控制,cheng'ben'kong'zhi
承插管,cheng'cha'guan
承插接头,cheng'cha'jie'tou
承插连接,cheng'cha'lian'jie
承担责任,cheng'dan'ze'ren
承德避暑山庄,cheng'de'bi'shu'shan'zhuang
承德东,cheng'de'dong
成都东,cheng'du'dong
成都南,cheng'du'nan
成都绕城高速,cheng'du'rao'cheng'gao'su
承发包方式,cheng'fa'bao'fang'shi
撑竿跳高场地,cheng'gan'tiao'gao'chang'di
成高子,cheng'gao'zi
城轨,cheng'gui
成果表,cheng'guo'biao
城濠,cheng'hao
城鸡线,cheng'ji'xian
程家,cheng'jia
程家堡,cheng'jia'bao
成局贵段,cheng'ju'gui'duan
成局渝段,cheng'ju'yu'duan
乘客电梯,cheng'ke'dian'ti
成孔,cheng'kong
程控电源,cheng'kong'dian'yuan
成孔方法,cheng'kong'fang'fa
成孔工艺,cheng'kong'gong'yi
程控器,cheng'kong'qi
程控台,cheng'kong'tai
承口,cheng'kou
承力索,cheng'li'suo
成品库,cheng'pin'ku
城市,cheng'shi
城市边缘,cheng'shi'bian'yuan
城市病,cheng'shi'bing
城市布局,cheng'shi'bu'ju
城市测量,cheng'shi'ce'liang
城市重建,cheng'shi'chong'jian
城市次干路,cheng'shi'ci'gan'lu
城市道路,cheng'shi'dao'lu
城市道路标线,cheng'shi'dao'lu'biao'xian
城市道路面积率,cheng'shi'dao'lu'mian'ji'lv
城市道路系统,cheng'shi'dao'lu'xi'tong
城市地理学,cheng'shi'di'li'xue
城市电力网,cheng'shi'dian'li'wang
城市电力系统,cheng'shi'dian'li'xi'tong
城市发展战略,cheng'shi'fa'zhan'zhan'lue
城市防洪,cheng'shi'fang'hong
城市防灾,cheng'shi'fang'zai
城市防震,cheng'shi'fang'zhen
城市分类,cheng'shi'fen'lei
城市风貌,cheng'shi'feng'mao
城市辐射力,cheng'shi'fu'she'li
城市改建,cheng'shi'gai'jian
城市给水,cheng'shi'gei'shui
城市给水系统,cheng'shi'gei'shui'xi'tong
城市更新,cheng'shi'geng'xin
城市供电,cheng'shi'gong'dian
城市公共交通系统,cheng'shi'gong'gong'jiao'tong'xi'tong
城市功能分区,cheng'shi'gong'neng'fen'qu
城市供热,cheng'shi'gong're
城市供热系统,cheng'shi'gong're'xi'tong
城市供水安全,cheng'shi'gong'shui'an'quan
城市公园,cheng'shi'gong'yuan
城市公园系统,cheng'shi'gong'yuan'xi'tong
城市广场,cheng'shi'guang'chang
城市轨道交通,cheng'shi'gui'dao'jiao'tong
城市规划,cheng'shi'gui'hua
城市规划标准,cheng'shi'gui'hua'biao'zhun
城市规划法规,cheng'shi'gui'hua'fa'gui
城市规划纲要,cheng'shi'gui'hua'gang'yao
城市规划管理,cheng'shi'gui'hua'guan'li
城市规划理论,cheng'shi'gui'hua'li'lun
城市规划区,cheng'shi'gui'hua'qu
城市规划实施,cheng'shi'gui'hua'shi'shi
城市规模,cheng'shi'gui'mo
城市核心,cheng'shi'he'xin
城市化,cheng'shi'hua
城市化水平,cheng'shi'hua'shui'ping
城市环境,cheng'shi'huan'jing
城市环境保护,cheng'shi'huan'jing'bao'hu
城市环境卫生,cheng'shi'huan'jing'wei'sheng
城市肌理,cheng'shi'ji'li
城市建成区,cheng'shi'jian'cheng'qu
城市建设管理,cheng'shi'jian'she'guan'li
城市建筑法规,cheng'shi'jian'zhu'fa'gui
城市建筑小品,cheng'shi'jian'zhu'xiao'pin
城市交通,cheng'shi'jiao'tong
城市结构,cheng'shi'jie'gou
城市景观,cheng'shi'jing'guan
城市经济,cheng'shi'jing'ji
城市经济学,cheng'shi'jing'ji'xue
城市勘察,cheng'shi'kan'cha
城市科学,cheng'shi'ke'xue
城市空间,cheng'shi'kong'jian
城市快速路,cheng'shi'kuai'su'lu
城市历史保护,cheng'shi'li'shi'bao'hu
城市绿地,cheng'shi'lv'di
城市绿地系统规划,cheng'shi'lv'di'xi'tong'gui'hua
城市绿化覆盖率,cheng'shi'lv'hua'fu'gai'lv
城市美学,cheng'shi'mei'xue
城市排水,cheng'shi'pai'shui
城市排水系统,cheng'shi'pai'shui'xi'tong
城市评价,cheng'shi'ping'jia
城市气候,cheng'shi'qi'hou
城市群,cheng'shi'qun
城市燃气供应系统,cheng'shi'ran'qi'gong'ying'xi'tong
城市人均道路面积,cheng'shi'ren'jun'dao'lu'mian'ji
城市人口,cheng'shi'ren'kou
城市人口分布,cheng'shi'ren'kou'fen'bu
城市人口规模,cheng'shi'ren'kou'gui'mo
城市人口流动,cheng'shi'ren'kou'liu'dong
城市人口学,cheng'shi'ren'kou'xue
城市人口预测,cheng'shi'ren'kou'yu'ce
城市社会学,cheng'shi'she'hui'xue
城市设计,cheng'shi'she'ji
城市社区,cheng'shi'she'qu
城市生态,cheng'shi'sheng'tai
城市生态系统,cheng'shi'sheng'tai'xi'tong
城市史,cheng'shi'shi
城市首位度,cheng'shi'shou'wei'du
城市衰退,cheng'shi'shuai'tui
城市通信系统,cheng'shi'tong'xin'xi'tong
城市问题,cheng'shi'wen'ti
城市污水,cheng'shi'wu'shui
城市吸引力,cheng'shi'xi'yin'li
城市详细规划,cheng'shi'xiang'xi'gui'hua
城市形式,cheng'shi'xing'shi
城市形态,cheng'shi'xing'tai
城市形体环境,cheng'shi'xing'ti'huan'jing
城市形象,cheng'shi'xing'xiang
城市性质,cheng'shi'xing'zhi
城市选址,cheng'shi'xuan'zhi
城市艺术,cheng'shi'yi'shu
城市用地,cheng'shi'yong'di
城市用地选择,cheng'shi'yong'di'xuan'ze
城市用电负荷,cheng'shi'yong'dian'fu'he
城市用水,cheng'shi'yong'shui
城市灾害救援,cheng'shi'zai'hai'jiu'yuan
城市噪声,cheng'shi'zao'sheng
城市支路,cheng'shi'zhi'lu
城市职能,cheng'shi'zhi'neng
城市主干路,cheng'shi'zhu'gan'lu
城市总体规划,cheng'shi'zong'ti'gui'hua
城市组团,cheng'shi'zu'tuan
承台,cheng'tai
撑头,cheng'tou
成五,cheng'wu
乘务员,cheng'wu'yuan
城乡清洁,cheng'xiang'qing'jie
成型,cheng'xing
程序开关,cheng'xu'kai'guan
成渝,cheng'yu
成渝线,cheng'yu'xian
承载,cheng'zai
承载板,cheng'zai'ban
承载板试验,cheng'zai'ban'shi'yan
承载比,cheng'zai'bi
承载力,cheng'zai'li
承载龙骨,cheng'zai'long'gu
承载能力,cheng'zai'neng'li
城镇集聚区,cheng'zhen'ji'ju'qu
城镇体系,cheng'zhen'ti'xi
城镇体系规划,cheng'zhen'ti'xi'gui'hua
承重,cheng'zhong
承重层,cheng'zhong'ceng
承重隔墙,cheng'zhong'ge'qiang
承重结构,cheng'zhong'jie'gou
承重墙,cheng'zhong'qiang
承重墙结构,cheng'zhong'qiang'jie'gou
承重砖墙,cheng'zhong'zhuan'qiang
成桩,cheng'zhuang
成桩工艺,cheng'zhuang'gong'yi
城子坦,cheng'zi'tan
承租,cheng'zu
承租方,cheng'zu'fang
承租人,cheng'zu'ren
齿板,chi'ban
池壁,chi'bi
池边坐人矮墙,chi'bian'zuo'ren'ai'qiang
尺寸线,chi'cun'xian
迟到席,chi'dao'xi
尺度,chi'du
赤峰东,chi'feng'dong
赤峰西,chi'feng'xi
持荷,chi'he
池河,chi'he
持荷时间,chi'he'shi'jian
持力,chi'li
持力层,chi'li'ceng
齿轮厂,chi'lun'chang
齿轮油,chi'lun'you
赤木岭,chi'mu'ling
齿圈,chi'quan
迟时参,chi'shi'can
迟时间,chi'shi'jian
鸱尾,chi'wei
持续改进,chi'xu'gai'jin
持证上岗,chi'zheng'shang'gang
池座层,chi'zuo'ceng
池座前排,chi'zuo'qian'pai
充电站,chong'dian'zhan
充分必要,chong'fen'bi'yao
充分必要条件,chong'fen'bi'yao'tiao'jian
重分配,chong'fen'pei
重复,chong'fu
重复接地,chong'fu'jie'di
冲沟,chong'gou
冲击,chong'ji
冲击电流,chong'ji'dian'liu
冲积土,chong'ji'tu
冲击系数,chong'ji'xi'shu
冲击钻,chong'ji'zuan
虫胶,chong'jiao
冲孔,chong'kong
充气结构,chong'qi'jie'gou
冲切,chong'qie
冲切破坏,chong'qie'po'huai
重庆北,chong'qing'bei
重庆西,chong'qing'xi
冲蚀,chong'shi
冲刷,chong'shua
冲刷系数,chong'shua'xi'shu
重塑,chong'su
冲突点,chong'tu'dian
冲洗强度,chong'xi'qiang'du
冲压车间,chong'ya'che'jian
重檐,chong'yan
重檐庑殿,chong'yan'wu'dian
重载货物列车,chong'zai'huo'wu'lie'che
筹备工作,chou'bei'gong'zuo
抽查射钉,chou'cha'she'ding
筹洞,chou'dong
稠度,chou'du
稠度界限,chou'du'jie'xian
抽风式机械通风冷却塔,chou'feng'shi'ji'xie'tong'feng'leng'que'ta
抽检,chou'jian
筹建项目,chou'jian'xiang'mu
抽气泵,chou'qi'beng
抽气风道检查记录,chou'qi'feng'dao'jian'cha'ji'lu
抽气风扇,chou'qi'feng'shan
抽气机,chou'qi'ji
抽气通风,chou'qi'tong'feng
抽提,chou'ti
抽提仪,chou'ti'yi
臭氧发生器,chou'yang'fa'sheng'qi
抽渣,chou'zha
初步草图,chu'bu'cao'tu
初步方案,chu'bu'fang'an
初步估算,chu'bu'gu'suan
初步勘察,chu'bu'kan'cha
初步设计,chu'bu'she'ji
初步设计概算,chu'bu'she'ji'gai'suan
初步设计阶段,chu'bu'she'ji'jie'duan
初步设计图,chu'bu'she'ji'tu
初步设计图及说明,chu'bu'she'ji'tu'ji'shuo'ming
初步设计文件,chu'bu'she'ji'wen'jian
初步设计文件审查,chu'bu'she'ji'wen'jian'shen'cha
储藏室,chu'cang'shi
初测,chu'ce
橱窗,chu'chuang
橱窗照明,chu'chuang'zhao'ming
触点,chu'dian
触点压力,chu'dian'ya'li
厨房,chu'fang
厨房拔气罩,chu'fang'ba'qi'zhao
厨房排烟机,chu'fang'pai'yan'ji
厨房设备布置,chu'fang'she'bei'bu'zhi
厨房设施,chu'fang'she'shi
厨房用具,chu'fang'yong'ju
除根机,chu'gen'ji
出际,chu'ji
初检,chu'jian
初建费用,chu'jian'fei'yong
出境交通,chu'jing'jiao'tong
初勘,chu'kan
出口加工区,chu'kou'jia'gong'qu
畜力车道,chu'li'che'dao
畜力剪草机,chu'li'jian'cao'ji
处理裂缝,chu'li'lie'feng
出料,chu'liao
楚鲁图,chu'lu'tu
