阿党相为,a'dang'xiang'wei
公听并观,gong'ting'bing'guan
共挽鹿车,gong'wan'lu'che
共为唇齿,gong'wei'chun'chi
攻无不克,gong'wu'bu'ke
攻无不取战无不胜,gong'wu'bu'qu'zhan'wu'bu'sheng
攻心为上,gong'xin'wei'shang
躬行节俭,gong'xing'jie'jian
躬行实践,gong'xing'shi'jian
恭行天罚,gong'xing'tian'fa
功行圆满,gong'xing'yuan'man
工欲善其事必先利其器,gong'yu'shan'qi'shi'bi'xian'li'qi'qi
弓折刀尽,gong'zhe'dao'jin
公正廉明,gong'zheng'lian'ming
公正无私,gong'zheng'wu'si
共枝别干,gong'zhi'bie'gan
公之于众,gong'zhi'yu'zhong
公诸同好,gong'zhu'tong'hao
公子哥儿,gong'zi'ge'er
公子王孙,gong'zi'wang'sun
苟安一隅,gou'an'yi'yu
狗恶酒酸,gou'e'jiu'suan
狗吠不惊,gou'fei'bu'jing
狗吠非主,gou'fei'fei'zhu
狗吠之警,gou'fei'zhi'jing
狗苟蝇营,gou'gou'ying'ying
苟合取容,gou'he'qu'rong
勾魂摄魄,gou'hun'she'po
篝火狐鸣,gou'huo'hu'ming
狗急跳墙,gou'ji'tiao'qiang
钩金舆羽,gou'jin'yu'yu
沟满壕平,gou'man'hao'ping
苟且偷安,gou'qie'tou'an
苟且偷生,gou'qie'tou'sheng
苟且之心,gou'qie'zhi'xin
苟全性命,gou'quan'xing'ming
诟如不闻,gou'ru'bu'wen
钩深索隐,gou'shen'suo'yin
钩深致远,gou'shen'zhi'yuan
狗头军师,gou'tou'jun'shi
狗尾续貂,gou'wei'xu'diao
勾心斗角,gou'xin'dou'jiao
钩心斗角,gou'xin'dou'jiao
钩玄提要,gou'xuan'ti'yao
狗血淋头,gou'xue'lin'tou
狗血喷头,gou'xue'pen'tou
苟延残喘,gou'yan'can'chuan
狗眼看人,gou'yan'kan'ren
钩元提要,gou'yuan'ti'yao
钩章棘句,gou'zhang'ji'ju
狗仗人势,gou'zhang'ren'shi
狗彘不若,gou'zhi'bu'ruo
狗彘不食其余,gou'zhi'bu'shi'qi'yu
钩辀格磔,gou'zhou'ge'zhe
钩爪锯牙,gou'zhua'ju'ya
狗嘴里吐不出象牙,gou'zui'li'tu'bu'chu'xiang'ya
孤傲不群,gu'ao'bu'qun
孤标傲世,gu'biao'ao'shi
固步自封,gu'bu'zi'feng
故步自封,gu'bu'zi'feng
孤臣孽子,gu'chen'nie'zi
孤雏腐鼠,gu'chu'fu'shu
鼓唇弄舌,gu'chun'nong'she
顾此失彼,gu'ci'shi'bi
古道热肠,gu'dao're'chang
古调不弹,gu'diao'bu'dan
古调单弹,gu'diao'dan'dan
孤犊触乳,gu'du'chu'ru
孤独鳏寡,gu'du'guan'gua
辜恩背义,gu'en'bei'yi
孤儿寡妇,gu'er'gua'fu
孤芳自赏,gu'fang'zi'shang
古肥今瘠,gu'fei'jin'ji
顾复之恩,gu'fu'zhi'en
骨鲠在喉,gu'geng'zai'hou
骨鲠之臣,gu'geng'zhi'chen
故宫禾黍,gu'gong'he'shu
股肱之力,gu'gong'zhi'li
骨寒毛竖,gu'han'mao'shu
孤鸿寡鹄,gu'hong'gua'gu
蛊惑人心,gu'huo'ren'xin
故技重演,gu'ji'chong'yan
毂击肩摩,gu'ji'jian'mo
孤家寡人,gu'jia'gua'ren
故剑情深,gu'jian'qing'shen
谷贱伤农,gu'jian'shang'nong
鼓角齐鸣,gu'jiao'qi'ming
古今中外,gu'jin'zhong'wai
古井无波,gu'jing'wu'bo
故旧不弃,gu'jiu'bu'qi
孤军奋战,gu'jun'fen'zhan
孤军作战,gu'jun'zuo'zhan
孤苦伶仃,gu'ku'ling'ding
孤立无援,gu'li'wu'yuan
孤陋寡闻,gu'lou'gua'wen
孤鸾寡鹄,gu'luan'gua'gu
顾虑重重,gu'lv'chong'chong
古貌古心,gu'mao'gu'xin
沽名钓誉,gu'ming'diao'yu
顾名思义,gu'ming'si'yi
故弄玄虚,gu'nong'xuan'xu
顾盼生姿,gu'pan'sheng'zi
顾盼自雄,gu'pan'zi'xiong
鼓盆之戚,gu'pen'zhi'qi
顾前不顾后,gu'qian'bu'gu'hou
顾曲周郎,gu'qu'zhou'lang
顾犬补牢,gu'quan'bu'lao
顾全大局,gu'quan'da'ju
骨肉离散,gu'rou'li'san
骨肉团圆,gu'rou'tuan'yuan
骨肉未寒,gu'rou'wei'han
骨肉相残,gu'rou'xiang'can
骨肉相连,gu'rou'xiang'lian
骨肉至亲,gu'rou'zhi'qin
故入人罪,gu'ru'ren'zui
骨软筋酥,gu'ruan'jin'su
固若金汤,gu'ruo'jin'tang
古色古香,gu'se'gu'xiang
孤身只影,gu'shen'zhi'ying
古是今非,gu'shi'jin'fei
骨瘦如柴,gu'shou'ru'chai
故态复萌,gu'tai'fu'meng
骨腾肉飞,gu'teng'rou'fei
顾头不顾尾,gu'tou'bu'gu'wei
故土难离,gu'tu'nan'li
古往今来,gu'wang'jin'lai
姑妄听之,gu'wang'ting'zhi
姑妄言之,gu'wang'yan'zhi
古为今用,gu'wei'jin'yong
故我依然,gu'wo'yi'ran
鼓舞人心,gu'wu'ren'xin
姑息养奸,gu'xi'yang'jian
古稀之年,gu'xi'zhi'nian
孤行己见,gu'xing'ji'jian
姑射神人,gu'ye'shen'ren
顾影弄姿,gu'ying'nong'zi
顾影自怜,gu'ying'zi'lian
孤云野鹤,gu'yun'ye'he
股战而栗,gu'zhan'er'li
孤掌难鸣,gu'zhang'nan'ming
股掌之上,gu'zhang'zhi'shang
固执己见,gu'zhi'ji'jian
孤注一掷,gu'zhu'yi'zhi
故作高深,gu'zuo'gao'shen
顾左右而言他,gu'zuo'you'er'yan'ta
寡不敌众,gua'bu'di'zhong
刮肠洗胃,gua'chang'xi'wei
刮地皮,gua'di'pi
瓜瓞绵绵,gua'die'mian'mian
寡二少双,gua'er'shao'shuang
寡凫单鹄,gua'fu'dan'gu
刮垢磨光,gua'gou'mo'guang
寡鹄孤鸾,gua'gu'gu'luan
刮骨去毒,gua'gu'qu'du
挂冠归去,gua'guan'gui'qu
挂冠求去,gua'guan'qiu'qu
寡见少闻,gua'jian'shao'wen
瓜李之嫌,gua'li'zhi'xian
寡廉鲜耻,gua'lian'xian'chi
刮目相待,gua'mu'xiang'dai
刮目相看,gua'mu'xiang'kan
瓜剖豆分,gua'pou'dou'fen
寡人之疾,gua'ren'zhi'ji
瓜熟蒂落,gua'shu'di'luo
瓜田不纳履李下不整冠,gua'tian'bu'na'lv'li'xia'bu'zheng'guan
瓜田李下,gua'tian'li'xia
寡闻少见,gua'wen'shao'jian
挂羊头卖狗肉,gua'yang'tou'mai'gou'rou
挂一漏万,gua'yi'lou'wan
挂印悬牌,gua'yin'xuan'pai
瓜字初分,gua'zi'chu'fen
怪诞不经,guai'dan'bu'jing
怪诞诡奇,guai'dan'gui'qi
怪力乱神,guai'li'luan'shen
怪模怪样,guai'mo'guai'yang
乖僻邪谬,guai'pi'xie'miu
拐弯抹角,guai'wan'mo'jiao
管鲍分金,guan'bao'fen'jin
官报私仇,guan'bao'si'chou
管鲍之交,guan'bao'zhi'jiao
官卑职小,guan'bei'zhi'xiao
官逼民反,guan'bi'min'fan
官仓老鼠,guan'cang'lao'shu
管城毛颖,guan'cheng'mao'ying
贯穿今古,guan'chuan'jin'gu
关东出相关西出将,guan'dong'chu'xiang'guan'xi'chu'jiang
莞尔而笑,guan'er'er'xiao
官法如炉,guan'fa'ru'lu
灌夫骂座,guan'fu'ma'zuo
冠盖如云,guan'gai'ru'yun
冠盖相望,guan'gai'xiang'wang
鳏寡孤独,guan'gua'gu'du
官官相护,guan'guan'xiang'hu
观过知仁,guan'guo'zhi'ren
官虎吏狼,guan'hu'li'lang
管见所及,guan'jian'suo'ji
观今宜鉴古,guan'jin'yi'jian'gu
冠绝一时,guan'jue'yi'shi
管窥筐举,guan'kui'kuang'ju
管窥蠡测,guan'kui'li'ce
冠履倒易,guan'lv'dao'yi
冠履倒置,guan'lv'dao'zhi
观眉说眼,guan'mei'shuo'yan
关门打狗,guan'men'da'gou
关门大吉,guan'men'da'ji
关门落闩,guan'men'luo'shuan
关门养虎虎大伤人,guan'men'yang'hu'hu'da'shang'ren
冠冕堂皇,guan'mian'tang'huang
管宁割席,guan'ning'ge'xi
冠袍带履,guan'pao'dai'lv
官轻势微,guan'qing'shi'wei
关山迢递,guan'shan'tiao'di
关山阻隔,guan'shan'zu'ge
冠上加冠,guan'shang'jia'guan
冠上履下,guan'shang'lv'xia
观望不前,guan'wang'bu'qian
观往知来,guan'wang'zhi'lai
观衅伺隙,guan'xin'ci'xi
关心民瘼,guan'xin'min'mo
贯朽粟陈,guan'xiu'su'chen
贯朽粟腐,guan'xiu'su'fu
官样文章,guan'yang'wen'zhang
贯颐奋戟,guan'yi'fen'ji
贯鱼之次,guan'yu'zhi'ci
官运亨通,guan'yun'heng'tong
观者如堵,guan'zhe'ru'du
观者如云,guan'zhe'ru'yun
官止神行,guan'zhi'shen'xing
管中窥豹,guan'zhong'kui'bao
光彩夺目,guang'cai'duo'mu
光风霁月,guang'feng'ji'yue
光复旧物,guang'fu'jiu'wu
光怪陆离,guang'guai'lu'li
广寒仙子,guang'han'xian'zi
光辉灿烂,guang'hui'can'lan
广见洽闻,guang'jian'qia'wen
广结良缘,guang'jie'liang'yuan
广开言路,guang'kai'yan'lu
光可鉴人,guang'ke'jian'ren
广陵散绝,guang'ling'san'jue
光芒万丈,guang'mang'wan'zhang
光明磊落,guang'ming'lei'luo
光明正大,guang'ming'zheng'da
光前绝后,guang'qian'jue'hou
光前裕后,guang'qian'yu'hou
光天化日,guang'tian'hua'ri
广庭大众,guang'ting'da'zhong
广土众民,guang'tu'zhong'min
广厦万间,guang'xia'wan'jian
光焰万丈,guang'yan'wan'zhang
光阴荏苒,guang'yin'ren'ran
光阴似箭,guang'yin'si'jian
广种薄收,guang'zhong'bo'shou
光宗耀祖,guang'zong'yao'zu
鬼出电入,gui'chu'dian'ru
佹得佹失,gui'de'gui'shi
桂殿兰宫,gui'dian'lan'gong
贵耳贱目,gui'er'jian'mu
桂馥兰香,gui'fu'lan'xiang
鬼斧神工,gui'fu'shen'gong
归根到底,gui'gen'dao'di
归根结蒂,gui'gen'jie'di
贵古贱今,gui'gu'jian'jin
贵冠履轻头足,gui'guan'lv'qing'tou'zu
鬼鬼祟祟,gui'gui'sui'sui
龟鹤遐寿,gui'he'xia'shou
诡计多端,gui'ji'duo'duan
贵贱无常,gui'jian'wu'chang
贵贱无二,gui'jian'wu'er
规矩准绳,gui'ju'zhun'sheng
诡谲多变,gui'jue'duo'bian
诡谲怪诞,gui'jue'guai'dan
鬼哭狼嚎,gui'ku'lang'hao
鬼哭神嚎,gui'ku'shen'hao
鬼烂神焦,gui'lan'shen'jiao
龟冷支床,gui'leng'zhi'chuang
桂林一枝,gui'lin'yi'zhi
龟龙鳞凤,gui'long'lin'feng
龟龙片甲,gui'long'pian'jia
归马放牛,gui'ma'fang'niu
龟毛兔角,gui'mao'tu'jiao
诡秘莫测,gui'mi'mo'ce
鬼迷心窍,gui'mi'xin'qiao
规求无度,gui'qiu'wu'du
归去来兮,gui'qu'lai'xi
归全反真,gui'quan'fan'zhen
贵人多忘事,gui'ren'duo'wang'shi
贵人贱己,gui'ren'jian'ji
鬼神不测,gui'shen'bu'ce
鬼神莫测,gui'shen'mo'ce
鬼使神差,gui'shi'shen'cha
归师勿掩穷寇勿追,gui'shi'wu'yan'qiong'kou'wu'zhui
鬼头鬼脑,gui'tou'gui'nao
龟文鸟迹,gui'wen'niao'ji
诡衔窃辔,gui'xian'qie'pei
归心如箭,gui'xin'ru'jian
归心似箭,gui'xin'si'jian
规行矩步,gui'xing'ju'bu
龟厌不告,gui'yan'bu'gao
瑰意琦行,gui'yi'qi'xing
贵阴贱璧,gui'yin'jian'bi
龟玉毁椟,gui'yu'hui'du
鬼蜮伎俩,gui'yu'ji'liang
贵远贱近,gui'yuan'jian'jin
规圆矩方,gui'yuan'ju'fang
归真反璞,gui'zhen'fan'pu
归正守丘,gui'zheng'shou'qiu
贵壮贱老,gui'zhuang'jian'lao
桂子飘香,gui'zi'piao'xiang
滚瓜烂熟,gun'gua'lan'shu
衮衮诸公,gun'gun'zhu'gong
国步艰难,guo'bu'jian'nan
果不其然,guo'bu'qi'ran
国仇家恨,guo'chou'jia'hen
过而能改,guo'er'neng'gai
国尔忘家,guo'er'wang'jia
国富兵强,guo'fu'bing'qiang
国富民安,guo'fu'min'an
国富民丰,guo'fu'min'feng
过河拆桥,guo'he'chai'qiao
过河卒子,guo'he'zu'zi
过化存神,guo'hua'cun'shen
国计民生,guo'ji'min'sheng
国家栋梁,guo'jia'dong'liang
国将不国,guo'jiang'bu'guo
过江之鲫,guo'jiang'zhi'ji
过街老鼠,guo'jie'lao'shu
裹粮坐甲,guo'liang'zuo'jia
过路财神,guo'lu'cai'shen
过目不忘,guo'mu'bu'wang
过目成诵,guo'mu'cheng'song
国难当头,guo'nan'dang'tou
国破家亡,guo'po'jia'wang
过桥抽板,guo'qiao'chou'ban
果然如此,guo'ran'ru'ci
国色天香,guo'se'tian'xiang
国色天姿,guo'se'tian'zi
过甚其词,guo'shen'qi'ci
裹尸马革,guo'shi'ma'ge
国士无双,guo'shi'wu'shuang
国泰民安,guo'tai'min'an
过庭之训,guo'ting'zhi'xun
过屠门而大嚼,guo'tu'men'er'da'jiao
过为已甚,guo'wei'yi'shen
国无二君,guo'wu'er'jun
过五关斩六将,guo'wu'guan'zhan'liu'jiang
国无宁日,guo'wu'ning'ri
过隙白驹,guo'xi'bai'ju
过眼烟云,guo'yan'yan'yun
过犹不及,guo'you'bu'ji
果于自信,guo'yu'zi'xin
国之干城,guo'zhi'gan'cheng
裹足不前,guo'zu'bu'qian
海北天南,hai'bei'tian'nan
海不扬波,hai'bu'yang'bo
还淳返朴,hai'chun'fan'pu
海底捞月,hai'di'lao'yue
海底捞针,hai'di'lao'zhen
海角天涯,hai'jiao'tian'ya
海枯见底,hai'ku'jian'di
海枯石烂,hai'ku'shi'lan
海阔天空,hai'kuo'tian'kong
海立云垂,hai'li'yun'chui
海纳百川,hai'na'bai'chuan
海内存知己天涯若比邻,hai'nei'cun'zhi'ji'tian'ya'ruo'bi'lin
海内无双,hai'nei'wu'shuang
害群之马,hai'qun'zhi'ma
骇人听闻,hai'ren'ting'wen
海誓山盟,hai'shi'shan'meng
海市蜃楼,hai'shi'shen'lou
海水群飞,hai'shui'qun'fei
海外奇谈,hai'wai'qi'tan
还我河山,hai'wo'he'shan
海屋添筹,hai'wu'tian'chou
海啸山崩,hai'xiao'shan'beng
海晏河清,hai'yan'he'qing
旱魃为虐,han'ba'wei'nue
含苞待放,han'bao'dai'fang
含苞欲放,han'bao'yu'fang
汗不敢出,han'bu'gan'chu
含哺鼓腹,han'bu'gu'fu
寒蝉凄切,han'chan'qi'qie
寒蝉仗马,han'chan'zhang'ma
酣畅淋漓,han'chang'lin'li
邯郸学步,han'dan'xue'bu
酣歌恒舞,han'ge'heng'wu
寒耕热耘,han'geng're'yun
含垢藏疾,han'gou'cang'ji
含垢纳污,han'gou'na'wu
含垢忍辱,han'gou'ren'ru
汉官威仪,han'guan'wei'yi
含糊其词,han'hu'qi'ci
含糊其辞,han'hu'qi'ci
寒花晚节,han'hua'wan'jie
寒来暑往,han'lai'shu'wang
含蓼问疾,han'liao'wen'ji
汗流浃背,han'liu'jia'bei
韩卢逐块,han'lu'zhu'kuai
汗马功劳,han'ma'gong'lao
寒毛卓竖,han'mao'zhuo'shu
旱苗得雨,han'miao'de'yu
寒木春华,han'mu'chun'hua
汗牛充栋,han'niu'chong'dong
罕譬而喻,han'pi'er'yu
含情脉脉,han'qing'mai'mai
寒泉之思,han'quan'zhi'si
悍然不顾,han'ran'bu'gu
含沙射影,han'sha'she'ying
鼾声如雷,han'sheng'ru'lei
撼树蚍蜉,han'shu'pi'fu
寒酸落魄,han'suan'luo'po
含笑九泉,han'xiao'jiu'quan
韩信将兵多多益善,han'xin'jiang'bing'duo'duo'yi'shan
含辛茹苦,han'xin'ru'ku
寒心酸鼻,han'xin'suan'bi
含血喷人,han'xue'pen'ren
罕言寡语,han'yan'gua'yu
汗颜无地,han'yan'wu'di
含饴弄孙,han'yi'nong'sun
含英咀华,han'ying'zui'hua
含冤负屈,han'yuan'fu'qu
喊冤叫屈,han'yuan'jiao'qu
汉贼不两立,han'zei'bu'liang'li
含着骨头露着肉,han'zhe'gu'tou'lu'zhe'rou
憨状可掬,han'zhuang'ke'ju
沆瀣一气,hang'xie'yi'qi
毫不讳言,hao'bu'hui'yan
皓齿蛾眉,hao'chi'e'mei
好吃懒做,hao'chi'lan'zuo
皓齿明眸,hao'chi'ming'mou
好大喜功,hao'da'xi'gong
好丹非素,hao'dan'fei'su
毫发不爽,hao'fa'bu'shuang
豪放不羁,hao'fang'bu'ji
好高骛远,hao'gao'wu'yuan
好汉不吃眼前亏,hao'han'bu'chi'yan'qian'kui
号寒啼饥,hao'han'ti'ji
浩浩荡荡,hao'hao'dang'dang
好好先生,hao'hao'xian'sheng
好景不常,hao'jing'bu'chang
好了疮疤忘了痛,hao'le'chuang'ba'wang'le'tong
毫厘不爽,hao'li'bu'shuang
毫厘千里,hao'li'qian'li
濠梁之上,hao'liang'zhi'shang
豪门巨室,hao'men'ju'shi
好梦不长,hao'meng'bu'chang
好梦难成,hao'meng'nan'cheng
好谋善断,hao'mou'shan'duan
蒿目时艰,hao'mu'shi'jian
好女不穿嫁时衣,hao'nv'bu'chuan'jia'shi'yi
浩气长存,hao'qi'chang'cun
浩气凛然,hao'qi'lin'ran
豪情逸致,hao'qing'yi'zhi
豪情壮志,hao'qing'zhuang'zhi
浩然之气,hao'ran'zhi'qi
好肉剜疮,hao'rou'wan'chuang
浩如烟海,hao'ru'yan'hai
好色之徒,hao'se'zhi'tu
豪奢放逸,hao'she'fang'yi
好声好气,hao'sheng'hao'qi
好事不出门恶事行千里,hao'shi'bu'chu'men'e'shi'xing'qian'li
好事多磨,hao'shi'duo'mo
好事之徒,hao'shi'zhi'tu
皓首苍颜,hao'shou'cang'yan
皓首穷经,hao'shou'qiong'jing
好说歹说,hao'shuo'dai'shuo
号咷大哭,hao'tao'da'ku
号啕大哭,hao'tao'da'ku
昊天罔极,hao'tian'wang'ji
好为人师,hao'wei'ren'shi
好为事端,hao'wei'shi'duan
好问决疑,hao'wen'jue'yi
好问则裕,hao'wen'ze'yu
毫无二致,hao'wu'er'zhi
毫无逊色,hao'wu'xun'se
毫无疑义,hao'wu'yi'yi
好心做了驴肝肺,hao'xin'zuo'le'lv'gan'fei
好行小惠,hao'xing'xiao'hui
好学不倦,hao'xue'bu'juan
豪言壮语,hao'yan'zhuang'yu
好逸恶劳,hao'yi'e'lao
好勇斗狠,hao'yong'dou'hen
好语如珠,hao'yu'ru'zhu
皓月千里,hao'yue'qian'li
好整以暇,hao'zheng'yi'xia
好自为之,hao'zi'wei'zhi
和蔼可亲,he'ai'ke'qin
和璧隋珠,he'bi'sui'zhu
呵壁问天,he'bi'wen'tian
合从连衡,he'cong'lian'heng
河东狮吼,he'dong'shi'hou
和而不唱,he'er'bu'chang
和而不同,he'er'bu'tong
合而为一,he'er'wei'yi
鹤发鸡皮,he'fa'ji'pi
鹤发童颜,he'fa'tong'yan
和风细雨,he'feng'xi'yu
呵佛骂祖,he'fo'ma'zu
和光同尘,he'guang'tong'chen
河海不择细流,he'hai'bu'ze'xi'liu
河汉无极,he'han'wu'ji
赫赫有名,he'he'you'ming
赫赫之功,he'he'zhi'gong
赫赫之光,he'he'zhi'guang
何患无辞,he'huan'wu'ci
何乐不为,he'le'bu'wei
何乐而不为,he'le'er'bu'wei
鹤唳华亭,he'li'hua'ting
鹤立鸡群,he'li'ji'qun
河梁携手,he'liang'xie'shou
河梁之谊,he'liang'zhi'yi
河落海干,he'luo'hai'gan
鹤鸣九皋,he'ming'jiu'gao
鹤鸣之士,he'ming'zhi'shi
河目海口,he'mu'hai'kou
和睦相处,he'mu'xiang'chu
和盘托出,he'pan'tuo'chu
合浦珠还,he'pu'zhu'hai
何其毒也,he'qi'du'ye
何其相似乃尔,he'qi'xiang'si'nai'er
和气致祥,he'qi'zhi'xiang
荷枪实弹,he'qiang'shi'dan
河清海晏,he'qing'hai'yan
河清难俟,he'qing'nan'qi
何去何从,he'qu'he'cong
赫然而怒,he'ran'er'nu
和如琴瑟,he'ru'qin'se
河山带砺,he'shan'dai'li
河水不洗船,he'shui'bu'xi'chuan
喝西北风,he'xi'bei'feng
和颜悦色,he'yan'yue'se
褐衣不完,he'yi'bu'wan
和衣而卧,he'yi'er'wo
褐衣蔬食,he'yi'shu'shi
河鱼腹疾,he'yu'fu'ji
涸泽而渔焚林而猎,he'ze'er'yu'fen'lin'er'lie
涸辙之鲋,he'zhe'zhi'fu
和衷共济,he'zhong'gong'ji
何足道哉,he'zu'dao'zai
何足挂齿,he'zu'gua'chi
何足为奇,he'zu'wei'qi
何罪之有,he'zui'zhi'you
黑白分明,hei'bai'fen'ming
黑白混淆,hei'bai'hun'xiao
黑灯瞎火,hei'deng'xia'huo
黑更半夜,hei'geng'ban'ye
黑天摸地,hei'tian'mo'di
黑云压城城欲摧,hei'yun'ya'cheng'cheng'yu'cui
恨海难填,hen'hai'nan'tian
恨入骨髓,hen'ru'gu'sui
恨如头醋,hen'ru'tou'cu
恨铁不成钢,hen'tie'bu'cheng'gang
恨相知晚,hen'xiang'zhi'wan
狠心辣手,hen'xin'la'shou
恨之入骨,hen'zhi'ru'gu
横冲直撞,heng'chong'zhi'zhuang
横峰侧岭,heng'feng'ce'ling
横赋暴敛,heng'fu'bao'lian
横戈跃马,heng'ge'yue'ma
恒河沙数,heng'he'sha'shu
亨嘉之会,heng'jia'zhi'hui
横蛮无理,heng'man'wu'li
横眉怒目,heng'mei'nu'mu
横眉竖眼,heng'mei'shu'yan
横七竖八,heng'qi'shu'ba
横扫千军,heng'sao'qian'jun
横生枝节,heng'sheng'zhi'jie
横槊赋诗,heng'shuo'fu'shi
横挑鼻子竖挑眼,heng'tiao'bi'zi'shu'tiao'yan
横行霸道,heng'xing'ba'dao
横行不法,heng'xing'bu'fa
横行天下,heng'xing'tian'xia
横行无忌,heng'xing'wu'ji
横殃飞祸,heng'yang'fei'huo
衡阳雁断,heng'yang'yan'duan
横征暴敛,heng'zheng'bao'lian
红白喜事,hong'bai'xi'shi
鸿毳沉舟,hong'cui'chen'zhou
哄动一时,hong'dong'yi'shi
红豆相思,hong'dou'xiang'si
鸿飞冥冥,hong'fei'ming'ming
红粉青楼,hong'fen'qing'lou
洪福齐天,hong'fu'qi'tian
鸿鹄将至,hong'gu'jiang'zhi
鸿鹄之志,hong'gu'zhi'zhi
轰轰烈烈,hong'hong'lie'lie
鸿渐之仪,hong'jian'zhi'yi
洪炉点雪,hong'lu'dian'xue
洪炉燎发,hong'lu'liao'fa
鸿毛泰山,hong'mao'tai'shan
鸿篇巨制,hong'pian'ju'zhi
红旗报捷,hong'qi'bao'jie
红日三竿,hong'ri'san'gan
鸿儒硕学,hong'ru'shuo'xue
红绳系足,hong'sheng'xi'zu
红衰翠减,hong'shuai'cui'jian
洪水横流,hong'shui'heng'liu
洪水猛兽,hong'shui'meng'shou
哄堂大笑,hong'tang'da'xiao
宏图大志,hong'tu'da'zhi
烘托渲染,hong'tuo'xuan'ran
鸿稀鳞绝,hong'xi'lin'jue
虹销雨霁,hong'xiao'yu'ji
红杏出墙,hong'xing'chu'qiang
鸿雁哀鸣,hong'yan'ai'ming
红颜薄命,hong'yan'bo'ming
红叶题诗,hong'ye'ti'shi
鸿业远图,hong'ye'yuan'tu
弘毅宽厚,hong'yi'kuan'hou
烘云托月,hong'yun'tuo'yue
闳中肆外,hong'zhong'si'wai
后车之戒,hou'che'zhi'jie
厚此薄彼,hou'ci'bo'bi
厚德载物,hou'de'zai'wu
后发制人,hou'fa'zhi'ren
后福无量,hou'fu'wu'liang
侯服玉食,hou'fu'yu'shi
厚古薄今,hou'gu'bo'jin
后顾之忧,hou'gu'zhi'you
后患无穷,hou'huan'wu'qiong
后悔无及,hou'hui'wu'ji
后会无期,hou'hui'wu'qi
后会有期,hou'hui'you'qi
厚积薄发,hou'ji'bo'fa
后继无人,hou'ji'wu'ren
后继有人,hou'ji'you'ren
厚今薄古,hou'jin'bo'gu
后来居上,hou'lai'ju'shang
后来者居上,hou'lai'zhe'ju'shang
后来之秀,hou'lai'zhi'xiu
后浪推前浪,hou'lang'tui'qian'lang
厚貌深情,hou'mao'shen'qing
侯门如海,hou'men'ru'hai
侯门似海,hou'men'si'hai
后起之秀,hou'qi'zhi'xiu
后生可畏,hou'sheng'ke'wei
厚颜无耻,hou'yan'wu'chi
虎背熊腰,hu'bei'xiong'yao
呼不给吸,hu'bu'gei'xi
虎不食儿,hu'bu'shi'er
胡打海摔,hu'da'hai'shuai
虎斗龙争,hu'dou'long'zheng
怙恶不悛,hu'e'bu'quan
怙恩恃宠,hu'en'shi'chong
胡肥锺瘦,hu'fei'zhong'shou
呼风唤雨,hu'feng'huan'yu
胡服骑射,hu'fu'qi'she
户告人晓,hu'gao'ren'xiao
呼庚呼癸,hu'geng'hu'gui
湖光山色,hu'guang'shan'se
狐虎之威,hu'hu'zhi'wei
狐假虎威,hu'jia'hu'wei
壶浆塞道,hu'jiang'sai'dao
胡搅蛮缠,hu'jiao'man'chan
虎踞龙盘,hu'ju'long'pan
虎口拔牙,hu'kou'ba'ya
虎口逃生,hu'kou'tao'sheng
虎口余生,hu'kou'yu'sheng
虎狼之势,hu'lang'zhi'shi
瑚琏之器,hu'lian'zhi'qi
呼卢喝雉,hu'lu'he'zhi
囫囵半片,hu'lun'ban'pian
囫囵吞枣,hu'lun'tun'zao
虎落平川,hu'luo'ping'chuan
狐埋狐搰,hu'mai'hu'hu
呼牛呼马,hu'niu'hu'ma
狐朋狗友,hu'peng'gou'you
呼朋引类,hu'peng'yin'lei
狐凭鼠伏,hu'ping'shu'fu
虎珀拾芥,hu'po'shi'jie
狐裘羔袖,hu'qiu'gao'xiu
狐群狗党,hu'qun'gou'dang
姱容修态,hu'rong'xiu'tai
虎入羊群,hu'ru'yang'qun
虎生三子必有一彪,hu'sheng'san'zi'bi'you'yi'biao
虎视眈眈,hu'shi'dan'dan
户枢不蠹,hu'shu'bu'du
胡说八道,hu'shuo'ba'dao
胡思乱想,hu'si'luan'xiang
狐死首丘,hu'si'shou'qiu
狐死兔泣,hu'si'tu'qi
猢狲入布袋,hu'sun'ru'bu'dai
虎体熊腰,hu'ti'xiong'yao
胡天胡帝,hu'tian'hu'di
呼天抢地,hu'tian'qiang'di
互通有无,hu'tong'you'wu
虎头虎脑,hu'tou'hu'nao
虎头蛇尾,hu'tou'she'wei
虎头燕颔,hu'tou'yan'han
狐兔之悲,hu'tu'zhi'bei
互为表里,hu'wei'biao'li
虎尾春冰,hu'wei'chun'bing
互为因果,hu'wei'yin'guo
虎卧龙跳,hu'wo'long'tiao
呼吸相通,hu'xi'xiang'tong
呼吸之间,hu'xi'zhi'jian
户限为穿,hu'xian'wei'chuan
互相标榜,hu'xiang'biao'bang
互相推诿,hu'xiang'tui'wei
虎啸风生,hu'xiao'feng'sheng
虎穴龙潭,hu'xue'long'tan
胡言乱语,hu'yan'luan'yu
呼幺喝六,hu'yao'he'liu
狐疑不决,hu'yi'bu'jue
胡越之祸,hu'yue'zhi'huo
呼之即来挥之即去,hu'zhi'ji'lai'hui'zhi'ji'qu
呼之欲出,hu'zhi'yu'chu
壶中日月,hu'zhong'ri'yue
胡作非为,hu'zuo'fei'wei
画饼充饥,hua'bing'chong'ji
话不投机,hua'bu'tou'ji
华不再扬,hua'bu'zai'yang
