暧暧城霞旦,ai'ai'cheng'xia'dan
佳气满皇州,jia'qi'man'huang'zhou
佳气裴回笼细网,jia'qi'pei'hui'long'xi'wang
佳气史官书,jia'qi'shi'guan'shu
佳期宿昔愿相从,jia'qi'su'xi'yuan'xiang'cong
佳期应借问,jia'qi'ying'jie'wen
佳人祓禊赏韶年,jia'ren'fu'xi'shang'shao'nian
家人皆伫立,jia'ren'jie'zhu'li
佳人坐临镜,jia'ren'zuo'lin'jing
稼穑常艰重农术,jia'se'chang'jian'zhong'nong'shu
稼穑既殄绝,jia'se'ji'tian'jue
稼穑既自种,jia'se'ji'zi'zhong
稼穑满东菑,jia'se'man'dong'zai
稼穑岂云倦,jia'se'qi'yun'juan
笳声出虏塞,jia'sheng'chu'lu'sai
贾生方吊屈,jia'sheng'fang'diao'qu
贾生非不遇,jia'sheng'fei'bu'yu
嘉树罗青墀,jia'shu'luo'qing'chi
嘉蔬绿笋茎,jia'shu'lv'sun'jing
嘉树如我心,jia'shu'ru'wo'xin
嘉颂推英宰,jia'song'tui'ying'zai
家童奉信归,jia'tong'feng'xin'gui
家僮日奔走,jia'tong'ri'ben'zou
家唯一身,jia'wei'yi'shen
家无内举疑,jia'wu'nei'ju'yi
家无钟石储,jia'wu'zhong'shi'chu
嘉飨载谧,jia'xiang'zai'mi
笳箫渭水寒,jia'xiao'wei'shui'han
家寻碧落仙,jia'xun'bi'luo'xian
驾言聊出游,jia'yan'liao'chu'you
笳吟中岭树,jia'yin'zhong'ling'shu
家有邯郸娼,jia'you'han'dan'chang
嫁与长干人,jia'yu'chang'gan'ren
嫁与青楼家,jia'yu'qing'lou'jia
嫁与西舍金王孙,jia'yu'xi'she'jin'wang'sun
佳哉藩邸旧,jia'zai'fan'di'jiu
家在茂陵平安否,jia'zai'mao'ling'ping'an'fou
家在玉京朝紫微,jia'zai'yu'jing'chao'zi'wei
家住洛桥头,jia'zhu'luo'qiao'tou
家住孟津河,jia'zhu'meng'jin'he
家住水东西,jia'zhu'shui'dong'xi
甲子焉能计,jia'zi'yan'neng'ji
家族跃以喜,jia'zu'yue'yi'xi
见白云兮在天,jian'bai'yun'xi'zai'tian
涧北寒犹在,jian'bei'han'you'zai
坚冰生绿潭,jian'bing'sheng'lv'tan
蹇步守穷巷,jian'bu'shou'qiong'xiang
剪彩迎初候,jian'cai'ying'chu'hou
兼曹谋未展,jian'cao'mou'wei'zhan
兼陈行路难,jian'chen'xing'lu'nan
贱臣欲干谒,jian'chen'yu'gan'ye
坚持日月珠,jian'chi'ri'yue'zhu
涧唇时外拓,jian'chun'shi'wai'tuo
见东皋兮远村,jian'dong'gao'xi'yuan'cun
健儿击鼓吹羌笛,jian'er'ji'gu'chui'qiang'di
涧芳袭人衣,jian'fang'xi'ren'yi
兼负松上月,jian'fu'song'shang'yue
剑阁望梁州,jian'ge'wang'liang'zhou
剑关掉鞅归,jian'guan'diao'yang'gui
间关断若遗,jian'guan'duan'ruo'yi
剑光忿冲斗,jian'guang'fen'chong'dou
见河岳英灵集,jian'he'yue'ying'ling'ji
涧户寂无人,jian'hu'ji'wu'ren
涧户山窗寂寂闲,jian'hu'shan'chuang'ji'ji'xian
笺花降紫墀,jian'hua'jiang'zi'chi
涧花轻粉色,jian'hua'qing'fen'se
涧净绿萝深,jian'jing'lv'luo'shen
渐觉潮初上,jian'jue'chao'chu'shang
渐觉落尘滓,jian'jue'luo'chen'zi
荐厥茅藉,jian'jue'mao'ji
见君交情好,jian'jun'jiao'qing'hao
兼看草树奇,jian'kan'cao'shu'qi
鉴空洞虚,jian'kong'dong'xu
建礼高秋夜,jian'li'gao'qiu'ye
建礼省文书,jian'li'sheng'wen'shu
建礼直初回,jian'li'zhi'chu'hui
歼良昧上玄,jian'liang'mei'shang'xuan
间柳发红桃,jian'liu'fa'hong'tao
剑留南斗近,jian'liu'nan'dou'jin
剑履升前殿,jian'lv'sheng'qian'dian
剑门忽断蜀川开,jian'men'hu'duan'shu'chuan'kai
渐平逢车骑,jian'ping'feng'che'qi
剑骑缘汀入,jian'qi'yuan'ting'ru
贱妾独留长信殿,jian'qie'du'liu'chang'xin'dian
兼秋雨更多,jian'qiu'yu'geng'duo
见人乃恭敬,jian'ren'nai'gong'jing
见人犹默默,jian'ren'you'mo'mo
见人犹未觅,jian'ren'you'wei'mi
贱日岂殊众,jian'ri'qi'shu'zhong
见少离别多,jian'shao'li'bie'duo
涧深冰已团,jian'shen'bing'yi'tuan
贱士敢知言,jian'shi'gan'zhi'yan
简师临我城,jian'shi'lin'wo'cheng
荐士满公车,jian'shi'man'gong'che
见兽皆相亲,jian'shou'jie'xiang'qin
荐寿庆重阳,jian'shou'qing'chong'yang
涧鼠缘香案,jian'shu'yuan'xiang'an
剑水千人石,jian'shui'qian'ren'shi
见说云中擒黠虏,jian'shuo'yun'zhong'qin'xia'lu
见纬略,jian'wei'lue
渐闻商旅喧,jian'wen'shang'lv'xuan
建牙之塞表,jian'ya'zhi'sai'biao
兼以正封疆,jian'yi'zheng'feng'jiang
见吟窗杂录,jian'yin'chuang'za'lu
涧影生龙蛇,jian'ying'sheng'long'she
建旟千里外,jian'yu'qian'li'wai
兼欲事金鼎,jian'yu'shi'jin'ding
荐欲是亲,jian'yu'shi'qin
艰哉万里人,jian'zai'wan'li'ren
建章宫殿不知数,jian'zhang'gong'dian'bu'zhi'shu
建章何必听鸣鸡,jian'zhang'he'bi'ting'ming'ji
建章宵漏急,jian'zhang'xiao'lou'ji
建章昨夜起春风,jian'zhang'zuo'ye'qi'chun'feng
兼之外视闲,jian'zhi'wai'shi'xian
兼之云外山,jian'zhi'yun'wai'shan
见逐张征虏,jian'zhu'zhang'zheng'lu
兼濯有为尘,jian'zhuo'you'wei'chen
贱子跪自陈,jian'zi'gui'zi'chen
蹇足空踌躇,jian'zu'kong'chou'chu
江边枫落菊花黄,jiang'bian'feng'luo'ju'hua'huang
江边黄鹤楼,jiang'bian'huang'he'lou
江伯方翱翔,jiang'bo'fang'ao'xiang
江长望白蘋,jiang'chang'wang'bai'pin
将朝每赠言,jiang'chao'mei'zeng'yan
江城建业楼,jiang'cheng'jian'ye'lou
江城下枫叶,jiang'cheng'xia'feng'ye
江春入旧年,jiang'chun'ru'jiu'nian
将从海岳居,jiang'cong'hai'yue'ju
江带黔中阔,jiang'dai'qian'zhong'kuo
讲德谢知音,jiang'de'xie'zhi'yin
将非富人宠,jiang'fei'fu'ren'chong
江妃入兴词,jiang'fei'ru'xing'ci
江妃舞翠房,jiang'fei'wu'cui'fang
将飞羽未调,jiang'fei'yu'wei'tiao
江风晚渐凉,jiang'feng'wan'jian'liang
江皋杜蘅绿,jiang'gao'du'heng'lv
江皋枉离赠,jiang'gao'wang'li'zeng
江皋闻曙钟,jiang'gao'wen'shu'zhong
江馆候鸣驺,jiang'guan'hou'ming'zou
将归问夫婿,jiang'gui'wen'fu'xu
江国今来见,jiang'guo'jin'lai'jian
江国远徂征,jiang'guo'yuan'cu'zheng
江海荡烦浊,jiang'hai'dang'fan'zhuo
江海霁初景,jiang'hai'ji'chu'jing
江海徼新赏,jiang'hai'jiao'xin'shang
江海遂飞沉,jiang'hai'sui'fei'chen
江海虽言旷,jiang'hai'sui'yan'kuang
江寒池水绿,jiang'han'chi'shui'lv
江汉风流地,jiang'han'feng'liu'de
江汉近南阳,jiang'han'jin'nan'yang
江寒朔吹生,jiang'han'shuo'chui'sheng
江航过楚城,jiang'hang'guo'chu'cheng
将候远山僧,jiang'hou'yuan'shan'seng
江湖将永年,jiang'hu'jiang'yong'nian
江湖青山底,jiang'hu'qing'shan'di
江湖亦自忘,jiang'hu'yi'zi'wang
江花入兴新,jiang'hua'ru'xing'xin
江淮度寒食,jiang'huai'du'han'shi
江火明沙岸,jiang'huo'ming'sha'an
将近隐者邻,jiang'jin'yin'zhe'lin
江静闻山狖,jiang'jing'wen'shan'you
将军降匈奴,jiang'jun'jiang'xiong'nu
将军猎渭城,jiang'jun'lie'wei'cheng
将军马亦瘦,jiang'jun'ma'yi'shou
将军佩出明光宫,jiang'jun'pei'chu'ming'guang'gong
将军校战出玉堂,jiang'jun'xiao'zhan'chu'yu'tang
将军行失势,jiang'jun'xing'shi'shi
将军行逐虏,jiang'jun'xing'zhu'lu
将军休沐日,jiang'jun'xiu'mu'ri
将军犹未知,jiang'jun'you'wei'zhi
将军犹转战,jiang'jun'you'zhuan'zhan
将军正闲暇,jiang'jun'zheng'xian'xia
江连二妃渚,jiang'lian'er'fei'zhu
江连暮雨愁,jiang'lian'mu'yu'chou
江连清汉东逶迤,jiang'lian'qing'han'dong'wei'yi
将令骄虏灭,jiang'ling'jiao'lu'mie
降灵醉止,jiang'ling'zui'zhi
江流长自深,jiang'liu'chang'zi'shen
江流天地外,jiang'liu'tian'di'wai
江流宛转绕芳甸,jiang'liu'wan'zhuan'rao'fang'dian
江流映朱户,jiang'liu'ying'zhu'hu
江落伍胥潮,jiang'luo'wu'xu'chao
将眠复畏明,jiang'mian'fu'wei'ming
将命出东周,jiang'ming'chu'dong'zhou
江南冰不闭,jiang'nan'bing'bu'bi
江南彩画舟,jiang'nan'cai'hua'zhou
江南春意深,jiang'nan'chun'yi'shen
江南归思逼,jiang'nan'gui'si'bi
江南江北送君归,jiang'nan'jiang'bei'song'jun'gui
江南年少十八九,jiang'nan'nian'shao'shi'ba'jiu
江南驿使不曾断,jiang'nan'yi'shi'bu'ceng'duan
江南转佳丽,jiang'nan'zhuan'jia'li
江鸥迎共狎,jiang'ou'ying'gong'xia
江畔何人初见月,jiang'pan'he'ren'chu'jian'yue
江畔火星流,jiang'pan'huo'xing'liu
将陪玉检泥,jiang'pei'yu'jian'ni
将清白兮遗谁,jiang'qing'bai'xi'yi'shui
将穷四海裔,jiang'qiong'si'hai'yi
江日昼清和,jiang'ri'zhou'qing'he
江瑟语幽独,jiang'se'yu'you'du
江山春色明,jiang'shan'chun'se'ming
江山空蔡州,jiang'shan'kong'cai'zhou
江山清谢脁,jiang'shan'qing'xie'tiao
江上黯消魂,jiang'shang'an'xiao'hun
江上多南风,jiang'shang'duo'nan'feng
江上风花晚,jiang'shang'feng'hua'wan
江上枫林秋,jiang'shang'feng'lin'qiu
江上苦伤春,jiang'shang'ku'shang'chun
江上悬晓月,jiang'shang'xuan'xiao'yue
江上烟云向晚昏,jiang'shang'yan'yun'xiang'wan'hun
蒋生三径枉相过,jiang'sheng'san'jing'wang'xiang'guo
江声夜听潮,jiang'sheng'ye'ting'chao
江势将天合,jiang'shi'jiang'tian'he
江树朝来出,jiang'shu'chao'lai'chu
江水带冰绿,jiang'shui'dai'bing'lv
江水流春去欲尽,jiang'shui'liu'chun'qu'yu'jin
江水青云挹,jiang'shui'qing'yun'yi
江水入新安,jiang'shui'ru'xin'an
江水映悠悠,jiang'shui'ying'you'you
江水中分地,jiang'shui'zhong'fen'di
江汜日绵眇,jiang'si'ri'mian'miao
江潭落月复西斜,jiang'tan'luo'yue'fu'xi'xie
江天海陵郡,jiang'tian'hai'ling'jun
江天晚作霞,jiang'tian'wan'zuo'xia
江天一色无纤尘,jiang'tian'yi'se'wu'xian'chen
将调梅铉实,jiang'tiao'mei'xuan'shi
江亭当废国,jiang'ting'dang'fei'guo
将同羽化飞,jiang'tong'yu'hua'fei
江外有真隐,jiang'wai'you'zhen'yin
将往复旋如有情,jiang'wang'fu'xuan'ru'you'qing
降吴复归蜀,jiang'wu'fu'gui'shu
讲习延东观,jiang'xi'yan'dong'guan
江向白云平,jiang'xiang'bai'yun'ping
将相猜贾谊,jiang'xiang'cai'gu'yi
江乡鲭鲊不寄来,jiang'xiang'qing'zha'bu'ji'lai
将修风伯祀,jiang'xiu'feng'bo'si
江岫相萦绕,jiang'xiu'xiang'ying'rao
江汛春风势,jiang'xun'chun'feng'shi
将曛陌树频惊鸟,jiang'xun'mo'shu'pin'jing'niao
江雁入汾河,jiang'yan'ru'fen'he
江燕引雏飞,jiang'yan'yin'chu'fei
绛叶从朝飞著夜,jiang'ye'cong'chao'fei'zhu'ye
将夜入兮边城,jiang'ye'ru'xi'bian'cheng
将以避燥湿,jiang'yi'bi'zao'shi
绛衣朝圣主,jiang'yi'chao'sheng'zhu
将因卧病解朝衣,jiang'yin'wo'bing'jie'chao'yi
将欲济时康,jiang'yu'ji'shi'kang
江月何年初照人,jiang'yue'he'nian'chu'zhao'ren
江月年年只相似,jiang'yue'nian'nian'zhi'xiang'si
江月照吴县,jiang'yue'zhao'wu'xian
江月值新秋,jiang'yue'zhi'xin'qiu
江云晚对讼庭还,jiang'yun'wan'dui'song'ting'hai
绛帻鸡人送晓筹,jiang'ze'ji'ren'song'xiao'chou
江蛰已闻雷,jiang'zhe'yi'wen'lei
将置酒,jiang'zhi'jiu
江中秋水流,jiang'zhong'qiu'shui'liu
江自绕林回,jiang'zi'rao'lin'hui
讲坐竹间逢,jiang'zuo'zhu'jian'feng
娇多不顾身,jiao'duo'bu'gu'shen
交甫怜瑶珮,jiao'fu'lian'yao'pei
浇浮知不挠,jiao'fu'zhi'bu'nao
娇歌一曲杨柳花,jiao'ge'yi'qu'yang'liu'hua
角弓持弦急,jiao'gong'chi'xian'ji
椒宫夕临幽,jiao'gong'xi'lin'you
娇贵荣华谁不羡,jiao'gui'rong'hua'shui'bu'xian
交河出塞流,jiao'he'chu'sai'liu
交河一万里,jiao'he'yi'wan'li
交欢数尽年,jiao'huan'shu'jin'nian
矫迹侍紫宸,jiao'ji'shi'zi'chen
郊畿郁葱蒨,jiao'ji'yu'cong'qian
椒浆奠瑶席,jiao'jiang'dian'yao'xi
椒浆神降时,jiao'jiang'shen'jiang'shi
叫叫海鸿声,jiao'jiao'hai'hong'sheng
皎皎河汉女,jiao'jiao'he'han'nv
皎皎横绿林,jiao'jiao'heng'lu'lin
皎皎空中孤月轮,jiao'jiao'kong'zhong'gu'yue'lun
皎皎之子兮自独立,jiao'jiao'zhi'zi'xi'zi'du'li
皎洁明星高,jiao'jie'ming'xing'gao
郊居杜陵下,jiao'ju'du'ling'xia
郊连御宿长,jiao'lian'yu'su'chang
蛟龙除方良,jiao'long'chu'fang'liang
交密痛难裁,jiao'mi'tong'nan'cai
交乃布衣存,jiao'nai'bu'yi'cun
娇弄明月光,jiao'nong'ming'yue'guang
郊平五校分,jiao'ping'wu'xiao'fen
郊岐禁苑傍,jiao'qi'jin'yuan'bang
交情复淡如,jiao'qing'fu'dan'ru
鲛人潜织水底居,jiao'ren'qian'zhi'shui'di'ju
皦日媚春水,jiao'ri'mei'chun'shui
焦声散著群树鸣,jiao'sheng'san'zhu'qun'shu'ming
矫首来天池,jiao'shou'lai'tian'chi
娇童携锦荐,jiao'tong'xie'jin'jian
郊外谁相送,jiao'wai'shui'xiang'song
郊外亭皋远,jiao'wai'ting'gao'yuan
焦尾蔡邕家,jiao'wei'cai'yong'jia
矫翼片云开,jiao'yi'pian'yun'kai
矫翼时相顾,jiao'yi'shi'xiang'gu
郊原休沐处,jiao'yuan'xiu'mu'chu
郊云驻旌羽,jiao'yun'zhu'jing'yu
教战虽令赴汤火,jiao'zhan'sui'ling'fu'tang'huo
校正引騊駼,jiao'zheng'yin'tao'tu
交枝白日阴,jiao'zhi'bai'ri'yin
娇逐语声来,jiao'zhu'yu'sheng'lai
洁白依全德,jie'bai'yi'quan'de
解薜登天朝,jie'bi'deng'tian'chao
解薜去中林,jie'bi'qu'zhong'lin
解骖朱轮,jie'can'zhu'lun
节操方松筠,jie'cao'fang'song'jun
诘朝砺斧寻,jie'chao'li'fu'xun
洁诚期后因,jie'cheng'qi'hou'yin
皆称羽林子,jie'cheng'yu'lin'zi
戒旦壶人警,jie'dan'hu'ren'jing
诘旦重门闻警跸,jie'dan'zhong'men'wen'jing'bi
结发有奇策,jie'fa'you'ji'ce
解放胡鹰逐塞鸟,jie'fang'hu'ying'zhu'sai'niao
杰峰如台,jie'feng'ru'tai
桔槔方灌园,jie'gao'fang'guan'yuan
桔槔悬空圃,jie'gao'xuan'kong'pu
皆共尘沙老,jie'gong'chen'sha'lao
截河有清济,jie'he'you'qing'ji
结跏归旧林,jie'jia'gui'jiu'lin
解剑聊相送,jie'jian'liao'xiang'song
结交北游魏,jie'jiao'bei'you'wei
结交杜陵轻薄子,jie'jiao'du'ling'qing'bo'zi
结交二十载,jie'jiao'er'shi'zai
结交期一剑,jie'jiao'qi'yi'jian
嗟君独不然,jie'jun'du'bu'ran
嗟君未得志,jie'jun'wei'de'zhi
结客过临淄,jie'ke'guo'lin'zi
借客探丸重然诺,jie'ke'tan'wan'zhong'ran'nuo
结缆登商丘,jie'lan'deng'shang'qiu
解缆君已遥,jie'lan'jun'yi'yao
解缆逐归流,jie'lan'zhu'gui'liu
揭厉逾舟梁,jie'li'yu'zhou'liang
结庐古城下,jie'lu'gu'cheng'xia
结庐近西术,jie'lu'jin'xi'shu
结庐若耶里,jie'lu'ruo'ye'li
结庐谁家子,jie'lu'shui'jia'zi
节旄落尽海西头,jie'mao'luo'jin'hai'xi'tou
阶蓂七叶新,jie'mi'qi'ye'xin
阶前对双井,jie'qian'dui'shuang'jing
阶前虎心善,jie'qian'hu'xin'shan
皆曲尽其妙,jie'qu'jin'qi'miao
接壤厕专城,jie'rang'ce'zhuan'cheng
皆是暗相亲,jie'shi'an'xiang'qin
结实红且绿,jie'shi'hong'qie'lv
节使三河募年少,jie'shi'san'he'mu'nian'shao
碣石潇湘无限路,jie'shi'xiao'xiang'wu'xian'lu
结绶归海裔,jie'shou'gui'hai'yi
结束平阳骑,jie'shu'ping'yang'qi
阶庭寂不喧,jie'ting'ji'bu'xuan
阶庭药草遍,jie'ting'yao'cao'bian
戒途遵六月,jie'tu'zun'liu'yue
借问阿戎父,jie'wen'a'rong'fu
借问不知名,jie'wen'bu'zhi'ming
借问高歌凡几转,jie'wen'gao'ge'fan'ji'zhuan
借问故园隐君子,jie'wen'gu'yuan'yin'jun'zi
借问何时堪挂锡,jie'wen'he'shi'kan'gua'xi
借问路傍名利客,jie'wen'lu'bang'ming'li'ke
借问商歌客,jie'wen'shang'ge'ke
借问声何烦,jie'wen'sheng'he'fan
借问问津者,jie'wen'wen'jin'zhe
借问襄阳老,jie'wen'xiang'yang'lao
借问淹留日,jie'wen'yan'liu'ri
借问迎来双白鹤,jie'wen'ying'lai'shuang'bai'he
借问愚公谷,jie'wen'yu'gong'gu
借问袁安舍,jie'wen'yuan'an'she
阶下群峰首,jie'xia'qun'feng'shou
阶下终南山,jie'xia'zhong'nan'shan
皆言夫婿殊,jie'yan'fu'xu'shu
接筵欣有命,jie'yan'xin'you'ming
杰屹崒兮零澒涌,jie'yi'cui'xi'ling'gong'yong
介以繁祉,jie'yi'fan'zhi
解衣沙鸟鸣,jie'yi'sha'niao'ming
解印归田里,jie'yin'gui'tian'li
解印果成趣,jie'yin'guo'cheng'qu
结阴既得地,jie'yin'ji'de'di
结幽门兮在黄庭,jie'you'men'xi'zai'huang'ting
结友在童孺,jie'you'zai'tong'ru
结宇邻居邑,jie'yu'lin'ju'yi
结宇临欹湖,jie'yu'lin'qi'hu
嗟予未丧,jie'yu'wei'sang
结宇依回渚,jie'yu'yi'hui'zhu
介胄辞前殿,jie'zhou'ci'qian'dian
金鞍白马谁家宿,jin'an'bai'ma'shui'jia'su
金鞍玉勒骋轻肥,jin'an'yu'le'cheng'qing'fei
金榜岧峣云里开,jin'bang'tiao'yao'yun'li'kai
金杯泛菊英,jin'bei'fan'ju'ying
金杯缓酌清歌转,jin'bei'huan'zhuo'qing'ge'zhuan
金碧如可拾,jin'bi'ru'ke'shi
金碧潭者,jin'bi'tan'zhe
金波满丽谯,jin'bo'man'li'qiao
锦帛招谈说,jin'bo'zhao'tan'shuo
金蚕将画柳,jin'can'jiang'hua'liu
巾车云路入,jin'che'yun'lu'ru
近臣朝琐闼,jin'chen'chao'suo'ta
今承朝野欢,jin'cheng'chao'ye'huan
禁城千品烛,jin'cheng'qian'pin'zhu
今成逝川路,jin'cheng'shi'chuan'lu
今成枕席前,jin'cheng'zhen'xi'qian
金钏越溪女,jin'chuan'yue'xi'nv
金祠起真宇,jin'ci'qi'zhen'yu
尽此数州内,jin'ci'shu'zhou'nei
锦带交垂连理襦,jin'dai'jiao'chui'lian'li'ru
襟带三秦接,jin'dai'san'qin'jie
金殿人声绝,jin'dian'ren'sheng'jue
金殿忝陪贤,jin'dian'tian'pei'xian
金殿为贤升,jin'dian'wei'xian'sheng
金貂列上公,jin'diao'lie'shang'gong
金鼎正烹羊,jin'ding'zheng'peng'yang
金风飘菊蕊,jin'feng'piao'ju'rui
今复莲花峰,jin'fu'lian'hua'feng
金闺讽议臣,jin'gui'feng'yi'chen
金闺会通籍,jin'gui'hui'tong'ji
晋国在河汾,jin'guo'zai'he'fen
近海云偏出,jin'hai'yun'pian'chu
金河秋月团,jin'he'qiu'yue'tuan
金河未转青丝骑,jin'he'wei'zhuan'qing'si'qi
今恨玉京留,jin'hen'yu'jing'liu
金壶新泛菊,jin'hu'xin'fan'ju
金华礼更崇,jin'hua'li'geng'chong
金环如有验,jin'huan'ru'you'yan
金笳吹朔雪,jin'jia'chui'shuo'xue
晋家南作帝,jin'jia'nan'zuo'di
近饯寡徒御,jin'jian'gua'tu'yu
今见勒燕然,jin'jian'le'yan'ran
金涧流春水,jin'jian'liu'chun'shui
金涧透林明,jin'jian'tou'lin'ming
近见行人畏白龙,jin'jian'xing'ren'wei'bai'long
今将献知己,jin'jiang'xian'zhi'ji
近郊凭汝海,jin'jiao'ping'ru'hai
金节送诸侯,jin'jie'song'zhu'hou
金镜相传三百年,jin'jing'xiang'chuan'san'bai'nian
尽九服兮皆四邻,jin'jiu'fu'xi'jie'si'lin
今君不得意,jin'jun'bu'de'yi
津口停舟渡不得,jin'kou'ting'zhou'du'bu'de
矜夸紫骝好,jin'kua'zi'liu'hao
今来反相误,jin'lai'fan'xiang'wu
近来人事半销磨,jin'lai'ren'shi'ban'xiao'mo
今来识离恨,jin'lai'shi'li'hen
今来始离恨,jin'lai'shi'li'hen
今来亭上明,jin'lai'ting'shang'ming
近来唯此乐,jin'lai'wei'ci'le
今来艳阳月,jin'lai'yan'yang'yue
锦缆方舟渡,jin'lan'fang'zhou'du
金罍美酒满座春,jin'lei'mei'jiu'man'zuo'chun
禁里疏钟官舍晚,jin'li'shu'zhong'guan'she'wan
金陵芳草多,jin'ling'fang'cao'duo
金陵事已往,jin'ling'shi'yi'wang
金铃摇霁霞,jin'ling'yao'ji'xia
金陵中断碧江深,jin'ling'zhong'duan'bi'jiang'shen
禁柳垂香炉,jin'liu'chui'xiang'lu
金箓会群仙,jin'lu'hui'qun'xian
金箓三清降,jin'lu'san'qing'jiang
金马被鸿私,jin'ma'bei'hong'si
金门俨驺驭,jin'men'yan'zou'yu
今年寒食酒,jin'nian'han'shi'jiu
今年花发路傍枝,jin'nian'hua'fa'lu'bang'zhi
今年花落去年时,jin'nian'hua'luo'qu'nian'shi
今年花未落,jin'nian'hua'wei'luo
今年缗钱谁为输,jin'nian'min'qian'shui'wei'shu
今年七月闰,jin'nian'qi'yue'run
今年天子用武威,jin'nian'tian'zi'yong'wu'wei
今年相见明年期,jin'nian'xiang'jian'ming'nian'qi
金盘五色瓜,jin'pan'wu'se'gua
金盆浴未了,jin'pen'yu'wei'liao
近浦是儿家,jin'pu'shi'er'jia
金丘华阳下,jin'qiu'hua'yang'xia
金人来捧剑,jin'ren'lai'peng'jian
今人谁举贤,jin'ren'shui'ju'xian
今人自来往,jin'ren'zi'lai'wang
今人昨人多自私,jin'ren'zuo'ren'duo'zi'si
今日杯酒间,jin'ri'bei'jiu'jian
今日垂杨生左肘,jin'ri'chui'yang'sheng'zuo'zhou
今日摧残何用道,jin'ri'cui'can'he'yong'dao
今日登高醉几人,jin'ri'deng'gao'zui'ji'ren
今日登高樽酒里,jin'ri'deng'gao'zun'jiu'li
今日逢初夏,jin'ri'feng'chu'xia
今日奉琼琚,jin'ri'feng'qiong'ju
今日歌天马,jin'ri'ge'tian'ma
今日观身我,jin'ri'guan'shen'wo
今日还同犯牛斗,jin'ri'hai'tong'fan'niu'dou
今日回看上林树,jin'ri'hui'kan'shang'lin'shu
今日嗟无负,jin'ri'jie'wu'fu
今日漆园游,jin'ri'qi'yuan'you
今日为君愁,jin'ri'wei'jun'chou
今日应弹佞幸夫,jin'ri'ying'tan'ning'xing'fu
今日用贤秋,jin'ri'yong'xian'qiu
今日又明日,jin'ri'you'ming'ri
近入千家散花竹,jin'ru'qian'jia'san'hua'zhu
金沙砾砾窥鱼泳,jin'sha'li'li'kui'yu'yong
金沙鸣珮环,jin'sha'ming'pei'huan
锦沙棠舰,jin'sha'tang'jian
金沙童子戏,jin'sha'tong'zi'xi
金山无积阻,jin'shan'wu'ji'zu
金身佛现时,jin'shen'fo'xian'shi
金绳梵帝游,jin'sheng'fan'di'you
金省方秋作,jin'sheng'fang'qiu'zuo
近侍惭无东朔才,jin'shi'can'wu'dong'shuo'cai
锦石称贞女,jin'shi'cheng'zhen'nv
金石何铿锵,jin'shi'he'keng'qiang
近侍接元台,jin'shi'jie'yuan'tai
尽室相随从,jin'shi'xiang'sui'cong
今时新识人,jin'shi'xin'shi'ren
进绶怀三少,jin'shou'huai'san'shao
今思霍冠军,jin'si'huo'guan'jun
今岁今宵尽,jin'sui'jin'xiao'jin
金潭冒绿蘋,jin'tan'mao'lv'pin
金堂策令名,jin'tang'ce'ling'ming
金塘水乱流,jin'tang'shui'luan'liu
金天净兮丽三光,jin'tian'jing'xi'li'san'guang
金天思奉迎,jin'tian'si'feng'ying
津亭渔者歌,jin'ting'yu'zhe'ge
津亭暂临憩,jin'ting'zan'lin'qi
津途赏无限,jin'tu'shang'wu'xian
进退既在我,jin'tui'ji'zai'wo
进退楼船飞,jin'tui'lou'chuan'fei
金碗酒家胡,jin'wan'jiu'jia'hu
今往何必忧,jin'wang'he'bi'you
今为千里行,jin'wei'qian'li'xing
今为羌笛出塞声,jin'wei'qiang'di'chu'sai'sheng
今我去人间,jin'wo'qu'ren'jian
今我神泉宫,jin'wo'shen'quan'gong
金吾车骑盛,jin'wu'che'qi'sheng
金屋更衣人不见,jin'wu'geng'yi'ren'bu'jian
金屋夜情多,jin'wu'ye'qing'duo
今夕恨相望,jin'xi'hen'xiang'wang
尽系名王颈,jin'xi'ming'wang'jing
今夕为君传,jin'xi'wei'jun'chuan
今宵望灵汉,jin'xiao'wang'ling'han
近形千嶂分,jin'xing'qian'zhang'fen
襟袖既盈溢,jin'xiu'ji'ying'yi
今夜明珠色,jin'ye'ming'zhu'se
尽义能下士,jin'yi'neng'xia'shi
锦衣馀翟茀,jin'yi'yu'zhai'fu
今游宴赏陪,jin'you'yan'shang'pei
近与单车去洛阳,jin'yu'dan'che'qu'luo'yang
瑾瑜颇匿瑕,jin'yu'po'ni'xia
金舆幸上方,jin'yu'xing'shang'fang
禁园纡睿览,jin'yuan'yu'rui'lan
金钺拜将军,jin'yue'bai'jiang'jun
今朝北溯河,jin'zhao'bei'su'he
今朝共游者,jin'zhao'gong'you'zhe
今朝忽枉嵇生驾,jin'zhao'hu'wang'ji'sheng'jia
今朝几个来,jin'zhao'ji'ge'lai
今朝杨柳半垂堤,jin'zhao'yang'liu'ban'chui'di
今者放歌行,jin'zhe'fang'ge'xing
今之太守古诸侯,jin'zhi'tai'shou'gu'zhu'hou
锦轴含光辉,jin'zhou'han'guang'hui
金装凤勒骢,jin'zhuang'feng'le'cong
今子方豪荡,jin'zi'fang'hao'dang
今兹归洛阳,jin'zi'gui'luo'yang
锦字沾愁泪,jin'zi'zhan'chou'lei
今兹制幸晨,jin'zi'zhi'xing'chen
金尊妓吹阑,jin'zun'ji'chui'lan
金尊乐未终,jin'zun'le'wei'zhong
