啊啊哒哒,a'a'da'da
莫啰嗦,mo'luo'suo
莫麻达,mo'ma'da
摸埋,mo'mai
摸盲虫,mo'mang'chong
摸盲盲,mo'mang'mang
摸门钉,mo'men'ding
末名,mo'ming
莫名隔儿,mo'ming'ge'er
墨墨黑,mo'mo'hei
摸摸嘘嘘,mo'mo'xu'xu
末脑笃儿,mo'nao'du'er
摩尼光佛教法仪略,mo'ni'guang'fo'jiao'fa'yi'lue
摩尼教的七戒三封,mo'ni'jiao'de'qi'jie'san'feng
摩尼教的十戒,mo'ni'jiao'de'shi'jie
摩尼教的渊源,mo'ni'jiao'de'yuan'yuan
摩尼教进入回鹘汗国的经过,mo'ni'jiao'jin'ru'hui'hu'han'guo'de'jing'guo
摩尼教旗幡,mo'ni'jiao'qi'fan
摩尼教寺院文书,mo'ni'jiao'si'yuan'wen'shu
摩尼像,mo'ni'xiang
莫牛逼,mo'niu'bi
磨爿,mo'pan
磨皮擦痒,mo'pi'ca'yang
魔其,mo'qi
魔器,mo'qi
墨七,mo'qi
莫强了,mo'qiang'le
摸蛆,mo'qu
磨日,mo'ri
莫噻,mo'sai
默神,mo'shen
莫四,mo'si
抹台布,mo'tai'bu
摩提色布伯克,mo'ti'se'bu'bo'ke
嚤佗,mo'tuo
麽袜公唠,mo'wa'gong'lao
摩晞,mo'xi
摩醯逻矩罗,mo'xi'luo'ju'luo
默奚斯德,mo'xi'si'de
莫熊相,mo'xiong'xiang
摸芽,mo'ya
末游,mo'you
墨鱼拄岩,mo'yu'zhu'yan
墨鱼注岩,mo'yu'zhu'yan
莫造,mo'zao
末子喽,mo'zi'lou
末子喽经,mo'zi'lou'jing
某戳吵,mou'chuo'chao
某得闲,mou'de'xian
踎墩,mou'dun
踎街,mou'jie
牟乱,mou'luan
某识,mou'shi
某识丑,mou'shi'chou
恈头狗,mou'tou'gou
呣正鸡放白屎,mou'zheng'ji'fang'bai'shi
木倒,mu'dao
木叨的慌,mu'dao'de'huang
母豆,mu'dou
慕阇,mu'du
木犊,mu'du
木犊娃,mu'du'wa
木多,mu'duo
穆夫提门宦,mu'fu'ti'men'huan
木杆可汗,mu'gan'ke'han
母歌,mu'ge
慕格山的粟特语文献和钱币,mu'ge'shan'de'su'te'yu'wen'xian'he'qian'bi
母歌子,mu'ge'zi
牧工牧主两利政策,mu'gong'mu'zhu'liang'li'zheng'ce
母狗没摇尾公狗敢上背,mu'gou'mei'yao'wei'gong'gou'gan'shang'bei
木骨闾,mu'gu'lv
穆国,mu'guo
木汗买沙以提,mu'han'mai'sha'yi'ti
穆罕默德喀什噶里,mu'han'mo'de'ka'shi'ga'li
穆罕默德喀什噶里墓,mu'han'mo'de'ka'shi'ga'li'mu
穆罕默德萨迪克喀什噶里,mu'han'mo'de'sa'di'ke'ka'shi'ga'li
穆罕默德谢里甫,mu'han'mo'de'xie'li'fu
穆罕默德谢里甫麻扎,mu'han'mo'de'xie'li'fu'ma'zha
穆罕默德伊敏,mu'han'mo'de'yi'min
穆罕默德伊斯哈克,mu'han'mo'de'yi'si'ha'ke
穆罕默德玉素甫,mu'han'mo'de'yu'su'fu
木屐子,mu'ji'zi
木家,mu'jia
目空浅小心眼,mu'kong'qian'xiao'xin'yan
目困觉,mu'kun'jiao
木拉提热木孜,mu'la'ti're'mu'zi
木榔豆腐,mu'lang'dou'fu
木佬佬,mu'lao'lao
慕利延,mu'li'yan
拇量,mu'liang
母量,mu'liang
木乱,mu'luan
穆伦德克汗,mu'lun'de'ke'han
姆慢,mu'man
木门儿,mu'men'er
母母,mu'mu
木木哒哒,mu'mu'da'da
暮攮,mu'nang
木囊,mu'nang
木腔,mu'qiang
目涩死,mu'se'si
目屎,mu'shi
木实木头,mu'shi'mu'tou
木特斡里伯克,mu'te'wo'li'bo'ke
木头公仔,mu'tou'gong'zai
穆兴发,mu'xing'fa
穆依登,mu'yi'deng
牧屿,mu'yu
木只带,mu'zhi'dai
木只弄的含,mu'zhi'nong'de'han
沐仲易,mu'zhong'yi
木姿姿,mu'zi'zi
那吧唧,na'ba'ji
哪百气,na'bai'qi
那才怪,na'cai'guai
呐糙喊,na'cao'han
呐吵喊,na'chao'han
那儿达,na'er'da
那儿嗨儿,na'er'hai'er
哪儿嗨儿,na'er'hai'er
拿翻,na'fan
哪噶嗒,na'ga'da
哪干前,na'gan'qian
捺格套,na'ge'tao
哪个兴地窝,na'ge'xing'de'wo
哪拐子,na'guai'zi
那关几,na'guan'ji
那哈儿,na'ha'er
哪汗,na'han
哪合儿,na'he'er
呐晃子,na'huang'zi
那会个啊,na'hui'ge'a
那会撒,na'hui'sa
拿脚,na'jiao
哪开子,na'kai'zi
拿客,na'ke
纳克布伯克,na'ke'bu'bo'ke
哪可也,na'ke'ye
那裡,na'li
哪裡,na'li
哪么来窝,na'me'lai'wo
哪么起搞,na'me'qi'gao
娜妹,na'mei
那没来,na'mei'lai
那闷的,na'men'de
哪门的,na'men'de
那闷搞的,na'men'gao'de
哪们喃,na'men'nan
哪们喃唵,na'men'nan'an
南无佬,na'mo'lao
拿拿声,na'na'sheng
娜妮,na'ni
那你光讲来,na'ni'guang'jiang'lai
拿捻人,na'nian'ren
拿人家的碗受人家的管,na'ren'jia'de'wan'shou'ren'jia'de'guan
那谈鬼,na'tan'gui
哪哇,na'wa
哪娃,na'wa
哪外,na'wai
拿为,na'wei
那为撒,na'wei'sa
那为事情撒,na'wei'shi'qing'sa
拿问你,na'wen'ni
拿我们当点混,na'wo'men'dang'dian'hun
纳吾热孜节,na'wu're'zi'jie
哪系系,na'xi'xi
乸型,na'xing
那音儿,na'yin'er
呐燥喊,na'zao'han
那泽,na'ze
哪阵,na'zhen
拿抓,na'zhua
耐不耐,nai'bu'nai
耐刀货,nai'dao'huo
奶兜,nai'dou
奶个屄,nai'ge'bi
耐哥揽,nai'ge'lan
奶狗子,nai'gou'zi
奶咕,nai'gu
乃古几,nai'gu'ji
孻瓜,nai'gua
奶几,nai'ji
乃快哉,nai'kuai'zai
奶了个屄,nai'le'ge'bi
孻屘,nai'man
奈末好,nai'mo'hao
奶奶姑子,nai'nai'gu'zi
奶奶猴子,nai'nai'hou'zi
孻女,nai'nv
乃球,nai'qiu
乃求货,nai'qiu'huo
耐却,nai'que
乃谁,nai'shui
奶穗,nai'sui
奶汤面,nai'tang'mian
奶娃儿,nai'wa'er
奶娃娃,nai'wa'wa
耐唔中,nai'wu'zhong
迺贤,nai'xian
乃奄,nai'yan
耐依,nai'yi
耐中,nai'zhong
孻仔,nai'zi
乃滋尔,nai'zi'er
男阿儿,nan'a'er
喃爸,nan'ba
南白象,nan'bai'xiang
难场,nan'chang
难畅,nan'chang
南昌人在上海,nan'chang'ren'zai'shang'hai
难第四声按住,nan'di'si'sheng'an'zhu
难兜靡,nan'dou'mi
囡儿头,nan'er'tou
南方平,nan'fang'ping
喃咕嘀咕,nan'gu'di'gu
南瓜饺子,nan'gua'jiao'zi
南关高中,nan'guan'gao'zhong
南河大桥,nan'he'da'qiao
南河路,nan'he'lu
南华李,nan'hua'li
南吉尔吉斯,nan'ji'er'ji'si
喃家,nan'jia
男将,nan'jiang
男咔人,nan'ka'ren
难看兮,nan'kan'xi
男客火哩,nan'ke'huo'li
娚竜,nan'long
喃妈,nan'ma
喃妈个逼,nan'ma'ge'bi
喃妈个臭逼,nan'ma'ge'chou'bi
喃妈个大逼,nan'ma'ge'da'bi
喃妈个胯子,nan'ma'ge'kua'zi
喃妈个老逼,nan'ma'ge'lao'bi
南妈来,nan'ma'lai
喃妈了个逼,nan'ma'le'ge'bi
喃妈了个臭逼,nan'ma'le'ge'chou'bi
喃妈了个大逼,nan'ma'le'ge'da'bi
喃妈了个老逼,nan'ma'le'ge'lao'bi
腩马也有一步踢,nan'ma'ye'you'yi'bu'ti
喃们,nan'men
南门塔,nan'men'ta
喃喃咕咕,nan'nan'gu'gu
喃尼,nan'ni
囡妮仔,nan'ni'zi
男娘,nan'niang
喃咛,nan'ning
南桥大楼,nan'qiao'da'lou
南绕城路,nan'rao'cheng'lu
南乳花生,nan'ru'hua'sheng
南乳肉,nan'ru'rou
南山部族,nan'shan'bu'zu
南市街,nan'shi'jie
南滩古城,nan'tan'gu'cheng
南午芹,nan'wu'qin
南小,nan'xiao
南辛星,nan'xin'xing
男伢儿,nan'ya'er
南洋伯,nan'yang'bo
喃斎,nan'zhai
南转盘到,nan'zhuan'pan'dao
囊不,nang'bu
囊格佬,nang'ge'lao
儾家,nang'jia
囊样鸡棕,nang'yang'ji'zong
闹不机密,nao'bu'ji'mi
脑袋被门夹了,nao'dai'bei'men'jia'le
脑袋进水啦,nao'dai'jin'shui'la
闹得很,nao'de'hen
闹的哄哄神,nao'de'hong'hong'shen
孬儿八轰地,nao'er'ba'hong'di
挠岗,nao'gang
挠岗子了,nao'gang'zi'le
挠睾货,nao'gao'huo
孬哽,nao'geng
闹公婆,nao'gong'po
脑瓜门子,nao'gua'men'zi
脑后根,nao'hou'gen
闹架儿,nao'jia'er
恼介,nao'jie
闹街狗,nao'jie'gou
挠紧煽风炉样,nao'jin'shan'feng'lu'yang
脑壳脸包,nao'ke'lian'bao
脑壳上,nao'ke'shang
脑壳有包,nao'ke'you'bao
脑壳有乒乓,nao'ke'you'ping'pang
脑扩进水了,nao'kuo'jin'shui'le
脑扩请电打了,nao'kuo'qing'dian'da'le
闹老哇,nao'lao'wa
脑了哈了,nao'le'ha'le
脑了疼,nao'le'teng
闹离散,nao'li'san
闹麻了,nao'ma'le
脑膜勺,nao'mo'shao
闹闹动,nao'nao'dong
挠其,nao'qi
挠球货,nao'qiu'huo
孬日八西,nao'ri'ba'xi
恼伤,nao'shang
闹甚了,nao'shen'le
闹听,nao'ting
脑心,nao'xin
闹醒幌,nao'xing'huang
孬熊,nao'xiong
脑袖子,nao'xiu'zi
闹眼子,nao'yan'zi
闹药,nao'yao
闹妖,nao'yao
闹窑,nao'yao
闹妖儿,nao'yao'er
闹一瓶,nao'yi'ping
挠萦,nao'ying
闹挣,nao'zheng
孬子,nao'zi
呢处,ne'chu
呢春,ne'chun
呢单嘢,ne'dan'ye
呢儿,ne'er
呢杠嘢,ne'gang'ye
呢嗱,ne'na
呢条友,ne'tiao'you
呢牙斯,ne'ya'si
馁饿,nei'e
内陆式儿的,nei'lu'shi'er'de
内嘛,nei'ma
内妈来,nei'ma'lai
内蒙古莫力达瓦达斡尔族自治旗,nei'meng'gu'mo'li'da'wa'da'wo'er'zu'zi'zhi'qi
嫩白的,nen'bai'de
嫩拜先,nen'bai'xian
嫩好罗,nen'hao'luo
嫩凯,nen'kai
恁些人,nen'xie'ren
恁子,nen'zi
能不忒儿,neng'bu'te'er
能豆子,neng'dou'zi
能噻,neng'sai
能歪,neng'wai
你啊克那跌,ni'a'ke'na'die
泥啊里,ni'a'li
尼奥呢,ni'ao'ne
泥巴蛋子,ni'ba'dan'zi
泥巴狗,ni'ba'gou
你拜一炮就挨我,ni'bai'yi'pao'jiu'ai'wo
泥湴,ni'ban
泥壁阿泥巴,ni'bi'a'ni'ba
你不识黑是吧,ni'bu'shi'hei'shi'ba
你吹咩,ni'chui'mie
你带的搞麽啊,ni'dai'de'gao'mo'a
你逮地,ni'dai'di
你带地,ni'dai'di
你担在地块,ni'dan'zai'di'kuai
你到搞么得,ni'dao'gao'me'de
你到哪阁来,ni'dao'na'ge'lai
腻的慌,ni'de'huang
你哋,ni'di
你啲人,ni'di'ren
你动我试试,ni'dong'wo'shi'shi
你恩得了了,ni'en'de'liao'le
你犯嫌,ni'fan'xian
尼佛,ni'fo
你该杂别,ni'gai'za'bie
你甘没事么,ni'gan'mei'shi'me
逆搞死马,ni'gao'si'ma
你嘅,ni'ge
你个比昂带,ni'ge'bi'ang'dai
你个逼痒,ni'ge'bi'yang
你个逼痒彪子,ni'ge'bi'yang'biao'zi
你个逼痒样,ni'ge'bi'yang'yang
你个逼痒样儿,ni'ge'bi'yang'yang'er
你个饼子,ni'ge'bing'zi
你个大大,ni'ge'da'da
你个担地个啊,ni'ge'dan'di'ge'a
你格个老倌耳朵打八折的啊,ni'ge'ge'lao'guan'er'duo'da'ba'zhe'de'a
你搁哪喝地该,ni'ge'na'he'di'gai
你搁哪豁酒,ni'ge'na'huo'jiu
你个哪了,ni'ge'na'le
你个哪作么迪带,ni'ge'na'zuo'me'di'dai
你个死人头,ni'ge'si'ren'tou
你个小样儿,ni'ge'xiao'yang'er
你给懂整,ni'gei'dong'zheng
你给作都,ni'gei'zuo'dou
泥骨虫,ni'gu'chong
你裹,ni'guo
你果杂哈醒,ni'guo'za'ha'xing
你果扎哈醒婆,ni'guo'zha'ha'xing'po
你哈吧,ni'ha'ba
你还想混吧,ni'hai'xiang'hun'ba
你好嘢,ni'hao'ye
你嚇我,ni'he'wo
你黑我,ni'hei'wo
泥胡胡,ni'hu'hu
你话事,ni'hua'shi
尼机,ni'ji
腻机点,ni'ji'dian
泥屐子,ni'ji'zi
伱家,ni'jia
你甲,ni'jia
你皆,ni'jie
你就和就和,ni'jiu'he'jiu'he
你就能跌码码,ni'jiu'neng'die'ma'ma
泥撅处罗可汗,ni'jue'chu'luo'ke'han
尼卡罕,ni'ka'han
你靠歹人,ni'kao'dai'ren
逆克哪凯,ni'ke'na'kai
你老衲,ni'lao'na
你老味,ni'lao'wei
你了可够哏儿的,ni'le'ke'gou'gen'er'de
泥利可汗,ni'li'ke'han
逆妈逼,ni'ma'bi
泥靡,ni'mi
你莫逗我啦,ni'mo'dou'wo'la
你莫跟老子翻,ni'mo'gen'lao'zi'fan
你那噶,ni'na'ga
你尼逆,ni'ni'ni
你娘巴伢,ni'niang'ba'ya
你娘了个屄,ni'niang'le'ge'bi
泥浓铺嚓,ni'nong'pu'cha
你怕是杂嬲哈醒啊,ni'pa'shi'za'niao'ha'xing'a
泥起杂味,ni'qi'za'wei
泥肉,ni'rou
你谂你,ni'shen'ni
你是间儿,ni'shi'jian'er
你是拓屎噶,ni'shi'tuo'shi'ga
泥水老师,ni'shui'lao'shi
你说嘛儿,ni'shuo'ma'er
你说什嘛,ni'shuo'shen'ma
你算个掉,ni'suan'ge'diao
你太吃得成伙食了嘛,ni'tai'chi'de'cheng'huo'shi'le'ma
逆头,ni'tou
尼头,ni'tou
你望你个熊样,ni'wang'ni'ge'xiong'yang
你望你张带,ni'wang'ni'zhang'dai
你勿,ni'wu
你系得嘅,ni'xi'de'ge
你虾子,ni'xia'zi
你像杂鬼,ni'xiang'za'gui
泥星,ni'xing
你雪墨家啊,ni'xue'mo'jia'a
你牙扎齐满,ni'ya'zha'qi'man
你洋唬什么,ni'yang'hu'shen'me
你要么样,ni'yao'me'yang
你要哪么搞沙,ni'yao'na'me'gao'sha
你硬是蠢得窝牛屎,ni'ying'shi'chun'de'wo'niu'shi
你欲去地块,ni'yu'qu'di'kuai
你咋朗孔哦,ni'za'lang'kong'o
你再人真洼了,ni'zai'ren'zhen'wa'le
你在日鼓日鼓你在镪的,ni'zai'ri'gu'ri'gu'ni'zai'qiang'de
你这个憨冲锤,ni'zhe'ge'han'chong'chui
你这人怎么糇巴咸地该,ni'zhe'ren'zen'me'hou'ba'xian'di'gai
你这人真到尽,ni'zhe'ren'zhen'dao'jin
你这人真叽一裤,ni'zhe'ren'zhen'ji'yi'ku
你真全伙儿,ni'zhen'quan'huo'er
你拽囊样,ni'zhuai'nang'yang
蔫吧,nian'ba
捻鼻屎食咸咸,nian'bi'shi'shi'xian'xian
蔫瘪蛇,nian'bie'she
念波落经,nian'bo'luo'jing
捻不处处,nian'bu'chu'chu
蔫不叽儿的,nian'bu'ji'er'de
撵不上,nian'bu'shang
粘缠,nian'chan
年晨个儿,nian'chen'ge'er
年晨子,nian'chen'zi
念传,nian'chuan
念喘,nian'chuan
蔫呲,nian'ci
拈刺噉拈,nian'ci'dan'nian
拈刺咁拈,nian'ci'gan'nian
念大白颔,nian'da'bai'han
念栋栋,nian'dong'dong
年度凡,nian'du'fan
捻儿,nian'er
念功,nian'gong
捻后西,nian'hou'xi
蔫乎,nian'hu
念糊,nian'hu
蔫乎蛋,nian'hu'dan
蔫乎蛋子,nian'hu'dan'zi
年活尚,nian'huo'shang
年机郭大的,nian'ji'guo'da'de
念口黄,nian'kou'huang
念来五去,nian'lai'wu'qu
廿六倒开,nian'liu'dao'kai
年民族工作会议,nian'min'zu'gong'zuo'hui'yi
念宁,nian'ning
年全国边防工作会议,nian'quan'guo'bian'fang'gong'zuo'hui'yi
年全国民委主任会议,nian'quan'guo'min'wei'zhu'ren'hui'yi
年全国民委主任扩大会议,nian'quan'guo'min'wei'zhu'ren'kuo'da'hui'yi
年全国民族工作会议,nian'quan'guo'min'zu'gong'zuo'hui'yi
年全国民族团结进步先进集体先进人物表彰大会,nian'quan'guo'min'zu'tuan'jie'jin'bu'xian'jin'ji'ti'xian'jin'ren'wu'biao'zhang'da'hui
年全国牧区工作会议,nian'quan'guo'mu'qu'gong'zuo'hui'yi
年全国少数民族地区扶贫工作会议,nian'quan'guo'shao'shu'min'zu'di'qu'fu'pin'gong'zuo'hui'yi
年全国少数民族语言文字工作会议,nian'quan'guo'shao'shu'min'zu'yu'yan'wen'zi'gong'zuo'hui'yi
蔫人,nian'ren
年人大民委主任会议,nian'ren'da'min'wei'zhu'ren'hui'yi
年卅晚偷黄瓜冇识头尾,nian'sa'wan'tou'huang'gua'mao'shi'tou'wei
年三十的狗,nian'san'shi'de'gou
念山音,nian'shan'yin
撵上,nian'shang
年事个,nian'shi'ge
年时个,nian'shi'ge
年斯,nian'si
蔫损,nian'sun
念条,nian'tiao
年头里,nian'tou'li
年乌孜别克族部分人户返回苏联,nian'wu'zi'bie'ke'zu'bu'fen'ren'hu'fan'hui'su'lian
唸吓先,nian'xia'xian
念吓先,nian'xia'xian
年由青海迁回新疆的哈萨克族,nian'you'qing'hai'qian'hui'xin'jiang'de'ha'sa'ke'zu
年中央民族工作会议,nian'zhong'yang'min'zu'gong'zuo'hui'yi
年子,nian'zi
孃个儿,niang'ge'er
娘舅狗屁,niang'jiu'gou'pi
娘卖麻皮滴,niang'mai'ma'pi'di
孃名堂,niang'ming'tang
孃孃,niang'niang
娘娘匹绕,niang'niang'pi'rao
娘哦,niang'o
娘炮,niang'pao
孃人,niang'ren
孃西,niang'xi
娘子遮屎气,niang'zi'zhe'shi'qi
尿布子,niao'bu'zi
嬲撮别,niao'cuo'bie
袅得,niao'de
嬲哈性,niao'ha'xing
尿借子,niao'jie'zi
鸟筋,niao'jin
嬲捐,niao'juan
嬲卵谈,niao'luan'tan
嬲卵弹,niao'luan'tan
嬲卵堂,niao'luan'tang
嬲盲,niao'mang
尿迷,niao'mi
嬲你吗吗别,niao'ni'ma'ma'bie
嬲你屋里娘,niao'ni'wu'li'niang
鸟鸟的来来,niao'niao'de'lai'lai
尿尿拉拉地,niao'niao'la'la'di
嬲呸,niao'pei
鸟悄儿,niao'qiao'er
嬲噻,niao'sai
嬲塞,niao'sai
嬲生子,niao'sheng'zi
尿瀡,niao'sui
嬲驮,niao'tuo
尿性,niao'xing
袅牙,niao'ya
尿银,niao'yin
捏撮,nie'cuo
捏惊死放惊飞,nie'jing'si'fang'jing'fei
捏脑浆,nie'nao'jiang
捏切,nie'qie
蹑下子,nie'xia'zi
捏贼,nie'zei
捏张,nie'zhang
宁得哩,ning'de'li
宁国公主,ning'guo'gong'zhu
拧劲头,ning'jin'tou
拧拧缩缩,ning'ning'suo'suo
宁西县,ning'xi'xian
拧谢,ning'xie
拧转头,ning'zhuan'tou
牛白腩,niu'bai'nan
牛逼不打草稿,niu'bi'bu'da'cao'gao
拗愎冻,niu'bi'dong
牛逼过吹火车过推,niu'bi'guo'chui'huo'che'guo'tui
牛逼哄哄,niu'bi'hong'hong
牛草肚,niu'cao'du
牛倒吃牛头,niu'dao'chi'niu'tou
纽耳,niu'er
牛嘎子,niu'ga'zi
纽公,niu'gong
牛骨仔,niu'gu'zi
拗痕,niu'hen
牛轰轰,niu'hong'hong
牛呼呼,niu'hu'hu
拗胡婆,niu'hu'po
扭计师爷,niu'ji'shi'ye
扭计祖宗,niu'ji'zu'zong
牛噍牡丹,niu'jiao'mu'dan
牛角坪,niu'jiao'ping
扭筋拌筋,niu'jin'ban'jin
牛筋马力力气很大,niu'jin'ma'li'li'qi'hen'da
扭精,niu'jing
纽林的斤,niu'lin'de'jin
扭六壬,niu'liu'ren
牛录规章,niu'lu'gui'zhang
纽门,niu'men
牛默默,niu'mo'mo
纽乸,niu'na
牛牛扯在马胯上,niu'niu'che'zai'ma'kua'shang
牛皮凿洞,niu'pi'zao'dong
扭掐,niu'qia
牛肉耙,niu'rou'ba
牛乳饼,niu'ru'bing
扭骚,niu'sao
拗手骨不给面子,niu'shou'gu'bu'gei'mian'zi
拗数口,niu'shu'kou
牛髓油茶面,niu'sui'you'cha'mian
拗甜,niu'tian
牛跳马板,niu'tiao'ma'ban
扭头别棒,niu'tou'bie'bang
牛头裤,niu'tou'ku
牛汪塘,niu'wang'tang
牛王头,niu'wang'tou
扭纹柴,niu'wen'chai
牛唔饮水唔揿得牛头低,niu'wu'yin'shui'wu'qin'de'niu'tou'di
拗心白菜,niu'xin'bai'cai
牛羊杂碎,niu'yang'za'sui
牛仔呣识虎,niu'zai'mou'shi'hu
牛仔十八跋,niu'zai'shi'ba'ba
脓拔翘,nong'ba'qiao
侬的慌,nong'de'huang
农二哥,nong'er'ge
农咯揽,nong'ge'lan
弄归一,nong'gui'yi
农哈喇,nong'ha'la
农孩,nong'hai
侬猴,nong'hou
农抠儿,nong'kou'er
弄么直,nong'me'zhi
脓囊,nong'nang
弄孃,nong'niang
弄孃西,nong'niang'xi
脓脓,nong'nong
哝哝嚼嚼,nong'nong'jue'jue
农桑撮要,nong'sang'cuo'yao
弄啥类,nong'sha'lei
弄杀你,nong'sha'ni
弄啥也,nong'sha'ye
弄死当睡着,nong'si'dang'shui'zhao
弄死幺台,nong'si'yao'tai
弄系啊,nong'xi'a
弄笑人带,nong'xiao'ren'dai
弄幸带,nong'xing'dai
弄雄,nong'xiong
弄血沁,nong'xue'qin
农业民族,nong'ye'min'zu
弄一弄,nong'yi'nong
农之龙,nong'zhi'long
弄拙,nong'zhuo
耨沙喭,nou'sha'yan
努拉里汗,nu'la'li'han
奴拉赛铜矿遗址,nu'la'sai'tong'kuang'yi'zhi
奴素甫汗昆拜,nu'su'fu'han'kun'bai
努图克,nu'tu'ke
怒只,nu'zhi
暖乎暖乎上炕了,nuan'hu'nuan'hu'shang'kang'le
暖炕,nuan'kang
暖郎酒,nuan'lang'jiu
暖粒粒,nuan'li'li
暖鞋,nuan'xie
诺比德,nuo'bi'de
挪诶仔,nuo'ei'zi
诺劳孜节,nuo'lao'zi'jie
挪死,nuo'si
挪些那些,nuo'xie'na'xie
挪耶,nuo'ye
女阿儿,nv'a'er
女啊咩清鲁,nv'a'mie'qing'lu
女国,nv'guo
女姜,nv'jiang
女咔人,nv'ka'ren
女客火哩,nv'ke'huo'li
女类粑粑,nv'lei'ba'ba
女类外洒,nv'lei'wai'sa
女人赖赖字,nv'ren'lai'lai'zi
女人婆,nv'ren'po
女桑劲种,nv'sang'jing'zhong
女山压仲,nv'shan'ya'zhong
女伢儿,nv'ya'er
女崽子,nv'zai'zi
女仔之家,nv'zi'zhi'jia
哦瘪,o'bie
哦错,o'cuo
哦改咯,o'gai'ge
噢喉,o'hou
哦豁,o'huo
哦货,o'huo
哦或,o'huo
哦嚄咯,o'huo'ge
哦烂瘪,o'lan'bie
哦尿尿,o'niao'niao
哦啤佬,o'pi'lao
哦司咯,o'si'ge
欧大点儿,ou'da'dian'er
藕的很,ou'de'hen
藕根,ou'gen
欧么儿,ou'me'er
沤仔,ou'zi
趴场货,pa'chang'huo
趴耳朵,pa'er'duo
爬海,pa'hai
葩红苕,pa'hong'shao
趴唧唧的,pa'ji'ji'de
帕勒塔,pa'le'ta
帕里诺夫,pa'li'nuo'fu
怕码,pa'ma
怕恁,pa'nen
爬爬虫,pa'pa'chong
爬坡上坎,pa'po'shang'kan
帕雀,pa'que
爬山挖怜,pa'shan'wa'lian
怕死鬼人地,pa'si'gui'ren'di
帕斯喀节,pa'si'ka'jie
怕缩缩,pa'suo'suo
啪泰广,pa'tai'guang
帕提沙布伯克,pa'ti'sha'bu'bo'ke
爬虾,pa'xia
爬远远,pa'yuan'yuan
排场气派,pai'chang'qi'pai
拍得过,pai'de'guo
拍风逷雨,pai'feng'ti'yu
拍喝,pai'he
排轮子,pai'lun'zi
拍乸,pai'na
拍手无尘,pai'shou'wu'chen
拍闲话,pai'xian'hua
拍硬档,pai'ying'dang
拍嘴花有口无心,pai'zui'hua'you'kou'wu'xin
盘噶子,pan'ga'zi
攀高铺,pan'gao'pu
盼谷,pan'gu
盘海,pan'hai
泮郎,pan'lang
盘力,pan'li
拚撇,pan'pie
拚撇嚟,pan'pie'li
判头盘,pan'tou'pan
胖臭,pang'chou
乓臭,pang'chou
乓丑,pang'chou
滂臭,pang'chou
旁嘎,pang'ga
旁噶,pang'ga
胖盖,pang'gai
螃海,pang'hai
乓喝拉子气,pang'he'la'zi'qi
乓迷肿眼,pang'mi'zhong'yan
乓乓臭,pang'pang'chou
旁屁臭,pang'pi'chou
滂屎臭,pang'shi'chou
乓松,pang'song
庞特勤,pang'te'qin
滂重,pang'zhong
跑暴,pao'bao
跑得脱,pao'de'tuo
跑的脱,pao'de'tuo
跑的脱马老壳,pao'de'tuo'ma'lao'ke
跑得脱马脑壳,pao'de'tuo'ma'nao'ke
泡灯影儿,pao'deng'ying'er
跑分,pao'fen
跑副,pao'fu
跑羔,pao'gao
泡和,pao'he
抛货,pao'huo
炮将,pao'jiang
炮块钱,pao'kuai'qian
抛浪头,pao'lang'tou
泡里,pao'li
抛皮,pao'pi
抛皮鬼,pao'pi'gui
泡溶哒,pao'rong'da
泡哨,pao'shao
泡梢,pao'shao
抛生藕,pao'sheng'ou
跑梭,pao'suo
泡虾,pao'xia
泡崖,pao'ya
泡崖子,pao'ya'zi
炮仗颈,pao'zhang'jing
炮仗领,pao'zhang'ling
泡子打果,pao'zi'da'guo
炮子扩,pao'zi'kuo
呸巧你,pei'qiao'ni
呸杀你,pei'sha'ni
赔汤药,pei'tang'yao
喷杆,pen'gan
喷钢,pen'gang
喷五喷六,pen'wu'pen'liu
碰鼻头,peng'bi'tou
碰彩,peng'cai
朋楚克,peng'chu'ke
澎湖游兵,peng'hu'you'bing
蓬灰,peng'hui
彭家桥倒了墙,peng'jia'qiao'dao'le'qiang
彭家寨,peng'jia'zhai
棚寮,peng'liao
碰碰胡,peng'peng'hu
碰头磕脑,peng'tou'ke'nao
碰头漆砍,peng'tou'qi'kan
烹香,peng'xiang
捧香咯,peng'xiang'ge
碰啱,peng'yan
蓬壅,peng'yong
碰拙,peng'zhuo
弸子,peng'zi
啤把,pi'ba
屁耙了地,pi'ba'le'di
屁粑了地,pi'ba'le'di
匹比害菜,pi'bi'hai'cai
疲打嘴歪,pi'da'zui'wai
皮旦,pi'dan
屁的屁气,pi'de'pi'qi
屁得有瘾,pi'dei'you'yin
屁颠地,pi'dian'di
劈掉喽,pi'diao'lou
屁儿,pi'er
屁儿虫,pi'er'chong
痞发,pi'fa
毗伽可汗,pi'ga'ke'han
毗伽可汗碑,pi'ga'ke'han'bei
毗伽阙卡迪尔汗,pi'ga'que'ka'di'er'han
皮干,pi'gan
皮艮,pi'gen
披紅挂綵,pi'gong'gua'cai
屁股爿,pi'gu'pan
皮闺女,pi'gui'nv
批话多,pi'hua'duo
屁机,pi'ji
屁机油,pi'ji'you
皮僵,pi'jiang
伓讲伓听,pi'jiang'pi'ting
皮喼,pi'jie
僻角儿,pi'jue'er
皮口袋,pi'kou'dai
披盔撂甲,pi'kui'liao'jia
