阿法地区,a'fa'di'qu
土颗粒大小,tu'ke'li'da'xiao
图块,tu'kuai
图框,tu'kuang
涂料,tu'liao
土路肩,tu'lu'jian
图名,tu'ming
土模,tu'mo
土木工程,tu'mu'gong'cheng
土牛,tu'niu
突起标志,tu'qi'biao'zhi
凸起路标,tu'qi'lu'biao
突起路标,tu'qi'lu'biao
图签,tu'qian
凸曲线,tu'qu'xian
土石方,tu'shi'fang
土石方爆破,tu'shi'fang'bao'po
土石方数量,tu'shi'fang'shu'liang
土石方调配,tu'shi'fang'tiao'pei
图形评审技术,tu'xing'ping'shen'ji'shu
凸形竖曲线,tu'xing'shu'qu'xian
土压力,tu'ya'li
图纸,tu'zhi
图纸会审,tu'zhi'hui'shen
图纸要求,tu'zhi'yao'qiu
土桩,tu'zhuang
团队建设,tuan'dui'jian'she
推进,tui'jin
退台,tui'tai
推土机,tui'tu'ji
退楔片,tui'xie'pian
推移,tui'yi
拖板,tuo'ban
拖车,tuo'che
驮道,tuo'dao
驼峰桥,tuo'feng'qiao
托架,tuo'jia
脱空,tuo'kong
拓宽,tuo'kuan
拓宽改建,tuo'kuan'gai'jian
拓宽改造,tuo'kuan'gai'zao
拓宽路口式交叉口,tuo'kuan'lu'kou'shi'jiao'cha'kou
脱离,tuo'li
脱落,tuo'luo
脱模,tuo'mo
脱模剂,tuo'mo'ji
脱皮,tuo'pi
托普康,tuo'pu'kang
椭球,tuo'qiu
椭球扁率,tuo'qiu'bian'lv
拖式铲运机,tuo'shi'chan'yun'ji
脱桶机,tuo'tong'ji
挖除非适用材料,wa'chu'fei'shi'yong'cai'liao
挖方,wa'fang
挖方路基,wa'fang'lu'ji
蛙夯,wa'hang
挖掘机,wa'jue'ji
挖孔灌注桩,wa'kong'guan'zhu'zhuang
挖孔深度,wa'kong'shen'du
挖孔桩,wa'kong'zhuang
挖填,wa'tian
挖土,wa'tu
挖土方,wa'tu'fang
外侧车道,wai'ce'che'dao
外掺剂,wai'chan'ji
外观检查,wai'guan'jian'cha
外观质量检查,wai'guan'zhi'liang'jian'cha
外加剂,wai'jia'ji
外径,wai'jing
外距,wai'ju
外露式,wai'lu'shi
外模,wai'mo
外墙,wai'qiang
外审,wai'shen
外矢距,wai'shi'ju
外胎,wai'tai
弯沉,wan'chen
弯沉试验,wan'chen'shi'yan
弯沉仪,wan'chen'yi
弯沉值,wan'chen'zhi
弯沉综合修正系数,wan'chen'zong'he'xiu'zheng'xi'shu
弯道,wan'dao
玩忽职守罪,wan'hu'zhi'shou'zui
弯剪扭,wan'jian'niu
弯矩,wan'ju
弯矩包络图,wan'ju'bao'luo'tu
碗扣式,wan'kou'shi
碗扣式支架,wan'kou'shi'zhi'jia
碗扣支架,wan'kou'zhi'jia
弯拉强度,wan'la'qiang'du
弯拉应力,wan'la'ying'li
万能试验机,wan'neng'shi'yan'ji
弯起,wan'qi
弯起钢筋,wan'qi'gang'jin
弯桥,wan'qiao
弯曲机,wan'qu'ji
弯曲筋,wan'qu'jin
万蓉支线,wan'rong'zhi'xian
网架,wang'jia
网裂,wang'lie
网络安全,wang'luo'an'quan
网络工期,wang'luo'gong'qi
网络计划,wang'luo'ji'hua
网络计划法,wang'luo'ji'hua'fa
网络计划技术,wang'luo'ji'hua'ji'shu
网络时参,wang'luo'shi'can
网络时间,wang'luo'shi'jian
网络时间计算,wang'luo'shi'jian'ji'suan
网络图,wang'luo'tu
网络图时间参数,wang'luo'tu'shi'jian'can'shu
网络图优化,wang'luo'tu'you'hua
网片,wang'pian
网状裂缝,wang'zhuang'lie'feng
网状线,wang'zhuang'xian
微测压接头,wei'ce'ya'jie'tou
围挡,wei'dang
违反劳动纪律,wei'fan'lao'dong'ji'lv
危害公共安全罪,wei'hai'gong'gong'an'quan'zui
围焊,wei'han
危机管理,wei'ji'guan'li
微孔过滤器,wei'kong'guo'lv'qi
微丘,wei'qiu
微丘区,wei'qiu'qu
危石,wei'shi
维特根,wei'te'gen
委托,wei'tuo
委托书,wei'tuo'shu
危险化学品,wei'xian'hua'xue'pin
危险化学品泄漏,wei'xian'hua'xue'pin'xie'lou
危险物品,wei'xian'wu'pin
危险物品肇事罪,wei'xian'wu'pin'zhao'shi'zui
危险物质泄露,wei'xian'wu'zhi'xie'lou
危险有害因素,wei'xian'you'hai'yin'su
危险源,wei'xian'yuan
危险源识别,wei'xian'yuan'shi'bie
微形环交,wei'xing'huan'jiao
围堰,wei'yan
围岩,wei'yan
围岩压力,wei'yan'ya'li
位移,wei'yi
位移比,wei'yi'bi
违约,wei'yue
违约金,wei'yue'jin
违章,wei'zhang
违章操作,wei'zhang'cao'zuo
违章生产,wei'zhang'sheng'chan
违章指挥,wei'zhang'zhi'hui
违章作业,wei'zhang'zuo'ye
温差裂缝,wen'cha'lie'feng
温差异重流,wen'cha'yi'zhong'liu
稳定结构,wen'ding'jie'gou
稳定土拌和机,wen'ding'tu'ban'huo'ji
稳定土基层,wen'ding'tu'ji'ceng
稳定增长,wen'ding'zeng'zhang
稳定指数,wen'ding'zhi'shu
温度裂缝,wen'du'lie'feng
温度稳定,wen'du'wen'ding
温度稳定性,wen'du'wen'ding'xing
温度应力,wen'du'ying'li
文件范本,wen'jian'fan'ben
文件归档,wen'jian'gui'dang
文件汇编,wen'jian'hui'bian
文件扫描,wen'jian'sao'miao
文件系统,wen'jian'xi'tong
温克勒,wen'ke'le
文明号,wen'ming'hao
文明施工,wen'ming'shi'gong
温缩系数,wen'suo'xi'shu
稳压,wen'ya
稳压时间,wen'ya'shi'jian
窝工,wo'gong
无侧限,wu'ce'xian
无侧限抗压,wu'ce'xian'kang'ya
无侧限抗压强度,wu'ce'xian'kang'ya'qiang'du
无侧向抗压,wu'ce'xiang'kang'ya
误差,wu'cha
无缝,wu'feng
无缝钢管,wu'feng'gang'guan
无缝伸缩缝,wu'feng'shen'suo'feng
圬工,wu'gong
误工费,wu'gong'fei
污垢,wu'gou
无机结合料,wu'ji'jie'he'liao
无铰拱,wu'jiao'gong
物理性质,wu'li'xing'zhi
物流系,wu'liu'xi
无砂,wu'sha
无砂管,wu'sha'guan
无砂混凝土,wu'sha'hun'ning'tu
污水管,wu'shui'guan
无损测强,wu'sun'ce'qiang
无损检测,wu'sun'jian'ce
物探,wu'tan
无套圈滚子轴承,wu'tao'quan'gun'zi'zhou'cheng
五西格玛,wu'xi'ge'ma
无压力式涵洞,wu'ya'li'shi'han'dong
屋檐,wu'yan
无支架,wu'zhi'jia
无支架施工,wu'zhi'jia'shi'gong
五纵,wu'zong
五纵七横,wu'zong'qi'heng
五纵七横国道主干线,wu'zong'qi'heng'guo'dao'zhu'gan'xian
铣刨,xi'bao
铣刨机,xi'bao'ji
细长扁平,xi'chang'bian'ping
细长扁平颗粒,xi'chang'bian'ping'ke'li
细长扁平颗粒含量,xi'chang'bian'ping'ke'li'han'liang
细长杆件,xi'chang'gan'jian
细长颗粒,xi'chang'ke'li
细长柱,xi'chang'zhu
细度,xi'du
细度模数,xi'du'mo'shu
西非,xi'fei
系杆,xi'gan
系杆拱,xi'gan'gong
系杆拱桥,xi'gan'gong'qiao
细骨料,xi'gu'liao
细集料,xi'ji'liao
稀浆,xi'jiang
稀浆封层,xi'jiang'feng'ceng
细节,xi'jie
细节管理,xi'jie'guan'li
细节管理革命,xi'jie'guan'li'ge'ming
细节决定成败,xi'jie'jue'ding'cheng'bai
细粒式,xi'li'shi
细粒土,xi'li'tu
细料石,xi'liao'shi
吸泥机,xi'ni'ji
细砂,xi'sha
吸湿机,xi'shi'ji
稀释剂,xi'shi'ji
析水,xi'shui
吸水井,xi'shui'jing
吸水率,xi'shui'lv
吸水性,xi'shui'xing
系统工程,xi'tong'gong'cheng
系统误差,xi'tong'wu'cha
吸油钢管,xi'you'gang'guan
下部构造,xia'bu'gou'zao
下部结构,xia'bu'jie'gou
下部结构钢筋,xia'bu'jie'gou'gang'jin
下插,xia'cha
下承层,xia'cheng'ceng
下承式,xia'cheng'shi
下承式拱桥,xia'cheng'shi'gong'qiao
下承式桥,xia'cheng'shi'qiao
下穿,xia'chuan
下穿桥,xia'chuan'qiao
下穿铁路立体交叉,xia'chuan'tie'lu'li'ti'jiao'cha
下挡墙,xia'dang'qiang
下导管,xia'dao'guan
下伏基岩,xia'fu'ji'yan
厦工,xia'gong
下管,xia'guan
夏季施工,xia'ji'shi'gong
下料,xia'liao
下料长度,xia'liao'chang'du
下路床,xia'lu'chuang
下面层,xia'mian'ceng
下卧层,xia'wo'ceng
下闸首,xia'zha'shou
下柱墩,xia'zhu'dun
先边后中,xian'bian'hou'zhong
弦长,xian'chang
现场办公室,xian'chang'ban'gong'shi
现场管理,xian'chang'guan'li
现场焊,xian'chang'han
现场监测,xian'chang'jian'ce
现场检验,xian'chang'jian'yan
现场勘察,xian'chang'kan'cha
现场勘查资料,xian'chang'kan'cha'zi'liao
现场问题处理单,xian'chang'wen'ti'chu'li'dan
现场指令,xian'chang'zhi'ling
现场钻孔,xian'chang'zuan'kong
县道,xian'dao
县公路,xian'gong'lu
线荷载,xian'he'zai
现浇,xian'jiao
现浇层,xian'jiao'ceng
现浇混凝土,xian'jiao'hun'ning'tu
现浇混凝土下部结构,xian'jiao'hun'ning'tu'xia'bu'jie'gou
现浇箱梁,xian'jiao'xiang'liang
先期固结压力,xian'qi'gu'jie'ya'li
线手套,xian'shou'tao
限速,xian'su
线弹性,xian'tan'xing
纤维,xian'wei
纤维混凝土,xian'wei'hun'ning'tu
弦线支距,xian'xian'zhi'ju
弦线支距法,xian'xian'zhi'ju'fa
县乡道,xian'xiang'dao
线型,xian'xing
线形设计,xian'xing'she'ji
线形锁,xian'xing'suo
线形要素,xian'xing'yao'su
线载,xian'zai
先张法,xian'zhang'fa
闲置,xian'zhi
限值,xian'zhi
闲置费,xian'zhi'fei
线坠,xian'zhui
乡村道路,xiang'cun'dao'lu
乡道,xiang'dao
箱底板,xiang'di'ban
箱顶,xiang'ding
箱顶板,xiang'ding'ban
相对高差,xiang'dui'gao'cha
相对含水量,xiang'dui'han'shui'liang
相对密度,xiang'dui'mi'du
相对误差,xiang'dui'wu'cha
相对坐标,xiang'dui'zuo'biao
乡公路,xiang'gong'lu
箱涵,xiang'han
香蕉曲线,xiang'jiao'qu'xian
橡胶软梯,xiang'jiao'ruan'ti
橡胶伸缩装置,xiang'jiao'shen'suo'zhuang'zhi
橡胶条,xiang'jiao'tiao
橡胶支座,xiang'jiao'zhi'zuo
详勘,xiang'kan
箱梁,xiang'liang
箱梁底板,xiang'liang'di'ban
箱梁预制,xiang'liang'yu'zhi
相邻板,xiang'lin'ban
相邻板高差,xiang'lin'ban'gao'cha
镶面,xiang'mian
项目部,xiang'mu'bu
项目法人,xiang'mu'fa'ren
项目范围,xiang'mu'fan'wei
项目风险管理,xiang'mu'feng'xian'guan'li
项目概况,xiang'mu'gai'kuang
项目管理,xiang'mu'guan'li
项目建议书,xiang'mu'jian'yi'shu
项目经理,xiang'mu'jing'li
项目经理部,xiang'mu'jing'li'bu
项目人力资源管理,xiang'mu'ren'li'zi'yuan'guan'li
项目时间管理,xiang'mu'shi'jian'guan'li
项目收尾,xiang'mu'shou'wei
项目团队管理,xiang'mu'tuan'dui'guan'li
项目团队组建,xiang'mu'tuan'dui'zu'jian
项目型组织架构,xiang'mu'xing'zu'zhi'jia'gou
项目质量管理,xiang'mu'zhi'liang'guan'li
橡皮锤,xiang'pi'chui
相切,xiang'qie
箱室,xiang'shi
箱通,xiang'tong
详图,xiang'tu
详细勘察,xiang'xi'kan'cha
详细设计,xiang'xi'she'ji
象限角,xiang'xian'jiao
小变形,xiao'bian'xing
小变形量,xiao'bian'xing'liang
小变形量伸缩缝,xiao'bian'xing'liang'shen'suo'feng
消防安全,xiao'fang'an'quan
消防设备,xiao'fang'she'bei
消防设施,xiao'fang'she'shi
消防疏散,xiao'fang'shu'san
消防用水,xiao'fang'yong'shui
消耗材料,xiao'hao'cai'liao
小净距隧道,xiao'jing'ju'sui'dao
消力齿,xiao'li'chi
消力池,xiao'li'chi
消力墩,xiao'li'dun
消力坎,xiao'li'kan
小偏拉,xiao'pian'la
小偏心,xiao'pian'xin
小偏压,xiao'pian'ya
小桥,xiao'qiao
小伸缩,xiao'shen'suo
小伸缩量,xiao'shen'suo'liang
小伸缩量伸缩缝,xiao'shen'suo'liang'shen'suo'feng
消石灰,xiao'shi'hui
小石子,xiao'shi'zi
小石子混凝土,xiao'shi'zi'hun'ning'tu
小松,xiao'song
小型构件,xiao'xing'gou'jian
小型机具,xiao'xing'ji'ju
小型机具铺筑,xiao'xing'ji'ju'pu'zhu
小型压路机,xiao'xing'ya'lu'ji
小修保养,xiao'xiu'bao'yang
小于等于,xiao'yu'deng'yu
销子,xiao'zi
斜板,xie'ban
泄爆,xie'bao
斜撑,xie'cheng
斜交,xie'jiao
斜交桥,xie'jiao'qiao
斜交正做,xie'jiao'zheng'zuo
斜截面,xie'jie'mian
斜井,xie'jing
斜拉桥,xie'la'qiao
斜拉索,xie'la'suo
泄漏事故,xie'lou'shi'gu
卸落,xie'luo
斜坡上的球,xie'po'shang'de'qiu
斜桥,xie'qiao
斜桥斜做,xie'qiao'xie'zuo
斜桥正做,xie'qiao'zheng'zuo
泄水槽,xie'shui'cao
泻水槽,xie'shui'cao
泄水沟,xie'shui'gou
泄水管,xie'shui'guan
泄水孔,xie'shui'kong
泄水口,xie'shui'kou
斜张桥,xie'zhang'qiao
斜桩,xie'zhuang
新工艺,xin'gong'yi
芯模,xin'mo
心态浮躁,xin'tai'fu'zao
信息标志,xin'xi'biao'zhi
信息发布,xin'xi'fa'bu
信息犯罪,xin'xi'fan'zui
芯样,xin'yang
新泽西,xin'ze'xi
新泽西护栏,xin'ze'xi'hu'lan
行车安全,xing'che'an'quan
行车道,xing'che'dao
行车道板,xing'che'dao'ban
行车密度,xing'che'mi'du
行车视距,xing'che'shi'ju
行车速度,xing'che'su'du
行道树,xing'dao'shu
型钢,xing'gang
行洪,xing'hong
行洪能力,xing'hong'neng'li
行洪影响,xing'hong'ying'xiang
行洪影响评价,xing'hong'ying'xiang'ping'jia
形交叉,xing'jiao'cha
星历,xing'li
性能检测,xing'neng'jian'ce
行驶速度,xing'shi'su'du
形象进度图,xing'xiang'jin'du'tu
星形布置,xing'xing'bu'zhi
行星轮架,xing'xing'lun'jia
修建临时便桥,xiu'jian'lin'shi'bian'qiao
修建临时道路,xiu'jian'lin'shi'dao'lu
修孔,xiu'kong
锈蚀,xiu'shi
休止角,xiu'zhi'jiao
徐变,xu'bian
徐变系数,xu'bian'xi'shu
虚方,xu'fang
徐工,xu'gong
虚交,xu'jiao
虚交点,xu'jiao'dian
需求分析,xu'qiu'fen'xi
蓄热法,xu're'fa
蓄水池,xu'shui'chi
蓄水坑,xu'shui'keng
虚线,xu'xian
需氧量,xu'yang'liang
悬臂,xuan'bi
悬臂板,xuan'bi'ban
悬臂法,xuan'bi'fa
悬臂浇筑,xuan'bi'jiao'zhu
悬臂梁,xuan'bi'liang
悬臂梁桥,xuan'bi'liang'qiao
悬臂拼装,xuan'bi'pin'zhuang
悬臂式,xuan'bi'shi
悬臂式挡土墙,xuan'bi'shi'dang'tu'qiang
悬臂施工,xuan'bi'shi'gong
悬出路台,xuan'chu'lu'tai
选点,xuan'dian
悬吊管,xuan'diao'guan
悬浮澄清池,xuan'fu'cheng'qing'chi
悬浮固体,xuan'fu'gu'ti
悬高,xuan'gao
悬高测量,xuan'gao'ce'liang
旋喷桩,xuan'pen'zhuang
悬索桥,xuan'suo'qiao
悬挑,xuan'tiao
悬挑板,xuan'tiao'ban
悬挑构件,xuan'tiao'gou'jian
悬挑梁,xuan'tiao'liang
旋挖,xuan'wa
旋挖机,xuan'wa'ji
旋挖钻,xuan'wa'zuan
旋挖钻机,xuan'wa'zuan'ji
玄武岩,xuan'wu'yan
选线,xuan'xian
选择方案,xuan'ze'fang'an
旋转压实机,xuan'zhuan'ya'shi'ji
削坡,xue'po
雪压,xue'ya
旬报,xun'bao
巡查,xun'cha
巡回养护,xun'hui'yang'hu
询价,xun'jia
询价单,xun'jia'dan
压刨机,ya'bao'ji
亚的斯,ya'di'si
亚的斯公司,ya'di'si'gong'si
压顶石,ya'ding'shi
压杆失稳,ya'gan'shi'wen
压杆稳定,ya'gan'wen'ding
压光,ya'guang
亚环线,ya'huan'xian
压浆,ya'jiang
压浆泵,ya'jiang'beng
压浆机,ya'jiang'ji
压浆孔,ya'jiang'kong
垭口,ya'kou
压力盒,ya'li'he
压力机,ya'li'ji
压力流,ya'li'liu
压力滤池,ya'li'lv'chi
压力式涵洞,ya'li'shi'han'dong
压路机,ya'lu'ji
压密,ya'mi
压密注浆,ya'mi'zhu'jiang
压实,ya'shi
压实标准,ya'shi'biao'zhun
压实度,ya'shi'du
压实度试验,ya'shi'du'shi'yan
压实方,ya'shi'fang
压实厚度,ya'shi'hou'du
压实系数,ya'shi'xi'shu
压水,ya'shui
压碎,ya'sui
压碎值,ya'sui'zhi
压碎值仪,ya'sui'zhi'yi
压缩比,ya'suo'bi
压缩变形,ya'suo'bian'xing
压缩波波速,ya'suo'bo'bo'su
压缩参数,ya'suo'can'shu
压缩机,ya'suo'ji
压缩模量,ya'suo'mo'liang
压缩指数,ya'suo'zhi'shu
压弯,ya'wan
压型板,ya'xing'ban
押运费,ya'yun'fei
岩爆,yan'bao
验槽,yan'cao
岩层,yan'ceng
延迟时间,yan'chi'shi'jian
延度,yan'du
延度仪,yan'du'yi
堰负荷,yan'fu'he
堰高,yan'gao
檐沟,yan'gou
沿海,yan'hai
沿海高速,yan'hai'gao'su
沿海高速公路,yan'hai'gao'su'gong'lu
沿江高速,yan'jiang'gao'su
沿江高速公路,yan'jiang'gao'su'gong'lu
沿江铁路,yan'jiang'tie'lu
验筋,yan'jin
檐口,yan'kou
堰门,yan'men
延米,yan'mi
岩溶,yan'rong
岩溶洞回填,yan'rong'dong'hui'tian
验收,yan'shou
验收资料,yan'shou'zi'liao
验算,yan'suan
岩土物理性质,yan'tu'wu'li'xing'zhi
延误,yan'wu
沿溪线,yan'xi'xian
岩盐,yan'yan
盐渍土,yan'zi'tu
盐渍岩土,yan'zi'yan'tu
样本,yang'ben
仰拱,yang'gong
养护,yang'hu
养护部,yang'hu'bu
养护公司,yang'hu'gong'si
养护管理,yang'hu'guan'li
养护期,yang'hu'qi
养护室,yang'hu'shi
养护箱,yang'hu'xiang
阳角,yang'jiao
羊脚碾,yang'jiao'nian
阳离子,yang'li'zi
阳离子乳化沥青,yang'li'zi'ru'hua'li'qing
样品,yang'pin
氧气,yang'qi
氧气瓶,yang'qi'ping
养生,yang'sheng
养生池,yang'sheng'chi
养生期,yang'sheng'qi
养生室,yang'sheng'shi
养生时间,yang'sheng'shi'jian
羊足碾,yang'zu'nian
咬边,yao'bian
咬合桩,yao'he'zhuang
腰筋,yao'jin
液化,ye'hua
液塑性,ye'su'xing
液体沥青,ye'ti'li'qing
液限,ye'xian
夜巡,ye'xun
液压拔销,ye'ya'ba'xiao
液压解决方案,ye'ya'jie'jue'fang'an
液压伸缩熨平板,ye'ya'shen'suo'yun'ping'ban
液压式,ye'ya'shi
液压油,ye'ya'you
液压油缸,ye'ya'you'gang
页岩,ye'yan
业主,ye'zhu
业主承担,ye'zhu'cheng'dan
业主代表,ye'zhu'dai'biao
翼板,yi'ban
一般冲刷,yi'ban'chong'shua
易爆物品,yi'bao'wu'pin
议标,yi'biao
异常事件,yi'chang'shi'jian
易滑,yi'hua
一级钢,yi'ji'gang
一级公路,yi'ji'gong'lu
一阶段设计,yi'jie'duan'she'ji
一勘院,yi'kan'yuan
溢料,yi'liao
仪器仪表,yi'qi'yi'biao
翼墙,yi'qiang
翼墙耳墙,yi'qiang'er'qiang
易桥,yi'qiao
乙炔,yi'que
乙炔瓶,yi'que'ping
易燃固体,yi'ran'gu'ti
易燃液体,yi'ran'ye'ti
易燃易爆物品,yi'ran'yi'bao'wu'pin
一体化教学,yi'ti'hua'jiao'xue
乙酰,yi'xian
异向流斜管,yi'xiang'liu'xie'guan
异形板,yi'xing'ban
异型梁,yi'xing'liang
异形柱,yi'xing'zhu
翼缘,yi'yuan
翼缘板,yi'yuan'ban
移运,yi'yun
一字墙,yi'zi'qiang
隐蔽工程,yin'bi'gong'cheng
引道,yin'dao
隐伏体,yin'fu'ti
阴角,yin'jiao
窨井式交叉井,yin'jing'shi'jiao'cha'jing
阴离子,yin'li'zi
阴离子乳化沥青,yin'li'zi'ru'hua'li'qing
引气剂,yin'qi'ji
引桥,yin'qiao
引入管,yin'ru'guan
隐性成本,yin'xing'cheng'ben
应变,ying'bian
应变片,ying'bian'pian
应变曲线,ying'bian'qu'xian
硬度,ying'du
硬度测定仪,ying'du'ce'ding'yi
硬度含腊量试验,ying'du'han'la'liang'shi'yan
迎风面积,ying'feng'mian'ji
硬化,ying'hua
应急储备金,ying'ji'chu'bei'jin
应急分析系统,ying'ji'fen'xi'xi'tong
应急救援,ying'ji'jiu'yuan
应急救援体系,ying'ji'jiu'yuan'ti'xi
应急平台,ying'ji'ping'tai
膺架,ying'jia
应力,ying'li
硬路肩,ying'lu'jian
迎水坡,ying'shui'po
硬塑,ying'su
影响半径,ying'xiang'ban'jing
影像地图,ying'xiang'di'tu
影响区域,ying'xiang'qu'yu
影响因素,ying'xiang'yin'su
营业周期,ying'ye'zhou'qi
营运状态,ying'yun'zhuang'tai
拥包,yong'bao
永久荷载,yong'jiu'he'zai
壅水,yong'shui
涌水,yong'shui
涌水量,yong'shui'liang
右半幅,you'ban'fu
油包,you'bao
右边桩,you'bian'zhuang
油车,you'che
右车轮倾角关节,you'che'lun'qing'jiao'guan'jie
油锤,you'chui
诱导性,you'dao'xing
有毒有害气体,you'du'you'hai'qi'ti
油封,you'feng
油缸,you'gang
油葫芦,you'hu'lu
有机结合料,you'ji'jie'he'liao
有机物含量,you'ji'wu'han'liang
有机质含量,you'ji'zhi'han'liang
有机质土,you'ji'zhi'tu
油料,you'liao
油毛毡,you'mao'zhan
油面,you'mian
右平衡箱体,you'ping'heng'xiang'ti
油石比,you'shi'bi
油水分离,you'shui'fen'li
油水分离池,you'shui'fen'li'chi
油污,you'wu
有限公司,you'xian'gong'si
有限元,you'xian'yuan
油箱,you'xiang
有效半径,you'xiao'ban'jing
有效高度,you'xiao'gao'du
右闸室,you'zha'shi
油毡,you'zhan
油毡支座,you'zhan'zhi'zuo
优质工程,you'zhi'gong'cheng
预沉池,yu'chen'chi
隅撑,yu'cheng
预防成本,yu'fang'cheng'ben
预防为主,yu'fang'wei'zhu
预付款,yu'fu'kuan
预拱度,yu'gong'du
淤积,yu'ji
雨季施工,yu'ji'shi'gong
淤积土,yu'ji'tu
预可,yu'ke
雨量计,yu'liang'ji
预留,yu'liu
预留槽,yu'liu'cao
预留孔,yu'liu'kong
预留预埋,yu'liu'yu'mai
预留预埋件,yu'liu'yu'mai'jian
预埋,yu'mai
预埋钢板,yu'mai'gang'ban
预埋钢筋,yu'mai'gang'jin
预埋管,yu'mai'guan
预埋件,yu'mai'jian
预埋筋,yu'mai'jin
预膜,yu'mo
预膜剂,yu'mo'ji
淤泥,yu'ni
淤泥厚度,yu'ni'hou'du
淤泥深度,yu'ni'shen'du
淤泥质,yu'ni'zhi
淤泥质土,yu'ni'zhi'tu
雨期,yu'qi
雨期施工,yu'qi'shi'gong
雨水泵站,yu'shui'beng'zhan
雨水管,yu'shui'guan
雨水检查井,yu'shui'jian'cha'jing
雨水井,yu'shui'jing
雨水井篦,yu'shui'jing'bi
雨水口,yu'shui'kou
雨水量,yu'shui'liang
遇水燃烧物品,yu'shui'ran'shao'wu'pin
预算,yu'suan
预算定额,yu'suan'ding'e
预算员,yu'suan'yuan
雨雾冰雪,yu'wu'bing'xue
预压,yu'ya
预压法,yu'ya'fa
预压时间,yu'ya'shi'jian
预压与超载预压,yu'ya'yu'chao'zai'yu'ya
预应力,yu'ying'li
预应力材料,yu'ying'li'cai'liao
预应力钢铰线,yu'ying'li'gang'jiao'xian
预应力钢绞线夹具,yu'ying'li'gang'jiao'xian'jia'ju
预应力钢筋,yu'ying'li'gang'jin
预应力钢束,yu'ying'li'gang'shu
预应力管道,yu'ying'li'guan'dao
预应力管桩,yu'ying'li'guan'zhuang
预应力混凝土,yu'ying'li'hun'ning'tu
预应力混凝土连续箱梁,yu'ying'li'hun'ning'tu'lian'xu'xiang'liang
预应力混凝土桥,yu'ying'li'hun'ning'tu'qiao
预应力筋,yu'ying'li'jin
预应力锚杆,yu'ying'li'mao'gan
预应力锚索,yu'ying'li'mao'suo
预应力箱梁,yu'ying'li'xiang'liang
预应力张拉,yu'ying'li'zhang'la
预制,yu'zhi
淤质,yu'zhi
预制板,yu'zhi'ban
预制板梁,yu'zhi'ban'liang
预制厂,yu'zhi'chang
预制方桩,yu'zhi'fang'zhuang
预制构件,yu'zhi'gou'jian
预制混凝土,yu'zhi'hun'ning'tu
预制混凝土护坡,yu'zhi'hun'ning'tu'hu'po
预制空心板,yu'zhi'kong'xin'ban
预制块,yu'zhi'kuai
预制梁,yu'zhi'liang
预制梁板,yu'zhi'liang'ban
淤质粘土,yu'zhi'nian'tu
淤质土,yu'zhi'tu
预制箱梁,yu'zhi'xiang'liang
预制桩,yu'zhi'zhuang
原地表,yuan'di'biao
原地面,yuan'di'mian
原点,yuan'dian
圆钢,yuan'gang
圆管涵,yuan'guan'han
圆弧,yuan'hu
圆缓点,yuan'huan'dian
原浆勾缝,yuan'jiang'gou'feng
圆孔筛,yuan'kong'shai
圆盘锯,yuan'pan'ju
圆曲线,yuan'qu'xian
圆曲线长,yuan'qu'xian'chang
圆石,yuan'shi
缘石,yuan'shi
原始记录,yuan'shi'ji'lu
原始资料,yuan'shi'zi'liao
原位标注,yuan'wei'biao'zhu
原位测试,yuan'wei'ce'shi
圆心,yuan'xin
圆心角,yuan'xin'jiao
圆形截面,yuan'xing'jie'mian
圆锥齿板,yuan'zhui'chi'ban
圆嘴钳,yuan'zui'qian
月沉降,yue'chen'jiang
月沉降量,yue'chen'jiang'liang
月沉降速率,yue'chen'jiang'su'lv
越河街,yue'he'jie
越岭线,yue'ling'xian
月平均日交通量,yue'ping'jun'ri'jiao'tong'liang
约束边缘构件,yue'shu'bian'yuan'gou'jian
跃水井,yue'shui'jing
云斑石,yun'ban'shi
运材道路,yun'cai'dao'lu
运动粘度,yun'dong'nian'du
运距,yun'ju
运料,yun'liao
云母,yun'mu
熨平板,yun'ping'ban
运输车,yun'shu'che
运输车辆,yun'shu'che'liang
运输设备,yun'shu'she'bei
运行速度,yun'xing'su'du
允许范围,yun'xu'fan'wei
允许偏差,yun'xu'pian'cha
允许误差,yun'xu'wu'cha
运杂费,yun'za'fei
匝道,za'dao
匝道桥,za'dao'qiao
杂填土,za'tian'tu
杂物填塞,za'wu'tian'se
载波,zai'bo
载荷试验,zai'he'shi'yan
在建工程,zai'jian'gong'cheng
再生剂量,zai'sheng'ji'liang
再生沥青,zai'sheng'li'qing
再生沥青混合料,zai'sheng'li'qing'hun'he'liao
再生沥青路面,zai'sheng'li'qing'lu'mian
再生周期,zai'sheng'zhou'qi
载重汽车,zai'zhong'qi'che
暂定金,zan'ding'jin
暂定金额,zan'ding'jin'e
暂时停工,zan'shi'ting'gong
造成损失,zao'cheng'sun'shi
造成污染,zao'cheng'wu'ran
造价,zao'jia
造价师,zao'jia'shi
凿毛,zao'mao
早期强度,zao'qi'qiang'du
早强剂,zao'qiang'ji
早时参,zao'shi'can
早时间,zao'shi'jian
凿岩机,zao'yan'ji
凿桩头,zao'zhuang'tou
责任制,ze'ren'zhi
轧砂,zha'sha
轧石,zha'shi
闸室,zha'shi
轧石场,zha'shi'chang
闸室长度,zha'shi'chang'du
轧石机,zha'shi'ji
