阿宝,a'bao
进谗言聘才酬宿怨,jin'chan'yan'pin'cai'chou'su'yuan
晋臣合计逐栾盈,jin'chen'he'ji'zhu'luan'ying
晋重耳周游列国,jin'chong'er'zhou'you'lie'guo
金酬外护遭魔蛰,jin'chou'wai'hu'zao'mo'zhe
晋楚城濮大交兵,jin'chu'cheng'pu'da'jiao'bing
晋悼公驾楚会萧鱼,jin'dao'gong'jia'chu'hui'xiao'yu
金道士娈淫少弟,jin'dao'shi'luan'yin'shao'di
金殿识魔谈道德,jin'dian'shi'mo'tan'dao'de
金殿试艺三鼠封官,jin'dian'shi'yi'san'shu'feng'guan
金公施法灭妖邪,jin'gong'shi'fa'mie'yao'xie
禁宫中八王祈斗,jin'gong'zhong'ba'wang'qi'dou
金公子心迷美妖妇,jin'gong'zi'xin'mi'mei'yao'fu
金姑夫,jin'gu'fu
金海陵纵欲亡身,jin'hai'ling'zong'yu'wang'shen
金和尚,jin'he'shang
晋惠公大诛群臣,jin'hui'gong'da'zhu'qun'chen
晋惠公怒杀庆郑,jin'hui'gong'nu'sha'qing'zheng
金吉甫归结品花鉴,jin'ji'fu'gui'jie'pin'hua'jian
金节梦虎谐婚匹,jin'jie'meng'hu'xie'hun'pi
晋景公出师救郑,jin'jing'gong'chu'shi'jiu'zheng
金莲解渴王潮儿,jin'lian'jie'ke'wang'chao'er
金陵女子,jin'ling'nv'zi
金令史美婢酬秀童,jin'ling'shi'mei'bi'chou'xiu'tong
金陵乙,jin'ling'yi
金令赠马九如来京,jin'ling'zeng'ma'jiu'ru'lai'jing
金龙寺英雄初救难,jin'long'si'ying'xiong'chu'jiu'nan
金銮殿包相参太师,jin'luan'dian'bao'xiang'can'tai'shi
晋吕郤夜焚公宫,jin'lv'xi'ye'fen'gong'gong
金毛海马闹差船,jin'mao'hai'ma'nao'cha'chuan
锦毛虎义释宋江,jin'mao'hu'yi'shi'song'jiang
锦毛鼠白玉堂,jin'mao'shu'bai'yu'tang
锦毛鼠初探冲霄楼,jin'mao'shu'chu'tan'chong'xiao'lou
锦毛鼠龙楼封护卫,jin'mao'shu'long'lou'feng'hu'wei
金明池吴清逢爱爱,jin'ming'chi'wu'qing'feng'ai'ai
金木参玄见假真,jin'mu'can'xuan'jian'jia'zhen
金木垂慈救小童,jin'mu'chui'ci'jiu'xiao'tong
金木土计闹豹头山,jin'mu'tu'ji'nao'bao'tou'shan
金平府元夜观灯,jin'ping'fu'yuan'ye'guan'deng
金瓶梅,jin'ping'mei
金琴堂有计立明冤,jin'qin'tang'you'ji'li'ming'yuan
锦瑟,jin'se
金山寺永寿施妖法,jin'shan'si'yong'shou'shi'yao'fa
金生色,jin'sheng'se
金世成,jin'shi'cheng
觐天颜元帅辞功,jin'tian'yan'yuan'shuai'ci'gong
金头娘征场斗艺,jin'tou'niang'zheng'chang'dou'yi
晋王树功夺嫡,jin'wang'shu'gong'duo'di
晋文公伐卫破曹,jin'wen'gong'fa'wei'po'cao
晋文公守信降原,jin'wen'gong'shou'xin'jiang'yuan
金吾拆毁天波楼,jin'wu'chai'hui'tian'bo'lou
金兀术败走黄天荡,jin'wu'zhu'bai'zou'huang'tian'dang
金兀术冰冻渡黄河,jin'wu'zhu'bing'dong'du'huang'he
金兀术三曹对案再兴兵,jin'wu'zhu'san'cao'dui'an'zai'xing'bing
金兀术五路进兵,jin'wu'zhu'wu'lu'jin'bing
晋献公违卜立骊姬,jin'xian'gong'wei'bu'li'li'ji
晋襄公墨缞败秦,jin'xiang'gong'mo'sui'bai'qin
进香客莽看金刚经,jin'xiang'ke'mang'kan'jin'gang'jing
金眼佛杀人被人杀,jin'yan'fo'sha'ren'bei'ren'sha
金眼佛一怒杀和尚,jin'yan'fo'yi'nu'sha'he'shang
金营神鸟引真主,jin'ying'shen'niao'yin'zhen'zhu
金永年,jin'yong'nian
金玉奴棒打薄情郎,jin'yu'nu'bang'da'bo'qing'lang
金吒智取游魂关,jin'zha'zhi'qu'you'hun'guan
警存亡永矢修行志,jing'cun'wang'yong'shi'xiu'xing'zhi
警芳心惊闻惨淡词,jing'fang'xin'jing'wen'can'dan'ci
镜花岭孝女寻亲,jing'hua'ling'xiao'nv'xun'qin
镜花缘,jing'hua'yuan
径回东土,jing'hui'dong'tu
荆棘岭悟能努力,jing'ji'ling'wu'neng'nu'li
敬济元夜戏娇姿,jing'ji'yuan'ye'xi'jiao'zi
警奸王剑仙呈绝技,jing'jian'wang'jian'xian'cheng'jue'ji
警世通言,jing'shi'tong'yan
镜听,jing'ting
景阳冈武松打虎,jing'yang'gang'wu'song'da'hu
旌阳宫铁树镇妖,jing'yang'gong'tie'shu'zhen'yao
井中谭前因后果,jing'zhong'tan'qian'yin'hou'guo
荆州城公子三求计,jing'zhou'cheng'gong'zi'san'qiu'ji
救白马曹操解重围,jiu'bai'ma'cao'cao'jie'chong'wei
救表兄梦中见县主,jiu'biao'xiong'meng'zhong'jian'xian'zhu
旧宾朋聚首上襄阳,jiu'bin'peng'ju'shou'shang'xiang'yang
酒虫,jiu'chong
旧储子还原作女,jiu'chu'zi'huan'yuan'zuo'nv
救村妇刘立保泄机,jiu'cun'fu'liu'li'bao'xie'ji
救恶贼张华窃负逃,jiu'e'zei'zhang'hua'qie'fu'tao
九宫山解粮遇盗,jiu'gong'shan'jie'liang'yu'dao
救急困赶奔神树岗,jiu'ji'kun'gan'ben'shen'shu'gang
救家属城璧偷财物,jiu'jia'shu'cheng'bi'tou'cai'wu
九九数完魔灭尽,jiu'jiu'shu'wan'mo'mie'jin
酒狂,jiu'kuang
救莽汉暗刺吴道成,jiu'mang'han'an'ci'wu'dao'cheng
救妹夫巧离通天窟,jiu'mei'fu'qiao'li'tong'tian'ku
九妹女误陷幽州,jiu'mei'nv'wu'xian'you'zhou
救妹丈弃邪归正,jiu'mei'zhang'qi'xie'gui'zheng
救难女送归清净庵,jiu'nan'nv'song'gui'qing'jing'an
救难裔月夜杀解役,jiu'nan'yi'yue'ye'sha'jie'yi
救难友知州遭戏谑,jiu'nan'you'zhi'zhou'zao'xi'xue
救三鼠盗骨上峰头,jiu'san'shu'dao'gu'shang'feng'tou
九山王,jiu'shan'wang
救寿春于诠死节,jiu'shou'chun'yu'quan'si'jie
救叔蓝关扫雪,jiu'shu'lan'guan'sao'xue
九纹龙大闹史家村,jiu'wen'long'da'nao'shi'jia'cun
九纹龙翦径赤松林,jiu'wen'long'jian'jing'chi'song'lin
酒筵供盗状生死无辞,jiu'yan'gong'dao'zhuang'sheng'si'wu'ci
救义仆除凶铁仙观,jiu'yi'pu'chu'xiong'tie'xian'guan
救义仆同赴千家口,jiu'yi'pu'tong'fu'qian'jia'kou
救义兄反牢劫狱,jiu'yi'xiong'fan'lao'jie'yu
酒友,jiu'you
九幽十类尽除名,jiu'you'shi'lei'jin'chu'ming
救众人悟禅烧贼寇,jiu'zhong'ren'wu'chan'shao'zei'kou
具杯酒两盟嫂设馔,ju'bei'jiu'liang'meng'sao'she'zhuan
据汉水赵云寡胜众,ju'han'shui'zhao'yun'gua'sheng'zhong
句践竭力事吴,ju'jian'jie'li'shi'wu
鞠乐如,ju'le'ru
拒叛逆毕知府出征,ju'pan'ni'bi'zhi'fu'chu'zheng
句曲山侠客遇高人,ju'qu'shan'xia'ke'yu'gao'ren
橘树,ju'shu
拒王师周昂设毒计,ju'wang'shi'zhou'ang'she'du'ji
举贤才两镇各勤王,ju'xian'cai'liang'zhen'ge'qin'wang
局诈三条,ju'zha'san'tiao
绝龙岭闻仲归天,jue'long'ling'wen'zhong'gui'tian
决胜疆场一番出令,jue'sheng'jiang'chang'yi'fan'chu'ling
掘通老鹤河兀术逃生,jue'tong'lao'he'he'wu'shu'tao'sheng
掘陷坑吉青被获,jue'xian'keng'ji'qing'bei'huo
抉异端余七保逆贼,jue'yi'duan'yu'qi'bao'ni'zei
决漳河许攸献计,jue'zhang'he'xu'you'xian'ji
俊达有心结好汉,jun'da'you'xin'jie'hao'han
军师府铁昂求计,jun'shi'fu'tie'ang'qiu'ji
君王筵上论妖邪,jun'wang'yan'shang'lun'yao'xie
君子国海中逢水怪,jun'zi'guo'hai'zhong'feng'shui'guai
开封奉旨赵虎乔妆,kai'feng'feng'zhi'zhao'hu'qiao'zhuang
开封府包相保贤豪,kai'feng'fu'bao'xiang'bao'xian'hao
开封府备棺迫活命丹客半黍九还,kai'feng'fu'bei'guan'po'huo'ming'dan'ke'ban'shu'jiu'hai
开封府众义露真名,kai'feng'fu'zhong'yi'lu'zhen'ming
开封府总管参包相,kai'feng'fu'zong'guan'can'bao'xiang
开女试太后颁恩诏,kai'nv'shi'tai'hou'ban'en'zhao
开缘簿千金喜舍,kai'yuan'bu'qian'jin'xi'she
看财奴刁买冤家主东廊僧怠招魔,kan'cai'nu'diao'mai'yuan'jia'zhu'dong'lang'seng'dai'zhao'mo
看花灯戏言猜哑谜,kan'hua'deng'xi'yan'cai'ya'mi
看偈语私访白鱼寺,kan'ji'yu'si'fang'bai'yu'si
勘奸定罪正法栖霞岭,kan'jian'ding'zui'zheng'fa'qi'xia'ling
看柬帖登时得奇策,kan'jian'tie'deng'shi'de'qi'ce
坎离道施智放悟禅,kan'li'dao'shi'zhi'fang'wu'chan
勘皮靴单证二郎神,kan'pi'xue'dan'zheng'er'lang'shen
看琼花乐尽隋终,kan'qiong'hua'le'jin'sui'zhong
看图样群雄明地势,kan'tu'yang'qun'xiong'ming'di'shi
看围棋姚姝谈弈谱,kan'wei'qi'yao'shu'tan'yi'pu
看油锅看刀山胆战心惊,kan'you'guo'kan'dao'shan'dan'zhan'xin'jing
堪舆,kan'yu
看鱼书柳老嫌寒士,kan'yu'shu'liu'lao'xian'han'shi
勘冤狱周三畏挂冠,kan'yuan'yu'zhou'san'wei'gua'guan
阚泽密献诈降书,kan'ze'mi'xian'zha'xiang'shu
看字柬心服圣僧,kan'zi'jian'xin'fu'sheng'seng
看字柬寻访赵家楼,kan'zi'jian'xun'fang'zhao'jia'lou
抗天兵蛮王初受执,kang'tian'bing'man'wang'chu'shou'zhi
扛韦驮周宅捉妖,kang'wei'tuo'zhou'zhai'zhuo'yao
考弊司,kao'bi'si
考城隍,kao'cheng'huang
犒将士赵普辞官,kao'jiang'shi'zhao'pu'ci'guan
克永城阵擒师尚义,ke'yong'cheng'zhen'qin'shi'shang'yi
孔烈女被逼投古井,kong'lie'nv'bei'bi'tou'gu'jing
孔明定计捉张任,kong'ming'ding'ji'zhuo'zhang'ren
孔明二气周公瑾,kong'ming'er'qi'zhou'gong'jin
孔明挥泪斩马谡,kong'ming'hui'lei'zhan'ma'su
孔明巧布八阵图,kong'ming'qiao'bu'ba'zhen'tu
孔明三气周公瑾,kong'ming'san'qi'zhou'gong'jin
孔明一气周公瑾,kong'ming'yi'qi'zhou'gong'jin
孔明用智激周瑜,kong'ming'yong'zhi'ji'zhou'yu
孔宣兵阻金鸡岭,kong'xuan'bing'zu'jin'ji'ling
空有银钱难买命,kong'you'yin'qian'nan'mai'ming
口技,kou'ji
寇员外喜待高僧,kou'yuan'wai'xi'dai'gao'seng
库官,ku'guan
苦肉计暗取康郎,ku'rou'ji'an'qu'kang'lang
苦中乐小侠服史云,ku'zhong'le'xiao'xia'fu'shi'yun
哭祖庙一王死孝,ku'zu'miao'yi'wang'si'xiao
匡超人高兴长安道,kuang'chao'ren'gao'xing'chang'an'dao
匡超人幸得良朋,kuang'chao'ren'xing'de'liang'peng
狂生,kuang'sheng
况太守断死孩儿,kuang'tai'shou'duan'si'hai'er
匡秀才重游旧地,kuang'xiu'cai'chong'you'jiu'di
馈赆仪华公子辞宾,kui'jin'yi'hua'gong'zi'ci'bin
馈金珠李肃说吕布,kui'jin'zhu'li'su'shuo'lv'bu
傀儡生度脱凡胎,kui'lei'sheng'du'tuo'fan'tai
傀儡生救万人性命,kui'lei'sheng'jiu'wan'ren'xing'ming
傀儡生遗法代官兵,kui'lei'sheng'yi'fa'dai'guan'bing
魁星,kui'xing
昆仑山子牙下山,kun'lun'shan'zi'ya'xia'shan
昆山县巧逢奇巧案,kun'shan'xian'qiao'feng'qi'qiao'an
昆山县迎请济公,kun'shan'xian'ying'qing'ji'gong
困司马汉将奇谋,kun'si'ma'han'jiang'qi'mou
阔海压死千金闸,kuo'hai'ya'si'qian'jin'zha
来宾楼灯花惊梦,lai'bin'lou'deng'hua'jing'meng
来旺儿递解徐州,lai'wang'er'di'jie'xu'zhou
来旺儿醉中谤仙,lai'wang'er'zui'zhong'bang'xian
来旺偷拐孙雪娥,lai'wang'tou'guai'sun'xue'e
拦相轿出首马朝贤,lan'xiang'jiao'chu'shou'ma'chao'xian
浪里白条水上报冤,lang'li'bai'tiao'shui'shang'bao'yuan
狼三则,lang'san'ze
嫪毐伪腐乱秦宫,lao'ai'wei'fu'luan'qin'gong
老道姑舟中献瑞草,lao'dao'gu'zhou'zhong'xian'rui'cao
老腐儒论文招众怨,lao'fu'ru'lun'wen'zhao'zhong'yuan
老葛抢雉惹祸着伤,lao'ge'qiang'zhi're'huo'zhe'shang
老国舅黄门进表,lao'guo'jiu'huang'men'jin'biao
老黄忠计夺天荡山,lao'huang'zhong'ji'duo'tian'dang'shan
老霍振在家中泄机,lao'huo'zhen'zai'jia'zhong'xie'ji
老君道教源流,lao'jun'dao'jiao'yuan'liu
老龙船户,lao'long'chuan'hu
老龙王拙计犯天条,lao'long'wang'zhuo'ji'fan'tian'tiao
老门生三世报恩,lao'men'sheng'san'shi'bao'en
老名士制序笔生花,lao'ming'shi'zhi'xu'bi'sheng'hua
老祁奚力救羊舌,lao'qi'xi'li'jiu'yang'she
老虔婆设金蝉巧计,lao'qian'po'she'jin'chan'qiao'ji
老人结草亢杜回,lao'ren'jie'cao'kang'du'hui
劳山道士,lao'shan'dao'shi
老书生梦中闻善果,lao'shu'sheng'meng'zhong'wen'shan'guo
老书生仗义舞龙泉,lao'shu'sheng'zhang'yi'wu'long'quan
老司官冷署判呈词,lao'si'guan'leng'shu'pan'cheng'ci
老太监引酌朝房,lao'tai'jian'yin'zhuo'chao'fang
老饕,lao'tao
老王母西池赐芳筵,lao'wang'mu'xi'chi'ci'fang'yan
老王婆茶坊说技,lao'wang'po'cha'fang'shuo'ji
老仙翁法斗济公,lao'xian'weng'fa'dou'ji'gong
老仙翁一怒捉悟禅,lao'xian'weng'yi'nu'zhuo'wu'chan
老学士奉命出差,lao'xue'shi'feng'ming'chu'chai
老者指告卖酒人,lao'zhe'zhi'gao'mai'jiu'ren
老烛武缒城说秦,lao'zhu'wu'zhui'cheng'shuo'qin
老子一气化三清,lao'zi'yi'qi'hua'san'qing
老总兵园中留客,lao'zong'bing'yuan'zhong'liu'ke
了前缘人同花谢,le'qian'yuan'ren'tong'hua'xie
乐水夕大士奇观,le'shui'xi'da'shi'qi'guan
乐小舍弃生觅偶,le'xiao'she'qi'sheng'mi'ou
乐羊子怒餟中山羹,le'yang'zi'nu'chuo'zhong'shan'geng
乐仲,le'zhong
乐中乐酒馆闹皮杯,le'zhong'le'jiu'guan'nao'pi'bei
雷部宣威狐狸避难,lei'bu'xuan'wei'hu'li'bi'nan
雷曹,lei'cao
雷陈奋勇杀水寇,lei'chen'fen'yong'sha'shui'kou
雷陈奉命救良善,lei'chen'feng'ming'jiu'liang'shan
雷陈送信找云龙,lei'chen'song'xin'zhao'yun'long
雷陈误入黑贼店,lei'chen'wu'ru'hei'zei'dian
雷大春诚心投表弟,lei'da'chun'cheng'xin'tou'biao'di
雷大春进攻九江,lei'da'chun'jin'gong'jiu'jiang
雷公,lei'gong
雷明陈亮双失盗,lei'ming'chen'liang'shuang'shi'dao
雷明夜探孙家堡,lei'ming'ye'tan'sun'jia'bao
雷鸣智杀张太素,lei'ming'zhi'sha'zhang'tai'su
雷塘墓夫妇殉节,lei'tang'mu'fu'fu'xun'jie
雷万春都下寻兄,lei'wan'chun'dou'xia'xun'xiong
楞汉子吃茶夸好,leng'han'zi'chi'cha'kua'hao
愣雷鸣智捉铁面佛,leng'lei'ming'zhi'zhuo'tie'mian'fo
愣牛盖穷途卖艺,leng'niu'gai'qiong'tu'mai'yi
冷生,leng'sheng
愣徐庆拜求展熊飞,leng'xu'qing'bai'qiu'zhan'xiong'fei
冷于冰奔救虎牙山,leng'yu'bing'ben'jiu'hu'ya'shan
冷于冰得道缴天罡,leng'yu'bing'de'dao'jiao'tian'gang
冷于冰回乡探妻儿,leng'yu'bing'hui'xiang'tan'qi'er
冷于冰泼水戏花娘,leng'yu'bing'po'shui'xi'hua'niang
冷于冰骑鸾朝帝阙,leng'yu'bing'qi'luan'chao'di'que
冷于冰深山遇大虫,leng'yu'bing'shen'shan'yu'da'chong
冷于冰施法劫贪墨,leng'yu'bing'shi'fa'jie'tan'mo
冷于冰食秽吞丹药,leng'yu'bing'shi'hui'tun'dan'yao
冷于冰逃生死杖下,leng'yu'bing'tao'sheng'si'zhang'xia
冷于冰下第产麟儿,leng'yu'bing'xia'di'chan'lin'er
冷于冰玉洞炼神书,leng'yu'bing'yu'dong'lian'shen'shu
李八缸,li'ba'gang
李百川,li'bai'chuan
李伯言,li'bo'yan
李参军冤报生前何道士因术成奸,li'can'jun'yuan'bao'sheng'qian'he'dao'shi'yin'shu'cheng'jian
李春慨缔百年姻,li'chun'kai'di'bai'nian'yin
丽春院惊走王三官,li'chun'yuan'jing'zou'wang'san'guan
李道人独步云门,li'dao'ren'du'bu'yun'men
黎道人重义传徒,li'dao'ren'zhong'yi'chuan'tu
李公,li'gong
李公子救蛇获称心,li'gong'zi'jiu'she'huo'chen'xin
李桂姐趋炎认女,li'gui'jie'qu'yan'ren'nv
李国舅争权除黄歇,li'guo'jiu'zheng'quan'chu'huang'xie
李国元失去天师符,li'guo'yuan'shi'qu'tian'shi'fu
李涵龄神相度群迷,li'han'ling'shen'xiang'du'qun'mi
李汉琼智胜番将,li'han'qiong'zhi'sheng'fan'jiang
骊姬巧计杀申生,li'ji'qiao'ji'sha'shen'sheng
李建忠力救义士,li'jian'zhong'li'jiu'yi'shi
李将军错认舅,li'jiang'jun'cuo'ren'jiu
李娇儿盗财归丽院,li'jiao'er'dao'cai'gui'li'yuan
李节度拜佛求子,li'jie'du'bai'fo'qiu'zi
力举双兽世间少有,li'ju'shuang'shou'shi'jian'shao'you
里克两弑孤主,li'ke'liang'shi'gu'zhu
李逵打死殷天锡,li'kui'da'si'yin'tian'xi
李逵独劈罗真人,li'kui'du'pi'luo'zhen'ren
李逵莽陷众人,li'kui'mang'xian'zhong'ren
李逵梦闹天池,li'kui'meng'nao'tian'chi
李逵寿张乔坐衙,li'kui'shou'zhang'qiao'zuo'ya
李逵元夜闹东京,li'kui'yuan'ye'nao'dong'jing
李乐工吹笛遇仙翁,li'le'gong'chui'di'yu'xian'weng
李陵碑杨业死节,li'ling'bei'yang'ye'si'jie
李瓶儿病缠死孽,li'ping'er'bing'chan'si'nie
李瓶儿带病宴重阳,li'ping'er'dai'bing'yan'chong'yang
李瓶儿睹物哭官哥,li'ping'er'du'wu'ku'guan'ge
李瓶儿何家托梦,li'ping'er'he'jia'tuo'meng
李瓶儿解衣银姐,li'ping'er'jie'yi'yin'jie
李瓶儿梦诉幽情,li'ping'er'meng'su'you'qing
李瓶儿情感西门庆,li'ping'er'qing'gan'xi'men'qing
李瓶儿私语翡翠轩,li'ping'er'si'yu'fei'cui'xuan
李瓶儿许嫁蒋竹山,li'ping'er'xu'jia'jiang'zhu'shan
李瓶儿迎奸赴会,li'ping'er'ying'jian'fu'hui
李瓶姐墙头密约,li'ping'jie'qiang'tou'mi'yue
李平为友请济公,li'ping'wei'you'qing'ji'gong
李汧公穷邸遇侠客,li'qian'gong'qiong'di'yu'xia'ke
沥泉洞老蛇怪献枪,li'quan'dong'lao'she'guai'xian'qiang
沥泉山岳飞庐墓,li'quan'shan'yue'fei'lu'mu
李生,li'sheng
黎氏,li'shi
李侍郎拼命骂番王,li'shi'lang'pin'ming'ma'fan'wang
李世民感恩劫友母,li'shi'min'gan'en'jie'you'mu
李司鉴,li'si'jian
李檀斯,li'tan'si
李文龙无故中计,li'wen'long'wu'gu'zhong'ji
李文孝鞭打扑天雕,li'wen'xiao'bian'da'pu'tian'diao
李象先,li'xiang'xian
立新君华督行赂,li'xin'jun'hua'du'xing'lu
李秀卿义结黄贞女,li'xiu'qing'yi'jie'huang'zhen'nv
李玄邃关节全知己,li'xuan'sui'guan'jie'quan'zhi'ji
李玄邃穷途定偶,li'xuan'sui'qiong'tu'ding'ou
李衙内怒打玉簪儿,li'ya'nei'nu'da'yu'zan'er
李药师计败五王,li'yao'shi'ji'bai'wu'wang
李药师预言祸变,li'yao'shi'yu'yan'huo'bian
李玉英狱中讼冤,li'yu'ying'yu'zhong'song'yuan
李元霸王玺独收,li'yuan'ba'wang'xi'du'shou
李谪仙应诏答番书,li'zhe'xian'ying'zhao'da'fan'shu
李谪仙醉草吓蛮书,li'zhe'xian'zui'cao'xia'man'shu
李智诚献书诈降,li'zhi'cheng'xian'shu'zha'xiang
李卓吾先生批评西游记,li'zhuo'wu'xian'sheng'pi'ping'xi'you'ji
李自然发兵遣将,li'zi'ran'fa'bing'qian'jiang
李自然狠心施毒计,li'zi'ran'hen'xin'shi'du'ji
连城,lian'cheng
连城壁被擒山神庙,lian'cheng'bi'bei'qin'shan'shen'miao
连城璧拒捕战官军,lian'cheng'bi'ju'bu'zhan'guan'jun
连城璧盟心修古洞,lian'cheng'bi'meng'xin'xiu'gu'dong
连城璧误入骊珠洞,lian'cheng'bi'wu'ru'li'zhu'dong
练法术戏耍刘泰真,lian'fa'shu'xi'shua'liu'tai'zhen
连谷城子玉自杀,lian'gu'cheng'zi'yu'zi'sha
莲花洞木母逢灾,lian'hua'dong'mu'mu'feng'zai
莲花公主,lian'hua'gong'zhu
联佳句才惊秦丞相,lian'jia'ju'cai'jing'qin'cheng'xiang
连巨真设计赚贾柳,lian'ju'zhen'she'ji'zhuan'jia'liu
廉颇败燕杀二将,lian'po'bai'yan'sha'er'jiang
连升店差役拿书生,lian'sheng'dian'chai'yi'na'shu'sheng
连琐,lian'suo
莲香,lian'xiang
联新交情深凝翠馆,lian'xin'jiao'qing'shen'ning'cui'guan
两错认莫大姐私奔,liang'cuo'ren'mo'da'jie'si'ben
梁夫人击鼓战金山,liang'fu'ren'ji'gu'zhan'jin'shan
梁夫人炮炸失两狼,liang'fu'ren'pao'zha'shi'liang'lang
两个千金真假已辨,liang'ge'qian'jin'zhen'jia'yi'bian
两公差拜请济公,liang'gong'cha'bai'qing'ji'gong
两孩儿联姻共笑嬉,liang'hai'er'lian'yin'gong'xiao'xi
两豪杰酒馆求济公,liang'hao'jie'jiu'guan'qiu'ji'gong
两豪杰设计盗魂瓶,liang'hao'jie'she'ji'dao'hun'ping
梁山泊戴宗传假信,liang'shan'po'dai'zong'chuan'jia'xin
梁山泊分金大买市,liang'shan'po'fen'jin'da'mai'shi
梁山泊好汉劫法场,liang'shan'po'hao'han'jie'fa'chang
梁山泊林冲落草,liang'shan'po'lin'chong'luo'cao
梁山泊十面埋伏,liang'shan'po'shi'mian'mai'fu
梁山泊双献头,liang'shan'po'shuang'xian'tou
梁山泊吴用举戴宗,liang'shan'po'wu'yong'ju'dai'zong
梁山泊义士尊晁盖,liang'shan'po'yi'shi'zun'chao'gai
梁山泊英雄惊恶梦,liang'shan'po'ying'xiong'jing'e'meng
梁山泊英雄排座次,liang'shan'po'ying'xiong'pai'zuo'ci
两书生敬服良箴,liang'shu'sheng'jing'fu'liang'zhen
梁万苍善人遇害,liang'wan'cang'shan'ren'yu'hai
梁武帝愎谏纳降,liang'wu'di'bi'jian'na'xiang
梁武帝金銮听讲,liang'wu'di'jin'luan'ting'jiang
梁武帝累修成佛,liang'wu'di'lei'xiu'cheng'fo
梁武幽囚甘饿死,liang'wu'you'qiu'gan'e'si
两县令竞义婚孤女,liang'xian'ling'jing'yi'hun'gu'nv
两心巧印巨眼深情,liang'xin'qiao'yin'ju'yan'shen'qing
梁兴郎千金看隐诗,liang'xing'lang'qian'jin'kan'yin'shi
梁彦,liang'yan
料敌情一番议论,liao'di'qing'yi'fan'yi'lun
疗母病试泪拜名医,liao'mu'bing'shi'lei'bai'ming'yi
廖廷贵倚势欺人,liao'ting'gui'yi'shi'qi'ren
辽阳军,liao'yang'jun
聊斋志异,liao'zhai'zhi'yi
临安里钱婆留发迹,lin'an'li'qian'po'liu'fa'ji
林冲棒打洪教头,lin'chong'bang'da'hong'jiao'tou
林冲水寨大并火,lin'chong'shui'zhai'da'bing'huo
林冲雪夜上梁山,lin'chong'xue'ye'shang'liang'shan
林将军急流勇退,lin'jiang'jun'ji'liu'yong'tui
林教头刺配沧州道,lin'jiao'tou'ci'pei'cang'zhou'dao
林教头风雪山神庙,lin'jiao'tou'feng'xue'shan'shen'miao
林兰英父女团圆,lin'lan'ying'fu'nv'tuan'yuan
林氏,lin'shi
林四娘,lin'si'niang
林太太鸳帏再战,lin'tai'tai'yuan'wei'zai'zhan
临潼山秦琼救驾,lin'tong'shan'qin'qiong'jiu'jia
蔺相如两屈秦王,lin'xiang'ru'liang'qu'qin'wang
林长老除孽安民,lin'zhang'lao'chu'nie'an'min
灵根育孕源流出,ling'gen'yu'yun'yuan'liu'chu
灵官,ling'guan
菱角,ling'jiao
陵县狐,ling'xian'hu
聆音察理贤愚立判,ling'yin'cha'li'xian'yu'li'pan
灵隐寺进香疯僧游戏,ling'yin'si'jin'xiang'feng'seng'you'xi
刘备自领益州牧,liu'bei'zi'ling'yi'zhou'mu
流翠浦搴裳觉旧踪,liu'cui'pu'qian'shang'jue'jiu'zong
刘二醉骂王六儿,liu'er'zui'ma'wang'liu'er
流风阁张豹助拳,liu'feng'ge'zhang'bao'zhu'quan
刘夫人,liu'fu'ren
柳国宾都门寻故主,liu'guo'bin'dou'men'xun'gu'zhu
刘海石,liu'hai'shi
刘黑闼兴兵犯阙,liu'hei'ta'xing'bing'fan'que
刘皇叔北海救孔融,liu'huang'shu'bei'hai'jiu'kong'rong
刘皇叔洞房续佳偶,liu'huang'shu'dong'fang'xu'jia'ou
刘杰弹打周湘帆,liu'jie'dan'da'zhou'xiang'fan
刘钧敕书召杨业,liu'jun'chi'shu'zhao'yang'ye
六郎议取令公骸,liu'lang'yi'qu'ling'gong'hai
柳老赖婚狼心难测,liu'lao'lai'hun'lang'xin'nan'ce
刘理胜魇胜求财,liu'li'sheng'yan'sheng'qiu'cai
刘亮采,liu'liang'cai
留灵武储君即位,liu'ling'wu'chu'jun'ji'wei
刘鲁王纵子行凶,liu'lu'wang'zong'zi'xing'xiong
刘妙通有心救好汉,liu'miao'tong'you'xin'jiu'hao'han
柳青倒取蟠蛇岭,liu'qing'dao'qu'pan'she'ling
刘全,liu'quan
刘尚书奉旨承祭,liu'shang'shu'feng'zhi'cheng'ji
柳生,liu'sheng
六使单骑收焦赞,liu'shi'dan'qi'shou'jiao'zan
刘氏女诡从夫,liu'shi'nv'gui'cong'fu
六使沛京告御状,liu'shi'pei'jing'gao'yu'zhuang
柳氏子,liu'shi'zi
刘守备冒姓打船家,liu'shou'bei'mao'xing'da'chuan'jia
刘泰真捉妖被妖捉,liu'tai'zhen'zhuo'yao'bei'yao'zhuo
刘唐放火烧战船,liu'tang'fang'huo'shao'zhan'chuan
刘文静甘心弑旧主,liu'wen'jing'gan'xin'shi'jiu'zhu
刘文静惊心噩梦,liu'wen'jing'jing'xin'e'meng
柳下惠授词却敌,liu'xia'hui'shou'ci'que'di
刘先主遗诏托孤儿,liu'xian'zhu'yi'zhao'tuo'gu'er
刘小官雌雄兄弟,liu'xiao'guan'ci'xiong'xiong'di
刘姓,liu'xing
柳秀才,liu'xiu'cai
刘玄德三顾草庐,liu'xuan'de'san'gu'cao'lu
