霭霭桑柘墟,ai'ai'sang'zhe'xu
上下相沉浮,shang'xia'xiang'chen'fu
商鞅,shang'yang
商鞅能令政必行,shang'yang'neng'ling'zheng'bi'xing
尚忆当年应鹄头,shang'yi'dang'nian'ying'hu'tou
尚有哀弦留至今,shang'you'ai'xian'liu'zhi'jin
尚有故人能慰我,shang'you'gu'ren'neng'wei'wo
尚友古之人,shang'you'gu'zhi'ren
尚有光华贲岑寂,shang'you'guang'hua'ben'cen'ji
上有归鸟啼,shang'you'gui'niao'ti
尚有求田问舍心,shang'you'qiu'tian'wen'she'xin
上有往来飘忽之猨猱,shang'you'wang'lai'piao'hu'zhi'yuan'nao
尚有燕人数行泪,shang'you'yan'ren'shu'hang'lei
尚欲赓歌咏起哉,shang'yu'geng'ge'yong'qi'zai
尚自不见我,shang'zi'bu'jian'wo
殇子未安庄氏义,shang'zi'wei'an'zhuang'shi'yi
少得志愿多忧虞,shao'de'zhi'yuan'duo'you'yu
稍集小砾生微澜,shao'ji'xiao'li'sheng'wei'lan
稍见青青色,shao'jian'qing'qing'se
少教憔悴逐荆钗,shao'jiao'qiao'cui'zhu'jing'chai
稍觉野云成晚霁,shao'jue'ye'yun'cheng'wan'ji
韶山秀拔江清写,shao'shan'xiu'ba'jiang'qing'xie
梢梢新月偃,shao'shao'xin'yue'yan
少食苦不足,shao'shi'ku'bu'zu
芍水修陂道路传,shao'shui'xiu'bei'dao'lu'chuan
少喜功名尽坦涂,shao'xi'gong'ming'jin'tan'tu
少小已尝蹋,shao'xiao'yi'chang'ta
稍知田父稳,shao'zhi'tian'fu'wen
少驻谁云餍,shao'zhu'shui'yun'yan
舍此何其廉,she'ci'he'qi'lian
射覆亦绝伦,she'fu'yi'jue'lun
舌根已净谁能坏,she'gen'yi'jing'shui'neng'huai
涉句谅如此,she'ju'liang'ru'ci
射熊犹得梦钧天,she'xiong'you'de'meng'jun'tian
摄衣负朝暄,she'yi'fu'chao'xuan
舍之宁啖茹,she'zhi'ning'dan'ru
谁与争功,shei'yu'zheng'gong
身不自遭如贡薛,shen'bu'zi'zao'ru'gong'xue
深藏牢包三十年,shen'cang'lao'bao'san'shi'nian
深感杏花相映红,shen'gan'xing'hua'xiang'ying'hong
神归发彩凉,shen'gui'fa'cai'liang
沈侯玉雪照人洁,shen'hou'yu'xue'zhao'ren'jie
身寄一官真偶尔,shen'ji'yi'guan'zhen'ou'er
身尽壳空存,shen'jin'ke'kong'cun
矧今名主人,shen'jin'ming'zhu'ren
神力可嗟妨智巧,shen'li'ke'jie'fang'zhi'qiao
神林处处传箫鼓,shen'lin'chu'chu'chuan'xiao'gu
沈沦,shen'lun
神莽吾难知,shen'mang'wu'nan'zhi
糁密鱼虽暖,shen'mi'yu'sui'nuan
神农后稷死,shen'nong'hou'ji'si
神女青腰宝髻鸦,shen'nv'qing'yao'bao'ji'ya
神奇未怪佛图澄,shen'qi'wei'guai'fo'tu'cheng
神泉冽冰霜,shen'quan'lie'bing'shuang
神人处子冰雪容,shen'ren'chu'zi'bing'xue'rong
身如泡沫亦如风,shen'ru'pao'mo'yi'ru'feng
深树冥冥不见花,shen'shu'ming'ming'bu'jian'hua
身虽未尝历,shen'sui'wei'chang'li
身随阴屡移,shen'sui'yin'lv'yi
深探力取常不寐,shen'tan'li'qu'chang'bu'mei
深堂拱尧舜,shen'tang'gong'yao'shun
神物久已厌,shen'wu'jiu'yi'yan
身闲累苦吟,shen'xian'lei'ku'yin
身闲是处堪携手,shen'xian'shi'chu'kan'xie'shou
身闲始更知春乐,shen'xian'shi'geng'zhi'chun'le
身先诸老斡枢机,shen'xian'zhu'lao'wo'shu'ji
身闲自觉贫无累,shen'xian'zi'jue'pin'wu'lei
身与凫飞仍雁集,shen'yu'fu'fei'reng'yan'ji
身与仙人守都厕,shen'yu'xian'ren'shou'dou'ce
生才故有山川气,sheng'cai'gu'you'shan'chuan'qi
生查子,sheng'cha'zi
升黜会应从此异,sheng'chu'hui'ying'cong'ci'yi
盛德无心漠北窥,sheng'de'wu'xin'mo'bei'kui
胜负观两豪,sheng'fu'guan'liang'hao
笙歌合奏以三终,sheng'ge'he'zou'yi'san'zhong
生皆堕天秩,sheng'jie'duo'tian'zhi
圣经久堙埃,sheng'jing'jiu'yin'ai
生理赖以给,sheng'li'lai'yi'gei
生理应须问酒醪,sheng'li'ying'xu'wen'jiu'lao
声名身后岂须闻,sheng'ming'shen'hou'qi'xu'wen
圣人取风雷,sheng'ren'qu'feng'lei
胜势兼随翰墨回,sheng'shi'jian'sui'han'mo'hui
胜事阆州虽或有,sheng'shi'lang'zhou'sui'huo'you
胜事与身何等近,sheng'shi'yu'shen'he'deng'jin
圣淑才难拟,sheng'shu'cai'nan'ni
生物岂不稠,sheng'wu'qi'bu'chou
生涯聊占水中洲,sheng'ya'liao'zhan'shui'zhong'zhou
生涯零落归心懒,sheng'ya'ling'luo'gui'xin'lan
生涯山蕨与泉鱼,sheng'ya'shan'jue'yu'quan'yu
生涯亦何有,sheng'ya'yi'he'you
生涯亦可哀,sheng'ya'yi'ke'ai
胜游思为子留篇,sheng'you'si'wei'zi'liu'pian
生育靡不渐,sheng'yu'mi'bu'jian
生在贞观开元时,sheng'zai'zhen'guan'kai'yuan'shi
省中何忽有崔嵬,sheng'zhong'he'hu'you'cui'wei
士病吾能砭,shi'bing'wu'neng'bian
试尝论大略,shi'chang'lun'da'lue
士常疑西伯,shi'chang'yi'xi'bo
诗成珠玉每相投,shi'cheng'zhu'yu'mei'xiang'tou
是处绿娇红冶,shi'chu'lv'jiao'hong'ye
世传鵩似鸮,shi'chuan'fu'si'xiao
世传寿可三松倒,shi'chuan'shou'ke'san'song'dao
使尔安畎亩,shi'er'an'quan'mu
十二峰,shi'er'feng
十方贤圣不相离,shi'fang'xian'sheng'bu'xiang'li
仕非吾本谋,shi'fei'wu'ben'mou
恃公宽贷更不疑,shi'gong'kuan'dai'geng'bu'yi
事功新息困壶头,shi'gong'xin'xi'kun'hu'tou
市贾争包裹,shi'gu'zheng'bao'guo
嗜好比鹣鲽,shi'hao'bi'jian'die
势合便疑包地尽,shi'he'bian'yi'bao'di'jin
始皇驰道,shi'huang'chi'dao
世间歌哭两营营,shi'jian'ge'ku'liang'ying'ying
世间祸故不可忽,shi'jian'huo'gu'bu'ke'hu
世间流转会成尘,shi'jian'liu'zhuan'hui'cheng'chen
世间滕口任云云,shi'jian'teng'kou'ren'yun'yun
世间无物直锱铢,shi'jian'wu'wu'zhi'zi'zhu
石脚立竹青扶疏,shi'jiao'li'zhu'qing'fu'shu
使节春冬换,shi'jie'chun'dong'huan
试尽风波恶,shi'jin'feng'bo'e
试咀流酥已颊车,shi'ju'liu'su'yi'jia'che
始觉看花是去年,shi'jue'kan'hua'shi'qu'nian
使君拥鸣驺,shi'jun'yong'ming'zou
时开识子意,shi'kai'shi'zi'yi
恃壳保厥身,shi'ke'bao'jue'shen
时来不道能为雨,shi'lai'bu'dao'neng'wei'yu
诗来仍掉苦吟头,shi'lai'reng'diao'ku'yin'tou
诗懒犹能强,shi'lan'you'neng'qiang
侍郎忧国最贤劳,shi'lang'you'guo'zui'xian'lao
势利谁能算一毫,shi'li'shui'neng'suan'yi'hao
诗力我已屈,shi'li'wo'yi'qu
石梁茅屋有弯碕,shi'liang'mao'wu'you'wan'qi
士论应悲玉石焚,shi'lun'ying'bei'yu'shi'fen
市门多粟见丰年,shi'men'duo'su'jian'feng'nian
十亩桑竹空成阴,shi'mu'sang'zhu'kong'cheng'yin
十年尘垢梦中身,shi'nian'chen'gou'meng'zhong'shen
十年陈迹履綦销,shi'nian'chen'ji'lv'qi'xiao
十年华省故情深,shi'nian'hua'sheng'gu'qing'shen
十年零落尚百一,shi'nian'ling'luo'shang'bai'yi
十年流落负归期,shi'nian'liu'luo'fu'gui'qi
十年亲友半零落,shi'nian'qin'you'ban'ling'luo
时平事非昔,shi'ping'shi'fei'xi
视气所出深镵镌,shi'qi'suo'chu'shen'chan'juan
失却新年一半春,shi'que'xin'nian'yi'ban'chun
诗人歌四牡,shi'ren'ge'si'mu
势若朽易拉,shi'ruo'xiu'yi'la
失色羲和恐,shi'se'xi'he'kong
世上满眼真悠悠,shi'shang'man'yan'zhen'you'you
势涉无恬澜,shi'she'wu'tian'lan
失身元为稻粱谋,shi'shen'yuan'wei'dao'liang'mou
世事但如吹剑首,shi'shi'dan'ru'chui'jian'shou
时时一悟主,shi'shi'yi'wu'zhu
时时犹唱,shi'shi'you'chang
十室灾八九,shi'shi'zai'ba'jiu
事事只随波浪去,shi'shi'zhi'sui'bo'lang'qu
时时自有春风扫,shi'shi'zi'you'chun'feng'sao
诗书今在眼,shi'shu'jin'zai'yan
诗书颜发两尘埃,shi'shu'yan'fa'liang'chen'ai
诗虽祝我以再黑,shi'sui'zhu'wo'yi'zai'hei
石望已汲汲,shi'wang'yi'ji'ji
十围但见诸营柳,shi'wei'dan'jian'zhu'ying'liu
施为已坏生平学,shi'wei'yi'huai'sheng'ping'xue
试问苍官值岁寒,shi'wen'cang'guan'zhi'sui'han
时闻正论除疑网,shi'wen'zheng'lun'chu'yi'wang
使我当从谁,shi'wo'dang'cong'shui
时物安能学计然,shi'wu'an'neng'xue'ji'ran
始吾居扬日,shi'wu'ju'yang'ri
世无良匠勿相侵,shi'wu'liang'jiang'wu'xiang'qin
是夕清风兴,shi'xi'qing'feng'xing
实相非相偶,shi'xiang'fei'xiang'ou
师心以此不挂物,shi'xin'yi'ci'bu'gua'wu
势亦无自来,shi'yi'wu'zi'lai
事遗心独寄,shi'yi'xin'du'ji
湿银注寒晶,shi'yin'zhu'han'jing
时有惊榔跃出鱼,shi'you'jing'lang'yue'chu'yu
市有弃饿婴,shi'you'qi'e'ying
室有贤人酒,shi'you'xian'ren'jiu
视遇若抟黍,shi'yu'ruo'tuan'shu
始愿乃丘壑,shi'yuan'nai'qiu'he
十载风载化旧颜,shi'zai'feng'zai'hua'jiu'yan
十载九华边,shi'zai'jiu'hua'bian
使者操书入,shi'zhe'cao'shu'ru
诗者徒呫呫,shi'zhe'tu'che'che
使指将如我病何,shi'zhi'jiang'ru'wo'bing'he
始知进退各有理,shi'zhi'jin'tui'ge'you'li
诗中慷慨悲陈迹,shi'zhong'kang'kai'bei'chen'ji
世资何用满籯金,shi'zi'he'yong'man'ying'jin
手把诗翁忆雪诗,shou'ba'shi'weng'yi'xue'shi
守此岁月除,shou'ci'sui'yue'chu
手得封题手自开,shou'de'feng'ti'shou'zi'kai
手得新蒲每共编,shou'de'xin'pu'mei'gong'bian
瘦妻僵前子仆后,shou'qi'jiang'qian'zi'pu'hou
寿亲还慰鲁侯心,shou'qin'hai'wei'lu'hou'xin
收拾济时心,shou'shi'ji'shi'xin
收拾乾坤付一壶,shou'shi'qian'kun'fu'yi'hu
守岁夜倾银,shou'sui'ye'qing'yin
收霞落晚川,shou'xia'luo'wan'chuan
数椽庳屋茨生草,shu'chuan'bei'wu'ci'sheng'cao
数椽生草覆莓苔,shu'chuan'sheng'cao'fu'mei'tai
树冻裹春深,shu'dong'guo'chun'shen
疏恶去如摈,shu'e'qu'ru'bin
束发河山百战功,shu'fa'he'shan'bai'zhan'gong
数帆和雨下归舟,shu'fan'he'yu'xia'gui'zhou
疏封投老误明恩,shu'feng'tou'lao'wu'ming'en
漱甘凉病齿,shu'gan'liang'bing'chi
树含宿雨红初入,shu'han'su'yu'hong'chu'ru
书湖阳先生壁,shu'hu'yang'xian'sheng'bi
数家茅屋闲临水,shu'jia'mao'wu'xian'lin'shui
输将一不足,shu'jiang'yi'bu'zu
孰肯避此世,shu'ken'bi'ci'shi
树老垂缨乱,shu'lao'chui'ying'luan
数蒙故人留,shu'meng'gu'ren'liu
数能过我论奇字,shu'neng'guo'wo'lun'qi'zi
数日未多还舍我,shu'ri'wei'duo'hai'she'wo
数日追随笑语同,shu'ri'zhui'sui'xiao'yu'tong
叔孙绵蕝共经论,shu'sun'mian'jue'gong'jing'lun
疏铁檐间挂作琴,shu'tie'yan'jian'gua'zuo'qin
树外鸟啼催晚种,shu'wai'niao'ti'cui'wan'zhong
术学穷无闲,shu'xue'qiong'wu'xian
鼠摇岑寂声随起,shu'yao'cen'ji'sheng'sui'qi
叔夜犹同把一杯,shu'ye'you'tong'ba'yi'bei
数支分绿报清明,shu'zhi'fen'lv'bao'qing'ming
数株碧柳苍苔地,shu'zhu'bi'liu'cang'tai'di
衰根要路知难植,shuai'gen'yao'lu'zhi'nan'zhi
衰颜思见故人开,shuai'yan'si'jian'gu'ren'kai
衰颜一照自多感,shuai'yan'yi'zhao'zi'duo'gan
霜繁红树老,shuang'fan'hong'shu'lao
霜风急鼓吹,shuang'feng'ji'gu'chui
霜枫衰更殷,shuang'feng'shuai'geng'yin
霜毛应更新,shuang'mao'ying'geng'xin
爽气骎骎客御风,shuang'qi'qin'qin'ke'yu'feng
霜纨夺色贾不售,shuang'wan'duo'se'jia'bu'shou
霜雪纷纷上鬓毛,shuang'xue'fen'fen'shang'bin'mao
霜雪行满颌,shuang'xue'xing'man'he
水抱长干转石头,shui'bao'chang'gan'zhuan'shi'tou
谁悲精铁任飘飘,shui'bei'jing'tie'ren'piao'piao
谁当哀此劳,shui'dang'ai'ci'lao
谁当执其咎,shui'dang'zhi'qi'jiu
谁道萧曹刀笔吏,shui'dao'xiao'cao'dao'bi'li
水底旧波吹岁换,shui'di'jiu'bo'chui'sui'huan
谁多季子金,shui'duo'ji'zi'jin
谁奋长谋平岭海,shui'fen'chang'mou'ping'ling'hai
谁拂定林幽处壁,shui'fu'ding'lin'you'chu'bi
水复山长道阻跻,shui'fu'shan'chang'dao'zu'ji
水光山气碧浮浮,shui'guang'shan'qi'bi'fu'fu
水果山肴互酬酢,shui'guo'shan'yao'hu'chou'zuo
水旱尚何有,shui'han'shang'he'you
谁合军中称亚父,shui'he'jun'zhong'cheng'ya'fu
水际因一息,shui'ji'yin'yi'xi
税驾候颜色,shui'jia'hou'yan'shai
谁见我行时,shui'jian'wo'xing'shi
谁可告华胥,shui'ke'gao'hua'xu
谁令天上苍茫合,shui'ling'tian'shang'cang'mang'he
谁令昨夜雨霶沱,shui'ling'zuo'ye'yu'pang'tuo
谁论鱼鳖淰,shui'lun'yu'bie'nian
水满陂塘谷满篝,shui'man'bei'tang'gu'man'gou
水南水北重重柳,shui'nan'shui'bei'chong'chong'liu
谁能当此时,shui'neng'dang'ci'shi
谁能欹眠共此乐,shui'neng'qi'mian'gong'ci'le
水涩铜壶漏更长,shui'se'tong'hu'lou'geng'chang
谁是汉邹阳,shui'shi'han'zou'yang
谁收松下着残棋,shui'shou'song'xia'zhe'can'qi
谁似浮云知进退,shui'si'fu'yun'zhi'jin'tui
水似青天照眼明,shui'si'qing'tian'zhao'yan'ming
谁投此虹蜺,shui'tou'ci'hong'ni
谁谓非绝俗,shui'wei'fei'jue'su
谁谓菰蒲可久留,shui'wei'gu'pu'ke'jiu'liu
谁谓九华远,shui'wei'jiu'hua'yuan
谁为孔费两将军,shui'wei'kong'fei'liang'jiang'jun
谁为贤与顽,shui'wei'xian'yu'wan
谁为尧舜徒,shui'wei'yao'shun'tu
谁喜亦谁愠,shui'xi'yi'shui'yun
水向沙边绿半涵,shui'xiang'sha'bian'lv'ban'han
谁信道本来无物,shui'xin'dao'ben'lai'wu'wu
水摇疏树荒城路,shui'yao'shu'shu'huang'cheng'lu
水于天下实至险,shui'yu'tian'xia'shi'zhi'xian
水源穷处有丛林,shui'yuan'qiong'chu'you'cong'lin
谁云食之昏,shui'yun'shi'zhi'hun
水种所传清有骨,shui'zhong'suo'chuan'qing'you'gu
水竹密以劲,shui'zhu'mi'yi'jin
朔兵行夜响行营,shuo'bing'xing'ye'xiang'xing'ying
说将尚不纳,shuo'jiang'shang'bu'na
说穷且版筑,shuo'qiong'qie'ban'zhu
四百年来成一梦,si'bai'nian'lai'cheng'yi'meng
私藏与窃贩,si'cang'yu'qie'fan
四顾茫无人,si'gu'mang'wu'ren
四海不无容足地,si'hai'bu'wu'rong'zu'di
死狐正首丘,si'hu'zheng'shou'qiu
似矜颜色好,si'jin'yan'shai'hao
思量何物堪酬对,si'liang'he'wu'kan'chou'dui
思量着,si'liang'zhe
司马勿亲涤,si'ma'wu'qin'di
四面波澜恬,si'mian'bo'lan'tian
四盼浩无主,si'pan'hao'wu'zhu
似欺黄雀在蓬蒿,si'qi'huang'que'zai'peng'hao
死生从此各西东,si'sheng'cong'ci'ge'xi'dong
死生或有在,si'sheng'huo'you'zai
私田三径会须成,si'tian'san'jing'hui'xu'cheng
似闻鸡一鸣,si'wen'ji'yi'ming
思以正议排纵横,si'yi'zheng'yi'pai'zong'heng
似欲来为瑞,si'yu'lai'wei'rui
似与幽人破寂寥,si'yu'you'ren'po'ji'liao
思之不能寐,si'zhi'bu'neng'mei
似知我欲逃轩冕,si'zhi'wo'yu'tao'xuan'mian
松得千年未为老,song'de'qian'nian'wei'wei'lao
松桂我同攀,song'gui'wo'tong'pan
松江能覆舟,song'jiang'neng'fu'zhou
松鬣初干尚有泥,song'lie'chu'gan'shang'you'ni
宋兴古刹今长干,song'xing'gu'cha'jin'chang'gan
送迎蕃使年年事,song'ying'fan'shi'nian'nian'shi
送子不出门,song'zi'bu'chu'men
窣堵千秋未寂寥,su'du'qian'qiu'wei'ji'liao
泝伐开新屋,su'fa'kai'xin'wu
素发联华惊老大,su'fa'lian'hua'jing'lao'da
素风知不坠,su'feng'zhi'bu'zhui
俗吏不知方,su'li'bu'zhi'fang
宿两催红出小桃,su'liang'cui'hong'chu'xiao'tao
俗儒不知变,su'ru'bu'zhi'bian
素书款款谁怜杜,su'shu'kuan'kuan'shui'lian'du
素心非不慕前修,su'xin'fei'bu'mu'qian'xiu
粟余三釜陈,su'yu'san'fu'chen
苏张才气久非时,su'zhang'cai'qi'jiu'fei'shi
诉衷情,su'zhong'qing
蒜山东渡得林丘,suan'shan'dong'du'de'lin'qiu
算知人贵自陶渔,suan'zhi'ren'gui'zi'tao'yu
隋堤散万家,sui'di'san'wan'jia
随分铿锵与寂寥,sui'fen'keng'qiang'yu'ji'liao
岁换儿童喜,sui'huan'er'tong'xi
虽空亦不空,sui'kong'yi'bu'kong
岁老根弥壮,sui'lao'gen'mi'zhuang
虽勤亦何收,sui'qin'yi'he'shou
虽穷不为戮,sui'qiong'bu'wei'lu
随商应角知无意,sui'shang'ying'jiao'zhi'wu'yi
虽神讵能占,sui'shen'ju'neng'zhan
虽神如季咸,sui'shen'ru'ji'xian
岁时歌员岂辞遥,sui'shi'ge'yuan'qi'ci'yao
岁时沽酒归,sui'shi'gu'jiu'gui
岁晚北窗聊寄傲,sui'wan'bei'chuang'liao'ji'ao
岁晚曾不寤,sui'wan'ceng'bu'wu
岁晚空扶疏,sui'wan'kong'fu'shu
岁晚聊同庾信移,sui'wan'liao'tong'yu'xin'yi
岁物忽如蛰,sui'wu'hu'ru'zhe
虽无剽盗起,sui'wu'piao'dao'qi
遂无饘粥永今朝,sui'wu'zhan'zhou'yong'jin'zhao
睢盱猴缨冠,sui'xu'hou'ying'guan
随意飘然得往还,sui'yi'piao'ran'de'wang'huan
遂与中庸诡,sui'yu'zhong'yong'gui
岁月良可惊,sui'yue'liang'ke'jing
虽云一草死,sui'yun'yi'cao'si
随子至湖上,sui'zi'zhi'hu'shang
孙宝暮年犹主簿,sun'bao'mu'nian'you'zhu'bu
孙陵西曲岸乌纱,sun'ling'xi'qu'an'wu'sha
所得如今过所闻,suo'de'ru'jin'guo'suo'wen
所赋以所遭,suo'fu'yi'suo'zao
所嗟独季子,suo'jie'du'ji'zi
所乐有谁同,suo'le'you'shui'tong
所趣少知者,suo'qu'shao'zhi'zhe
所托虽高岂自营,suo'tuo'sui'gao'qi'zi'ying
所望颇乖错,suo'wang'po'guai'cuo
琐细得尽觇,suo'xi'de'jin'chan
所欣同舍郎,suo'xin'tong'she'lang
所以见公像,suo'yi'jian'gong'xiang
所愿岂华毂,suo'yuan'qi'hua'gu
所瞩亦已深,suo'zhu'yi'yi'shen
榻净一籧篨,ta'jing'yi'qu'chu
他年过食新城藕,ta'nian'guo'shi'xin'cheng'ou
他年佐方州,ta'nian'zuo'fang'zhou
踏去却寻春,ta'qu'que'xun'chun
他日杜诗传渭北,ta'ri'du'shi'chuan'wei'bei
他日若能窥孟子,ta'ri'ruo'neng'kui'meng'zi
他生来此听楼钟,ta'sheng'lai'ci'ting'lou'zhong
他州或呰窳,ta'zhou'huo'ci'yu
太阿犹恨失龙泉,tai'a'you'hen'shi'long'quan
台城佳气已消亡,tai'cheng'jia'qi'yi'xiao'wang
台殿金碧毁,tai'dian'jin'bi'hui
台废治花繁,tai'fei'zhi'hua'fan
泰山鲁所詹,tai'shan'lu'suo'zhan
太尉西州第一豪,tai'wei'xi'zhou'di'yi'hao
太阳独行干万物,tai'yang'du'xing'gan'wan'wu
苔争庵径路,tai'zheng'an'jing'lu
态足万峰奇,tai'zu'wan'feng'qi
谈辞足诗书,tan'ci'zu'shi'shu
谈辞最诙怪,tan'ci'zui'hui'guai
叹门外楼头,tan'men'wai'lou'tou
贪梦好,tan'meng'hao
坛上平明大将旗,tan'shang'ping'ming'da'jiang'qi
弹射将汝利,tan'she'jiang'ru'li
贪他眼花阳艳,tan'ta'yan'hua'yang'yan
坦坦得所循,tan'tan'de'suo'xun
叹息微阴生,tan'xi'wei'yin'sheng
谈笑重来卷楚氛,tan'xiao'chong'lai'juan'chu'fen
谈笑顾宾客,tan'xiao'gu'bin'ke
谈笑接清扬,tan'xiao'jie'qing'yang
谈笑明月相与闲,tan'xiao'ming'yue'xiang'yu'xian
谈笑难忘欲别前,tan'xiao'nan'wang'yu'bie'qian
谈笑相过各有携,tan'xiao'xiang'guo'ge'you'xie
贪寻旧巢去,tan'xun'jiu'chao'qu
谈者为呜唈,tan'zhe'wei'wu'yi
弹指越三祗,tan'zhi'yue'san'zhi
汤武偶相逢,tang'wu'ou'xiang'feng
堂下吹箫失九成,tang'xia'chui'xiao'shi'jiu'cheng
堂阴置石双嵽嵲,tang'yin'zhi'shi'shuang'di'nie
桃合避仙源,tao'he'bi'xian'yuan
桃花深处好闲行,tao'hua'shen'chu'hao'xian'xing
桃花悞刘阮,tao'hua'wu'liu'ruan
讨论诏使成书上,tao'lun'zhao'shi'cheng'shu'shang
桃枝暖淟涊,tao'zhi'nuan'tian'nian
特愁吏之为,te'chou'li'zhi'wei
特擅山川秀,te'shan'shan'chuan'xiu
踢倒军持,ti'dao'jun'chi
题齐安壁,ti'qi'an'bi
题西太一宫壁,ti'xi'tai'yi'gong'bi
天边幽鸟鸣相和,tian'bian'you'niao'ming'xiang'he
天沉四山黑,tian'chen'si'shan'hei
田畴泛滥川方壅,tian'chou'fan'lan'chuan'fang'yong
天吹河汉涌,tian'chui'he'han'yong
天地安危两不知,tian'di'an'wei'liang'bu'zhi
天低入五湖,tian'di'ru'wu'hu
天夺不待老,tian'duo'bu'dai'lao
天方选取欲扶世,tian'fang'xuan'qu'yu'fu'shi
天风一吹拂,tian'feng'yi'chui'fu
田父结田庐,tian'fu'jie'tian'lu
恬观不知救,tian'guan'bu'zhi'jiu
天寒北风急,tian'han'bei'feng'ji
天寒日暮山谷里,tian'han'ri'mu'shan'gu'li
天黑月未上,tian'hei'yue'wei'shang
天际归艎那可望,tian'ji'gui'huang'na'ke'wang
天机能织皦非花,tian'ji'neng'zhi'jiao'fei'hua
天机自动岂关情,tian'ji'zi'dong'qi'guan'qing
田家更置漏,tian'jia'geng'zhi'lou
天将生意与人间,tian'jiang'sheng'yi'yu'ren'jian
天教薄与胭脂,tian'jiao'bo'yu'yan'zhi
天开今壮丽,tian'kai'jin'zhuang'li
天禄何时召子云,tian'lu'he'shi'zhao'zi'yun
天马志万里,tian'ma'zhi'wan'li
天明径欲相就语,tian'ming'jing'yu'xiang'jiu'yu
天末海门横北固,tian'mo'hai'men'heng'bei'gu
天气初肃,tian'qi'chu'su
天壤此身知共弊,tian'rang'ci'shen'zhi'gong'bi
天上空多地上稀,tian'shang'kong'duo'di'shang'xi
天王与秩祭,tian'wang'yu'zhi'ji
天下大安危,tian'xia'da'an'wei
天形西北倚城斜,tian'xing'xi'bei'yi'cheng'xie
天刑真已脱桁杨,tian'xing'zhen'yi'tuo'hang'yang
天旋日月不少留,tian'xuan'ri'yue'bu'shao'liu
天涯一杯饭,tian'ya'yi'bei'fan
田宅荒凉去复来,tian'zhai'huang'liang'qu'fu'lai
天质自森森,tian'zhi'zi'sen'sen
天子坐筹星两两,tian'zi'zuo'chou'xing'liang'liang
迢迢建业水,tiao'tiao'jian'ye'shui
迢迢陌头青,tiao'tiao'mo'tou'qing
迢迢晻霭中,tiao'tiao'yan'ai'zhong
眺听聊自放,tiao'ting'liao'zi'fang
调笑此水上,tiao'xiao'ci'shui'shang
铁券丹书信哲长,tie'quan'dan'shu'xin'zhe'chang
听泉分手借匆匆,ting'quan'fen'shou'jie'cong'cong
挺身百辟上,ting'shen'bai'pi'shang
亭亭背暖临沟处,ting'ting'bei'nuan'lin'gou'chu
亭亭孤艳带寒日,ting'ting'gu'yan'dai'han'ri
亭亭千丈荫南山,ting'ting'qian'zhang'yin'nan'shan
亭亭伫立春宵短,ting'ting'zhu'li'chun'xiao'duan
庭下北风吹急雪,ting'xia'bei'feng'chui'ji'xue
汀洲回薄水横分,ting'zhou'hui'bo'shui'heng'fen
同官同齿复同科,tong'guan'tong'chi'fu'tong'ke
潼关西山古蓝田,tong'guan'xi'shan'gu'lan'tian
铜瓶各满幽人意,tong'ping'ge'man'you'ren'yi
铜瓶取井水,tong'ping'qu'jing'shui
同时诸彦略成尘,tong'shi'zhu'yan'lue'cheng'chen
桐乡山远复川长,tong'xiang'shan'yuan'fu'chuan'chang
桐乡振廪得周旋,tong'xiang'zhen'lin'de'zhou'xuan
通宵豫以别为忧,tong'xiao'yu'yi'bie'wei'you
同忧在僚友,tong'you'zai'liao'you
铜柱虽然蛮徼接,tong'zhu'sui'ran'man'jiao'jie
童子穿云晚未归,tong'zi'chuan'yun'wan'wei'gui
投鞭日午陈桥市,tou'bian'ri'wu'chen'qiao'shi
投鞭委辔涉数村,tou'bian'wei'pei'she'shu'cun
投戈更讲诸儒艺,tou'ge'geng'jiang'zhu'ru'yi
投老逢时追往事,tou'lao'feng'shi'zhui'wang'shi
投老归来一幅巾,tou'lao'gui'lai'yi'fu'jin
投老始知欢可惜,tou'lao'shi'zhi'huan'ke'xi
投老唯公最故人,tou'lao'wei'gong'zui'gu'ren
投老逍遥屺与堂,tou'lao'xiao'yao'qi'yu'tang
投老心旌一片降,tou'lao'xin'jing'yi'pian'jiang
投老心情非复昔,tou'lao'xin'qing'fei'fu'xi
偷取官多责恐深,tou'qu'guan'duo'ze'kong'shen
投置最深处,tou'zhi'zui'shen'chu
图画难为容,tu'hua'nan'wei'rong
徒嗟大盈北,tu'jie'da'ying'bei
土脉燥不黏,tu'mai'zao'bu'nian
酴醾一架最先来,tu'mi'yi'jia'zui'xian'lai
涂山女德茂,tu'shan'nv'de'mao
兔丝茯苓会当有,tu'si'fu'ling'hui'dang'you
土沃人良耕,tu'wo'ren'liang'geng
抟云忽散簁为屑,tuan'yun'hu'san'shai'wei'xie
颓然如九老,tui'ran'ru'jiu'lao
推贤为时辅,tui'xian'wei'shi'fu
颓垣断渐有平沙,tui'yuan'duan'jian'you'ping'sha
退之嘲鲁连,tui'zhi'chao'lu'lian
退之醇孟轲,tui'zhi'chun'meng'ke
豚栅鸡埘晻霭间,tun'shan'ji'shi'yan'ai'jian
吞舟不可见,tun'zhou'bu'ke'jian
箨龙将雨绕山行,tuo'long'jiang'yu'rao'shan'xing
箨龙失赋因藏跧,tuo'long'shi'fu'yin'cang'quan
