阿娇年未多,a'jiao'nian'wei'duo
沙口石冻马蹄脱,sha'kou'shi'dong'ma'ti'tuo
杀戮到鸡狗,sha'lu'dao'ji'gou
杀戮净如扫,sha'lu'jing'ru'sao
沙乱雪山清,sha'luan'xue'shan'qing
纱帽接慵不著,sha'mao'jie'yong'bu'zhu
纱帽闲眠对水鸥,sha'mao'xian'mian'dui'shui'ou
沙门种则生,sha'men'zhong'ze'sheng
沙鸟上笔床,sha'niao'shang'bi'chuang
沙平堪濯足,sha'ping'kan'zhuo'zu
杀气傍中军,sha'qi'bang'zhong'jun
杀气薄炎炽,sha'qi'bao'yan'chi
杀气吹沅湘,sha'qi'chui'yuan'xiang
杀气翻旌旗,sha'qi'fan'jing'qi
杀气南行动地轴,sha'qi'nan'xing'dong'di'zhou
杀气凝不开,sha'qi'ning'bu'kai
杀气穷幽都,sha'qi'qiong'you'dou
沙碛人愁月,sha'qi'ren'chou'yue
杀气三时作阵云,sha'qi'san'shi'zuo'zhen'yun
杀气森森到幽朔,sha'qi'sen'sen'dao'you'shuo
沙禽好夜惊,sha'qin'hao'ye'jing
杀人宝刀缺,sha'ren'bao'dao'que
杀人红尘里,sha'ren'hong'chen'li
杀人无昏晓,sha'ren'wu'hun'xiao
杀人亦有限,sha'ren'yi'you'xian
沙上或骞翥,sha'shang'huo'qian'zhu
沙上见日出,sha'shang'jian'ri'chu
沙上见日没,sha'shang'jian'ri'mei
杀身傍权要,sha'shen'bang'quan'yao
沙深冷陉断,sha'shen'leng'xing'duan
沙沈榻未移,sha'shen'ta'wei'yi
杀声落日回苍穹,sha'sheng'luo'ri'hui'cang'qiong
沙石乱飘扬,sha'shi'luan'piao'yang
沙汰江河浊,sha'tai'jiang'he'zhuo
沙雁噪河田,sha'yan'zao'he'tian
沙苑逼官舍,sha'yuan'bi'guan'she
沙苑交回汀,sha'yuan'jiao'hui'ting
沙苑临清渭,sha'yuan'lin'qing'wei
晒药能无妇,shai'yao'neng'wu'fu
山霭碧氛氲,shan'ai'bi'fen'yun
山边汉节归,shan'bian'han'jie'gui
膳部默凄伤,shan'bu'mo'qi'shang
山蝉上衣桁,shan'chan'shang'yi'heng
山城江树重,shan'cheng'jiang'shu'zhong
山城犬吠云,shan'cheng'quan'fei'yun
山程随远水,shan'cheng'sui'yuan'shui
山城雁影多,shan'cheng'yan'ying'duo
山稠隘石泉,shan'chou'ai'shi'quan
山厨竹里爨,shan'chu'zhu'li'cuan
山川表明丽,shan'chuan'biao'ming'li
山川当暮秋,shan'chuan'dang'mu'qiu
山川列简图,shan'chuan'lie'jian'tu
山川望石头,shan'chuan'wang'shi'tou
山川萧条极边土,shan'chuan'xiao'tiao'ji'bian'tu
山川重分手,shan'chuan'zhong'fen'shou
山翠拂行镳,shan'cui'fu'xing'biao
山翠借厨烟,shan'cui'jie'chu'yan
山村归种田,shan'cun'gui'zhong'tian
山村寥落暮烟微,shan'cun'liao'luo'mu'yan'wei
山店不凿井,shan'dian'bu'zao'jing
山店橘花发,shan'dian'ju'hua'fa
山殿秋云里,shan'dian'qiu'yun'li
山店云迎客,shan'dian'yun'ying'ke
山巅朱凤声嗷嗷,shan'dian'zhu'feng'sheng'ao'ao
山东残逆气,shan'dong'can'ni'qi
山东小吏来相寻,shan'dong'xiao'li'lai'xiang'xun
山碓水能舂,shan'dui'shui'neng'chong
山多水又分,shan'duo'shui'you'fen
山多烟鸟乱,shan'duo'yan'niao'luan
山分积草岭,shan'fen'ji'cao'ling
杉风吹袈裟,shan'feng'chui'jia'sha
山风吹空林,shan'feng'chui'kong'lin
山风吹游子,shan'feng'chui'you'zi
单父多鸣琴,shan'fu'duo'ming'qin
单父古来称宓生,shan'fu'gu'lai'cheng'mi'sheng
单父闻相近,shan'fu'wen'xiang'jin
膳夫翊堂殿,shan'fu'yi'tang'dian
山高客未归,shan'gao'ke'wei'gui
山高奈若何,shan'gao'nai'ruo'he
山高云过迟,shan'gao'yun'guo'chi
山根盘驿道,shan'gen'pan'yi'dao
山根鳣鲔随云雷,shan'gen'zhan'wei'sui'yun'lei
山公醉不醉,shan'gong'zui'bu'zui
山谷落叶赤,shan'gu'luo'ye'chi
山谷势多端,shan'gu'shi'duo'duan
山馆荒城闭落晖,shan'guan'huang'cheng'bi'luo'hui
山光围一郡,shan'guang'wei'yi'jun
山鬼独一脚,shan'gui'du'yi'jiao
山桂树罘罳,shan'gui'shu'fu'si
山鬼幽忧雪霜逼,shan'gui'you'you'xue'shuang'bi
山果多琐细,shan'guo'duo'suo'xi
山郭恒悄悄,shan'guo'heng'qiao'qiao
山郭冷秋云,shan'guo'leng'qiu'yun
山寒少茯苓,shan'han'shao'fu'ling
山寒夜中泣,shan'han'ye'zhong'qi
山河不可望,shan'he'bu'ke'wang
山河长郁盘,shan'he'chang'yu'pan
山河扶绣户,shan'he'fu'xiu'hu
山河尽檐向,shan'he'jin'yan'xiang
山河气象幽,shan'he'qi'xiang'you
山河誓始终,shan'he'shi'shi'zhong
山河孰云固,shan'he'shu'yun'gu
山河相映带,shan'he'xiang'ying'dai
山河宜晚眺,shan'he'yi'wan'tiao
山河战角悲,shan'he'zhan'jiao'bei
山黑家中已眠卧,shan'hei'jia'zhong'yi'mian'wo
珊瑚市则无,shan'hu'shi'ze'wu
山花趁马蹄,shan'hua'chen'ma'ti
山花寒满枝,shan'hua'han'man'zhi
山花夹径幽,shan'hua'jia'jing'you
山花万朵迎征盖,shan'hua'wan'duo'ying'zheng'gai
山花醉药栏,shan'hua'zui'yao'lan
山荒人民少,shan'huang'ren'min'shao
山回路转不见君,shan'hui'lu'zhuan'bu'jian'jun
山昏塞日斜,shan'hun'sai'ri'xie
山火夜烧云,shan'huo'ye'shao'yun
杉鸡竹兔不自惜,shan'ji'zhu'tu'bu'zi'xi
山家郑子真,shan'jia'zheng'zi'zhen
山间偃仰无不至,shan'jian'yan'yang'wu'bu'zhi
山简醉来歌一曲,shan'jian'zui'lai'ge'yi'qu
山接洞庭春,shan'jie'dong'ting'chun
山阶闲听法,shan'jie'xian'ting'fa
山精白日藏,shan'jing'bai'ri'cang
山景寂已晦,shan'jing'ji'yi'hui
山精木魅不敢亲,shan'jing'mu'mei'bu'gan'qin
山迥日初沈,shan'jiong'ri'chu'shen
山峻路绝踪,shan'jun'lu'jue'zong
山开灞水北,shan'kai'ba'shui'bei
山空木叶干,shan'kong'mu'ye'gan
山空鸟鼠秋,shan'kong'niao'shu'qiu
山口月欲出,shan'kou'yue'yu'chu
杉冷晓猿悲,shan'leng'xiao'yuan'bei
山梨结小红,shan'li'jie'xiao'hong
山连象郡高,shan'lian'xiang'jun'gao
山林迹如扫,shan'lin'ji'ru'sao
山林迹未赊,shan'lin'ji'wei'she
山临睥睨恒多雨,shan'lin'pi'ni'heng'duo'yu
山林唯幽静,shan'lin'wei'you'jing
山林兴弥浓,shan'lin'xing'mi'nong
山路倒枯松,shan'lu'dao'ku'song
山路孤猿亦共愁,shan'lu'gu'yuan'yi'gong'chou
山路时吹角,shan'lu'shi'chui'jiao
山门日易久,shan'men'ri'yi'jiu
山门万重闭,shan'men'wan'chong'bi
山明始重叠,shan'ming'shi'chong'die
山木暗残春,shan'mu'an'can'chun
山木惨惨天欲雨,shan'mu'can'can'tian'yu'yu
山木尽亚洪涛风,shan'mu'jin'ya'hong'tao'feng
山鸟何曾识关吏,shan'niao'he'ceng'shi'guan'li
山鸟惊吹笛,shan'niao'jing'chui'di
山鸟静偏过,shan'niao'jing'pian'guo
山鸟山花吾友于,shan'niao'shan'hua'wu'you'yu
山鸟污图书,shan'niao'wu'tu'shu
山禽时到州,shan'qin'shi'dao'zhou
山青每到识春时,shan'qing'mei'dao'shi'chun'shi
杉清延月华,shan'qing'yan'yue'hua
山泉落沧江,shan'quan'luo'cang'jiang
山人道姓名,shan'ren'dao'xing'ming
山人好去嵩阳路,shan'ren'hao'qu'song'yang'lu
山塞多离忧,shan'sai'duo'li'you
山色垂趋府,shan'se'chui'qu'fu
山色低官舍,shan'se'di'guan'she
山色佳有馀,shan'se'jia'you'yu
山色郡城头,shan'se'jun'cheng'tou
山色潜知近,shan'se'qian'zhi'jin
山色轩槛内,shan'se'xuan'kan'nei
山色夜郎西,shan'se'ye'lang'xi
山色一径尽,shan'se'yi'jing'jin
山色远寂寞,shan'se'yuan'ji'mo
山僧高下居,shan'seng'gao'xia'ju
山僧衣蓝缕,shan'seng'yi'lan'lv
剡剡生银汉,shan'shan'sheng'yin'han
山上孤云随马去,shan'shang'gu'yun'sui'ma'qu
山深常见日光迟,shan'shen'chang'jian'ri'guang'chi
善身绝尘缘,shan'shen'jue'chen'yuan
山深苦多风,shan'shen'ku'duo'feng
山深水增波,shan'shen'shui'zeng'bo
山水本自佳,shan'shui'ben'zi'jia
山水变夕曛,shan'shui'bian'xi'xun
山水旷萧条,shan'shui'kuang'xiao'tiao
山水阅清晨,shan'shui'yue'qing'chen
山水作繁华,shan'shui'zuo'fan'hua
山田多栗林,shan'tian'duo'li'lin
山田麦无垄,shan'tian'mai'wu'long
山田正烧畬,shan'tian'zheng'shao'she
山通玉女家,shan'tong'yu'nv'jia
山头到山下,shan'tou'dao'shan'xia
山头落日半轮明,shan'tou'luo'ri'ban'lun'ming
山头南郭寺,shan'tou'nan'guo'si
山晚半天赤,shan'wan'ban'tian'chi
山晚浮云合,shan'wan'fu'yun'he
山晚铭旌去,shan'wan'ming'jing'qu
山夕绿阴满,shan'xi'lv'yin'man
剡溪蕴秀异,shan'xi'yun'xiu'yi
山下多炎风,shan'xia'duo'yan'feng
山向国门开,shan'xiang'guo'men'kai
山向禹青州,shan'xiang'yu'qing'zhou
山晓重岚外,shan'xiao'zhong'lan'wai
山行落日下绝壁,shan'xing'luo'ri'xia'jue'bi
山行穷日观,shan'xing'qiong'ri'guan
山行雪满衣,shan'xing'xue'man'yi
山行应未尽,shan'xing'ying'wei'jin
山行有常程,shan'xing'you'chang'cheng
衫袖拂玉徽,shan'xiu'fu'yu'hui
山雪河冰野萧瑟,shan'xue'he'bing'ye'xiao'se
山阳郭里无潮,shan'yang'guo'li'wu'chao
山阳遗韵在,shan'yang'yi'yun'zai
芟夷不可阙,shan'yi'bu'ke'que
山驿秋云冷,shan'yi'qiu'yun'leng
山阴老僧解楞伽,shan'yin'lao'seng'jie'leng'jia
山阴秋夜船,shan'yin'qiu'ye'chuan
山阴一茅宇,shan'yin'yi'mao'yu
山莺朝送酒,shan'ying'chao'song'jiu
山影浪中摇,shan'ying'lang'zhong'yao
善用子房筹,shan'yong'zi'fang'chou
山雨不作泥,shan'yu'bu'zuo'ni
山雨复相仍,shan'yu'fu'xiang'reng
善喻恒沙大,shan'yu'heng'sha'da
山雨近甚匀,shan'yu'jin'shen'yun
山雨醒别酒,shan'yu'xing'bie'jiu
山雨尊仍在,shan'yu'zun'reng'zai
山远道路迷,shan'yuan'dao'lu'mi
山远树参差,shan'yuan'shu'cen'ci
山猿树树悬,shan'yuan'shu'shu'xuan
山园细路高,shan'yuan'xi'lu'gao
山猿饮相唤,shan'yuan'yin'xiang'huan
山月皎如烛,shan'yue'jiao'ru'zhu
山月吐绳床,shan'yue'tu'sheng'chuang
山云到卧床,shan'yun'dao'wo'chuang
山云低度墙,shan'yun'di'du'qiang
山云来到床,shan'yun'lai'dao'chuang
山珍海错弃藩篱,shan'zhen'hai'cuo'qi'fan'li
善知应触类,shan'zhi'ying'chu'lei
山中漏茅屋,shan'zhong'lou'mao'wu
山中清景多,shan'zhong'qing'jing'duo
山中儒生旧相识,shan'zhong'ru'sheng'jiu'xiang'shi
山中霜霰多,shan'zhong'shuang'xian'duo
山中忆许由,shan'zhong'yi'xu'you
山中应大寒,shan'zhong'ying'da'han
山中有僧人不知,shan'zhong'you'seng'ren'bu'zhi
山竹挂朝衣,shan'zhu'gua'chao'yi
山足灵庙在,shan'zu'ling'miao'zai
山昨夜雷,shan'zuo'ye'lei
赏爱未能去,shang'ai'wei'neng'qu
上报父母慈,shang'bao'fu'mu'ci
上才生下国,shang'cai'sheng'xia'guo
上苍久无雷,shang'cang'jiu'wu'lei
尚缠漳水疾,shang'chan'zhang'shui'ji
尚带灞陵雨,shang'dai'ba'ling'yu
上到天坛东,shang'dao'tian'tan'dong
上殿称万寿,shang'dian'cheng'wan'shou
伤多人自老,shang'duo'ren'zi'lao
上方高处禅,shang'fang'gao'chu'chan
上方重阁晚,shang'fang'zhong'ge'wan
上感九庙焚,shang'gan'jiu'miao'fen
上公犹宠锡,shang'gong'you'chong'xi
上公有记者,shang'gong'you'ji'zhe
上公周太保,shang'gong'zhou'tai'bao
上古葛天民,shang'gu'ge'tian'min
上官督有司,shang'guan'du'you'si
上官权许与,shang'guan'quan'xu'yu
上官唯揖让,shang'guan'wei'yi'rang
上贵见肝胆,shang'gui'jian'gan'dan
商胡辄自夸,shang'hu'zhe'zi'kua
上将顿盘阪,shang'jiang'dun'pan'ban
上将还专席,shang'jiang'hai'zhuan'xi
上将新破胡,shang'jiang'xin'po'hu
上将盈边鄙,shang'jiang'ying'bian'bi
上将拥旄西出征,shang'jiang'yong'mao'xi'chu'zheng
上结穷冤色,shang'jie'qiong'yuan'se
尚经矰缴勤,shang'jing'zeng'jiao'qin
尚觉王孙贵,shang'jue'wang'sun'gui
上君白玉堂,shang'jun'bai'yu'tang
尚看王生抱此怀,shang'kan'wang'sheng'bao'ci'huai
上客勿遽欢,shang'ke'wu'ju'huan
尚恐主守疏,shang'kong'zhu'shou'shu
上牢下牢修水关,shang'lao'xia'lao'xiu'shui'guan
尚怜终南山,shang'lian'zhong'nan'shan
商旅自星奔,shang'lv'zi'xing'ben
上马不用扶,shang'ma'bu'yong'fu
上马带胡钩,shang'ma'dai'hu'gou
上马鸣角弓,shang'ma'ming'jiao'gong
上马雪沾衣,shang'ma'xue'zhan'yi
尚念四小松,shang'nian'si'xiao'song
尚平今何在,shang'ping'jin'he'zai
上卿才大名不朽,shang'qing'cai'da'ming'bu'xiu
上请减兵甲,shang'qing'jian'bing'jia
伤秋对白蘋,shang'qiu'dui'bai'pin
商丘试一望,shang'qiu'shi'yi'wang
上人远自西天至,shang'ren'yuan'zi'xi'tian'zhi
商山老人已曾识,shang'shan'lao'ren'yi'ceng'shi
商山议得失,shang'shan'yi'de'shi
商山犹入楚,shang'shan'you'ru'chu
上善滋来往,shang'shan'zi'lai'wang
上升翠微中,shang'sheng'cui'wei'zhong
上升玄阁游绛烟,shang'sheng'xuan'ge'you'jiang'yan
伤时会合疏,shang'shi'hui'he'shu
伤时即据鞍,shang'shi'ji'ju'an
伤时苦军乏,shang'shi'ku'jun'fa
伤时愧孔父,shang'shi'kui'kong'fu
尚书宠赠新,shang'shu'chong'zeng'xin
尚书复来斯,shang'shu'fu'lai'si
尚书韩择木,shang'shu'han'ze'mu
尚书践台斗,shang'shu'jian'tai'dou
上疏乞骸骨,shang'shu'qi'hai'gu
尚书碛上黄昏钟,shang'shu'qi'shang'huang'hun'zhong
尚书气与秋天杳,shang'shu'qi'yu'qiu'tian'yao
尚书未出守,shang'shu'wei'chu'shou
尚书无履声,shang'shu'wu'lv'sheng
尚书勋业超千古,shang'shu'xun'ye'chao'qian'gu
尚思未朽骨,shang'si'wei'xiu'gu
上天表无私,shang'tian'biao'wu'si
上天回哀眷,shang'tian'hui'ai'juan
上天铄金石,shang'tian'shuo'jin'shi
上天无偏颇,shang'tian'wu'pian'po
尚听清漏传,shang'ting'qing'lou'chuan
尚未歼渠魁,shang'wei'jian'qu'kui
尚谓求无形,shang'wei'qiu'wu'xing
尚为诸侯客,shang'wei'zhu'hou'ke
尚闻丁丁声,shang'wen'ding'ding'sheng
尚握尊中瓢,shang'wo'zun'zhong'piao
尚想尘外踪,shang'xiang'chen'wai'zong
尚想凤凰村,shang'xiang'feng'huang'cun
尚想趋朝廷,shang'xiang'qu'chao'ting
伤心不忍问耆旧,shang'xin'bu'ren'wen'qi'jiu
伤心丛台下,shang'xin'cong'tai'xia
伤心公府内,shang'xin'gong'fu'nei
赏心何由歇,shang'xin'he'you'xie
伤心五陵树,shang'xin'wu'ling'shu
赏心杳无路,shang'xin'yao'wu'lu
赏妍又分外,shang'yan'you'fen'wai
尚以名宦拘,shang'yi'ming'huan'ju
尚忆同志乐,shang'yi'tong'zhi'le
尚忆先皇容直臣,shang'yi'xian'huang'rong'zhi'chen
赏应歌杕杜,shang'ying'ge'duo'du
上有黄鹂深树鸣,shang'you'huang'li'shen'shu'ming
上又回翠麟,shang'you'hui'cui'lin
上有莲华僧,shang'you'lian'hua'seng
上有明哲君,shang'you'ming'zhe'jun
尚有南飞雁,shang'you'nan'fei'yan
上有千载事,shang'you'qian'zai'shi
上有青冥倚天之绝壁,shang'you'qing'ming'yi'tian'zhi'jue'bi
赏游实贤王,shang'you'shi'xian'wang
尚有绨袍赠,shang'you'ti'pao'zeng
上有蔚蓝天,shang'you'wei'lan'tian
上有无心云,shang'you'wu'xin'yun
上有纤罗萦缕寻未绝,shang'you'xian'luo'ying'lv'xun'wei'jue
尚有献芹心,shang'you'xian'qin'xin
上有行云愁,shang'you'xing'yun'chou
上游玄极杳冥中,shang'you'xuan'ji'yao'ming'zhong
上有颜如玉,shang'you'yan'ru'yu
尚与蒿莱群,shang'yu'hao'lai'qun
上元夫人宾上清,shang'yuan'fu'ren'bin'shang'qing
上云天下乱,shang'yun'tian'xia'luan
伤哉文儒士,shang'zai'wen'ru'shi
尚在行李中,shang'zai'xing'li'zhong
尚诈莫徒劳,shang'zha'mo'tu'lao
尚瞻白云岭,shang'zhan'bai'yun'ling
尚置官居守,shang'zhi'guan'ju'shou
上枝摩皇天,shang'zhi'mo'huang'tian
上陟岩殿憩,shang'zhi'yan'dian'qi
赏逐乱流翻,shang'zhu'luan'liu'fan
觞酌洽同心,shang'zhuo'qia'tong'xin
尚子不可见,shang'zi'bu'ke'jian
尚子终罕遇,shang'zi'zhong'han'yu
少保有古风,shao'bao'you'gu'feng
稍逼长沙馆,shao'bi'chang'sha'guan
稍待西风凉冷后,shao'dai'xi'feng'liang'leng'hou
少逢旧亲友,shao'feng'jiu'qin'you
少妇城南欲断肠,shao'fu'cheng'nan'yu'duan'chang
少妇愁看七里烽,shao'fu'chou'kan'qi'li'feng
少妇含娇开洞房,shao'fu'han'jiao'kai'dong'fang
少姑教敕令付尔,shao'gu'jiao'chi'ling'fu'er
少海旌旗黄,shao'hai'jing'qi'huang
少昊行清秋,shao'hao'xing'qing'qiu
少华与首阳,shao'hua'yu'shou'yang
稍见市井喧,shao'jian'shi'jing'xuan
烧劫旁延一万家,shao'jie'pang'yan'yi'wan'jia
稍静高窗眠,shao'jing'gao'chuang'mian
稍令社稷安,shao'ling'she'ji'an
少陵野老吞声哭,shao'ling'ye'lao'tun'sheng'ku
少留改岁年,shao'liu'gai'sui'nian
少留周家洼,shao'liu'zhou'jia'wa
稍满东城路,shao'man'dong'cheng'lu
少年别有赠,shao'nian'bie'you'zeng
少年词赋皆可听,shao'nian'ci'fu'jie'ke'ting
少年交结平陵客,shao'nian'jiao'jie'ping'ling'ke
少年努力纵谈笑,shao'nian'nu'li'zong'tan'xiao
少年且吏游,shao'nian'qie'li'you
少年无不可,shao'nian'wu'bu'ke
少年心胆雄,shao'nian'xin'dan'xiong
少年早归来,shao'nian'zao'gui'lai
少人慎莫投,shao'ren'shen'mo'tou
稍稍觉林耸,shao'shao'jue'lin'song
稍稍林鸦去,shao'shao'lin'ya'qu
稍稍斜回楫,shao'shao'xie'hui'ji
稍稍云岩深,shao'shao'yun'yan'shen
少事道流稀,shao'shi'dao'liu'xi
少时方浩荡,shao'shi'fang'hao'dang
稍视沾衣密,shao'shi'zhan'yi'mi
稍随归月帆,shao'sui'gui'yue'fan
少为解征鞍,shao'wei'jie'zheng'an
少小客游梁,shao'xiao'ke'you'liang
少小谩读书,shao'xiao'man'du'shu
少须好颜色,shao'xu'hao'yan'se
少用开济策,shao'yong'kai'ji'ce
少在公门多在水,shao'zai'gong'men'duo'zai'shui
稍指缘原骑,shao'zhi'yuan'yuan'qi
少壮迹颇疏,shao'zhuang'ji'po'shu
少壮几时奈老何,shao'zhuang'ji'shi'nai'lao'he
少壮能几时,shao'zhuang'neng'ji'shi
少壮欺老翁,shao'zhuang'qi'lao'weng
少壮已书绅,shao'zhuang'yi'shu'shen
射策君门期第一,she'ce'jun'men'qi'di'yi
射策名先著,she'ce'ming'xian'zhu
舍宠求仙畏色衰,she'chong'qiu'xian'wei'se'shuai
舌存耻作穷途哭,she'cun'chi'zuo'qiong'tu'ku
射得半段黄金钱,she'de'ban'duan'huang'jin'qian
舍弟卑栖邑,she'di'bei'qi'yi
设法害生成,she'fa'hai'sheng'cheng
射飞曾纵鞚,she'fei'ceng'zong'kong
蛇虺反相顾,she'hui'fan'xiang'gu
社稷一戎衣,she'ji'yi'rong'yi
涉江又登陆,she'jiang'you'deng'lu
射君东堂策,she'jun'dong'tang'ce
社里东城接,she'li'dong'cheng'jie
舍利众生得,she'li'zhong'sheng'de
蛇盘瓦沟鼠穿壁,she'pan'wa'gou'shu'chuan'bi
舍人退食收封事,she'ren'tui'shi'shou'feng'shi
射人先射马,she'ren'xian'she'ma
射杀林中雪色鹿,she'sha'lin'zhong'xue'se'lu
舍施割肌肤,she'shi'ge'ji'fu
畬田原草干,she'tian'yuan'cao'gan
设网提纲万鱼急,she'wang'ti'gang'wan'yu'ji
舍西崖峤壮,she'xi'ya'qiao'zhuang
舍下蛩乱鸣,she'xia'qiong'luan'ming
设险因金城,she'xian'yin'jin'cheng
麝香眠石竹,she'xiang'mian'shi'zhu
摄政朝章重,she'zheng'chao'zhang'zhong
舍舟复深山,she'zhou'fu'shen'shan
舍舟越西冈,she'zhou'yue'xi'gang
谁与覆寒衣,shei'yu'fu'han'yi
谁与玩芳菲,shei'yu'wan'fang'fei
深哀当何为,shen'ai'dang'he'wei
慎哀渔夺私,shen'ai'yu'duo'si
神安志惬动十全,shen'an'zhi'qie'dong'shi'quan
沈鲍得同行,shen'bao'de'tong'hang
深悲哭君去,shen'bei'ku'jun'qu
身病不能拜,shen'bing'bu'neng'bai
身病戎马后,shen'bing'rong'ma'hou
深藏供老宿,shen'cang'gong'lao'su
深藏漉酒巾,shen'cang'lu'jiu'jin
深藏数十家,shen'cang'shu'shi'jia
身长九尺须眉苍,shen'chang'jiu'chi'xu'mei'cang
身长七尺颇有须,shen'chang'qi'chi'po'you'xu
神超道性深,shen'chao'dao'xing'shen
深沉俯峥嵘,shen'chen'fu'zheng'rong
沈沈积素抱,shen'chen'ji'su'bao
深沉节制雄,shen'chen'jie'zhi'xiong
深沉谋九德,shen'chen'mou'jiu'de
深沉犹隐帷,shen'chen'you'yin'wei
深诚补王室,shen'cheng'bu'wang'shi
矧此数相见,shen'ci'shu'xiang'jian
身当恩遇恒轻敌,shen'dang'en'yu'heng'qing'di
身当问罪先,shen'dang'wen'zui'xian
慎尔参筹画,shen'er'can'chou'hua
深房腊酒熟,shen'fang'la'jiu'shu
深负鶺鴒诗,shen'fu'ji'ling'shi
沈竿续蔓深莫测,shen'gan'xu'man'shen'mo'ce
深耕种数亩,shen'geng'zhong'shu'mu
深宫寂历厌层城,shen'gong'ji'li'yan'ceng'cheng
深宫羡鸟飞,shen'gong'xian'niao'fei
神功协禹谟,shen'gong'xie'yu'mo
深谷犹积冰,shen'gu'you'ji'bing
神光意难候,shen'guang'yi'nan'hou
身贵不足论,shen'gui'bu'zu'lun
身归沃洲老,shen'gui'wo'zhou'lao
神鬼下刘根,shen'gui'xia'liu'gen
神翰顾不一,shen'han'gu'bu'yi
沈侯未可测,shen'hou'wei'ke'ce
深花隐鸣鸠,shen'hua'yin'ming'jiu
身计念居诸,shen'ji'nian'ju'zhu
身寂心成道,shen'ji'xin'cheng'dao
神交付冥漠,shen'jiao'fu'ming'mo
深觉农夫苦,shen'jue'nong'fu'ku
甚愧丈人厚,shen'kui'zhang'ren'hou
身老白云深,shen'lao'bai'yun'shen
神理诚难测,shen'li'cheng'nan'ce
神理今何在,shen'li'jin'he'zai
神理竟茫茫,shen'li'jing'mang'mang
深林迷昏旦,shen'lin'mi'hun'dan
深林怯魑魅,shen'lin'qie'chi'mei
深林猿声冷,shen'lin'yuan'sheng'leng
深炉正燃火,shen'lu'zheng'ran'huo
沈埋日月奔,shen'mai'ri'yue'ben
甚昧至精主,shen'mei'zhi'jing'zhu
深门潜酝客来稀,shen'men'qian'yun'ke'lai'xi
沈绵盗贼际,shen'mian'dao'zei'ji
沈绵抵咎殃,shen'mian'di'jiu'yang
神妙独难忘,shen'miao'du'nan'wang
神妙独数江都王,shen'miao'du'shu'jiang'du'wang
沈冥惭岁物,shen'ming'can'sui'wu
申命空山东,shen'ming'kong'shan'dong
身名良蹉跎,shen'ming'liang'cuo'tuo
身名两俱遣,shen'ming'liang'ju'qian
神明依正直,shen'ming'yi'zheng'zhi
慎莫近前丞相嗔,shen'mo'jin'qian'cheng'xiang'chen
慎莫厌清贫,shen'mo'yan'qing'pin
慎莫远奋飞,shen'mo'yuan'fen'fei
矧乃穷周旋,shen'nai'qiong'zhou'xuan
神凝推道经,shen'ning'tui'dao'jing
神农极阙漏,shen'nong'ji'que'lou
神农竟不知,shen'nong'jing'bu'zhi
神女变化感马生,shen'nv'bian'hua'gan'ma'sheng
神女泛瑶瑟,shen'nv'fan'yao'se
神女呵责不合见,shen'nv'he'ze'bu'he'jian
身披莱子衣,shen'pi'lai'zi'yi
身骑厩马引天仗,shen'qi'jiu'ma'yin'tian'zhang
深期列大贤,shen'qi'lie'da'xian
神其思降祥,shen'qi'si'jiang'xiang
神器资强干,shen'qi'zi'qiang'gan
深潜托所亲,shen'qian'tuo'suo'qin
深浅未可测,shen'qian'wei'ke'ce
神倾意豁真佳士,shen'qing'yi'huo'zhen'jia'shi
身轻一鸟过,shen'qing'yi'niao'guo
深求洞宫脚,shen'qiu'dong'gong'jiao
深泉鳗井开,shen'quan'man'jing'kai
神人身更长,shen'ren'shen'geng'chang
深仁自下车,shen'ren'zi'xia'che
身辱家已无,shen'ru'jia'yi'wu
深山大泽龙蛇远,shen'shan'da'ze'long'she'yuan
深山古驿分驺骑,shen'shan'gu'yi'fen'zou'qi
深山穷谷不可处,shen'shan'qiong'gu'bu'ke'chu
深山穷谷委严霜,shen'shan'qiong'gu'wei'yan'shuang
身上愧簪缨,shen'shang'kui'zan'ying
神伤山行深,shen'shang'shan'xing'shen
身上未曾染名利,shen'shang'wei'ceng'ran'ming'li
身上无有完肌肤,shen'shang'wu'you'wan'ji'fu
身上艺能无不通,shen'shang'yi'neng'wu'bu'tong
侁侁胄子行,shen'shen'zhou'zi'xing
身世付空虚,shen'shi'fu'kong'xu
身使门户多旌棨,shen'shi'men'hu'duo'jing'qi
沈思情延伫,shen'si'qing'yan'zhu
神速至今称,shen'su'zhi'jin'cheng
身随汉军没,shen'sui'han'jun'mei
身随鸿雁归,shen'sui'hong'yan'gui
身同云虚无,shen'tong'yun'xu'wu
身退卑周室,shen'tui'bei'zhou'shi
身退岂待官,shen'tui'qi'dai'guan
身退知损益,shen'tui'zhi'sun'yi
身外即丹青,shen'wai'ji'dan'qing
身外尽空虚,shen'wai'jin'kong'xu
身为符守婴,shen'wei'fu'shou'ying
身危适他州,shen'wei'shi'ta'zhou
甚闻霜薤白,shen'wen'shuang'xie'bai
慎勿出口他人狙,shen'wu'chu'kou'ta'ren'ju
慎勿见水踊跃学变化为龙,shen'wu'jian'shui'yong'yue'xue'bian'hua'wei'long
慎勿轻刍荛,shen'wu'qing'chu'rao
慎勿信苍蝇,shen'wu'xin'cang'ying
慎勿学哥舒,shen'wu'xue'ge'shu
神物已高飞,shen'wu'yi'gao'fei
神物有所归,shen'wu'you'suo'gui
神物有显晦,shen'wu'you'xian'hui
