阿基米德巧计,a'ji'mi'de'qiao'ji
饶勇有力,rao'yong'you'li
绕重心运动,rao'zhong'xin'yun'dong
热成像器材,re'cheng'xiang'qi'cai
热成像侦察,re'cheng'xiang'zhen'cha
热带丛林地,re'dai'cong'lin'di
热带山林地,re'dai'shan'lin'di
热带雨林,re'dai'yu'lin
热当量,re'dang'liang
热电池,re'dian'chi
热动力鱼雷,re'dong'li'yu'lei
热发射,re'fa'she
热发射装置,re'fa'she'zhuang'zhi
热辐射,re'fu'she
热光探测仪,re'guang'tan'ce'yi
热核武器,re'he'wu'qi
热核装料,re'he'zhuang'liao
热红外侦察,re'hong'wai'zhen'cha
热立克次体,re'li'ke'ci'ti
热能当量,re'neng'dang'liang
热烧蚀效应,re'shao'shi'xiao'ying
热食保障,re'shi'bao'zhang
热释光剂量仪,re'shi'guang'ji'liang'yi
热伪装材料,re'wei'zhuang'cai'liao
热效应,re'xiao'ying
认定办法,ren'ding'ban'fa
人防,ren'fang
人防工程,ren'fang'gong'cheng
人防工事,ren'fang'gong'shi
人防建设,ren'fang'jian'she
人防设施,ren'fang'she'shi
人防专业队伍,ren'fang'zhuan'ye'dui'wu
人份,ren'fen
人工电话,ren'gong'dian'hua
人工慢速电报,ren'gong'man'su'dian'bao
人工伪装,ren'gong'wei'zhuang
人工障碍物,ren'gong'zhang'ai'wu
人工遮障,ren'gong'zhe'zhang
人工遮障器材,ren'gong'zhe'zhang'qi'cai
人工转信,ren'gong'zhuan'xin
人口疏散,ren'kou'shu'san
任劳任怨,ren'lao'ren'yuan
人们习惯上,ren'men'xi'guan'shang
人们已经得知,ren'men'yi'jing'de'zhi
人民防空,ren'min'fang'kong
人民防空动员,ren'min'fang'kong'dong'yuan
人民防空法,ren'min'fang'kong'fa
人民解放军,ren'min'jie'fang'jun
人民军队,ren'min'jun'dui
人民军队宗旨,ren'min'jun'dui'zong'zhi
人民群众侦察,ren'min'qun'zhong'zhen'cha
人民武装,ren'min'wu'zhuang
人民武装部,ren'min'wu'zhuang'bu
人民武装警察,ren'min'wu'zhuang'jing'cha
人民战争,ren'min'zhan'zheng
认旗,ren'qi
人桥,ren'qiao
人身损害赔偿,ren'shen'sun'hai'pei'chang
人体目标,ren'ti'mu'biao
人体直立,ren'ti'zhi'li
忍为上计,ren'wei'shang'ji
人武部,ren'wu'bu
任务纵深,ren'wu'zong'shen
人形系数,ren'xing'xi'shu
任意损毁,ren'yi'sun'hui
人用伞,ren'yong'san
人员防护,ren'yuan'fang'hu
人员防护工事,ren'yuan'fang'hu'gong'shi
人员染毒,ren'yuan'ran'du
人员伪装,ren'yuan'wei'zhuang
人在阵地在,ren'zai'zhen'di'zai
人造地球卫星,ren'zao'di'qiu'wei'xing
人战,ren'zhan
认真贯彻执行,ren'zhen'guan'che'zhi'xing
人装具,ren'zhuang'ju
人自为战,ren'zi'wei'zhan
日本关东军,ri'ben'guan'dong'jun
日本海,ri'ben'hai
日本舰船,ri'ben'jian'chuan
日本老兵,ri'ben'lao'bing
日本人在,ri'ben'ren'zai
日本自卫队,ri'ben'zi'wei'dui
日本最早,ri'ben'zui'zao
日俄战争,ri'e'zhan'zheng
日费千金,ri'fei'qian'jin
日份,ri'fen
日海上自卫队,ri'hai'shang'zi'wei'dui
日式隐形刀,ri'shi'yin'xing'dao
日向号,ri'xiang'hao
溶斗,rong'dou
溶剂,rong'ji
溶剂擦洗,rong'ji'ca'xi
荣立,rong'li
荣誉称号,rong'yu'cheng'hao
荣誉室,rong'yu'shi
柔性单跨桥,rou'xing'dan'kua'qiao
入城守则,ru'cheng'shou'ze
入境时间,ru'jing'shi'jian
入境事由,ru'jing'shi'you
入侵挑衅,ru'qin'tiao'xin
入缩收,ru'suo'shou
入伍通知书,ru'wu'tong'zhi'shu
入伍训练,ru'wu'xun'lian
软兵器,ruan'bing'qi
软海,ruan'hai
软肩章,ruan'jian'zhang
软指标,ruan'zhi'biao
软着陆,ruan'zhuo'lu
锐长,rui'chang
锐军勿攻,rui'jun'wu'gong
瑞士刺刀,rui'shi'ci'dao
瑞士军刀,rui'shi'jun'dao
瑞士卡,rui'shi'ka
弱冲击波,ruo'chong'ji'bo
弱点,ruo'dian
弱风,ruo'feng
弱干扰,ruo'gan'rao
弱女退敌,ruo'nv'tui'di
弱守强攻,ruo'shou'qiang'gong
弱战,ruo'zhan
萨布素,sa'bu'su
撒丁王国,sa'ding'wang'guo
萨尔胡之战,sa'er'hu'zhi'zhan
萨拉托加号,sa'la'tuo'jia'hao
撒星阵,sa'xing'zhen
塞班级,sai'ban'ji
三八大盖,san'ba'da'gai
三边思想,san'bian'si'xiang
伞兵,san'bing
散兵,san'bing
伞兵刀,san'bing'dao
散兵坑,san'bing'keng
伞兵突击车,san'bing'tu'ji'che
散兵线,san'bing'xian
散兵线战术,san'bing'xian'zhan'shu
伞兵战车,san'bing'zhan'che
散布密集界,san'bu'mi'ji'jie
散布面,san'bu'mian
散布中心,san'bu'zhong'xin
散布轴线,san'bu'zhou'xian
三查,san'cha
三叉戟,san'cha'ji
三大民主,san'da'min'zhu
三大任务,san'da'ren'wu
三打三防,san'da'san'fang
三大战役,san'da'zhan'yi
三打祝家庄,san'da'zhu'jia'zhuang
三等兵,san'deng'bing
三等功,san'deng'gong
三等战斗准备,san'deng'zhan'dou'zhun'bei
三防,san'fang
三防能力,san'fang'neng'li
三防装备,san'fang'zhuang'bei
三防装置,san'fang'zhuang'zhi
三个代表,san'ge'dai'biao
三级机场,san'ji'ji'chang
三级驾驶员,san'ji'jia'shi'yuan
三基建设,san'ji'jian'she
三级军士长,san'ji'jun'shi'zhang
三级射手,san'ji'she'shou
三级士官,san'ji'shi'guan
三尖两刃刀,san'jian'liang'ren'dao
伞降,san'jiang
伞降兵,san'jiang'bing
伞降方式,san'jiang'fang'shi
伞降高度,san'jiang'gao'du
伞降散布面积,san'jiang'san'bu'mian'ji
伞降散步面积,san'jiang'san'bu'mian'ji
三角点,san'jiao'dian
三角钉,san'jiao'ding
三角队形,san'jiao'dui'xing
三角码头,san'jiao'ma'tou
三角洲,san'jiao'zhou
三角锥,san'jiao'zhui
伞具,san'ju
三军,san'jun
三军既惑且疑,san'jun'ji'huo'qie'yi
三军仪仗队,san'jun'yi'zhang'dui
散开,san'kai
三略,san'lue
三落实,san'luo'shi
三美,san'mei
三美武士刀,san'mei'wu'shi'dao
三面包围,san'mian'bao'wei
三桥驱动,san'qiao'qu'dong
三沙,san'sha
伞上供氧设备,san'shang'gong'yang'she'bei
散射,san'she
散射通信,san'she'tong'xin
散射通信站,san'she'tong'xin'zhan
伞绳,san'sheng
三视教育,san'shi'jiao'yu
三十六计,san'shi'liu'ji
三十年战争,san'shi'nian'zhan'zheng
三十七年,san'shi'qi'nian
三手活动,san'shou'huo'dong
三团,san'tuan
三湾改编,san'wan'gai'bian
三维声纳,san'wei'sheng'na
三线,san'xian
三相弹,san'xiang'dan
三野,san'ye
散逸层,san'yi'ceng
三营,san'ying
三曰地,san'yue'di
三月而后成,san'yue'er'hou'cheng
散装,san'zhuang
散装油料,san'zhuang'you'liao
三纵,san'zong
三总部,san'zong'bu
三坐标,san'zuo'biao
三坐标雷达,san'zuo'biao'lei'da
桑拿按摩场所,sang'na'an'mo'chang'suo
扫测,sao'ce
扫海,sao'hai
扫海测量,sao'hai'ce'liang
扫雷爆破带,sao'lei'bao'po'dai
扫雷车,sao'lei'che
扫雷辊,sao'lei'gun
扫雷舰,sao'lei'jian
扫雷舰艇队,sao'lei'jian'ting'dui
扫雷具,sao'lei'ju
扫雷犁,sao'lei'li
扫雷锚,sao'lei'mao
扫雷器,sao'lei'qi
扫雷器材,sao'lei'qi'cai
扫雷坦克,sao'lei'tan'ke
扫雷艇,sao'lei'ting
扫雷装置,sao'lei'zhuang'zhi
骚乱事件,sao'luan'shi'jian
扫清射界,sao'qing'she'jie
扫清外围,sao'qing'wai'wei
森林公安机关,sen'lin'gong'an'ji'guan
森林警察,sen'lin'jing'cha
森林伪装,sen'lin'wei'zhuang
沙本,sha'ben
沙本沙茅钩,sha'ben'sha'mao'gou
杀敌以怒,sha'di'yi'nu
沙雕花版,sha'diao'hua'ban
沙恩霍斯特号,sha'en'huo'si'te'hao
沙林,sha'lin
杀灭病原体,sha'mie'bing'yuan'ti
沙漠,sha'mo
沙漠斑点,sha'mo'ban'dian
沙漠地战斗,sha'mo'di'zhan'dou
沙漠数码,sha'mo'shu'ma
沙漠王,sha'mo'wang
沙漠伪装,sha'mo'wei'zhuang
沙盘,sha'pan
沙盘溯源,sha'pan'su'yuan
沙盘作业,sha'pan'zuo'ye
沙丘,sha'qiu
杀伤半径,sha'shang'ban'jing
杀伤爆破弹,sha'shang'bao'po'dan
杀伤弹,sha'shang'dan
杀伤剂,sha'shang'ji
杀伤力,sha'shang'li
杀伤破坏半径,sha'shang'po'huai'ban'jing
杀伤破坏作用,sha'shang'po'huai'zuo'yong
杀伤区,sha'shang'qu
杀伤有生力量,sha'shang'you'sheng'li'liang
杀伤子母弹,sha'shang'zi'mu'dan
沙洲,sha'zhou
山隘,shan'ai
山背,shan'bei
陕北红军,shan'bei'hong'jun
山城号,shan'cheng'hao
山地射击,shan'di'she'ji
闪电攻击,shan'dian'gong'ji
闪电快开,shan'dian'kuai'kai
闪电破敌,shan'dian'po'di
山东军区,shan'dong'jun'qu
山东纵队,shan'dong'zong'dui
山腹,shan'fu
山沟,shan'gou
闪光盲,shan'guang'mang
闪光目标,shan'guang'mu'biao
珊瑚海号,shan'hu'hai'hao
山脊,shan'ji
闪击战,shan'ji'zhan
山简,shan'jian
山口,shan'kou
山林地,shan'lin'di
山林地战斗,shan'lin'di'zhan'dou
山麓,shan'lu
山炮,shan'pao
善枪者甚多,shan'qiang'zhe'shen'duo
山垭口,shan'ya'kou
山腰,shan'yao
善用兵者,shan'yong'bing'zhe
善用潮汐,shan'yong'chao'xi
山岳丛林地,shan'yue'cong'lin'di
山岳丛林作战,shan'yue'cong'lin'zuo'zhan
山战,shan'zhan
善之善者也,shan'zhi'shan'zhe'ye
擅自进入,shan'zi'jin'ru
善卒而养,shan'zu'er'yang
上报通信,shang'bao'tong'xin
上报线,shang'bao'xian
尚不构成犯罪,shang'bu'gou'cheng'fan'zui
上部结构,shang'bu'jie'gou
伤齿龙直跳限,shang'chi'long'zhi'tiao'xian
上船,shang'chuan
上船地域,shang'chuan'di'yu
上船顺序,shang'chuan'shun'xu
上等兵,shang'deng'bing
赏罚孰明,shang'fa'shu'ming
上番,shang'fan
上府,shang'fu
上甘岭,shang'gan'ling
上甘岭战役,shang'gan'ling'zhan'yi
上岗,shang'gang
上官正,shang'guan'zheng
伤害剂量,shang'hai'ji'liang
伤害浓度,shang'hai'nong'du
上护盖,shang'hu'gai
上级,shang'ji
上际头,shang'ji'tou
上级指挥员,shang'ji'zhi'hui'yuan
上架,shang'jia
上甲板,shang'jia'ban
上将,shang'jiang
上将军,shang'jiang'jun
上空,shang'kong
上陆,shang'lu
上陆支援,shang'lu'zhi'yuan
上陆支援炮兵,shang'lu'zhi'yuan'pao'bing
上平,shang'ping
伤情等级,shang'qing'deng'ji
上三旗,shang'san'qi
上升率,shang'sheng'lv
上士,shang'shi
上戍,shang'shu
伤亡辅助协调,shang'wang'fu'zhu'xie'tiao
上尉,shang'wei
商务开发,shang'wu'kai'fa
上下同欲者胜,shang'xia'tong'yu'zhe'sheng
上校,shang'xiao
上仰,shang'yang
上仰轰炸,shang'yang'hong'zha
商业密码机,shang'ye'mi'ma'ji
上游,shang'you
赏战,shang'zhan
少将,shao'jiang
少林板斧,shao'lin'ban'fu
少林双戟,shao'lin'shuang'ji
少年科学画报,shao'nian'ke'xue'hua'bao
少数民族聚居,shao'shu'min'zu'ju'ju
哨位,shao'wei
少尉,shao'wei
稍息,shao'xi
少校,shao'xiao
少则能逃之,shao'ze'neng'tao'zhi
射表,she'biao
射程,she'cheng
射程分析,she'cheng'fen'xi
射程控制,she'cheng'kong'zhi
射程控制系统,she'cheng'kong'zhi'xi'tong
射弹,she'dan
射弹方向,she'dan'fang'xiang
射弹观察,she'dan'guan'cha
射弹距离,she'dan'ju'li
射弹偏差,she'dan'pian'cha
射弹散布,she'dan'san'bu
设防,she'fang
设防工程,she'fang'gong'cheng
设伏,she'fu
设伏火炮,she'fu'huo'pao
设伏歼敌,she'fu'jian'di
设伏坦克,she'fu'tan'ke
蛇腹性铁丝网,she'fu'xing'tie'si'wang
射高,she'gao
社会发展规划,she'hui'fa'zhan'gui'hua
社会广泛参与,she'hui'guang'fan'can'yu
社会捐赠,she'hui'juan'zeng
社会危害程度,she'hui'wei'hai'cheng'du
射击,she'ji
射击靶位,she'ji'ba'wei
射击半径,she'ji'ban'jing
射击出发地线,she'ji'chu'fa'di'xian
射击单元,she'ji'dan'yuan
射击地带,she'ji'di'dai
射击地段,she'ji'di'duan
射击地境,she'ji'di'jing
射击地区,she'ji'di'qu
射击地线,she'ji'di'xian
设计定型,she'ji'ding'xing
射击范围,she'ji'fan'wei
射击方法,she'ji'fang'fa
射击方位,she'ji'fang'wei
射击工事,she'ji'gong'shi
射击规则,she'ji'gui'ze
涉及国家秘密,she'ji'guo'jia'mi'mi
射击基础训练,she'ji'ji'chu'xun'lian
射击纪律,she'ji'ji'lv
射击技术,she'ji'ji'shu
射击教范,she'ji'jiao'fan
射击精度,she'ji'jing'du
射击距离,she'ji'ju'li
射击可达,she'ji'ke'da
射击空域,she'ji'kong'yu
射击口令,she'ji'kou'ling
射击密集度,she'ji'mi'ji'du
射击目标,she'ji'mu'biao
射击能达到,she'ji'neng'da'dao
射击能力,she'ji'neng'li
射击频率,she'ji'pin'lv
射击任务,she'ji'ren'wu
射击扇面,she'ji'shan'mian
射击时,she'ji'shi
射击时间,she'ji'shi'jian
射击手段,she'ji'shou'duan
射击死界,she'ji'si'jie
射击武器,she'ji'wu'qi
射击效果,she'ji'xiao'guo
射击效能,she'ji'xiao'neng
设计新枪,she'ji'xin'qiang
射击修正,she'ji'xiu'zheng
射击学,she'ji'xue
射击学理,she'ji'xue'li
射击训练,she'ji'xun'lian
射击预案,she'ji'yu'an
射击预习,she'ji'yu'xi
射击员,she'ji'yuan
射击指挥,she'ji'zhi'hui
射击指挥练习,she'ji'zhi'hui'lian'xi
射击指示,she'ji'zhi'shi
射击周转,she'ji'zhou'zhuan
射击周转时间,she'ji'zhou'zhuan'shi'jian
射击诸元,she'ji'zhu'yuan
射击准备,she'ji'zhun'bei
射击姿势,she'ji'zi'shi
涉及姿势,she'ji'zi'shi
射角,she'jiao
射界,she'jie
射面,she'mian
社情侦察,she'qing'zhen'cha
社区戒毒,she'qu'jie'du
射伞枪开伞,she'san'qiang'kai'san
射声,she'sheng
射手,she'shou
射手也,she'shou'ye
涉水,she'shui
涉水前进,she'shui'qian'jin
涉水深,she'shui'shen
射速,she'su
射速每分钟,she'su'mei'fen'zhong
射线,she'xian
射线报警器,she'xian'bao'jing'qi
射线辐射,she'xian'fu'she
射线警报器,she'xian'jing'bao'qi
射线找水仪,she'xian'zhao'shui'yi
射线指示仪,she'xian'zhi'shi'yi
射向,she'xiang
射效矫正,she'xiao'jiao'zheng
舍营,she'ying
设营队,she'ying'dui
深弹,shen'dan
深地下,shen'di'xia
深地下核爆炸,shen'di'xia'he'bao'zha
神雕侠侣,shen'diao'xia'lv
深度基准面,shen'du'ji'zhun'mian
深度零点,shen'du'ling'dian
身法要求,shen'fa'yao'qiu
身份证件号码,shen'fen'zheng'jian'hao'ma
神风突击队,shen'feng'tu'ji'dui
审俘,shen'fu
身管,shen'guan
神化无穷,shen'hua'wu'qiong
神剑,shen'jian
神经麻痹,shen'jing'ma'bi
神经失能剂,shen'jing'shi'neng'ji
神经性毒剂,shen'jing'xing'du'ji
神器谱,shen'qi'pu
申请回避,shen'qing'hui'bi
申请侦察,shen'qing'zhen'cha
审时度势,shen'shi'duo'shi
深水,shen'shui
深水核爆炸,shen'shui'he'bao'zha
深水炸弹,shen'shui'zha'dan
深水炸弹攻击,shen'shui'zha'dan'gong'ji
申诉,shen'su
伸缩门桥,shen'suo'men'qiao
渗透性,shen'tou'xing
渗透侦察,shen'tou'zhen'cha
神威烈水枪,shen'wei'lie'shui'qiang
深宵,shen'xiao
身心特点,shen'xin'te'dian
沈阳军区,shen'yang'jun'qu
绳镖,sheng'biao
声波磁性水雷,sheng'bo'ci'xing'shui'lei
声波水雷,sheng'bo'shui'lei
声测侦察,sheng'ce'zhen'cha
生产第一批,sheng'chan'di'yi'pi
生产定型,sheng'chan'ding'xing
生产队,sheng'chan'dui
生存力,sheng'cun'li
生存能力,sheng'cun'neng'li
生存时间,sheng'cun'shi'jian
声东击西,sheng'dong'ji'xi
生动力量,sheng'dong'li'liang
胜负见矣,sheng'fu'jian'yi
升弧,sheng'hu
生活用房,sheng'huo'yong'fang
省级公安机关,sheng'ji'gong'an'ji'guan
圣甲虫军版,sheng'jia'chong'jun'ban
圣甲虫迷彩,sheng'jia'chong'mi'cai
声监测系统,sheng'jian'ce'xi'tong
升交点赤经,sheng'jiao'dian'chi'jing
省军区,sheng'jun'qu
胜可知,sheng'ke'zhi
升空,sheng'kong
升空疏散,sheng'kong'shu'san
绳拉开伞,sheng'la'kai'san
升力风扇系统,sheng'li'feng'shan'xi'tong
生力军,sheng'li'jun
圣蚂蚁,sheng'ma'yi
声纳,sheng'na
声纳浮标,sheng'na'fu'biao
声纳站,sheng'na'zhan
圣旗络人心,sheng'qi'luo'ren'xin
声前掩后,sheng'qian'yan'hou
声望号,sheng'wang'hao
生物弹,sheng'wu'dan
生物防护,sheng'wu'fang'hu
生物武器,sheng'wu'wu'qi
生物武器防护,sheng'wu'wu'qi'fang'hu
生物战,sheng'wu'zhan
生物战剂,sheng'wu'zhan'ji
升限,sheng'xian
胜邪,sheng'xie
盛行风向,sheng'xing'feng'xiang
胜已败者也,sheng'yi'bai'zhe'ye
胜于易胜者也,sheng'yu'yi'sheng'zhe'ye
声战,sheng'zhan
生战,sheng'zhan
十八般武艺,shi'ba'ban'wu'yi
十八种,shi'ba'zhong
识别目标,shi'bie'mu'biao
识别信号,shi'bie'xin'hao
士兵委员会,shi'bing'wei'yuan'hui
实兵演习,shi'bing'yan'xi
实兵指挥,shi'bing'zhi'hui
师部,shi'bu
式步枪,shi'bu'qiang
是步枪,shi'bu'qiang
实传自,shi'chuan'zi
是从枪管后端,shi'cong'qiang'guan'hou'duan
十大军事原则,shi'da'jun'shi'yuan'ze
实弹链盒全重,shi'dan'lian'he'quan'zhong
实弹射击,shi'dan'she'ji
实弹射击教令,shi'dan'she'ji'jiao'ling
实弹匣全重,shi'dan'xia'quan'zhong
实弹演习,shi'dan'yan'xi
实弹战术演习,shi'dan'zhan'shu'yan'xi
是挡拨防御,shi'dang'bo'fang'yu
示敌败相,shi'di'bai'xiang
实地危险界,shi'di'wei'xian'jie
食敌一钟,shi'di'yi'zhong
示短伏奇,shi'duan'fu'qi
示短致长,shi'duan'zhi'chang
十多种,shi'duo'zhong
实而备之,shi'er'bei'zhi
实而示虚,shi'er'shi'xu
实而实之,shi'er'shi'zhi
实而虚之,shi'er'xu'zhi
示范动作,shi'fan'dong'zuo
示范分队,shi'fan'fen'dui
示范演习,shi'fan'yan'xi
示范作业,shi'fan'zuo'ye
施放,shi'fang
施放工具,shi'fang'gong'ju
释放机构,shi'fang'ji'gou
试飞,shi'fei
试飞员,shi'fei'yuan
师份,shi'fen
十分丰富,shi'fen'feng'fu
施工期限,shi'gong'qi'xian
施工顺序,shi'gong'shun'xu
施工装备,shi'gong'zhuang'bei
施工总平面图,shi'gong'zong'ping'mian'tu
是故百战百胜,shi'gu'bai'zhan'bai'sheng
是古代,shi'gu'dai
事管理学,shi'guan'li'xue
试航,shi'hang
市话电缆线路,shi'hua'dian'lan'xian'lu
师级,shi'ji
实际爆心,shi'ji'bao'xin
世纪初,shi'ji'chu
世纪到,shi'ji'dao
始计第一,shi'ji'di'yi
实际控制线,shi'ji'kong'zhi'xian
实际射击距离,shi'ji'she'ji'ju'li
实际射速,shi'ji'she'su
实际问题,shi'ji'wen'ti
世纪中叶,shi'ji'zhong'ye
示假隐真,shi'jia'yin'zhen
石家庄战役,shi'jia'zhuang'zhan'yi
时间内,shi'jian'nei
时间引信,shi'jian'yin'xin
试教,shi'jiao
示教,shi'jiao
视界,shi'jie
世界大战,shi'jie'da'zhan
世界军事科技,shi'jie'jun'shi'ke'ji
世界名刀,shi'jie'ming'dao
世界时,shi'jie'shi
视界死角,shi'jie'si'jiao
视距传输,shi'ju'chuan'shu
视距范围,shi'ju'fan'wei
市局机关,shi'ju'ji'guan
视觉观察,shi'jue'guan'cha
视觉通信,shi'jue'tong'xin
视觉信号,shi'jue'xin'hao
式卡宾枪,shi'ka'bin'qiang
施琅,shi'lang
失利,shi'li
实力统计,shi'li'tong'ji
时令河,shi'ling'he
时令路,shi'ling'lu
十六字诀,shi'liu'zi'jue
石龙锚,shi'long'mao
师旅,shi'lv
史密斯威森,shi'mi'si'wei'sen
使命刀具,shi'ming'dao'ju
室内指挥,shi'nei'zhi'hui
室内作业,shi'nei'zuo'ye
失能,shi'neng
失能性,shi'neng'xing
失能性毒剂,shi'neng'xing'du'ji
失能性战剂,shi'neng'xing'zhan'ji
示破诱敌,shi'po'you'di
十去其六,shi'qu'qi'liu
十去其七,shi'qu'qi'qi
失去战斗力,shi'qu'zhan'dou'li
示弱骄敌,shi'ruo'jiao'di
示弱诱敌,shi'ruo'you'di
试射,shi'she
试射点,shi'she'dian
矢石,shi'shi
实施登陆,shi'shi'deng'lu
实施动员,shi'shi'dong'yuan
实施发射,shi'shi'fa'she
实施工程侦察,shi'shi'gong'cheng'zhen'cha
实施后勤保障,shi'shi'hou'qin'bao'zhang
实时控制,shi'shi'kong'zhi
实施破坏作业,shi'shi'po'huai'zuo'ye
实时气象资料,shi'shi'qi'xiang'zi'liao
事实确凿,shi'shi'que'zao
示实生疑,shi'shi'sheng'yi
实施伪装,shi'shi'wei'zhuang
实始于此,shi'shi'yu'ci
实施战斗,shi'shi'zhan'dou
师首长,shi'shou'zhang
失速,shi'su
识图用图,shi'tu'yong'tu
师团,shi'tuan
是谓乱军引胜,shi'wei'luan'jun'yin'sheng
是谓縻军,shi'wei'mi'jun
视为自动解除,shi'wei'zi'dong'jie'chu
实物工程量,shi'wu'gong'cheng'liang
实习鱼雷,shi'xi'yu'lei
实现定义,shi'xian'ding'yi
示形,shi'xing
实行管制,shi'xing'guan'zhi
实行许可制度,shi'xing'xu'ke'zhi'du
试验靶场,shi'yan'ba'chang
试验爆炸点火,shi'yan'bao'zha'dian'huo
试验场试验,shi'yan'chang'shi'yan
试验发射系统,shi'yan'fa'she'xi'tong
实验室,shi'yan'shi
试验跳伞,shi'yan'tiao'san
实验性演习,shi'yan'xing'yan'xi
试验证明,shi'yan'zheng'ming
师医院,shi'yi'yuan
适应性训练,shi'ying'xing'xun'lian
使用不便,shi'yong'bu'bian
使用范围,shi'yong'fan'wei
使用火绳枪是,shi'yong'huo'sheng'qiang'shi
使用期限,shi'yong'qi'xian
使用时间,shi'yong'shi'jian
使用针刺发火,shi'yong'zhen'ci'fa'huo
使用之法,shi'yong'zhi'fa
实有车日,shi'you'che'ri
师预备队,shi'yu'bei'dui
师预备队阵地,shi'yu'bei'dui'zhen'di
始於杨氏,shi'yu'yang'shi
十则围之,shi'ze'wei'zhi
施诈退敌,shi'zha'tui'di
施诈降敌,shi'zha'xiang'di
势战,shi'zhan
实战,shi'zhan
实战演练,shi'zhan'yan'lian
势者,shi'zhe
师指挥所,shi'zhi'hui'suo
失重,shi'zhong
石竹坑,shi'zhu'keng
十字军东征,shi'zi'jun'dong'zheng
士卒孰练,shi'zu'shu'lian
守备部队,shou'bei'bu'dui
守备炮兵,shou'bei'pao'bing
守备区,shou'bei'qu
手臂伸直向上,shou'bi'shen'zhi'xiang'shang
手刺,shou'ci
首次进行,shou'ci'jin'xing
首次使用,shou'ci'shi'yong
受挫,shou'cuo
受弹器,shou'dan'qi
首发命中,shou'fa'ming'zhong
首发命中率,shou'fa'ming'zhong'lv
收发信区,shou'fa'xin'qu
首飞,shou'fei
手工刀剑,shou'gong'dao'jian
手狗,shou'gou
手机电子串号,shou'ji'dian'zi'chuan'hao
收集证据,shou'ji'zheng'ju
手拉,shou'la
手拉开伞,shou'la'kai'san
手雷,shou'lei
受领,shou'ling
受领任务,shou'ling'ren'wu
手榴弹,shou'liu'dan
首楼,shou'lou
手轮,shou'lun
寿命周期,shou'ming'zhou'qi
首脑工程,shou'nao'gong'cheng
手能忘枪,shou'neng'wang'qiang
手旗,shou'qi
手旗通信,shou'qi'tong'xin
授旗仪式,shou'qi'yi'shi
手枪,shou'qiang
手枪弹药,shou'qiang'dan'yao
首区,shou'qu
收取费用,shou'qu'fei'yong
首曲线,shou'qu'xian
受染,shou'ran
受染地域,shou'ran'di'yu
受染对象,shou'ran'dui'xiang
受染情况,shou'ran'qing'kuang
收容车,shou'rong'che
收容队,shou'rong'dui
收容站,shou'rong'zhan
守势,shou'shi
守听,shou'ting
守听单位,shou'ting'dan'wei
授衔,shou'xian
首先需要,shou'xian'xu'yao
收信机,shou'xin'ji
收信频率,shou'xin'pin'lv
手摇水泵,shou'yao'shui'beng
守则不足,shou'ze'bu'zu
受战,shou'zhan
守战,shou'zhan
首长机关演习,shou'zhang'ji'guan'yan'xi
首长决心图,shou'zhang'jue'xin'tu
首舟,shou'zhou
守捉,shou'zhuo
首子午线,shou'zi'wu'xian
戍副,shu'fu
输金止间,shu'jin'zhi'jian
竖井,shu'jing
数据传输,shu'ju'chuan'shu
数据通信,shu'ju'tong'xin
数据通信设备,shu'ju'tong'xin'she'bei
数据网,shu'ju'wang
疏开,shu'kai
疏开地区,shu'kai'di'qu
疏开地域,shu'kai'di'yu
疏开队形,shu'kai'dui'xing
枢纽转移,shu'niu'zhuan'yi
疏散地域,shu'san'di'yu
疏散配置,shu'san'pei'zhi
疏散区,shu'san'qu
数生称,shu'sheng'cheng
熟食保障,shu'shi'bao'zhang
鼠式坦克,shu'shi'tan'ke
输送队,shu'song'dui
输送计划,shu'song'ji'hua
输送命令,shu'song'ming'ling
输送梯队,shu'song'ti'dui
书写笔录,shu'xie'bi'lu
树叶传单,shu'ye'chuan'dan
鼠疫杆菌,shu'yi'gan'jun
输油管,shu'you'guan
输油管线,shu'you'guan'xian
输油管线部队,shu'you'guan'xian'bu'dui
书战,shu'zhan
述职报告,shu'zhi'bao'gao
熟之而已,shu'zhi'er'yi
树帜设疑,shu'zhi'she'yi
戍主,shu'zhu
数字地形模型,shu'zi'di'xing'mo'xing
数字化,shu'zi'hua
数字化部队,shu'zi'hua'bu'dui
数字化地图,shu'zi'hua'di'tu
数字技术联网,shu'zi'ji'shu'lian'wang
数字通信,shu'zi'tong'xin
摔打捕俘,shuai'da'bu'fu
甩浆机,shuai'jiang'ji
率领编队,shuai'ling'bian'dui
