按电钮点焊,an'dian'niu'dian'han
硬焊,ying'han
硬化区,ying'hua'qu
应力腐蚀开裂,ying'li'fu'shi'kai'lie
应力腐蚀裂纹,ying'li'fu'shi'lie'wen
应力腐蚀临界应力强度因子,ying'li'fu'shi'lin'jie'ying'li'qiang'du'yin'zi
应力集中系数,ying'li'ji'zhong'xi'shu
应力强度因子,ying'li'qiang'du'yin'zi
应力松弛,ying'li'song'chi
应力重分布,ying'li'zhong'fen'bu
硬钎汉,ying'qian'han
硬钎焊,ying'qian'han
硬钎料,ying'qian'liao
硬质合金熔焊,ying'zhi'he'jin'rong'han
有凹凸的焊帽,you'ao'tu'de'han'mao
有保护的电弧焊,you'bao'hu'de'dian'hu'han
有保护碳弧焊,you'bao'hu'tan'hu'han
有电顶锻时间,you'dian'ding'duan'shi'jian
油罐焊接,you'guan'han'jie
右焊法,you'han'fa
有机热载体炉,you'ji're'zai'ti'lu
有间隙焊接,you'jian'xi'han'jie
有间隙接头,you'jian'xi'jie'tou
有坡口焊缝,you'po'kou'han'feng
有坡口焊接接头,you'po'kou'han'jie'jie'tou
有缺陷的焊缝,you'que'xian'de'han'feng
油燃烧器,you'ran'shao'qi
油雾化器,you'wu'hua'qi
右向焊,you'xiang'han
有效壁厚,you'xiao'bi'hou
有效压头,you'xiao'ya'tou
有型焊接,you'xing'han'jie
游移块焊接,you'yi'kuai'han'jie
预防措施,yu'fang'cuo'shi
余高,yu'gao
鱼骨形裂纹试验,yu'gu'xing'lie'wen'shi'yan
预焊,yu'han
预埋件,yu'mai'jian
与母材等强,yu'mu'cai'deng'qiang
与母材等强等强焊缝,yu'mu'cai'deng'qiang'deng'qiang'han'feng
预热电弧焊接,yu're'dian'hu'han'jie
预热电流,yu're'dian'liu
余热锅炉余热锅炉,yu're'guo'lu'yu're'guo'lu
预热火焰,yu're'huo'yan
预热器,yu're'qi
预热时间,yu're'shi'jian
预热温度,yu're'wen'du
预热压力焊,yu're'ya'li'han
预热氧,yu're'yang
玉髓燧石,yu'sui'sui'shi
预压时间,yu'ya'shi'jian
预应变焊接,yu'ying'bian'han'jie
预制焊模,yu'zhi'han'mo
预制角,yu'zhi'jiao
预置角,yu'zhi'jiao
预制下料,yu'zhi'xia'liao
圆棒裂纹试验,yuan'bang'lie'wen'shi'yan
圆环电弧焊,yuan'huan'dian'hu'han
圆角焊肉厚,yuan'jiao'han'rou'hou
圆形镶块裂纹试验,yuan'xing'xiang'kuai'lie'wen'shi'yan
原子氢焊,yuan'zi'qing'han
原子氢焊机,yuan'zi'qing'han'ji
原子氢焊接,yuan'zi'qing'han'jie
约定负载电压,yue'ding'fu'zai'dian'ya
悦焊接式应变计,yue'han'jie'shi'ying'bian'ji
约束下焊接,yue'shu'xia'han'jie
运动压头,yun'dong'ya'tou
运条方式,yun'tiao'fang'shi
允许偏差,yun'xu'pian'cha
在焊缝边上,zai'han'feng'bian'shang
在焊缝上,zai'han'feng'shang
在焊接容器上,zai'han'jie'rong'qi'shang
再结晶焊接,zai'jie'jing'han'jie
再热裂纹,zai're'lie'wen
再热器,zai're'qi
再入流射,zai'ru'liu'she
再入射流,zai'ru'she'liu
再生式回转空气预热器,zai'sheng'shi'hui'zhuan'kong'qi'yu're'qi
再引弧,zai'yin'hu
再引弧电压,zai'yin'hu'dian'ya
暂焊,zan'han
凿井机,zao'jing'ji
造气剂,zao'qi'ji
造渣剂,zao'zha'ji
增加焊缝,zeng'jia'han'feng
增加焊缝未加工焊缝,zeng'jia'han'feng'wei'jia'gong'han'feng
增强衬板,zeng'qiang'chen'ban
增压锅炉,zeng'ya'guo'lu
增压循环流化床锅炉,zeng'ya'xun'huan'liu'hua'chuang'guo'lu
渣壁过渡,zha'bi'guo'du
渣池,zha'chi
渣池电压,zha'chi'dian'ya
渣池深度,zha'chi'shen'du
渣壳,zha'ke
渣系,zha'xi
渣系相图,zha'xi'xiang'tu
窄道焊,zhai'dao'han
窄焊道焊接,zhai'han'dao'han'jie
窄焊缝,zhai'han'feng
窄间隙单面焊,zhai'jian'xi'dan'mian'han
窄间隙单面自动电弧焊,zhai'jian'xi'dan'mian'zi'dong'dian'hu'han
窄间隙电渣焊,zhai'jian'xi'dian'zha'han
窄间隙焊,zhai'jian'xi'han
窄间隙焊接,zhai'jian'xi'han'jie
窄间隙埋弧焊,zhai'jian'xi'mai'hu'han
窄间隙埋弧焊焊剂,zhai'jian'xi'mai'hu'han'han'ji
斩波阻焊电源,zhan'bo'zu'han'dian'yuan
粘焊,zhan'han
粘接剂,zhan'jie'ji
沾污,zhan'wu
胀管,zhang'guan
胀管率,zhang'guan'lv
胀焊,zhang'han
折迭,zhe'die
折焰角,zhe'yan'jiao
镇定变阻器,zhen'ding'bian'zu'qi
振动电弧堆焊,zhen'dong'dian'hu'dui'han
振动焊,zhen'dong'han
振动炉排,zhen'dong'lu'pai
针尖状气孔,zhen'jian'zhuang'qi'kong
针脚点焊,zhen'jiao'dian'han
针脚点焊法,zhen'jiao'dian'han'fa
针角焊接,zhen'jiao'han'jie
真空等离子喷涂,zhen'kong'deng'li'zi'pen'tu
真空电子束焊,zhen'kong'dian'zi'shu'han
真空度,zhen'kong'du
真空度检漏,zhen'kong'du'jian'lou
真空焊接,zhen'kong'han'jie
真空扩散焊,zhen'kong'kuo'san'han
真空扩散焊接,zhen'kong'kuo'san'han'jie
真空钎焊,zhen'kong'qian'han
真空相变热水锅炉,zhen'kong'xiang'bian're'shui'guo'lu
枕形气密检验,zhen'xing'qi'mi'jian'yan
枕形气密试验,zhen'xing'qi'mi'shi'yan
针状铁素体,zhen'zhuang'tie'su'ti
正侧面填角焊缝,zheng'ce'mian'tian'jiao'han'feng
正常焊接,zheng'chang'han'jie
蒸发受热面,zheng'fa'shou're'mian
正接,zheng'jie
整流焊机,zheng'liu'han'ji
整流式焊机,zheng'liu'shi'han'ji
正面角焊,zheng'mian'jiao'han
正面角焊缝,zheng'mian'jiao'han'feng
正面填角焊,zheng'mian'tian'jiao'han
蒸汽吹灰,zheng'qi'chui'hui
蒸汽锅炉,zheng'qi'guo'lu
蒸气激光切割,zheng'qi'ji'guang'qie'ge
蒸汽净化,zheng'qi'jing'hua
蒸汽品质,zheng'qi'pin'zhi
蒸气钎焊,zheng'qi'qian'han
蒸汽湿度,zheng'qi'shi'du
蒸汽污染,zheng'qi'wu'ran
正手焊,zheng'shou'han
正手焊法,zheng'shou'han'fa
正向熔接,zheng'xiang'rong'jie
整周焊缝,zheng'zhou'han'feng
整周焊缝环焊缝,zheng'zhou'han'feng'huan'han'feng
趾部焊缝,zhi'bu'han'feng
支承式锅炉构架,zhi'cheng'shi'guo'lu'gou'jia
直电极,zhi'dian'ji
置换氧化,zhi'huan'yang'hua
直接电弧焊,zhi'jie'dian'hu'han
直接焊珠焊接,zhi'jie'han'zhu'han'jie
直接闪光焊,zhi'jie'shan'guang'han
质量比,zhi'liang'bi
质量含汽率,zhi'liang'han'qi'lv
质量合格证书,zhi'liang'he'ge'zheng'shu
质量流速,zhi'liang'liu'su
质量证明书,zhi'liang'zheng'ming'shu
直流电弧焊,zhi'liu'dian'hu'han
直流分量抑制器,zhi'liu'fen'liang'yi'zhi'qi
直流锅炉,zhi'liu'guo'lu
直流弧焊电源,zhi'liu'hu'han'dian'yuan
直流弧焊机,zhi'liu'hu'han'ji
直流式煤粉燃烧器,zhi'liu'shi'mei'fen'ran'shao'qi
致密焊缝,zhi'mi'han'feng
制品焊接,zhi'pin'han'jie
直上焊接能力,zhi'shang'han'jie'neng'li
直射法超声波探伤,zhi'she'fa'chao'sheng'bo'tan'shang
直射法超声探伤,zhi'she'fa'chao'sheng'tan'shang
指示值,zhi'shi'zhi
直线度,zhi'xian'du
直线焊缝焊接,zhi'xian'han'feng'han'jie
直线焊接,zhi'xian'han'jie
指形裂纹试验,zhi'xing'lie'wen'shi'yan
指形镶块裂纹试验,zhi'xing'xiang'kuai'lie'wen'shi'yan
制造图纸,zhi'zao'tu'zhi
制作图,zhi'zuo'tu
中电流等离子弧焊,zhong'dian'liu'deng'li'zi'hu'han
中幅板,zhong'fu'ban
中国机械工程学会焊接学会,zhong'guo'ji'xie'gong'cheng'xue'hui'han'jie'xue'hui
重力焊,zhong'li'han
重力焊条,zhong'li'han'tiao
重力式电弧焊,zhong'li'shi'dian'hu'han
重皮,zhong'pi
中心焰,zhong'xin'yan
中心支架,zhong'xin'zhi'jia
重型炉墙,zhong'xing'lu'qiang
中性焰,zhong'xing'yan
中压锅炉,zhong'ya'guo'lu
中压乙炔发生器,zhong'ya'yi'que'fa'sheng'qi
中真空电子束焊,zhong'zhen'kong'dian'zi'shu'han
重直度,zhong'zhi'du
轴测图,zhou'ce'tu
轴流式分离器,zhou'liu'shi'fen'li'qi
周圈接缝,zhou'quan'jie'feng
周围焊缝,zhou'wei'han'feng
逐步退焊法,zhu'bu'tui'han'fa
逐层切割法,zhu'ceng'qie'ge'fa
柱钉电弧焊,zhu'ding'dian'hu'han
柱钉焊接,zhu'ding'han'jie
珠光耐热体,zhu'guang'nai're'ti
珠光体耐热钢焊条,zhu'guang'ti'nai're'gang'han'tiao
珠焊,zhu'han
铸焊,zhu'han
主焊缝,zhu'han'feng
铸焊钢轨接头,zhu'han'gang'gui'jie'tou
铸焊焊缝,zhu'han'han'feng
铸焊结构,zhu'han'jie'gou
主弧,zhu'hu
柱极焊,zhu'ji'han
珠击熔接法,zhu'ji'rong'jie'fa
铸浇焊,zhu'jiao'han
煮炉,zhu'lu
贮能焊,zhu'neng'han
贮能摩擦焊,zhu'neng'mo'ca'han
注水式乙炔发生器,zhu'shui'shi'yi'que'fa'sheng'qi
铸铁锅炉,zhu'tie'guo'lu
铸铁肋片管式空气预热器,zhu'tie'lei'pian'guan'shi'kong'qi'yu're'qi
铸铁肋片管式省煤器,zhu'tie'lei'pian'guan'shi'sheng'mei'qi
铸铜电焊条,zhu'tong'dian'han'tiao
铸芯焊条,zhu'xin'han'tiao
主要焊缝,zhu'yao'han'feng
转动位置,zhuan'dong'wei'zhi
转移焊,zhuan'yi'han
转移弧,zhuan'yi'hu
转移弧电源,zhuan'yi'hu'dian'yuan
装焊平台,zhuang'han'ping'tai
装架焊接,zhuang'jia'han'jie
装配焊接,zhuang'pei'han'jie
装配焊接顺序,zhuang'pei'han'jie'shun'xu
装药量,zhuang'yao'liang
装药密度,zhuang'yao'mi'du
锥头电极,zhui'tou'dian'ji
准解理断口,zhun'jie'li'duan'kou
准稳定温度场,zhun'wen'ding'wen'du'chang
着色检验,zhuo'se'jian'yan
着色探伤,zhuo'se'tan'shang
自保护电弧焊,zi'bao'hu'dian'hu'han
自保护焊丝,zi'bao'hu'han'si
自保护药芯焊丝电弧焊,zi'bao'hu'yao'xin'han'si'dian'hu'han
自动保护金属极电弧焊,zi'dong'bao'hu'jin'shu'ji'dian'hu'han
自动点焊,zi'dong'dian'han
自动点焊法,zi'dong'dian'han'fa
自动电焊机,zi'dong'dian'han'ji
自动电弧焊缝管,zi'dong'dian'hu'han'feng'guan
自动电弧焊接机头,zi'dong'dian'hu'han'jie'ji'tou
自动电渣焊,zi'dong'dian'zha'han
自动堆焊,zi'dong'dui'han
自动焊,zi'dong'han
自动焊操作工,zi'dong'han'cao'zuo'gong
自动焊工,zi'dong'han'gong
自动焊机走架,zi'dong'han'ji'zou'jia
自动焊接,zi'dong'han'jie
自动焊接工艺规程,zi'dong'han'jie'gong'yi'gui'cheng
自动焊接机,zi'dong'han'jie'ji
自动焊接系统,zi'dong'han'jie'xi'tong
自动焊抗裂试验,zi'dong'han'kang'lie'shi'yan
自动焊裂纹试验,zi'dong'han'lie'wen'shi'yan
自动焊头,zi'dong'han'tou
自动弧焊机,zi'dong'hu'han'ji
自动控制弧长的钨极电弧焊,zi'dong'kong'zhi'hu'chang'de'wu'ji'dian'hu'han
自动埋弧焊,zi'dong'mai'hu'han
自动气割,zi'dong'qi'ge
自动切割,zi'dong'qie'ge
自动双弧焊机,zi'dong'shuang'hu'han'ji
自动调弧氩弧焊,zi'dong'tiao'hu'ya'hu'han
自动调节电弧焊,zi'dong'tiao'jie'dian'hu'han
自动脱落焊渣,zi'dong'tuo'luo'han'zha
自动脱落熔渣,zi'dong'tuo'luo'rong'zha
自动压合热焊,zi'dong'ya'he're'han
自动氩弧焊,zi'dong'ya'hu'han
自耗导电咀电渣焊,zi'hao'dao'dian'ju'dian'zha'han
自耗定向电渣焊,zi'hao'ding'xiang'dian'zha'han
自激电焊发电机,zi'ji'dian'han'fa'dian'ji
自激弧焊发电机,zi'ji'hu'han'fa'dian'ji
自钎剂钎料,zi'qian'ji'qian'liao
自清理,zi'qing'li
自然通风,zi'ran'tong'feng
自然循环锅炉,zi'ran'xun'huan'guo'lu
自溶剂合金粉末,zi'rong'ji'he'jin'fen'mo
自熔剂合金粉末,zi'rong'ji'he'jin'fen'mo
自调电弧焊,zi'tiao'dian'hu'han
自调节电弧,zi'tiao'jie'dian'hu
自调节电弧焊,zi'tiao'jie'dian'hu'han
自调节弧焊变压器,zi'tiao'jie'hu'han'bian'ya'qi
自由变形,zi'you'bian'xing
纵缝,zong'feng
纵缝焊接,zong'feng'han'jie
综合焊条,zong'he'han'tiao
综合可焊性,zong'he'ke'han'xing
纵横两用缝焊机,zong'heng'liang'yong'feng'han'ji
总碱度,zong'jian'du
纵列多丝埋弧焊,zong'lie'duo'si'mai'hu'han
纵裂纹,zong'lie'wen
总流量,zong'liu'liang
总留量,zong'liu'liang
纵弯试验,zong'wan'shi'yan
纵向的,zong'xiang'de
纵向电阻缝焊,zong'xiang'dian'zu'feng'han
纵向缝焊,zong'xiang'feng'han
纵向焊缝,zong'xiang'han'feng
纵向焊接,zong'xiang'han'jie
纵向角焊,zong'xiang'jiao'han
纵向裂纹,zong'xiang'lie'wen
总硬度,zong'ying'du
阻焊加压,zu'han'jia'ya
组焊前,zu'han'qian
阻流剂,zu'liu'ji
组元,zu'yuan
组装锅炉,zu'zhuang'guo'lu
组装件,zu'zhuang'jian
钻井机,zuan'jing'ji
钻井平台,zuan'jing'ping'tai
最大连续蒸发量,zui'da'lian'xu'zheng'fa'liang
最高硬度试验,zui'gao'ying'du'shi'yan
最高允许工作压力,zui'gao'yun'xu'gong'zuo'ya'li
最后焊层,zui'hou'han'ceng
最小电压原理,zui'xiao'dian'ya'yuan'li
最小需要壁厚,zui'xiao'xu'yao'bi'hou
左焊,zuo'han
左焊法,zuo'han'fa
左向焊,zuo'xiang'han
左向焊法,zuo'xiang'han'fa
