哀情吉语本难双,ai'qing'ji'yu'ben'nan'shuang
学贯九流,xue'guan'jiu'liu
薛蘅芜讽和螃蟹咏,xue'heng'wu'feng'he'pang'xie'yong
学剑术虽疏,xue'jian'shu'sui'shu
薛媒婆说娶孟三儿,xue'mei'po'shuo'qu'meng'san'er
雪芹,xue'qin
学让国燕哙召兵,xue'rang'guo'yan'kuai'zhao'bing
薛文龙悔娶河东吼,xue'wen'long'hui'qu'he'dong'hou
薛文起复惹放流刑,xue'wen'qi'fu're'fang'liu'xing
薛小妹新编怀古诗,xue'xiao'mei'xin'bian'huai'gu'shi
学以致用,xue'yi'zhi'yong
学忆朱张绵圣脉,xue'yi'zhu'zhang'mian'sheng'mai
学有因革通变为雄,xue'you'yin'ge'tong'bian'wei'xiong
学宗邹鲁,xue'zong'zou'lu
寻洞擒妖逢老寿,xun'dong'qin'yao'feng'lao'shou
训诂笺注,xun'gu'jian'zhu
训劣子李贵承申饬,xun'lie'zi'li'gui'cheng'shen'chi
荀林父纵属亡师,xun'lin'fu'zong'shu'wang'shi
浔阳楼宋江吟反诗,xun'yang'lou'song'jiang'yin'fan'shi
勋业震华夷中外,xun'ye'zhen'hua'yi'zhong'wai
训有方,xun'you'fang
宴长江曹操赋诗,yan'chang'jiang'cao'cao'fu'shi
严成方较锤结义,yan'cheng'fang'jiao'chui'jie'yi
晏蛾儿逾墙殉节,yan'e'er'yu'qiang'xun'jie
演钩连大破连环马,yan'gou'lian'da'po'lian'huan'ma
宴海棠贾母赏花妖,yan'hai'tang'jia'mu'shang'hua'yao
淹蹇,yan'jian
燕京学报,yan'jing'xue'bao
魇魔法叔嫂逢五鬼,yan'mo'fa'shu'sao'feng'wu'gui
宴宁府宝玉会秦钟,yan'ning'fu'bao'yu'hui'qin'zhong
晏平仲二桃杀三士,yan'ping'zhong'er'tao'sha'san'shi
晏平仲巧辩服荆蛮,yan'ping'zhong'qiao'bian'fu'jing'man
阎婆大闹郓城县,yan'po'da'nao'yun'cheng'xian
眼前可悟到斯道源头,yan'qian'ke'wu'dao'si'dao'yuan'tou
燕青秋林渡射,yan'qing'qiu'lin'du'she
燕青月夜遇道君,yan'qing'yue'ye'yu'dao'jun
燕青智扑擎天柱,yan'qing'zhi'pu'qing'tian'zhu
宴桃园豪杰三结义,yan'tao'yuan'hao'jie'san'jie'yi
颜统军阵列混天像,yan'tong'jun'zhen'lie'hun'tian'xiang
沿袭,yan'xi
颜习斋,yan'xi'zhai
言语科子贡说列国,yan'yu'ke'zi'gong'shuo'lie'guo
严装更哭同舟侣,yan'zhuang'geng'ku'tong'zhou'lv
杨伯起清可质天,yang'bo'qi'qing'ke'zhi'tian
杨藏本,yang'cang'ben
杨奉董承双救驾,yang'feng'dong'cheng'shuang'jiu'jia
杨阜借兵破马,yang'fu'jie'bing'po'ma
杨姑娘气骂张四舅,yang'gu'niang'qi'ma'zhang'si'jiu
杨光彦作当面豺狼,yang'guang'yan'zuo'dang'mian'chai'lang
养活一团春意思,yang'huo'yi'tuan'chun'yi'si
杨继周力敌番将,yang'ji'zhou'li'di'fan'jiang
杨景梦传杀手锏,yang'jing'meng'chuan'sha'shou'jian
杨林怒摆长蛇阵,yang'lin'nu'bai'chang'she'zhen
杨林强嗣秦叔宝,yang'lin'qiang'si'qin'shu'bao
杨钦暗献地理图,yang'qin'an'xian'di'li'tu
养赡,yang'shan
杨雄醉骂潘巧云,yang'xiong'zui'ma'pan'qiao'yun
杨休,yang'xiu
杨休山立,yang'xiu'shan'li
养育,yang'yu
杨再兴误走小商河,yang'zai'xing'wu'zou'xiao'shang'he
杨志押送金银担,yang'zhi'ya'song'jin'yin'dan
养志早抽簪,yang'zhi'zao'chou'zan
仰足以事父母俯足以畜妻子,yang'zu'yi'shi'fu'mu'fu'zu'yi'chu'qi'zi
要大门闾,yao'da'men'lv
咬金学斧闹中宵,yao'jin'xue'fu'nao'zhong'xiao
要离贪名刺庆忌,yao'li'tan'ming'ci'qing'ji
妖魔宝放烟沙火,yao'mo'bao'fang'yan'sha'huo
要守六百年家法,yao'shou'liu'bai'nian'jia'fa
妖邪假设小雷音,yao'xie'jia'she'xiao'lei'yin
腰圆背厚,yao'yuan'bei'hou
也当泣血三年,ye'dang'qi'xue'san'nian
业精于勤,ye'jing'yu'qin
遗爱在川湖,yi'ai'zai'chuan'hu
一瓣香祝成本性,yi'ban'xiang'zhu'cheng'ben'xing
一笔多用,yi'bi'duo'yong
遗表数百言,yi'biao'shu'bai'yan
一别竟伤春去也,yi'bie'jing'shang'chun'qu'ye
忆草檄纷驰,yi'cao'xi'fen'chi
一尺布,yi'chi'bu
忆畴昔晨昏聚处,yi'chou'xi'chen'hun'ju'chu
伊川先生书像赞,yi'chuan'xian'sheng'shu'xiang'zan
亦纯儒,yi'chun'ru
异代恩加忠肃谥,yi'dai'en'jia'zhong'su'shi
一代风流直到今,yi'dai'feng'liu'zhi'dao'jin
一代元戎,yi'dai'yuan'rong
异地同临明月色,yi'di'tong'lin'ming'yue'se
一饭尚铭恩,yi'fan'shang'ming'en
一概无措,yi'gai'wu'cuo
一怪空怀情欲喜,yi'guai'kong'huai'qing'yu'xi
怡红院里斗娇娥,yi'hong'yuan'li'dou'jiao'e
一花一石如有意,yi'hua'yi'dan'ru'you'yi
一击两鸣,yi'ji'liang'ming
以假混真宝玉疯癫,yi'jia'hun'zhen'bao'yu'feng'dian
异境名山,yi'jing'ming'shan
一茎数穗国之祥,yi'jing'shu'sui'guo'zhi'xiang
遗经在抱,yi'jing'zai'bao
忆酒绿灯红,yi'jiu'lv'deng'hong
一卷书,yi'juan'shu
遗诀酸辛,yi'jue'suan'xin
一粒金丹天上得,yi'li'jin'dan'tian'shang'de
意马忆心猿,yi'ma'yi'xin'yuan
意绵绵静日玉生香,yi'mian'mian'jing'ri'yu'sheng'xiang
佚名贺左宗棠七十寿诞,yi'ming'he'zuo'zong'tang'qi'shi'shou'dan
亦名将,yi'ming'jiang
佚名挽左宗棠,yi'ming'wan'zuo'zong'tang
以名吾亭,yi'ming'wu'ting
一瞑奚惜,yi'ming'xi'xi
一攀丹桂,yi'pan'dan'gui
一抔荒土苍梧泪,yi'pou'huang'tu'cang'wu'lei
以奇猷协枚卜,yi'qi'you'xie'mei'bu
毅然华栋,yi'ran'hua'dong
已然尽知,yi'ran'jin'zhi
异日应多天下士,yi'ri'ying'duo'tian'xia'shi
以上三联曲阜孔庙亦有,yi'shang'san'lian'qu'fu'kong'miao'yi'you
以上为贯穿中轴的主要建筑,yi'shang'wei'guan'chuan'zhong'zhou'de'zhu'yao'jian'zhu
一生大节昭昭,yi'sheng'da'jie'zhao'zhao
义胜欲,yi'sheng'yu
义士冲配孟州道,yi'shi'chong'pei'meng'zhou'dao
以示生徒对老师的礼遇,yi'shi'sheng'tu'dui'lao'shi'de'li'yu
一事无成,yi'shi'wu'cheng
宜疏不宜堵,yi'shu'bu'yi'du
一水长流池不涸,yi'shui'chang'liu'chi'bu'he
诒他无味要他尝,yi'ta'wu'wei'yao'ta'chang
一体拜真如,yi'ti'bai'zhen'ru
一体难修真寂灭,yi'ti'nan'xiu'zhen'ji'mie
以投效结主知,yi'tou'xiao'jie'zhu'zhi
以退食豫机宜,yi'tui'shi'yu'ji'yi
议温明董卓叱丁原,yi'wen'ming'dong'zhuo'chi'ding'yuan
忆檄飞湘幕,yi'xi'fei'xiang'mu
忆昔湖山佳处,yi'xi'hu'shan'jia'chu
以下是书院右侧的祭祀建筑群,yi'xia'shi'shu'yuan'you'ce'de'ji'si'jian'zhu'qun
一心履薄临深,yi'xin'lv'bo'lin'shen
易雪冰,yi'xue'bing
一夜春眠魂梦娇,yi'ye'chun'mian'hun'meng'jiao
以一身系天下安危者三十年,yi'yi'shen'xi'tian'xia'an'wei'zhe'san'shi'nian
一丈青单捉王矮虎,yi'zhang'qing'dan'zhuo'wang'ai'hu
翼轸,yi'zhen
翼轸衡湘并丽,yi'zhen'heng'xiang'bing'li
绎志多忘嗟老大,yi'zhi'duo'wang'jie'lao'da
亦忠于桑梓,yi'zhong'yu'sang'zi
一樽浊酒,yi'zun'zhuo'jiu
亦作,yi'zuo
因抱恙玉姐含酸,yin'bao'yang'yu'jie'han'suan
隐不在山,yin'bu'zai'shan
阴超凡佳人双护玉,yin'chao'fan'jia'ren'shuang'hu'yu
因崇作祟,yin'chong'zuo'sui
因讹成实元妃薨逝,yin'e'cheng'shi'yuan'fei'hong'shi
淫妇药鸩武大郎,yin'fu'yao'zhen'wu'da'lang
引鬼进门,yin'gui'jin'men
淫秽污臭,yin'hui'wu'chou
引魂升天,yin'hun'sheng'tian
饮鸠药武大遭殃,yin'jiu'yao'wu'da'zao'yang
淫滥,yin'lan
因麒麟伏白首双星,yin'qi'lin'fu'bai'shou'shuang'xing
因射鹿秦王落难,yin'she'lu'qin'wang'luo'nan
殷实,yin'shi
音书寄涕泪,yin'shu'ji'ti'lei
因嫌纱帽小,yin'xian'sha'mao'xiao
音响全无,yin'xiang'quan'wu
阴阳,yin'yang
淫邀艳约,yin'yao'yan'yue
饮之太和,yin'zhi'tai'he
应宝时题浙江省杭州左宗棠祠,ying'bao'shi'ti'zhe'jiang'sheng'hang'zhou'zuo'zong'tang'ci
应伯爵隔花戏金钏,ying'bo'jue'ge'hua'xi'jin'chuan
应伯爵劝当铜锣,ying'bo'jue'quan'dang'tong'luo
应伯爵山洞戏春娇,ying'bo'jue'shan'dong'xi'chun'jiao
应伯爵替花邀酒,ying'bo'jue'ti'hua'yao'jiu
应伯爵戏衔玉臂,ying'bo'jue'xi'xian'yu'bi
应伯爵追欢喜庆,ying'bo'jue'zhui'huan'xi'qing
英才造就无疆,ying'cai'zao'jiu'wu'jiang
鹰愁涧意马收缰,ying'chou'jian'yi'ma'shou'jiang
迎春儿隙底私窥,ying'chun'er'xi'di'si'kui
应对联,ying'dui'lian
婴儿问母知邪正,ying'er'wen'mu'zhi'xie'zheng
婴儿戏化禅心乱,ying'er'xi'hua'chan'xin'luan
英风宛在,ying'feng'wan'zai
应呼雄鬼,ying'hu'xiong'gui
英灵郁天海风涛,ying'ling'yu'tian'hai'feng'tao
英名百战总是空,ying'ming'bai'zhan'zong'shi'kong
英名擅八区,ying'ming'shan'ba'qu
营生,ying'sheng
英雄混战少华山,ying'xiong'hun'zhan'shao'hua'shan
影影绰绰,ying'ying'chuo'chuo
应知鼎石肝肠皆铁,ying'zhi'ding'shi'gan'chang'jie'tie
永垂道法,yong'chui'dao'fa
雍大夫计杀无知,yong'dai'fu'ji'sha'wu'zhi
永奠湖湘子弟魂,yong'dian'hu'xiang'zi'di'hun
永福寺夫人逢故主,yong'fu'si'fu'ren'feng'gu'zhu
涌金门张顺归神,yong'jin'men'zhang'shun'gui'shen
用奇谋孔明借箭,yong'qi'mou'kong'ming'jie'jian
勇情雯病补孔雀裘,yong'qing'wen'bing'bu'kong'que'qiu
用于句首,yong'yu'ju'shou
邮传部大臣张百熙挽左宗棠,you'chuan'bu'da'chen'zhang'bai'xi'wan'zuo'zong'tang
有此须臾便千古,you'ci'xu'yu'bian'qian'gu
诱导,you'dao
又副钗,you'fu'chai
忧国如家,you'guo'ru'jia
有即学仙,you'ji'xue'xian
由静而明,you'jing'er'ming
由敬而强,you'jing'er'qiang
犹恐意中人看出,you'kong'yi'zhong'ren'kan'chu
由幕宾而督师,you'mu'bin'er'du'shi
又溺一个,you'ni'yi'ge
悠然会太极,you'ran'hui'tai'ji
有如此水,you'ru'ci'shui
有如时雨化之者,you'ru'shi'yu'hua'zhi'zhe
又弱一个,you'ruo'yi'ge
尤三姐思嫁柳二郎,you'san'jie'si'jia'liu'er'lang
有善策,you'shan'ce
幽淑女悲题五美吟,you'shu'nv'bei'ti'wu'mei'yin
有同有异,you'tong'you'yi
幽王烽火戏诸侯,you'wang'feng'huo'xi'zhu'hou
由乡贤而入阁,you'xiang'xian'er'ru'ge
忧以终身,you'yi'zhong'shen
又吟乡曲落梅中,you'yin'xiang'qu'luo'mei'zhong
有正书局戚序大字本,you'zheng'shu'ju'qi'xu'da'zi'ben
有忠信可涉风波,you'zhong'xin'ke'she'feng'bo
有周不显,you'zhou'bu'xian
与曾公文正,yu'ceng'gong'wen'zheng
尉迟恭抢关劫寨,yu'chi'gong'qiang'guan'jie'zhai
尉迟恭双纳二女,yu'chi'gong'shuang'na'er'nv
尉迟恭脱祸归农,yu'chi'gong'tuo'huo'gui'nong
尉迟恭无心背主,yu'chi'gong'wu'xin'bei'zhu
尉迟恭御园护主,yu'chi'gong'yu'yuan'hu'zhu
尉迟恭诈称疯魔,yu'chi'gong'zha'cheng'feng'mo
饫甘厌肥,yu'gan'yan'fei
宇给事劾倒杨提督,yu'gei'shi'he'dao'yang'ti'du
御果园秦王遇雄信,yu'guo'yuan'qin'wang'yu'xiong'xin
遇胡僧现身施药,yu'hu'seng'xian'shen'shi'yao
玉阶金瓦雪澌澌,yu'jie'jin'wa'xue'si'si
淤泥河罗成捐躯,yu'ni'he'luo'cheng'juan'qu
与前联,yu'qian'lian
玉泉山关公显圣,yu'quan'shan'guan'gong'xian'sheng
豫让击衣报襄子,yu'rang'ji'yi'bao'xiang'zi
与人为善,yu'ren'wei'shan
玉色金声,yu'shai'jin'sheng
于世无偶,yu'shi'wu'ou
御书楼,yu'shu'lou
虞书也,yu'shu'ye
于斯为盛,yu'si'wei'sheng
与天地鬼神日月合其德,yu'tian'di'gui'shen'ri'yue'he'qi'de
于惟先生绝学是继,yu'wei'xian'sheng'jue'xue'shi'ji
宇文公子强暴宣淫,yu'wen'gong'zi'qiang'bao'xuan'yin
与吾意见大相左,yu'wu'yi'jian'da'xiang'zuo
与吾意见辄相左,yu'wu'yi'jian'zhe'xiang'zuo
玉箫跪受三章约,yu'xiao'gui'shou'san'zhang'yue
虞愚,yu'yu
玉在匮中求善价,yu'zai'kui'zhong'qiu'shan'jia
于昭,yu'zhao
于昭大圣之文章,yu'zhao'da'sheng'zhi'wen'zhang
余肇康挽左宗棠,yu'zhao'kang'wan'zuo'zong'tang
于昭于天,yu'zhao'yu'tian
欲知大道必先知史,yu'zhi'da'dao'bi'xian'zhi'shi
语助词,yu'zhu'ci
袁本初损兵折将,yuan'ben'chu'sun'bing'zhe'jiang
原本原貌,yuan'ben'yuan'mao
袁曹各起马步三军,yuan'cao'ge'qi'ma'bu'san'jun
愿从兹为樵为渔,yuan'cong'zi'wei'qiao'wei'yu
鸢飞鱼跃,yuan'fei'yu'yue
袁公路大起七军,yuan'gong'lu'da'qi'qi'jun
元老固苞桑,yuan'lao'gu'bao'sang
元老抒壮猷,yuan'lao'shu'zhuang'you
猿马刀归木母空,yuan'ma'dao'gui'mu'mu'kong
元明两代一先生,yuan'ming'liang'dai'yi'xian'sheng
袁名曜,yuan'ming'yao
元气之会,yuan'qi'zhi'hui
元庆丧身火雷阵,yuan'qing'sang'shen'huo'lei'zhen
袁绍磐河战公孙,yuan'shao'pan'he'zhan'gong'sun
元神护道,yuan'shen'hu'dao
元神助本心,yuan'shen'zhu'ben'xin
沅生芷草,yuan'sheng'zhi'cao
原是濂溪一脉,yuan'shi'lian'xi'yi'mai
怨世骂时,yuan'shi'ma'shi
袁守诚妙算无私曲,yuan'shou'cheng'miao'suan'wu'si'qu
猿熟马驯方脱壳,yuan'shu'ma'xun'fang'tuo'qiao
元帅府岳鹏举谈兵,yuan'shuai'fu'yue'peng'ju'tan'bing
愿同穴一时丧礼盛,yuan'tong'xue'yi'shi'sang'li'sheng
原系,yuan'xi
远撷紫芝,yuan'xie'zi'zhi
鸳鸯女誓绝鸳鸯偶,yuan'yang'nv'shi'jue'yuan'yang'ou
鸳鸯女无意遇鸳鸯,yuan'yang'nv'wu'yi'yu'yuan'yang
鸳鸯女殉主登太虚,yuan'yang'nv'xun'zhu'deng'tai'xu
元夜游行遇雪雨,yuan'ye'you'xing'yu'xue'yu
院以山名,yuan'yi'shan'ming
原旨,yuan'zhi
元直走马荐诸葛,yuan'zhi'zou'ma'jian'zhu'ge
愿诸君谠论忠言,yuan'zhu'jun'dang'lun'zhong'yan
阅邸报老舅自担惊,yue'di'bao'lao'jiu'zi'dan'jing
岳飞大战爱华山,yue'fei'da'zhan'ai'hua'shan
岳飞破贼酬知己,yue'fei'po'zei'chou'zhi'ji
岳飞巧试九枝箭,yue'fei'qiao'shi'jiu'zhi'jian
岳飞设计败金兵,yue'fei'she'ji'bai'jin'bing
岳飞完姻归故土,yue'fei'wan'yin'gui'gu'tu
月冷清江近腊时,yue'leng'qing'jiang'jin'la'shi
岳麓炳灵,yue'lu'bing'ling
岳麓书院,yue'lu'shu'yuan
岳麓学府传千载,yue'lu'xue'fu'chuan'qian'zai
跃马横戈,yue'ma'heng'ge
岳鹏举划地绝交情,yue'peng'ju'hua'di'jue'jiao'qing
约秦法三章,yue'qin'fa'san'zhang
岳霆途遇众好汉,yue'ting'tu'yu'zhong'hao'han
岳院君闭门课子,yue'yuan'jun'bi'men'ke'zi
岳元帅大破五方阵,yue'yuan'shuai'da'po'wu'fang'zhen
岳元帅单身探贼,yue'yuan'shuai'dan'shen'tan'zei
岳元帅调兵剿寇,yue'yuan'shuai'diao'bing'jiao'kou
云长攻拔襄阳郡,yun'chang'gong'ba'xiang'yang'jun
郓城县月夜走刘唐,yun'cheng'xian'yue'ye'zou'liu'tang
陨大星汉丞相归天,yun'da'xing'han'cheng'xiang'gui'tian
郓哥不忿闹茶肆,yun'ge'bu'fen'nao'cha'si
郓哥大闹授官厅,yun'ge'da'nao'shou'guan'ting
允堪自命为卧龙,yun'kan'zi'ming'wei'wo'long
云龙雾雨,yun'long'wu'yu
云山雾海,yun'shan'wu'hai
允矣君子,yun'yi'jun'zi
孕育,yun'yu
云栈洞悟空收八戒,yun'zhan'dong'wu'kong'shou'ba'jie
在帝左右,zai'di'zuo'you
再放报仇箭戚方殒命,zai'fang'bao'chou'jian'qi'fang'yun'ming
在江西湖口县,zai'jiang'xi'hu'kou'xian
在儒生自识指归,zai'ru'sheng'zi'shi'zhi'gui
在山本清,zai'shan'ben'qing
再受禅依样画葫芦,zai'shou'shan'yi'yang'hua'hu'lu
再题甘肃省兰州甘肃省忠义总祠,zai'ti'gan'su'sheng'lan'zhou'gan'su'sheng'zhong'yi'zong'ci
再为哲弟,zai'wei'zhe'di
在湘乡城东,zai'xiang'xiang'cheng'dong
再作劳人,zai'zuo'lao'ren
遭雷击元霸归天,zao'lei'ji'yuan'ba'gui'tian
造离宫袁李筹谋,zao'li'gong'yuan'li'chou'mou
造流言李渊避祸,zao'liu'yan'li'yuan'bi'huo
责成,ze'cheng
择高处立,ze'gao'chu'li
择膏粱,ze'gao'liang
责赵盾董狐直笔,ze'zhao'dun'dong'hu'zhi'bi
赠赤兔关铃结义兄,zeng'chi'tu'guan'ling'jie'yi'xiong
曾国藩,zeng'guo'fan
曾国藩赠左宗棠,zeng'guo'fan'zeng'zuo'zong'tang
曾国荃挽左宗棠,zeng'guo'quan'wan'zuo'zong'tang
赠胡林翼,zeng'hu'lin'yi
赠妓女,zeng'ji'nv
赠妓女大姑,zeng'ji'nv'da'gu
赠江西刘养素,zeng'jiang'xi'liu'yang'su
曾静师化缘雪涧洞,zeng'jing'shi'hua'yuan'xue'jian'dong
赠李竹吾,zeng'li'zhu'wu
赠囊和尚泄天机,zeng'nang'he'shang'xie'tian'ji
赠孙琴西观察,zeng'sun'qin'xi'guan'cha
赠曾光觐,zeng'zeng'guang'jin
赠子,zeng'zi
翟管家寄书寻女子,zhai'guan'jia'ji'shu'xun'nv'zi
翟管家寄书致赙,zhai'guan'jia'ji'shu'zhi'fu
斩鳌鱼叔宝建功,zhan'ao'yu'shu'bao'jian'gong
斩蔡阳兄弟释疑,zhan'cai'yang'xiong'di'shi'yi
战长江孙氏报仇,zhan'chang'jiang'sun'shi'bao'chou
战长勺曹刿败齐,zhan'chang'shao'cao'gui'bai'qi
占对山黄忠逸待劳,zhan'dui'shan'huang'zhong'yi'dai'lao
战官渡本初败绩,zhan'guan'du'ben'chu'bai'ji
斩黄巾英雄首立功,zhan'huang'jin'ying'xiong'shou'li'gong
战济南秦彝托孤,zhan'ji'nan'qin'yi'tuo'gu
占旺相四美钓游鱼,zhan'wang'xiang'si'mei'diao'you'yu
展眼乞丐人皆谤,zhan'yan'qi'gai'ren'jie'bang
展也大成,zhan'ye'da'cheng
战朱登咬金逞斧,zhan'zhu'deng'yao'jin'cheng'fu
张邦昌奸谋倾社稷,zhang'bang'chang'jian'mou'qing'she'ji
张岱年题撰,zhang'dai'nian'ti'zhuan
张都监血溅鸳鸯楼,zhang'dou'jian'xue'jian'yuan'yang'lou
章法,zhang'fa
张管营因妾弟丧身,zhang'guan'ying'yin'qie'di'sang'shen
长吏多从耕田凿井而来,zhang'li'duo'cong'geng'tian'zao'jing'er'lai
张辽威震逍遥津,zhang'liao'wei'zhen'xiao'yao'jin
张清琼英双建功,zhang'qing'qiong'ying'shuang'jian'gong
张清缘配琼英,zhang'qing'yuan'pei'qiong'ying
张胜窃听张敬济,zhang'sheng'qie'ting'zhang'jing'ji
张栻撰,zhang'shi'zhuan
张叔夜假降保河间,zhang'shu'ye'jia'jiang'bao'he'jian
张顺魂捉方天定,zhang'shun'hun'zhuo'fang'tian'ding
张顺活捉黄文烦,zhang'shun'huo'zhuo'huang'wen'fan
张顺夜伏金山寺,zhang'shun'ye'fu'jin'shan'si
张顺夜闹金沙渡,zhang'shun'ye'nao'jin'sha'du
张顺凿漏海鳅船,zhang'shun'zao'lou'hai'qiu'chuan
张太医论病细穷源,zhang'tai'yi'lun'bing'xi'qiong'yuan
张天师祈禳瘟疫,zhang'tian'shi'qi'rang'wen'yi
张仪被激往秦邦,zhang'yi'bei'ji'wang'qin'bang
张翼德大闹长坂桥,zhang'yi'de'da'nao'chang'ban'qiao
张翼德怒鞭督邮,zhang'yi'de'nu'bian'du'you
张翼德义释严颜,zhang'yi'de'yi'shi'yan'yan
张永年反难杨修,zhang'yong'nian'fan'nan'yang'xiu
张振荣挽左宗棠,zhang'zhen'rong'wan'zuo'zong'tang
张中阶,zhang'zhong'jie
诏班师后主信谗,zhao'ban'shi'hou'zhu'xin'chan
赵盾背秦立灵公,zhao'dun'bei'qin'li'ling'gong
昭丰镇王贵染病,zhao'feng'zhen'wang'gui'ran'bing
召回兵矫诏发金牌,zhao'hui'bing'jiao'zhao'fa'jin'pai
招郎,zhao'lang
召良帅贤后赐旗,zhao'liang'shuai'xian'hou'ci'qi
招商店宗留守赐宴,zhao'shang'dian'zong'liu'shou'ci'yan
召士会寿余绐秦,zhao'shi'hui'shou'yu'dai'qin
赵王府莽汉闹新房,zhao'wang'fu'mang'han'nao'xin'fang
召我我不赴,zhao'wo'wo'bu'fu
招宣府初调林太太,zhao'xuan'fu'chu'diao'lin'tai'tai
赵宣子桃园强谏,zhao'xuan'zi'tao'yuan'qiang'jian
招邀同贤,zhao'yao'tong'xian
赵员外重修文殊院,zhao'yuan'wai'chong'xiu'wen'shu'yuan
赵云截江夺阿斗,zhao'yun'jie'jiang'duo'a'dou
赵主父饿死沙邱宫,zhao'zhu'fu'e'si'sha'qiu'gong
赵子龙单骑救主,zhao'zi'long'dan'qi'jiu'zhu
赵子龙计取桂阳,zhao'zi'long'ji'qu'gui'yang
赵子龙力斩五将,zhao'zi'long'li'zhan'wu'jiang
浙江省杭州左宗棠祠,zhe'jiang'sheng'hang'zhou'zuo'zong'tang'ci
这里有现成榜样,zhe'li'you'xian'cheng'bang'yang
者也之乎,zhe'ye'zhi'hu
真本石头记脂砚斋评,zhen'ben'shi'tou'ji'zhi'yan'zhai'ping
真本原貌,zhen'ben'yuan'mao
真草隶篆,zhen'cao'li'zhuan
真夫妇明谐花烛,zhen'fu'fu'ming'xie'hua'zhu
镇海寺心猿知怪,zhen'hai'si'xin'yuan'zhi'guai
甄家仆投靠贾家门,zhen'jia'pu'tou'kao'jia'jia'men
振军威小李广神箭,zhen'jun'wei'xiao'li'guang'shen'jian
镇三山大闹青州道,zhen'san'shan'da'nao'qing'zhou'dao
甄士隐梦幻识通灵,zhen'shi'yin'meng'huan'shi'tong'ling
甄士隐详说太虚情,zhen'shi'yin'xiang'shuo'tai'xu'qing
真行者落伽山诉苦,zhen'xing'zhe'luo'jia'shan'su'ku
真阴归正会灵元,zhen'yin'gui'zheng'hui'ling'yuan
甄应嘉蒙恩还玉阙,zhen'ying'jia'meng'en'hai'yu'que
镇元仙赶捉取经僧,zhen'yuan'xian'gan'zhuo'qu'jing'seng
正钗,zheng'chai
争宠爱金莲惹气,zheng'chong'ai'jin'lian're'qi
郑祭足被胁立庶,zheng'ji'zu'bei'xie'li'shu
郑祭足杀婿逐主,zheng'ji'zu'sha'xu'zhu'zhu
正家法贾珍鞭悍仆,zheng'jia'fa'jia'zhen'bian'han'pu
拯救驼罗禅性稳,zheng'jiu'tuo'luo'chan'xing'wen
征南寇丞相大兴师,zheng'nan'kou'cheng'xiang'da'xing'shi
正色立朝,zheng'se'li'chao
整师五万里,zheng'shi'wu'wan'li
正叹他人命不长,zheng'tan'ta'ren'ming'bu'chang
证同类宝玉失相知,zheng'tong'lei'bao'yu'shi'xiang'zhi
蒸湘,zheng'xiang
证因果大鹏归位,zheng'yin'guo'da'peng'gui'wei
郑振铎,zheng'zhen'duo
正值修文偃武,zheng'zhi'xiu'wen'yan'wu
郑庄公假命伐宋,zheng'zhuang'gong'jia'ming'fa'song
郑庄公掘地见母,zheng'zhuang'gong'jue'di'jian'mu
郑子亹君臣为戮,zheng'zi'wei'jun'chen'wei'lu
直鼻权腮,zhi'bi'quan'sai
智伯决水灌晋阳,zhi'bo'jue'shui'guan'jin'yang
指程颐,zhi'cheng'yi
指春秋时的楚国和舒国,zhi'chun'qiu'shi'de'chu'guo'he'shu'guo
知德者希,zhi'de'zhe'xi
制灯谜贾政悲谶语,zhi'deng'mi'jia'zheng'bei'chen'yu
脂粉香娃割腥啖膻,zhi'fen'xiang'wa'ge'xing'dan'shan
治风疾神医身死,zhi'feng'ji'shen'yi'shen'si
志高局四海,zhi'gao'ju'si'hai
知公神仙中人,zhi'gong'shen'xian'zhong'ren
只横海蛟鼍频烦擘画,zhi'heng'hai'jiao'tuo'pin'fan'bo'hua
指黄庭坚,zhi'huang'ting'jian
指挥定中外,zhi'hui'ding'zhong'wai
指奸责佞,zhi'jian'ze'ning
执节坐庭南,zhi'jie'zuo'ting'nan
智宁俞假鸩复卫,zhi'ning'yu'jia'zhen'fu'wei
脂批,zhi'pi
脂评,zhi'ping
质平原秦王索魏齐,zhi'ping'yuan'qin'wang'suo'wei'qi
知其雄,zhi'qi'xiong
知人之明,zhi'ren'zhi'ming
指日常所见,zhi'ri'chang'suo'jian
只少怀胎十月,zhi'shao'huai'tai'shi'yue
置身如在普陀山,zhi'shen'ru'zai'pu'tuo'shan
指示代词,zhi'shi'dai'ci
致使锁枷杠,zhi'shi'suo'jia'gang
治水行盐,zhi'shui'xing'yan
治无古今育才是急,zhi'wu'gu'jin'yu'cai'shi'ji
智武子分军肆敌,zhi'wu'zi'fen'jun'si'di
指先秦学术流派,zhi'xian'qin'xue'shu'liu'pai
侄陷叔刘封伏法,zhi'xian'shu'liu'feng'fu'fa
脂学,zhi'xue
智荀息假途灭虢,zhi'xun'xi'jia'tu'mie'guo
脂砚,zhi'yan
脂砚斋,zhi'yan'zhai
脂砚斋重评石头记,zhi'yan'zhai'chong'ping'shi'tou'ji
只要暮年心气,zhi'yao'mu'nian'xin'qi
旨义,zhi'yi
只有儿孙忘不了,zhi'you'er'sun'wang'bu'liao
只有姣妻忘不了,zhi'you'jiao'qi'wang'bu'liao
只有金银忘不了,zhi'you'jin'yin'wang'bu'liao
陟岳麓峰头,zhi'yue'lu'feng'tou
脂斋,zhi'zhai
