愛心信心決心,ai'xin'xin'xin'jue'xin
製程品質工程課,zhi'cheng'pin'zhi'gong'cheng'ke
製程品質組,zhi'cheng'pin'zhi'qu
製程組,zhi'cheng'qu
制程組,zhi'cheng'qu
製程設備組,zhi'cheng'she'bei'qu
制程設計,zhi'cheng'she'ji
制程生技,zhi'cheng'sheng'ji
製程生技組,zhi'cheng'sheng'ji'qu
製程維護組,zhi'cheng'wei'hu'qu
制程維護組,zhi'cheng'wei'hu'qu
制程驗証組,zhi'cheng'yan'zheng'qu
制二處品管,zhi'er'chu'pin'guan
制二生管課,zhi'er'sheng'guan'ke
治夾具設計,zhi'ga'ju'she'ji
職高,zhi'gao
值高勤調休,zhi'gao'qin'diao'xiu
制工,zhi'gong
制工部,zhi'gong'bu
治工具包材設計組,zhi'gong'ju'bao'cai'she'ji'qu
治工具及設備維護開發組,zhi'gong'ju'ji'she'bei'wei'hu'kai'bo'qu
治工具設備開發班,zhi'gong'ju'she'bei'kai'bo'ban
製工課,zhi'gong'ke
制工課,zhi'gong'ke
製工組,zhi'gong'qu
制工組,zhi'gong'qu
智慧資源管理組,zhi'hui'zi'yuan'guan'li'qu
治具調試組,zhi'ju'diao'shi'qu
治具加工,zhi'ju'jia'gong
治具開發課,zhi'ju'kai'bo'ke
治具開發組,zhi'ju'kai'bo'qu
治具課,zhi'ju'ke
治具組,zhi'ju'qu
治具組裝調試驗證組,zhi'ju'qu'zhuang'diao'shi'yan'zheng'qu
治具設備開發組,zhi'ju'she'bei'kai'bo'qu
治具設計開發組,zhi'ju'she'ji'kai'bo'qu
治具設計課,zhi'ju'she'ji'ke
治具設計組,zhi'ju'she'ji'qu
治具設計制造組,zhi'ju'she'ji'zhi'zao'qu
治具維護,zhi'ju'wei'hu
治具維護及技術改善組,zhi'ju'wei'hu'ji'ji'shu'gai'shan'qu
治具維護組,zhi'ju'wei'hu'qu
治具維護制作組,zhi'ju'wei'hu'zhi'zuo'qu
治具維修,zhi'ju'wei'xiu
治具維修組,zhi'ju'wei'xiu'qu
治具維修線,zhi'ju'wei'xiu'xian
治具系統開發課,zhi'ju'xi'tong'kai'bo'ke
治具線,zhi'ju'xian
治具驗証組,zhi'ju'yan'zheng'qu
治具制作課,zhi'ju'zhi'zuo'ke
治具裝配組,zhi'ju'zhuang'pei'qu
知識產權管理,zhi'shi'chan'quan'guan'li
制十組,zhi'shi'qu
直屬部,zhi'shu'bu
直屬處,zhi'shu'chu
直屬課,zhi'shu'ke
制殊制程加工,zhi'shu'zhi'cheng'jia'gong
職系,zhi'xi
職系類別,zhi'xi'lei'bie
置系統,zhi'xi'tong
執行力,zhi'xing'li
制一生管課,zhi'yi'sheng'guan'ke
支援,zhi'yuan
支援課,zhi'yuan'ke
支援廊坊,zhi'yuan'lang'fang
支援組,zhi'yuan'qu
製造,zhi'zao
制造,zhi'zao
製造部,zhi'zao'bu
製造處,zhi'zao'chu
制造二廠,zhi'zao'er'chang
制造二處,zhi'zao'er'chu
製造工程,zhi'zao'gong'cheng
制造工程,zhi'zao'gong'cheng
製造工程部,zhi'zao'gong'cheng'bu
制造工程部,zhi'zao'gong'cheng'bu
制造工程處,zhi'zao'gong'cheng'chu
製造工程課,zhi'zao'gong'cheng'ke
制造工程課,zhi'zao'gong'cheng'ke
制造工程組,zhi'zao'gong'cheng'qu
制造工程資訊部,zhi'zao'gong'cheng'zi'xun'bu
製造管理,zhi'zao'guan'li
制造管理部,zhi'zao'guan'li'bu
製造管理組,zhi'zao'guan'li'qu
制造技朮課,zhi'zao'ji'shu'ke
制造課,zhi'zao'ke
制造量試組,zhi'zao'liang'shi'qu
制造品管課,zhi'zao'pin'guan'ke
製造設備管理處,zhi'zao'she'bei'guan'li'chu
製造系統組,zhi'zao'xi'tong'qu
制造系統組,zhi'zao'xi'tong'qu
制造一廠,zhi'zao'yi'chang
制造一處,zhi'zao'yi'chu
制造運籌部,zhi'zao'yun'chou'bu
製造制造,zhi'zao'zhi'zao
製造資訊課,zhi'zao'zi'xun'ke
制造資訊課,zhi'zao'zi'xun'ke
中干,zhong'gan
中港卡車調度組,zhong'gang'ka'che'diao'du'qu
重工,zhong'gong
重工課,zhong'gong'ke
重工組,zhong'gong'qu
重工線,zhong'gong'xian
中國區金屬產品經營管理處,zhong'guo'ou'jin'shu'chan'pin'jing'ying'guan'li'chu
中國區人事行政管理處,zhong'guo'ou'ren'shi'xing'zheng'guan'li'chu
中國維修業務拓展處,zhong'guo'wei'xiu'ye'wu'tuo'zhan'chu
中技,zhong'ji
中階主管,zhong'jie'zhu'guan
中生管課,zhong'sheng'guan'ke
中生管組,zhong'sheng'guan'qu
中央倉儲管理部,zhong'yang'cang'chu'guan'li'bu
中央供料,zhong'yang'gong'liao
中央供料課,zhong'yang'gong'liao'ke
中央供料組,zhong'yang'gong'liao'qu
中央能源費用及採購管控組,zhong'yang'neng'yuan'fei'yong'ji'cai'gou'guan'kong'qu
中央能源管理,zhong'yang'neng'yuan'guan'li
中央能源管理課,zhong'yang'neng'yuan'guan'li'ke
中央企劃部,zhong'yang'qi'hua'bu
中央企劃線,zhong'yang'qi'hua'xian
中央銷售處,zhong'yang'xiao'shou'chu
中央周邊,zhong'yang'zhou'bian
中央總務管理部,zhong'yang'zong'wu'guan'li'bu
中專,zhong'zhuan
周邊,zhou'bian
周邊公共維修組,zhou'bian'gong'gong'wei'xiu'qu
周邊經管處,zhou'bian'jing'guan'chu
周邊組,zhou'bian'qu
周邊支援組,zhou'bian'zhi'yuan'qu
周邊支援作業員,zhou'bian'zhi'yuan'zuo'ye'yuan
周營組,zhou'ying'qu
主板維修課,zhu'ban'wei'xiu'ke
主次支子細微,zhu'ci'zhi'zi'xi'wei
駐地休假,zhu'di'xiu'jia
主動元件採購組,zhu'dong'yuan'jian'cai'gou'qu
主動元件課,zhu'dong'yuan'jian'ke
住公司宿舍,zhu'gong'si'su'she
主管助理,zhu'guan'zhu'li
主機板電子製造,zhu'ji'ban'dian'zi'zhi'zao
主機板維修課,zhu'ji'ban'wei'xiu'ke
主機板制造工程部,zhu'ji'ban'zhi'zao'gong'cheng'bu
主計劃組,zhu'ji'hua'qu
助理工程師,zhu'li'gong'cheng'shi
助理管理師,zhu'li'guan'li'shi
主任工程師,zhu'ren'gong'cheng'shi
主任管理師,zhu'ren'guan'li'shi
住宿類型,zhu'su'lei'xing
專案,zhuan'an
專案班,zhuan'an'ban
專案調控課,zhuan'an'diao'kong'ke
專案二,zhuan'an'er
專案改善課,zhuan'an'gai'shan'ke
專案管理,zhuan'an'guan'li
專案管理部,zhuan'an'guan'li'bu
專案管理處,zhuan'an'guan'li'chu
專案管理二部,zhuan'an'guan'li'er'bu
專案管理課,zhuan'an'guan'li'ke
專案管理組,zhuan'an'guan'li'qu
專案管理三部,zhuan'an'guan'li'san'bu
專案管理一部,zhuan'an'guan'li'yi'bu
專案管制,zhuan'an'guan'zhi
專案規劃課,zhuan'an'gui'hua'ke
專案規劃組,zhuan'an'gui'hua'qu
專案規劃推動組,zhuan'an'gui'hua'tui'dong'qu
专案開發,zhuan'an'kai'bo
專案開發,zhuan'an'kai'bo
專案開發處,zhuan'an'kai'bo'chu
專案開發管理處,zhuan'an'kai'bo'guan'li'chu
專案開發管理二部,zhuan'an'kai'bo'guan'li'er'bu
專案開發管理六部,zhuan'an'kai'bo'guan'li'liu'bu
專案開發管理組,zhuan'an'kai'bo'guan'li'qu
專案開發管理三部,zhuan'an'kai'bo'guan'li'san'bu
專案開發管理四部,zhuan'an'kai'bo'guan'li'si'bu
專案開發管理五部,zhuan'an'kai'bo'guan'li'wu'bu
專案開發管理一部,zhuan'an'kai'bo'guan'li'yi'bu
專案開發管理支援部,zhuan'an'kai'bo'guan'li'zhi'yuan'bu
專案開發課,zhuan'an'kai'bo'ke
專案開發品質工程課,zhuan'an'kai'bo'pin'zhi'gong'cheng'ke
專案開發組,zhuan'an'kai'bo'qu
專案課,zhuan'an'ke
專案零件工程組,zhuan'an'ling'jian'gong'cheng'qu
專案品工組,zhuan'an'pin'gong'qu
專案企劃組,zhuan'an'qi'hua'qu
專案組,zhuan'an'qu
專案組二,zhuan'an'qu'er
專案組一,zhuan'an'qu'yi
專案審計課,zhuan'an'shen'ji'ke
專案生產,zhuan'an'sheng'chan
專案十,zhuan'an'shi
專案試模開發課,zhuan'an'shi'mo'kai'bo'ke
專案十組,zhuan'an'shi'qu
專案推動組,zhuan'an'tui'dong'qu
專案物控課,zhuan'an'wu'kong'ke
專案系統組,zhuan'an'xi'tong'qu
專案訓練課,zhuan'an'xun'lian'ke
專案驗證組,zhuan'an'yan'zheng'qu
專案一,zhuan'an'yi
專案運籌管理部,zhuan'an'yun'chou'guan'li'bu
專案運籌課,zhuan'an'yun'chou'ke
專案整合組,zhuan'an'zheng'he'qu
專案支援部,zhuan'an'zhi'yuan'bu
專案支援組,zhuan'an'zhi'yuan'qu
專理,zhuan'li
裝配測試作業員,zhuang'pei'ce'shi'zuo'ye'yuan
裝配工程,zhuang'pei'gong'cheng
裝配組,zhuang'pei'qu
裝配全技員,zhuang'pei'quan'ji'yuan
裝配自動機操作,zhuang'pei'zi'dong'ji'cao'zuo
裝配作業,zhuang'pei'zuo'ye
裝配作業員,zhuang'pei'zuo'ye'yuan
資安,zi'an
資安及基礎架構部,zi'an'ji'ji'chu'jia'gou'bu
資安政策建置稽核組,zi'an'zheng'ce'jian'zhi'ji'he'qu
資材,zi'cai
資材部,zi'cai'bu
資材采購部,zi'cai'cai'gou'bu
資材采購課,zi'cai'cai'gou'ke
資材調度管理部,zi'cai'diao'du'guan'li'bu
資材管理,zi'cai'guan'li
資材管理部,zi'cai'guan'li'bu
資材管理課,zi'cai'guan'li'ke
資材管理組,zi'cai'guan'li'qu
資材課,zi'cai'ke
資材课,zi'cai'ke
資材組,zi'cai'qu
資產管控組,zi'chan'guan'kong'qu
資產管理,zi'chan'guan'li
資產管理課,zi'chan'guan'li'ke
資產管理組,zi'chan'guan'li'qu
資產維護組,zi'chan'wei'hu'qu
自動電鍍課,zi'dong'dian'du'ke
自動化測試課,zi'dong'hua'ce'shi'ke
自動化工程課,zi'dong'hua'gong'cheng'ke
自動化技委會,zi'dong'hua'ji'wei'hui
自動化組,zi'dong'hua'qu
自動化設備開發,zi'dong'hua'she'bei'kai'bo
自動化設備開發部,zi'dong'hua'she'bei'kai'bo'bu
自動化設備開發處,zi'dong'hua'she'bei'kai'bo'chu
自動化設備開發課,zi'dong'hua'she'bei'kai'bo'ke
自動化設備開發組,zi'dong'hua'she'bei'kai'bo'qu
自動化設備課,zi'dong'hua'she'bei'ke
自動化設備維修,zi'dong'hua'she'bei'wei'xiu
自動化設備製造處,zi'dong'hua'she'bei'zhi'zao'chu
自動化生產組,zi'dong'hua'sheng'chan'qu
自動化製造工程,zi'dong'hua'zhi'zao'gong'cheng
自動拉絲組,zi'dong'la'si'qu
自動拉絲全檢線,zi'dong'la'si'quan'jian'xian
自動拉絲生產,zi'dong'la'si'sheng'chan
自動拋光,zi'dong'pao'guang
自離,zi'li
資料管理組,zi'liao'guan'li'qu
資料維護組,zi'liao'wei'hu'qu
自拋,zi'pao
自拋組,zi'pao'qu
資遣,zi'qian
資深副理,zi'shen'fu'li
資深副總經理,zi'shen'fu'zong'jing'li
資深經理,zi'shen'jing'li
資深協理,zi'shen'xie'li
資位,zi'wei
自行創業,zi'xing'chuang'ye
資訊,zi'xun
資訊安全,zi'xun'an'quan
資訊處,zi'xun'chu
資訊工程部,zi'xun'gong'cheng'bu
資訊管理課,zi'xun'guan'li'ke
資訊規划組,zi'xun'gui'hua'qu
資訊教育訓練組,zi'xun'jiao'yu'xun'lian'qu
資訊課,zi'xun'ke
資訊科技,zi'xun'ke'ji
資訊組,zi'xun'qu
資訊網絡部,zi'xun'wang'lao'bu
資訊網路化,zi'xun'wang'lu'hua
資訊維護課,zi'xun'wei'hu'ke
資訊系統部,zi'xun'xi'tong'bu
資訊系統工程,zi'xun'xi'tong'gong'cheng
資訊系統維護課,zi'xun'xi'tong'wei'hu'ke
資訊應用管理,zi'xun'ying'yong'guan'li
資訊支持課,zi'xun'zhi'chi'ke
資源分析組,zi'yuan'fen'xi'qu
資源管控課,zi'yuan'guan'kong'ke
資源管控組,zi'yuan'guan'kong'qu
資源管理,zi'yuan'guan'li
資源管理部,zi'yuan'guan'li'bu
資源管理課,zi'yuan'guan'li'ke
資源管理組,zi'yuan'guan'li'qu
資源管理專案組,zi'yuan'guan'li'zhuan'an'qu
資源規劃管理課,zi'yuan'gui'hua'guan'li'ke
資源規划課,zi'yuan'gui'hua'ke
資源規劃課,zi'yuan'gui'hua'ke
資源規划組,zi'yuan'gui'hua'qu
資源規劃組,zi'yuan'gui'hua'qu
資源回收組,zi'yuan'hui'shou'qu
資源企划組,zi'yuan'qi'hua'qu
自招基礎人力,zi'zhao'ji'chu'ren'li
總部泛經管系統規劃課,zong'bu'fan'jing'guan'xi'tong'gui'hua'ke
總部周邊,zong'bu'zhou'bian
總裁語錄,zong'cai'yu'lu
總處,zong'chu
總幹事,zong'gan'shi
總管理處,zong'guan'li'chu
總機客服組,zong'ji'ke'fu'qu
總經辦課,zong'jing'ban'ke
總經理,zong'jing'li
總經理室,zong'jing'li'shi
總收貨中心課,zong'shou'huo'zhong'xin'ke
總務,zong'wu
總務安全課,zong'wu'an'quan'ke
總務安全組,zong'wu'an'quan'qu
總務部,zong'wu'bu
總務倉庫,zong'wu'cang'ku
總務導購組,zong'wu'dao'gou'qu
總務工安課,zong'wu'gong'an'ke
總務工安組,zong'wu'gong'an'qu
總務管理部,zong'wu'guan'li'bu
總務管理課,zong'wu'guan'li'ke
總務管理組,zong'wu'guan'li'qu
總務課,zong'wu'ke
總務組,zong'wu'qu
總務庶務課,zong'wu'shu'wu'ke
總務庶務組,zong'wu'shu'wu'qu
總務物控組,zong'wu'wu'kong'qu
總務行政,zong'wu'xing'zheng
總務行政課,zong'wu'xing'zheng'ke
總賬會計組,zong'zhang'hui'ji'qu
總帳會計組,zong'zhang'hui'ji'qu
作業流程化,zuo'ye'liu'cheng'hua
做月子,zuo'yue'zi
