阿婆井,a'po'jing
鹏欣大厦,peng'xin'da'sha
品苑,pin'yuan
平安大厦,ping'an'da'sha
平安阁,ping'an'ge
平安托儿中心,ping'an'tuo'er'zhong'xin
平记大厦,ping'ji'da'sha
平民村,ping'min'cun
平线里,ping'xian'li
平线围,ping'xian'wei
平线巷,ping'xian'xiang
平苑,ping'yuan
普济禅院,pu'ji'chan'yuan
葡京花园,pu'jing'hua'yuan
葡京花园美景台,pu'jing'hua'yuan'mei'jing'tai
葡京花园胜景台,pu'jing'hua'yuan'sheng'jing'tai
葡京酒店,pu'jing'jiu'dian
葡京路,pu'jing'lu
葡京娱乐场,pu'jing'yu'le'chang
普宁大厦,pu'ning'da'sha
普庆大厦,pu'qing'da'sha
蒲桃街,pu'tao'jie
葡萄牙商业银行总行,pu'tao'ya'shang'ye'yin'hang'zong'hang
葡萄牙驻澳门领事官邸,pu'tao'ya'zhu'ao'men'ling'shi'guan'di
葡萄牙驻澳门总领使馆,pu'tao'ya'zhu'ao'men'zong'ling'shi'guan
菩提堂,pu'ti'tang
菩提园,pu'ti'yuan
启安阁,qi'an'ge
其昌大厦,qi'chang'da'sha
启聪中心,qi'cong'zhong'xin
启发大厦,qi'fa'da'sha
启丰大厦,qi'feng'da'sha
启富大厦,qi'fu'da'sha
岐关大厦,qi'guan'da'sha
岐关新,qi'guan'xin
岐关新村,qi'guan'xin'cun
岐关新邨,qi'guan'xin'cun
启光大厦,qi'guang'da'sha
启华大厦,qi'hua'da'sha
启辉阁,qi'hui'ge
启晖楼,qi'hui'lou
启基阁,qi'ji'ge
启健中心,qi'jian'zhong'xin
启乐大厦,qi'le'da'sha
骑楼街,qi'lou'jie
骑楼里,qi'lou'li
启明大厦,qi'ming'da'sha
启明楼,qi'ming'lou
启能中心,qi'neng'zhong'xin
启宁阁,qi'ning'ge
启荣大厦,qi'rong'da'sha
启善楼,qi'shan'lou
起盛阁,qi'sheng'ge
骑士马路,qi'shi'ma'lu
骑士围,qi'shi'wei
启泰大厦,qi'tai'da'sha
七潭公路,qi'tan'gong'lu
七喜大厦,qi'xi'da'sha
启祥大厦,qi'xiang'da'sha
启翔阁,qi'xiang'ge
启信大厦,qi'xin'da'sha
启源台,qi'yuan'tai
绮云楼,qi'yun'lou
其珍大厦,qi'zhen'da'sha
启智中心,qi'zhi'zhong'xin
前澳督别墅,qian'ao'du'bie'shu
千年利街,qian'nian'li'jie
千日红里,qian'ri'hong'li
千日红围,qian'ri'hong'wei
千日红巷,qian'ri'hong'xiang
虔信街,qian'xin'jie
强盛阁,qiang'sheng'ge
蔷薇楼,qiang'wei'lou
侨安大厦,qiao'an'da'sha
侨宝楼,qiao'bao'lou
桥昌阁,qiao'chang'ge
侨发大厦,qiao'fa'da'sha
侨光大厦,qiao'guang'da'sha
侨辉大厦,qiao'hui'da'sha
侨乐大厦,qiao'le'da'sha
侨乐巷,qiao'le'xiang
侨乐新街,qiao'le'xin'jie
桥梁前地,qiao'liang'qian'di
侨威大厦,qiao'wei'da'sha
桥巷,qiao'xiang
侨信大厦,qiao'xin'da'sha
侨兴大厦,qiao'xing'da'sha
桥兴大厦,qiao'xing'da'sha
桥洲大厦,qiao'zhou'da'sha
勤蜂组,qin'feng'zu
清安医所,qing'an'yi'suo
青草街,qing'cao'jie
青草里,qing'cao'li
青草围,qing'cao'wei
庆昌大厦,qing'chang'da'sha
庆昌阁,qing'chang'ge
青翠大厦,qing'cui'da'sha
青翠花园,qing'cui'hua'yuan
庆福苑,qing'fu'yuan
庆高大厦,qing'gao'da'sha
清和里,qing'he'li
庆华大厦,qing'hua'da'sha
清晖阁,qing'hui'ge
青晖舍,qing'hui'she
庆乐里,qing'le'li
庆利大厦,qing'li'da'sha
庆龙阁,qing'long'ge
青年挑战中心,qing'nian'tiao'zhan'zhong'xin
清平街,qing'ping'jie
清平巷,qing'ping'xiang
清平新街,qing'ping'xin'jie
清平直街,qing'ping'zhi'jie
情人街,qing'ren'jie
青少年活动中心,qing'shao'nian'huo'dong'zhong'xin
庆祥大厦,qing'xiang'da'sha
庆新大厦,qing'xin'da'sha
清雪大厦,qing'xue'da'sha
清雪园,qing'xue'yuan
清雅园大厦,qing'ya'yuan'da'sha
庆业大厦,qing'ye'da'sha
晴意坊,qing'yi'fang
清仪苑,qing'yi'yuan
庆运大厦,qing'yun'da'sha
青云里,qing'yun'li
青洲,qing'zhou
青洲避静院,qing'zhou'bi'jing'yuan
青洲大马路,qing'zhou'da'ma'lu
青洲东街,qing'zhou'dong'jie
青洲坊,qing'zhou'fang
青洲坊众互助会颐康中心,qing'zhou'fang'zhong'hu'zhu'hui'yi'kang'zhong'xin
青洲工业大厦,qing'zhou'gong'ye'da'sha
青洲河边马路,qing'zhou'he'bian'ma'lu
青洲街,qing'zhou'jie
青洲老人中心,qing'zhou'lao'ren'zhong'xin
青洲里,qing'zhou'li
青洲区社工中心,qing'zhou'qu'she'gong'zhong'xin
青洲区社会工作中心,qing'zhou'qu'she'hui'gong'zuo'zhong'xin
青洲上街,qing'zhou'shang'jie
青洲社区中心,qing'zhou'she'qu'zhong'xin
青洲巷,qing'zhou'xiang
青洲小学,qing'zhou'xiao'xue
青洲新街,qing'zhou'xin'jie
青洲新路,qing'zhou'xin'lu
青洲新马路,qing'zhou'xin'ma'lu
青洲新巷,qing'zhou'xin'xiang
青洲灾民中心,qing'zhou'zai'min'zhong'xin
琼发花园,qiong'fa'hua'yuan
琼华大厦,qiong'hua'da'sha
琼华阁,qiong'hua'ge
琼苑大厦,qiong'yuan'da'sha
秋华大厦,qiu'hua'da'sha
秋霖幼儿园,qiu'lin'you'er'yuan
区华利街,qu'hua'li'jie
区华利前地,qu'hua'li'qian'di
区神父街,qu'shen'fu'jie
泉安楼,quan'an'lou
泉碧花园,quan'bi'hua'yuan
泉碧楼,quan'bi'lou
泉彩楼,quan'cai'lou
全昌大厦,quan'chang'da'sha
泉昌楼,quan'chang'lou
全昌药房,quan'chang'yao'fang
权昌御庭,quan'chang'yu'ting
泉达楼,quan'da'lou
全德大厦,quan'de'da'sha
泉德阁,quan'de'ge
泉德豪园,quan'de'hao'yuan
泉德楼,quan'de'lou
泉登楼,quan'deng'lou
权发大厦,quan'fa'da'sha
铨发大厦,quan'fa'da'sha
泉发楼,quan'fa'lou
泉飞楼,quan'fei'lou
泉芬楼,quan'fen'lou
泉丰楼,quan'feng'lou
全福大厦,quan'fu'da'sha
泉福工业大厦,quan'fu'gong'ye'da'sha
泉福楼,quan'fu'lou
泉福新,quan'fu'xin
泉福新邨,quan'fu'xin'cun
泉福新村嘉业阁,quan'fu'xin'cun'jia'ye'ge
泉福新嘉富阁,quan'fu'xin'jia'fu'ge
泉福新嘉宏阁,quan'fu'xin'jia'hong'ge
泉福新嘉骏阁,quan'fu'xin'jia'jun'ge
泉福新嘉开阁,quan'fu'xin'jia'kai'ge
泉阁楼,quan'ge'lou
泉冠楼,quan'guan'lou
泉广楼,quan'guang'lou
泉豪阁,quan'hao'ge
泉豪楼,quan'hao'lou
全合大厦,quan'he'da'sha
泉亨花园,quan'heng'hua'yuan
泉亨楼,quan'heng'lou
泉恒楼,quan'heng'lou
泉鸿花园,quan'hong'hua'yuan
泉鸿楼,quan'hong'lou
泉华楼,quan'hua'lou
权辉大厦,quan'hui'da'sha
泉慧阁,quan'hui'ge
权辉楼,quan'hui'lou
泉辉楼,quan'hui'lou
全记楼,quan'ji'lou
泉基楼,quan'ji'lou
泉敬楼,quan'jing'lou
泉俊楼,quan'jun'lou
泉康大厦,quan'kang'da'sha
泉乐楼,quan'le'lou
泉澧花园,quan'li'hua'yuan
泉丽楼,quan'li'lou
泉利楼,quan'li'lou
泉立楼,quan'li'lou
泉利码头,quan'li'ma'tou
泉亮花园,quan'liang'hua'yuan
泉亮楼,quan'liang'lou
泉龙楼,quan'long'lou
泉漫楼,quan'man'lou
泉满轩,quan'man'xuan
泉美楼,quan'mei'lou
泉敏楼,quan'min'lou
泉明楼,quan'ming'lou
泉宁楼,quan'ning'lou
泉启楼,quan'qi'lou
泉庆楼,quan'qing'lou
泉仁楼,quan'ren'lou
泉荣阁,quan'rong'ge
泉润楼,quan'run'lou
泉善楼,quan'shan'lou
泉绍花园,quan'shao'hua'yuan
全胜大厦,quan'sheng'da'sha
泉生楼,quan'sheng'lou
泉盛楼,quan'sheng'lou
泉胜楼,quan'sheng'lou
泉胜轩,quan'sheng'xuan
全泰大厦,quan'tai'da'sha
泉泰楼,quan'tai'lou
泉添楼,quan'tian'lou
泉同楼,quan'tong'lou
泉通楼,quan'tong'lou
泉旺楼,quan'wang'lou
泉伟楼,quan'wei'lou
泉威楼,quan'wei'lou
泉喜花园,quan'xi'hua'yuan
泉喜楼,quan'xi'lou
泉信楼,quan'xin'lou
泉新楼,quan'xin'lou
泉欣楼,quan'xin'lou
泉兴楼,quan'xing'lou
泉星楼,quan'xing'lou
泉雅阁,quan'ya'ge
泉衍楼,quan'yan'lou
泉耀楼,quan'yao'lou
泉业楼,quan'ye'lou
泉意楼,quan'yi'lou
泉英阁,quan'ying'ge
泉盈楼,quan'ying'lou
泉英楼,quan'ying'lou
泉咏楼,quan'yong'lou
泉永楼,quan'yong'lou
泉友楼,quan'you'lou
泉裕豪庭,quan'yu'hao'ting
泉裕花园,quan'yu'hua'yuan
泉裕楼,quan'yu'lou
泉苑阁,quan'yuan'ge
泉远楼,quan'yuan'lou
泉悦花园,quan'yue'hua'yuan
泉运楼,quan'yun'lou
泉志楼,quan'zhi'lou
泉州大厦,quan'zhou'da'sha
泉卓楼,quan'zhuo'lou
雀里,que'li
雀仔园街市,que'zi'yuan'jie'shi
群安大厦,qun'an'da'sha
群队街,qun'dui'jie
群发花园,qun'fa'hua'yuan
群豪阁,qun'hao'ge
群康大厦,qun'kang'da'sha
群乐大厦,qun'le'da'sha
群威大厦,qun'wei'da'sha
群禧阁,qun'xi'ge
群兴宾馆,qun'xing'bin'guan
群兴大厦,qun'xing'da'sha
群兴新街,qun'xing'xin'jie
群益大厦,qun'yi'da'sha
群盈大厦,qun'ying'da'sha
群致苑,qun'zhi'yuan
染布里,ran'bu'li
染布巷,ran'bu'xiang
染师里,ran'shi'li
仁爱安老院有限公司,ren'ai'an'lao'yuan'you'xian'gong'si
仁爱传教托儿所,ren'ai'chuan'jiao'tuo'er'suo
仁爱传教修女会,ren'ai'chuan'jiao'xiu'nv'hui
仁安大厦,ren'an'da'sha
仁安里,ren'an'li
仁伯爵综合医院,ren'bo'jue'zong'he'yi'yuan
仁伯爵综合医院山顶医院,ren'bo'jue'zong'he'yi'yuan'shan'ding'yi'yuan
仁昌大厦,ren'chang'da'sha
仁慈堂,ren'ci'tang
仁慈堂安老院,ren'ci'tang'an'lao'yuan
仁慈堂澳门盲人重建中心,ren'ci'tang'ao'men'mang'ren'chong'jian'zhong'xin
仁慈堂老人院,ren'ci'tang'lao'ren'yuan
仁慈堂婆仔屋,ren'ci'tang'po'zai'wu
仁慈堂右巷,ren'ci'tang'you'xiang
仁德大厦,ren'de'da'sha
仁发大厦,ren'fa'da'sha
仁丰大厦,ren'feng'da'sha
仁富大厦,ren'fu'da'sha
仁孚行有限公司,ren'fu'xing'you'xian'gong'si
仁孚行有限公司勤蜂组,ren'fu'xing'you'xian'gong'si'qin'feng'zu
仁贵大厦,ren'gui'da'sha
人和大旅店,ren'he'da'lv'dian
仁和大厦,ren'he'da'sha
人和里,ren'he'li
仁厚里,ren'hou'li
仁辉大厦,ren'hui'da'sha
仁基大厦,ren'ji'da'sha
仁康大厦,ren'kang'da'sha
仁康楼,ren'kang'lou
仁龙阁,ren'long'ge
仁明大厦,ren'ming'da'sha
仁慕围,ren'mu'wei
仁慕巷,ren'mu'xiang
仁荣大厦,ren'rong'da'sha
仁顺大厦,ren'shun'da'sha
仁涛阁,ren'tao'ge
仁威大厦,ren'wei'da'sha
仁新大厦,ren'xin'da'sha
仁兴大厦,ren'xing'da'sha
日东纺澳门玻纤纺织有限公司,ri'dong'fang'ao'men'bo'xian'fang'zhi'you'xian'gong'si
日发大厦,ri'fa'da'sha
日高大厦,ri'gao'da'sha
日光围,ri'guang'wei
日升楼,ri'sheng'lou
日头街,ri'tou'jie
日头里,ri'tou'li
日头围,ri'tou'wei
日旺楼,ri'wang'lou
日兴大厦,ri'xing'da'sha
荣安大厦,rong'an'da'sha
容安阁,rong'an'ge
容昌大厦,rong'chang'da'sha
荣昌大厦,rong'chang'da'sha
荣成楼,rong'cheng'lou
荣春大厦,rong'chun'da'sha
容德大厦,rong'de'da'sha
荣德大厦,rong'de'da'sha
荣德楼,rong'de'lou
容都大厦,rong'dou'da'sha
荣发大厦,rong'fa'da'sha
容丰大厦,rong'feng'da'sha
荣丰大厦,rong'feng'da'sha
荣丰药行,rong'feng'yao'hang
容富大厦,rong'fu'da'sha
容福大厦,rong'fu'da'sha
荣富楼,rong'fu'lou
容光大厦,rong'guang'da'sha
容广大厦,rong'guang'da'sha
荣光楼,rong'guang'lou
荣光巷,rong'guang'xiang
容国大厦,rong'guo'da'sha
容海大厦,rong'hai'da'sha
容和大厦,rong'he'da'sha
容和阁,rong'he'ge
融和阁,rong'he'ge
融合门,rong'he'men
融和门,rong'he'men
容亨大厦,rong'heng'da'sha
荣华大厦,rong'hua'da'sha
荣华楼,rong'hua'lou
荣辉大厦,rong'hui'da'sha
荣辉楼,rong'hui'lou
容记楼,rong'ji'lou
荣基楼,rong'ji'lou
容建大厦,rong'jian'da'sha
容景大厦,rong'jing'da'sha
容来大厦,rong'lai'da'sha
容乐大厦,rong'le'da'sha
容利大厦,rong'li'da'sha
容礼大厦,rong'li'da'sha
荣丽大厦,rong'li'da'sha
荣利大厦,rong'li'da'sha
容隆大厦,rong'long'da'sha
容卢大厦,rong'lu'da'sha
荣禄大厦,rong'lu'da'sha
容鹏大厦,rong'peng'da'sha
荣庆大厦,rong'qing'da'sha
容群大厦,rong'qun'da'sha
荣润大厦,rong'run'da'sha
容胜大厦,rong'sheng'da'sha
荣生大厦,rong'sheng'da'sha
荣盛大厦,rong'sheng'da'sha
荣胜大厦,rong'sheng'da'sha
荣升花园大厦,rong'sheng'hua'yuan'da'sha
榕树街,rong'shu'jie
荣顺大厦,rong'shun'da'sha
容旺大厦,rong'wang'da'sha
容伟大厦,rong'wei'da'sha
容威大厦,rong'wei'da'sha
容喜大厦,rong'xi'da'sha
容祥大厦,rong'xiang'da'sha
容新大厦,rong'xin'da'sha
荣信大厦,rong'xin'da'sha
荣新阁,rong'xin'ge
容兴大厦,rong'xing'da'sha
荣兴大厦,rong'xing'da'sha
荣耀大厦,rong'yao'da'sha
荣英阁,rong'ying'ge
容永大厦,rong'yong'da'sha
榕苑,rong'yuan
荣苑,rong'yuan
容运大厦,rong'yun'da'sha
荣兆阁,rong'zhao'ge
荣洲大厦,rong'zhou'da'sha
入便街,ru'bian'jie
如德大厦,ru'de'da'sha
儒履围,ru'lv'wei
如祥楼,ru'xiang'lou
如意大厦,ru'yi'da'sha
如意阁,ru'yi'ge
如意广场,ru'yi'guang'chang
如意广埸,ru'yi'guang'yi
如意楼,ru'yi'lou
如意围,ru'yi'wei
如意巷,ru'yi'xiang
瑞安楼,rui'an'lou
瑞昌超市,rui'chang'chao'shi
瑞昌大厦,rui'chang'da'sha
瑞和大厦,rui'he'da'sha
瑞华阁,rui'hua'ge
瑞华工业大厦,rui'hua'gong'ye'da'sha
瑞基大厦,rui'ji'da'sha
瑞康楼,rui'kang'lou
瑞琼大厦,rui'qiong'da'sha
瑞时大厦,rui'shi'da'sha
瑞祥楼,rui'xiang'lou
瑞祥新,rui'xiang'xin
瑞祥新村,rui'xiang'xin'cun
瑞祥新邨,rui'xiang'xin'cun
瑞兴大厦,rui'xing'da'sha
瑞泳楼,rui'yong'lou
润福大厦,run'fu'da'sha
润新大厦,run'xin'da'sha
若翰亚美打街,ruo'han'ya'mei'da'jie
若宪马路,ruo'xian'ma'lu
若宪斜巷,ruo'xian'xie'hang
赛车看台,sai'che'kan'tai
三巴门坊众互助会颐康中心,san'ba'men'fang'zhong'hu'zhu'hui'yi'kang'zhong'xin
三巴仔横街,san'ba'zai'heng'jie
三巴仔街,san'ba'zai'jie
三巴仔里,san'ba'zai'li
三巴仔围,san'ba'zai'wei
三巴仔斜巷,san'ba'zai'xie'hang
三宝楼,san'bao'lou
三层楼街,san'ceng'lou'jie
三层楼上街,san'ceng'lou'shang'jie
三层楼斜巷,san'ceng'lou'xie'hang
三福阁,san'fu'ge
三间里,san'jian'li
三角亭围,san'jiao'ting'wei
三街会馆,san'jie'hui'guan
三利大厦,san'li'da'sha
三龙阁,san'long'ge
三婆庙,san'po'miao
三圣宫,san'sheng'gong
三胜新村,san'sheng'xin'cun
三兴大厦,san'xing'da'sha
三盏灯,san'zhan'deng
森成阁,sen'cheng'ge
森达大厦,sen'da'da'sha
森华润大厦,sen'hua'run'da'sha
森树街,sen'shu'jie
沙格斯大马路,sha'ge'si'da'ma'lu
沙嘉都喇贾罢丽街,sha'jia'dou'la'jia'ba'li'jie
沙井地围,sha'jing'di'wei
沙井地巷,sha'jing'di'xiang
沙井天巷,sha'jing'tian'xiang
沙栏仔横街,sha'lan'zai'heng'jie
沙栏仔街,sha'lan'zai'jie
沙栏仔里,sha'lan'zai'li
沙栏仔围,sha'lan'zai'wei
沙栏仔斜路,sha'lan'zai'xie'lu
沙梨头北街,sha'li'tou'bei'jie
沙梨头北巷,sha'li'tou'bei'xiang
沙梨头坊众互助会颐康中心,sha'li'tou'fang'zhong'hu'zhu'hui'yi'kang'zhong'xin
沙梨头坊众托儿中心,sha'li'tou'fang'zhong'tuo'er'zhong'xin
沙梨头坊众学校,sha'li'tou'fang'zhong'xue'xiao
沙梨头海边大马路,sha'li'tou'hai'bian'da'ma'lu
沙梨头海边街,sha'li'tou'hai'bian'jie
沙梨头海边巷,sha'li'tou'hai'bian'xiang
沙梨头街,sha'li'tou'jie
沙梨头街市,sha'li'tou'jie'shi
沙梨头浸信学校,sha'li'tou'jin'xin'xue'xiao
沙梨头口巷,sha'li'tou'kou'xiang
沙梨头南街,sha'li'tou'nan'jie
沙梨头石级,sha'li'tou'shi'ji
沙梨头巷,sha'li'tou'xiang
沙梨头斜巷,sha'li'tou'xie'hang
沙梨头新街,sha'li'tou'xin'jie
沙梨头鱼获检疫站,sha'li'tou'yu'huo'jian'yi'zhan
沙滩里,sha'tan'li
沙维斯街,sha'wei'si'jie
沙鵻围,sha'zhui'wei
善安阁,shan'an'ge
舢舨巷,shan'ban'xiang
山边街,shan'bian'jie
山边巷,shan'bian'xiang
山茶街,shan'cha'jie
善成楼,shan'cheng'lou
善德大厦,shan'de'da'sha
善德花园,shan'de'hua'yuan
山洞巷,shan'dong'xiang
善丰花园,shan'feng'hua'yuan
善恒大厦,shan'heng'da'sha
珊瑚里,shan'hu'li
山鸡巷,shan'ji'xiang
山麻雀围,shan'ma'que'wei
善牧会,shan'mu'hui
善庆围,shan'qing'wei
山雀围,shan'que'wei
山水别墅,shan'shui'bie'shu
山水苑,shan'shui'yuan
山水园围,shan'shui'yuan'wei
山水园巷,shan'shui'yuan'xiang
山水园斜巷,shan'shui'yuan'xie'hang
汕头街,shan'tou'jie
善欣楼,shan'xin'lou
善耀楼,shan'yao'lou
山治美兰打前地,shan'zhi'mei'lan'da'qian'di
伤残人士社会服务中心暨庇护工场,shang'can'ren'shi'she'hui'fu'wu'zhong'xin'ji'bi'hu'gong'chang
上海街,shang'hai'jie
商人巷,shang'ren'xiang
商训夜中学,shang'xun'ye'zhong'xue
商业学校街,shang'ye'xue'xiao'jie
韶安楼,shao'an'lou
绍昌大厦,shao'chang'da'sha
韶关街,shao'guan'jie
烧灰炉儿童游乐园,shao'hui'lu'er'tong'you'le'yuan
烧灰炉街,shao'hui'lu'jie
烧灰炉口,shao'hui'lu'kou
少年感化院,shao'nian'gan'hua'yuan
少女与狗,shao'nv'yu'gou
社福里,she'fu'li
社福围,she'fu'wei
社会保障基金,she'hui'bao'zhang'ji'jin
社会工作局,she'hui'gong'zuo'ju
社会工作局避寒中心,she'hui'gong'zuo'ju'bi'han'zhong'xin
社会工作局马柯曼丽耆老中心及膳堂,she'hui'gong'zuo'ju'ma'ke'man'li'qi'lao'zhong'xin'ji'shan'tang
社会工作局青洲灾民中心,she'hui'gong'zuo'ju'qing'zhou'zai'min'zhong'xin
社会文化司司长办公室,she'hui'wen'hua'si'si'zhang'ban'gong'shi
射击路,she'ji'lu
社学大厦,she'xue'da'sha
身份证明局,shen'fen'zheng'ming'ju
审计署,shen'ji'shu
深巷横街,shen'xiang'heng'jie
深巷仔,shen'xiang'zai
胜安大厦,sheng'an'da'sha
圣安东尼幼儿中心,sheng'an'dong'ni'you'er'zhong'xin
圣安东尼幼稚园,sheng'an'dong'ni'you'zhi'yuan
圣安多尼堂,sheng'an'duo'ni'tang
圣奥斯定堂,sheng'ao'si'ding'tang
圣保禄学校,sheng'bao'lu'xue'xiao
圣保禄中学,sheng'bao'lu'zhong'xue
圣庇道街,sheng'bi'dao'jie
胜昌大厦,sheng'chang'da'sha
盛昌阁,sheng'chang'ge
生昌楼,sheng'chang'lou
盛昌楼,sheng'chang'lou
胜昌商业大厦,sheng'chang'shang'ye'da'sha
圣道明教堂圣物宝库,sheng'dao'ming'jiao'tang'sheng'wu'bao'ku
圣德大厦,sheng'de'da'sha
胜德大厦,sheng'de'da'sha
圣德兰学校,sheng'de'lan'xue'xiao
盛德楼,sheng'de'lou
圣德伦街,sheng'de'lun'jie
圣地牙哥酒店,sheng'di'ya'ge'jiu'dian
升发大厦,sheng'fa'da'sha
生发大厦,sheng'fa'da'sha
胜发大厦,sheng'fa'da'sha
升发围,sheng'fa'wei
圣方济各安老院,sheng'fang'ji'ge'an'lao'yuan
圣方济各街,sheng'fang'ji'ge'jie
圣方济各里,sheng'fang'ji'ge'li
圣方济各斜巷,sheng'fang'ji'ge'xie'hang
圣公会澳门蔡高中学,sheng'gong'hui'ao'men'cai'gao'zhong'xue
圣公会澳门蔡高中学分校,sheng'gong'hui'ao'men'cai'gao'zhong'xue'fen'xiao
圣公会澳门蔡高中学夜间部,sheng'gong'hui'ao'men'cai'gao'zhong'xue'ye'jian'bu
圣公会黑沙环青年发展中心,sheng'gong'hui'hei'sha'huan'qing'nian'fa'zhan'zhong'xin
圣公会圣马可堂,sheng'gong'hui'sheng'ma'ke'tang
圣公会小学,sheng'gong'hui'xiao'xue
胜光大厦,sheng'guang'da'sha
胜好大厦,sheng'hao'da'sha
胜豪大厦,sheng'hao'da'sha
胜和大厦,sheng'he'da'sha
胜和台,sheng'he'tai
胜鸿大厦,sheng'hong'da'sha
胜华大厦,sheng'hua'da'sha
盛华楼,sheng'hua'lou
胜华楼,sheng'hua'lou
生辉大厦,sheng'hui'da'sha
胜辉大厦,sheng'hui'da'sha
圣基大厦,sheng'ji'da'sha
圣家学校,sheng'jia'xue'xiao
胜景台,sheng'jing'tai
圣柯奴非围,sheng'ke'nu'fei'wei
胜来大厦,sheng'lai'da'sha
圣老楞佐堂,sheng'lao'leng'zuo'tang
胜乐大厦,sheng'le'da'sha
圣类斯公撒格之家,sheng'lei'si'gong'sa'ge'zhi'jia
胜利安大厦,sheng'li'an'da'sha
生利大厦,sheng'li'da'sha
盛利大厦,sheng'li'da'sha
胜利大厦,sheng'li'da'sha
胜利楼,sheng'li'lou
胜利石油有限公司货仓货,sheng'li'shi'you'you'xian'gong'si'huo'cang'huo
胜联大厦,sheng'lian'da'sha
胜连大厦,sheng'lian'da'sha
胜隆大厦,sheng'long'da'sha
圣禄基大厦,sheng'lu'ji'da'sha
圣路济亚中心,sheng'lu'ji'ya'zhong'xin
圣禄杞街,sheng'lu'qi'jie
圣禄杞里,sheng'lu'qi'li
圣罗撒女子中学,sheng'luo'sa'nv'zi'zhong'xue
圣罗撒女子中学中文部,sheng'luo'sa'nv'zi'zhong'xue'zhong'wen'bu
圣罗撒托儿所,sheng'luo'sa'tuo'er'suo
圣罗撒英文中学,sheng'luo'sa'ying'wen'zhong'xue
圣玛嘉烈达弱智中心,sheng'ma'jia'lie'da'ruo'zhi'zhong'xin
圣玛利亚安老院,sheng'ma'li'ya'an'lao'yuan
圣玛沙利罗慈惠托儿所,sheng'ma'sha'li'luo'ci'hui'tuo'er'suo
圣玛沙利罗学校,sheng'ma'sha'li'luo'xue'xiao
圣美大厦,sheng'mei'da'sha
胜美大厦,sheng'mei'da'sha
圣玫瑰学校,sheng'mei'gui'xue'xiao
圣玫瑰中学,sheng'mei'gui'zhong'xue
圣美基街,sheng'mei'ji'jie
圣弥额尔小堂,sheng'mi'e'er'xiao'tang
盛铭大厦,sheng'ming'da'sha
胜明大厦,sheng'ming'da'sha
圣母村,sheng'mu'cun
圣母青年中心,sheng'mu'qing'nian'zhong'xin
圣母圣玛利亚安老院,sheng'mu'sheng'ma'li'ya'an'lao'yuan
圣母圣心学校,sheng'mu'sheng'xin'xue'xiao
圣母堂前地,sheng'mu'tang'qian'di
圣母雪地殿教堂,sheng'mu'xue'di'dian'jiao'tang
圣尼各老围,sheng'ni'ge'lao'wei
升平里,sheng'ping'li
升平楼,sheng'ping'lou
升平围,sheng'ping'wei
胜强大厦,sheng'qiang'da'sha
胜桥大厦,sheng'qiao'da'sha
胜群大厦,sheng'qun'da'sha
胜荣大厦,sheng'rong'da'sha
圣若翰托儿所新口岸填海区,sheng'ruo'han'tuo'er'suo'xin'kou'an'tian'hai'qu
圣若瑟教区中学,sheng'ruo'se'jiao'qu'zhong'xue
圣若瑟教区中学第二三校夜间部,sheng'ruo'se'jiao'qu'zhong'xue'di'er'san'xiao'ye'jian'bu
圣若瑟教区中学第六校,sheng'ruo'se'jiao'qu'zhong'xue'di'liu'xiao
圣若瑟教区中学第四校,sheng'ruo'se'jiao'qu'zhong'xue'di'si'xiao
圣若瑟教区中学第五校,sheng'ruo'se'jiao'qu'zhong'xue'di'wu'xiao
圣若瑟教区中学第五校中文部英文部,sheng'ruo'se'jiao'qu'zhong'xue'di'wu'xiao'zhong'wen'bu'ying'wen'bu
圣若瑟教区中学第一校,sheng'ruo'se'jiao'qu'zhong'xue'di'yi'xiao
圣若瑟劳工主保堂,sheng'ruo'se'lao'gong'zhu'bao'tang
圣若瑟修院,sheng'ruo'se'xiu'yuan
圣若瑟修院圣堂,sheng'ruo'se'xiu'yuan'sheng'tang
圣若瑟中学,sheng'ruo'se'zhong'xue
圣善大厦,sheng'shan'da'sha
圣善学校,sheng'shan'xue'xiao
圣珊泽马路,sheng'shan'ze'ma'lu
胜生企业有限公司,sheng'sheng'qi'ye'you'xian'gong'si
胜威大厦,sheng'wei'da'sha
圣味基坟场,sheng'wei'ji'fen'chang
圣味基墓场,sheng'wei'ji'mu'chang
胜新大厦,sheng'xin'da'sha
圣心英文中学,sheng'xin'ying'wen'zhong'xue
胜兴大厦,sheng'xing'da'sha
生雪巷,sheng'xue'xiang
圣雅各伯小堂,sheng'ya'ge'bo'xiao'tang
生央街,sheng'yang'jie
盛业大厦,sheng'ye'da'sha
升业楼,sheng'ye'lou
胜意楼,sheng'yi'lou
圣依撒伯尔静修院,sheng'yi'sa'bo'er'jing'xiu'yuan
盛永阁,sheng'yong'ge
胜园大厦,sheng'yuan'da'sha
胜苑大厦,sheng'yuan'da'sha
圣约翰托儿所,sheng'yue'han'tuo'er'suo
胜运楼,sheng'yun'lou
生蔗里,sheng'zhe'li
胜致苑,sheng'zhi'yuan
时安大厦,shi'an'da'sha
十八间,shi'ba'jian
石版里,shi'ban'li
时宝大厦,shi'bao'da'sha
史伯泰海军将军马路,shi'bo'tai'hai'jun'jiang'jun'ma'lu
史伯泰海军马路,shi'bo'tai'hai'jun'ma'lu
时彩大厦,shi'cai'da'sha
市场街,shi'chang'jie
