阿母种桃云海际,a'mu'zhong'tao'yun'hai'ji
群吏伏门屏,qun'li'fu'men'ping
群吏谒新府,qun'li'ye'xin'fu
群贤胜会稽,qun'xian'sheng'kuai'ji
群玉山头住四年,qun'yu'shan'tou'zhu'si'nian
群雉声咿喔,qun'zhi'sheng'yi'wo
然后见人情,ran'hou'jian'ren'qing
冉冉如人老,ran'ran'ru'ren'lao
苒苒桑榆夕,ran'ran'sang'yu'xi
苒弱多意思,ran'ruo'duo'yi'si
染素学鹅毛,ran'su'xue'e'mao
染指铅粉腻,ran'zhi'qian'fen'ni
瀼西春水縠纹生,rang'xi'chun'shui'hu'wen'sheng
人悲旧剑前,ren'bei'jiu'jian'qian
人悲雁亦号,ren'bei'yan'yi'hao
人从别浦经年去,ren'cong'bie'pu'jing'nian'qu
人从桔柣至,ren'cong'ju'die'zhi
人到便须抛世事,ren'dao'bian'xu'pao'shi'shi
认得诗人在此间,ren'de'shi'ren'zai'ci'jian
人多叹赏题之,ren'duo'tan'shang'ti'zhi
人耕旧战场,ren'geng'jiu'zhan'chang
人含不平意,ren'han'bu'ping'yi
人间第一处,ren'jian'di'yi'chu
人间空数茂陵阡,ren'jian'kong'shu'mao'ling'qian
人间来就楚襄王,ren'jian'lai'jiu'chu'xiang'wang
人间荣谢递相催,ren'jian'rong'xie'di'xiang'cui
人间声价是文章,ren'jian'sheng'jia'shi'wen'zhang
人间四十秋,ren'jian'si'shi'qiu
人间未有名,ren'jian'wei'you'ming
人间已滂沛,ren'jian'yi'pang'pei
人间有此花,ren'jian'you'ci'hua
人将琪树比甘棠,ren'jiang'qi'shu'bi'gan'tang
人皆置庄身不到,ren'jie'zhi'zhuang'shen'bu'dao
人夸绫步障,ren'kua'ling'bu'zhang
人来人去唱歌行,ren'lai'ren'qu'chang'ge'xing
人立寒沙上,ren'li'han'sha'shang
人伦选清臣,ren'lun'xuan'qing'chen
人眉新柳叶,ren'mei'xin'liu'ye
人披鹤氅出,ren'pi'he'chang'chu
人琴久寂寞,ren'qin'jiu'ji'mo
人情便所遇,ren'qing'bian'suo'yu
人情皆向菊,ren'qing'jie'xiang'ju
人人带酒还,ren'ren'dai'jiu'hai
人人尽所长,ren'ren'jin'suo'chang
人尚想龙颜,ren'shang'xiang'long'yan
人生不合出京城,ren'sheng'bu'he'chu'jing'cheng
人生不失意,ren'sheng'bu'shi'yi
任世变桑田,ren'shi'bian'sang'tian
人识汉官仪,ren'shi'han'guan'yi
人世几回伤往事,ren'shi'ji'hui'shang'wang'shi
人识王城长者家,ren'shi'wang'cheng'zhang'zhe'jia
人谁不愿老,ren'shui'bu'yuan'lao
人稀鸟兽骇,ren'xi'niao'shou'hai
人稀夜复闲,ren'xi'ye'fu'xian
任贤劳梦寐,ren'xian'lao'meng'mei
任向洛阳称傲吏,ren'xiang'luo'yang'cheng'ao'li
人讶征黄晚,ren'ya'zheng'huang'wan
人言北郭生,ren'yan'bei'guo'sheng
人言策中说何事,ren'yan'ce'zhong'shuo'he'shi
人言道路古来难,ren'yan'dao'lu'gu'lai'nan
人烟过虞巡,ren'yan'guo'yu'xun
人意殷勤惜,ren'yi'yin'qin'xi
人于红药惟看色,ren'yu'hong'yao'wei'kan'se
人远烟霞逼,ren'yuan'yan'xia'bi
人知太守字玄晖,ren'zhi'tai'shou'zi'xuan'hui
仍把天兵书号笔,reng'ba'tian'bing'shu'hao'bi
仍齐龟鹤年,reng'qi'gui'he'nian
仍占星文耀碧虚,reng'zhan'xing'wen'yao'bi'xu
仍追少傅赤松游,reng'zhui'shao'fu'chi'song'you
日出骊山东,ri'chu'li'shan'dong
日出三竿春雾消,ri'chu'san'gan'chun'wu'xiao
日出喧喧人不闲,ri'chu'xuan'xuan'ren'bu'xian
日观杲杲卿云见,ri'guan'gao'gao'qing'yun'jian
日光吐鲸背,ri'guang'tu'jing'bei
日临丹洞鹤归时,ri'lin'dan'dong'he'gui'shi
日落方收鼓,ri'luo'fang'shou'gu
日落风生庙门外,ri'luo'feng'sheng'miao'men'wai
日落舟益驶,ri'luo'zhou'yi'shi
日暮还城邑,ri'mu'hai'cheng'yi
日暮江头闻竹枝,ri'mu'jiang'tou'wen'zhu'zhi
日暮人凄凄,ri'mu'ren'qi'qi
日暮山径穷,ri'mu'shan'jing'qiong
日暮声未和,ri'mu'sheng'wei'he
日暮行人争渡急,ri'mu'xing'ren'zheng'du'ji
日陪高步绕池塘,ri'pei'gao'bu'rao'chi'tang
日日哺不息,ri'ri'bu'bu'xi
日日临池弄小雏,ri'ri'lin'chi'nong'xiao'chu
日上彩霞生,ri'shang'cai'xia'sheng
日晚长秋帘外报,ri'wan'chang'qiu'lian'wai'bao
日晚上楼招估客,ri'wan'shang'lou'zhao'gu'ke
日望长安道,ri'wang'chang'an'dao
日午树阴正,ri'wu'shu'yin'zheng
日下初陵外,ri'xia'chu'ling'wai
日斜铅粉残,ri'xie'qian'fen'can
日携邑中客,ri'xie'yi'zhong'ke
日斜征虏亭,ri'xie'zheng'lu'ting
日轩漾波影,ri'xuan'yang'bo'ying
日晏未梳头,ri'yan'wei'shu'tou
日映千里帆,ri'ying'qian'li'fan
日映西陵松柏枝,ri'ying'xi'ling'song'bai'zhi
日浴鲸波万顷金,ri'yu'jing'bo'wan'qing'jin
日运丹青笔,ri'yun'dan'qing'bi
日照澄洲江雾开,ri'zhao'cheng'zhou'jiang'wu'kai
日照老莱衣,ri'zhao'lao'lai'yi
容趁城东花发时,rong'chen'cheng'dong'hua'fa'shi
容光一以间,rong'guang'yi'yi'jian
容华本南国,rong'hua'ben'nan'guo
荣华甘死别,rong'hua'gan'si'bie
戎羯归心如内地,rong'jie'gui'xin'ru'nei'di
荣茂近昭回,rong'mao'jin'zhao'hui
荣亲在名字,rong'qin'zai'ming'zi
荣盛对银黄,rong'sheng'dui'yin'huang
荣耀初题剑,rong'yao'chu'ti'jian
荣耀生华馆,rong'yao'sheng'hua'guan
荣耀自编年,rong'yao'zi'bian'nian
容易见九垠,rong'yi'jian'jiu'yin
戎装出帝京,rong'zhuang'chu'di'jing
柔软美人心,rou'ruan'mei'ren'xin
如此方为岳,ru'ci'fang'wei'yue
如此相催即老翁,ru'ci'xiang'cui'ji'lao'weng
入洞夏里披貂裘,ru'dong'xia'li'pi'diao'qiu
入耳胜笙簧,ru'er'sheng'sheng'huang
儒风正礼乐,ru'feng'zheng'li'yue
如观混元始,ru'guan'hun'yuan'shi
汝海崆峒秀,ru'hai'kong'tong'xiu
如何将此千行泪,ru'he'jiang'ci'qian'hang'lei
如何今濩落,ru'he'jin'hu'luo
入贺领鸳行,ru'he'ling'yuan'xing
如何上春日,ru'he'shang'chun'ri
如何庭庑际,ru'he'ting'wu'ji
如何为发蒙,ru'he'wei'fa'meng
如何一借羊角风,ru'he'yi'jie'yang'jiao'feng
如何赠琴日,ru'he'zeng'qin'ri
如今白首在南徐,ru'jin'bai'shou'zai'nan'xu
如今从此鬓星星,ru'jin'cong'ci'bin'xing'xing
如今老去语尤迟,ru'jin'lao'qu'yu'you'chi
如今抛掷长街里,ru'jin'pao'zhi'chang'jie'li
如今人望在岩廊,ru'jin'ren'wang'zai'yan'lang
如今三山上,ru'jin'san'shan'shang
如今万事尽忘筌,ru'jin'wan'shi'jin'wang'quan
如今绾作同心结,ru'jin'wan'zuo'tong'xin'jie
如今县令亦风流,ru'jin'xian'ling'yi'feng'liu
如今又守阖闾城,ru'jin'you'shou'he'lv'cheng
如今暂寄樽前笑,ru'jin'zan'ji'zun'qian'xiao
如今直上银河去,ru'jin'zhi'shang'yin'he'qu
如今只是暂时闲,ru'jin'zhi'shi'zan'shi'xian
入境闻讴谣,ru'jing'wen'ou'yao
如莲半偈心常悟,ru'lian'ban'ji'xin'chang'wu
濡露犹怀罔极情,ru'lu'you'huai'wang'ji'qing
入门松菊闲,ru'men'song'ju'xian
汝南晨鸡喔喔鸣,ru'nan'chen'ji'wo'wo'ming
入肆飏云帆,ru'si'yang'yun'fan
如闻断续弦,ru'wen'duan'xu'xian
如闻雒客扶风邬,ru'wen'luo'ke'fu'feng'wu
如闻云外笙,ru'wen'yun'wai'sheng
如星复如月,ru'xing'fu'ru'yue
濡须坞未平,ru'xu'wu'wei'ping
儒玄道两全,ru'xuan'dao'liang'quan
如烟去无迹,ru'yan'qu'wu'ji
如严三清居,ru'yan'san'qing'ju
儒腰盘贵绶,ru'yao'pan'gui'shou
入夜行人相应歌,ru'ye'xing'ren'xiang'ying'ge
如招后房宴,ru'zhao'hou'fang'yan
阮郎无复里中旧,ruan'lang'wu'fu'li'zhong'jiu
阮巷久芜沉,ruan'xiang'jiu'wu'chen
瑞呈霄汉外,rui'cheng'xiao'han'wai
蕊检香氛氲,rui'jian'xiang'fen'yun
瑞气转绡縠,rui'qi'zhuan'xiao'hu
若把翠娥酬騄耳,ruo'ba'cui'e'chou'lu'er
若逢广坐问羊酪,ruo'feng'guang'zuo'wen'yang'lao
若共吴王斗百草,ruo'gong'wu'wang'dou'bai'cao
弱冠同怀长者忧,ruo'guan'tong'huai'zhang'zhe'you
弱冠游咸京,ruo'guan'you'xian'jing
若扣瑶林枝,ruo'kou'yao'lin'zhi
弱龄颇尚奇,ruo'ling'po'shang'qi
弱柳从风疑举袂,ruo'liu'cong'feng'yi'ju'mei
弱柳覆槛流波沾,ruo'liu'fu'kan'liu'bo'zhan
若倾家酿招来客,ruo'qing'jia'niang'zhao'lai'ke
若使吾徒还早达,ruo'shi'wu'tu'hai'zao'da
若调雷雨师,ruo'tiao'lei'yu'shi
若问旧人刘子政,ruo'wen'jiu'ren'liu'zi'zheng
若问骚人何处所,ruo'wen'sao'ren'he'chu'suo
若问知境人,ruo'wen'zhi'jing'ren
若向蘼芜山下过,ruo'xiang'mi'wu'shan'xia'guo
若许相期同结社,ruo'xu'xiang'qi'tong'jie'she
弱羽果摧颓,ruo'yu'guo'cui'tui
弱植忽沦溺,ruo'zhi'hu'lun'ni
若止若翔,ruo'zhi'ruo'xiang
飒若鬼神趋,sa'ruo'gui'shen'qu
洒水净龙须,sa'shui'jing'long'xu
洒液如棼丝,sa'ye'ru'fen'si
塞北梅花羌笛吹,sai'bei'mei'hua'qiang'di'chui
三乘壁画车,san'cheng'bi'hua'che
三黜名惭柳士师,san'chu'ming'can'liu'shi'shi
三川风物是家园,san'chuan'feng'wu'shi'jia'yuan
三春车马客,san'chun'che'ma'ke
三春看又尽,san'chun'kan'you'jin
三春羡众邀,san'chun'xian'zhong'yao
散诞人间乐,san'dan'ren'jian'le
散诞向阳眠,san'dan'xiang'yang'mian
三冬学任胸中有,san'dong'xue'ren'xiong'zhong'you
三阁辞四首吴声,san'ge'ci'si'shou'wu'sheng
三光自迁易,san'guang'zi'qian'yi
三花秀色通春幌,san'hua'xiu'se'tong'chun'huang
散金疏傅寻常乐,san'jin'shu'fu'xun'chang'le
三爵油油忘是非,san'jue'you'you'wang'shi'fei
三军许勇名,san'jun'xu'yong'ming
三年楚国巴城守,san'nian'chu'guo'ba'cheng'shou
三千三百西江水,san'qian'san'bai'xi'jiang'shui
三千世界雪花中,san'qian'shi'jie'xue'hua'zhong
三清八景相追随,san'qing'ba'jing'xiang'zhui'sui
三秋伤望眼,san'qiu'shang'wang'yan
三人出眢井,san'ren'chu'yuan'jing
三山碧海不归去,san'shan'bi'hai'bu'gui'qu
三山不见海沉沉,san'shan'bu'jian'hai'chen'chen
三山归路迷,san'shan'gui'lu'mi
三山仙路寄遥情,san'shan'xian'lu'ji'yao'qing
三省壁中题姓字,san'sheng'bi'zhong'ti'xing'zi
三省清臣到外台,san'sheng'qing'chen'dao'wai'tai
三省英寮非旧侣,san'sheng'ying'liao'fei'jiu'lv
三十二君子,san'shi'er'jun'zi
三闻宫树蝉,san'wen'gong'shu'chan
三乡陌上望仙山,san'xiang'mo'shang'wang'xian'shan
三湘与百越,san'xiang'yu'bai'yue
三秀悲中散,san'xiu'bei'zhong'san
三休俯乔木,san'xiu'fu'qiao'mu
三雅兴尤偏,san'ya'xing'you'pian
三衣曾拂万年枝,san'yi'ceng'fu'wan'nian'zhi
三衣濡菌露,san'yi'ru'jun'lu
三载为吴郡,san'zai'wei'wu'jun
三折乃良医,san'zhe'nai'liang'yi
散质负华缨,san'zhi'fu'hua'ying
散逐香风远,san'zhu'xiang'feng'yuan
三足鼎中知味久,san'zu'ding'zhong'zhi'wei'jiu
桑空叶再生,sang'kong'ye'zai'sheng
桑野人暮归,sang'ye'ren'mu'gui
扫开云雾呈光景,sao'kai'yun'wu'cheng'guang'jing
骚人咏兰芷,sao'ren'yong'lan'zhi
骚人昨夜闻鶗鴂,sao'ren'zuo'ye'wen'chi'gui
瑟然引秋气,se'ran'yin'qiu'qi
色身岂吾宝,se'shen'qi'wu'bao
色鲜由树嫩,se'xian'you'shu'nen
色相斯为仁,se'xiang'si'wei'ren
色疑琼树倚,se'yi'qiong'shu'yi
森然就笔札,sen'ran'jiu'bi'zha
僧房药树依寒井,seng'fang'yao'shu'yi'han'jing
僧房已闭户,seng'fang'yi'bi'hu
僧言灵味宜幽寂,seng'yan'ling'wei'yi'you'ji
莎岸见长亭,sha'an'jian'chang'ting
纱窗遥想春相忆,sha'chuang'yao'xiang'chun'xiang'yi
沙村好处多逢寺,sha'cun'hao'chu'duo'feng'si
沙堤柱碍车,sha'di'zhu'ai'che
铩翮方抬举,sha'he'fang'tai'ju
沙惊白狄乡,sha'jing'bai'di'xiang
沙砾平浅草纤纤,sha'li'ping'qian'cao'xian'xian
沙鸣稍极边,sha'ming'shao'ji'bian
沙平草绿见吏稀,sha'ping'cao'lv'jian'li'xi
沙平鹅鹳飞,sha'ping'e'guan'fei
沙浦王浑镇,sha'pu'wang'hun'zhen
杀气见棱角,sha'qi'jian'leng'jiao
沙头樯竿上,sha'tou'qiang'gan'shang
沙头一眼认,sha'tou'yi'yan'ren
沙州归雁拂旌旗,sha'zhou'gui'yan'fu'jing'qi
山城苍苍夜寂寂,shan'cheng'cang'cang'ye'ji'ji
山城少人江水碧,shan'cheng'shao'ren'jiang'shui'bi
山成种玉田,shan'cheng'zhong'yu'tian
山川几千里,shan'chuan'ji'qian'li
山川空地形,shan'chuan'kong'di'xing
山川远地由来好,shan'chuan'yuan'di'you'lai'hao
山顶自晶明,shan'ding'zi'jing'ming
山东许地高,shan'dong'xu'di'gao
苫盖自相娱,shan'gai'zi'xiang'yu
山公游赏频,shan'gong'you'shang'pin
山固壤无朽,shan'gu'rang'wu'xiu
山果属狙公,shan'guo'shu'ju'gong
山河归旧国,shan'he'gui'jiu'guo
山花半谢杜鹃啼,shan'hua'ban'xie'du'juan'ti
山花映岩扉,shan'hua'ying'yan'fei
山花欲谢似残妆,shan'hua'yu'xie'si'can'zhuang
山火远连霞,shan'huo'yuan'lian'xia
山鸡临清镜,shan'ji'lin'qing'jing
山苗荣寸茎,shan'miao'rong'cun'jing
山明水净夜来霜,shan'ming'shui'jing'ye'lai'shuang
山明真色见,shan'ming'zhen'se'jian
山木行剪伐,shan'mu'xing'jian'fa
闪旗惊断塞鸿飞,shan'qi'jing'duan'sai'hong'fei
山禽忽惊起,shan'qin'hu'jing'qi
山人无事秋日长,shan'ren'wu'shi'qiu'ri'chang
山色葱笼丹槛外,shan'se'cong'long'dan'kan'wai
山色雨初晴,shan'se'yu'chu'qing
山僧归独行,shan'seng'gui'du'xing
山僧后檐茶数丛,shan'seng'hou'yan'cha'shu'cong
山上层层桃李花,shan'shang'ceng'ceng'tao'li'hua
山上长松山下水,shan'shang'chang'song'shan'xia'shui
山神妖气沮,shan'shen'yao'qi'ju
山是千重障,shan'shi'qian'zhong'zhang
山水途中入胜游,shan'shui'tu'zhong'ru'sheng'you
山桃红花满上头,shan'tao'hong'hua'man'shang'tou
山桃蹊外接甘棠,shan'tao'qi'wai'jie'gan'tang
芟庭留野菜,shan'ting'liu'ye'cai
山头白帝城,shan'tou'bai'di'cheng
山围故国周遭在,shan'wei'gu'guo'zhou'zao'zai
山下偶随流水出,shan'xia'ou'sui'liu'shui'chu
善响继家声,shan'xiang'ji'jia'sheng
膻腥充我庖,shan'xing'chong'wo'pao
山形依旧枕江流,shan'xing'yi'jiu'zhen'jiang'liu
山阳旧侣更谁过,shan'yang'jiu'lv'geng'shui'guo
山阳昔相遇,shan'yang'xi'xiang'yu
山叶红时觉胜春,shan'ye'hong'shi'jue'sheng'chun
山迎旧主人,shan'ying'jiu'zhu'ren
山月方出岭,shan'yue'fang'chu'ling
山中花带烟岚晚,shan'zhong'hua'dai'yan'lan'wan
剡中若问连州事,shan'zhong'ruo'wen'lian'zhou'shi
山州古寺好闲居,shan'zhou'gu'si'hao'xian'ju
善祝期满百,shan'zhu'qi'man'bai
商飙从朔塞,shang'biao'cong'shuo'sai
上车著作应来问,shang'che'zhu'zuo'ying'lai'wen
伤独孤舍人,shang'du'gu'she'ren
上拂朱鸟翮,shang'fu'zhu'niao'he
商歌劳甯戚,shang'ge'lao'ning'qi
商歌夜深后,shang'ge'ye'shen'hou
上国庭前草,shang'guo'ting'qian'cao
上汉古查形,shang'han'gu'cha'xing
上将赐甲第,shang'jiang'ci'jia'di
上客如先起,shang'ke'ru'xian'qi
上客同看雪,shang'ke'tong'kan'xue
商旅相催发,shang'lv'xiang'cui'fa
上品功能甘露味,shang'pin'gong'neng'gan'lu'wei
伤禽飞尚迟,shang'qin'fei'shang'chi
伤秦姝行,shang'qin'shu'xing
伤丘中丞,shang'qiu'zhong'cheng
商人占酒楼,shang'ren'zhan'jiu'lou
上山烧卧木,shang'shan'shao'wo'mu
商山夏木阴寂寂,shang'shan'xia'mu'yin'ji'ji
商山逸客出关时,shang'shan'yi'ke'chu'guan'shi
商山有病客,shang'shan'you'bing'ke
商山紫芝客,shang'shan'zi'zhi'ke
商声五音随指发,shang'sheng'wu'yin'sui'zhi'fa
尚书剑履出明光,shang'shu'jian'lv'chu'ming'guang
上书金马外,shang'shu'jin'ma'wai
尚书依旧趁参衙,shang'shu'yi'jiu'chen'can'ya
伤韦宾客缜,shang'wei'bin'ke'zhen
伤我马词,shang'wo'ma'ci
上弦虽独响,shang'xian'sui'du'xiang
上相芳缄至,shang'xiang'fang'jian'zhi
伤心见素车,shang'xin'jian'su'che
伤循州浑尚书,shang'xun'zhou'hun'shang'shu
上阳霜叶剪红绡,shang'yang'shuang'ye'jian'hong'xiao
上有乘鸾女,shang'you'cheng'luan'nv
赏幽空独吟,shang'you'kong'du'yin
上有神禹铭,shang'you'shen'yu'ming
尚有威名海内传,shang'you'wei'ming'hai'nei'chuan
尚有竹间路,shang'you'zhu'jian'lu
伤愚溪三首,shang'yu'xi'san'shou
稍当云阙正,shao'dang'yun'que'zheng
稍动丰茸际,shao'dong'feng'rong'ji
少逢知己忆吾庐,shao'feng'zhi'ji'yi'wu'lu
少君引我升玉坛,shao'jun'yin'wo'sheng'yu'tan
韶嫩冰后木,shao'nen'bing'hou'mu
少年曾得意,shao'nian'ceng'de'yi
少年曾忝汉庭臣,shao'nian'ceng'tian'han'ting'chen
少年曾醉酒旗下,shao'nian'ceng'zui'jiu'qi'xia
少年负志气,shao'nian'fu'zhi'qi
少年留取多情兴,shao'nian'liu'qu'duo'qing'xing
少年昧其理,shao'nian'mei'qi'li
少年荣贵道伤心,shao'nian'rong'gui'dao'shang'xin
少年为别日,shao'nian'wei'bie'ri
少年振芳尘,shao'nian'zhen'fang'chen
少卿终不去,shao'qing'zhong'bu'qu
稍稍开白烟,shao'shao'kai'bai'yan
少时东去复西来,shao'shi'dong'qu'fu'xi'lai
稍嫌单衣重,shao'xian'dan'yi'zhong
苕颖如云发,shao'ying'ru'yun'fa
少有一身兼将相,shao'you'yi'shen'jian'jiang'xiang
射策志未就,she'ce'zhi'wei'jiu
舌端万变乘春晖,she'duan'wan'bian'cheng'chun'hui
射宫曾发的,she'gong'ceng'fa'de
舍矢同瞻鹄,she'shi'tong'zhan'hu
畬田行,she'tian'xing
涉旬忘归程,she'xun'wang'gui'cheng
摄衣相问讯,she'yi'xiang'wen'xun
神飙猎红蕖,shen'biao'lie'hong'qu
神池接凤凰,shen'chi'jie'feng'huang
深处自疑莹,shen'chu'zi'yi'ying
深春风日净,shen'chun'feng'ri'jing
身带霜威辞凤阙,shen'dai'shuang'wei'ci'feng'que
蜃斗嘘天楼阁成,shen'dou'xu'tian'lou'ge'cheng
神光生剑脊,shen'guang'sheng'jian'ji
神鬼含变态,shen'gui'han'bian'tai
身后空堂夜不扃,shen'hou'kong'tang'ye'bu'jiong
身加一日长,shen'jia'yi'ri'chang
慎简由宸扆,shen'jian'you'chen'yi
神交如共游,shen'jiao'ru'gong'you
神教畏轩辕,shen'jiao'wei'xuan'yuan
深净如无力,shen'jing'ru'wu'li
深居绝送迎,shen'ju'jue'song'ying
身弃言不动,shen'qi'yan'bu'dong
身轻不占车,shen'qing'bu'zhan'che
身上官衔如座主,shen'shang'guan'xian'ru'zuo'zhu
身是芭蕉喻,shen'shi'ba'jiao'yu
申时出省趁看山,shen'shi'chu'sheng'chen'kan'shan
神使阴兵来助战,shen'shi'yin'bing'lai'zhu'zhan
身瘦带频减,shen'shou'dai'pin'jian
深锁春光一院愁,shen'suo'chun'guang'yi'yuan'chou
身外名何足算,shen'wai'ming'he'zu'suan
身无彼我那怀土,shen'wu'bi'wo'na'huai'tu
身无拘束起长晚,shen'wu'ju'shu'qi'chang'wan
神物拥休祯,shen'wu'yong'xiu'zhen
神仙聿来托,shen'xian'yu'lai'tuo
深心有矛戟,shen'xin'you'mao'ji
深夜降龙潭水黑,shen'ye'xiang'long'tan'shui'hei
深意片言中,shen'yi'pian'yan'zhong
神驭上星桥,shen'yu'shang'xing'qiao
深院洛阳城,shen'yuan'luo'yang'cheng
身在行台为仆射,shen'zai'hang'tai'wei'pu'she
身在绛纱传六艺,shen'zai'jiang'sha'chuan'liu'yi
神州司马好狂时,shen'zhou'si'ma'hao'kuang'shi
賸把离觞三五巡,sheng'ba'li'shang'san'wu'xun
圣朝方用敢言者,sheng'chao'fang'yong'gan'yan'zhe
圣朝寰海静,sheng'chao'huan'hai'jing
生当事边时,sheng'dang'shi'bian'shi
圣道本自我,sheng'dao'ben'zi'wo
生儿不象贤,sheng'er'bu'xiang'xian
生逢周室卑,sheng'feng'zhou'shi'bei
笙歌出钿车,sheng'ge'chu'dian'che
笙歌五云里,sheng'ge'wu'yun'li
笙歌要请频何爽,sheng'ge'yao'qing'pin'he'shuang
圣功奠远服,sheng'gong'dian'yuan'fu
生公讲堂,sheng'gong'jiang'tang
生公说法鬼神听,sheng'gong'shuo'fa'gui'shen'ting
笙簧百啭音韵多,sheng'huang'bai'zhuan'yin'yun'duo
賸见终南云外峰,sheng'jian'zhong'nan'yun'wai'feng
胜境长携众妓行,sheng'jing'chang'xie'zhong'ji'xing
胜境名山即是归,sheng'jing'ming'shan'ji'shi'gui
胜绝倾里闾,sheng'jue'qing'li'lv
牲牢郡邑祠,sheng'lao'jun'yi'ci
省门高轲峨,sheng'men'gao'ke'e
省门簪组初成列,sheng'men'zan'zu'chu'cheng'lie
生拍芳丛鹰觜芽,sheng'pai'fang'cong'ying'zui'ya
生擒白马将,sheng'qin'bai'ma'jiang
圣情悲望处,sheng'qing'bei'wang'chu
省试风光草际浮,sheng'shi'feng'guang'cao'ji'fu
省事养心王,sheng'shi'yang'xin'wang
盛时一已过,sheng'shi'yi'yi'guo
省闼昼无尘,sheng'ta'zhou'wu'chen
升天千万年,sheng'tian'qian'wan'nian
生为齐赘婿,sheng'wei'qi'zhui'xu
声味虽同迹自疏,sheng'wei'sui'tong'ji'zi'shu
生物已滂沛,sheng'wu'yi'pang'pei
圣言贵忠恕,sheng'yan'gui'zhong'shu
盛筵陪玉铉,sheng'yan'pei'yu'xuan
胜游何日陪,sheng'you'he'ri'pei
生于碛砺善驰走,sheng'yu'qi'li'shan'chi'zou
生长绮纨内,sheng'zhang'qi'wan'nei
圣祚自天锡,sheng'zuo'zi'tian'xi
士安曾重赋,shi'an'ceng'zhong'fu
史笔枉将书纸尾,shi'bi'wang'jiang'shu'zhi'wei
施财游化城,shi'cai'you'hua'cheng
视草名高同蜀客,shi'cao'ming'gao'tong'shu'ke
蓍草占来命已通,shi'cao'zhan'lai'ming'yi'tong
市朝几迁革,shi'chao'ji'qian'ge
使臣来献淮西囚,shi'chen'lai'xian'huai'xi'qiu
侍臣容谏猎,shi'chen'rong'jian'lie
侍臣燕公秉文笔,shi'chen'yan'gong'bing'wen'bi
石崇方斗奢,shi'chong'fang'dou'she
侍祠阅琮璧,shi'ci'yue'cong'bi
时从学省出,shi'cong'xue'sheng'chu
饰带以纹绣,shi'dai'yi'wen'xiu
时当贤大夫,shi'dang'xian'dai'fu
誓当雪国雠,shi'dang'xue'guo'chou
视刀环歌,shi'dao'huan'ge
世道剧颓波,shi'dao'ju'tui'bo
时登高阁望人寰,shi'deng'gao'ge'wang'ren'huan
施钿耀翠晶,shi'dian'yao'cui'jing
十二碧峰何处所,shi'er'bi'feng'he'chu'suo
使尔化北溟,shi'er'hua'bei'ming
侍儿掩泣收银甲,shi'er'yan'qi'shou'yin'jia
十方传句偈,shi'fang'chuan'ju'ji
是非斗方寸,shi'fei'dou'fang'cun
势分三足鼎,shi'fen'san'zu'ding
始逢南陌,shi'feng'nan'mo
师逢吴兴守,shi'feng'wu'xing'shou
适逢修蛇见,shi'feng'xiu'she'jian
事佛无妨有佞名,shi'fo'wu'fang'you'ning'ming
势高夜久阴力全,shi'gao'ye'jiu'yin'li'quan
时光不少留,shi'guang'bu'shao'liu
驶悍不可止,shi'han'bu'ke'zhi
视祭洁蘋蘩,shi'ji'jie'pin'fan
诗家登逸品,shi'jia'deng'yi'pin
世间才子昔陪游,shi'jian'cai'zi'xi'pei'you
始见春江阔,shi'jian'chun'jiang'kuo
世间何事最殷勤,shi'jian'he'shi'zui'yin'qin
石坚激清响,shi'jian'ji'qing'xiang
世间空有秋风词,shi'jian'kong'you'qiu'feng'ci
十见蛮江白芷生,shi'jian'man'jiang'bai'zhi'sheng
世间人尽睡,shi'jian'ren'jin'shui
世间人事有何穷,shi'jian'ren'shi'you'he'qiong
时兼盐铁,shi'jian'yan'tie
世间忧喜虽无定,shi'jian'you'xi'sui'wu'ding
世降岷山灵,shi'jiang'min'shan'ling
誓将息薄游,shi'jiang'xi'bao'you
誓将依羽客,shi'jiang'yi'yu'ke
时节祠盘瓠,shi'jie'ci'pan'hu
时节过繁华,shi'jie'guo'fan'hua
石碣阳镌额,shi'jie'yang'juan'e
时节易蹉跎,shi'jie'yi'cuo'tuo
时节易晼晚,shi'jie'yi'wan'wan
室静老僧期,shi'jing'lao'seng'qi
室静琴思深,shi'jing'qin'si'shen
诗酒同行乐,shi'jiu'tong'xing'le
恃旧揖三公,shi'jiu'yi'san'gong
始觉天宇大,shi'jue'tian'yu'da
使君谁许唤卿卿,shi'jun'shui'xu'huan'qing'qing
使君滩头拣石砚,shi'jun'tan'tou'jian'shi'yan
是君心事不平时,shi'jun'xin'shi'bu'ping'shi
试开金屋扫庭花,shi'kai'jin'wu'sao'ting'hua
时看赤白囊,shi'kan'chi'bai'nang
时来诚不让,shi'lai'cheng'bu'rang
时来未觉权为祟,shi'lai'wei'jue'quan'wei'sui
适来行哭里门外,shi'lai'xing'ku'li'men'wai
莳兰在幽渚,shi'lan'zai'you'zhu
石奁开碧镜,shi'lian'kai'bi'jing
始列贡士名,shi'lie'gong'shi'ming
士林皆贺振家声,shi'lin'jie'he'zhen'jia'sheng
世路荣枯见几回,shi'lu'rong'ku'jian'ji'hui
世路山河险,shi'lu'shan'he'xian
石门耸峭绝,shi'men'song'qiao'jue
十年楚水枫林下,shi'nian'chu'shui'feng'lin'xia
十年江海守,shi'nian'jiang'hai'shou
