爱好由来落笔难,ai'hao'you'lai'luo'bi'nan
朝辞白帝彩云间,zhao'ci'bai'di'cai'yun'jian
朝露待日晞,zhao'lu'dai'ri'xi
朝暮,zhao'mu
照人此夜凄凉,zhao'ren'ci'ye'qi'liang
招提路,zhao'ti'lu
朝闻道,zhao'wen'dao
照无眠,zhao'wu'mian
鹧鸪天,zhe'gu'tian
折戟沉沙铁未销,zhe'ji'chen'sha'tie'wei'xiao
真成暗度可怜宵,zhen'cheng'an'du'ke'lian'xiao
枕函香,zhen'han'xiang
真无奈,zhen'wu'nai
珍重别拈香一瓣,zhen'zhong'bie'nian'xiang'yi'ban
珍重好花天,zhen'zhong'hao'hua'tian
争渡,zheng'du
正红窗,zheng'hong'chuang
征笳乱动,zheng'jia'luan'dong
正见空江明月来,zheng'jian'kong'jiang'ming'yue'lai
争教两处销魂,zheng'jiao'liang'chu'xiao'hun
正是橙黄橘绿时,zheng'shi'cheng'huang'ju'lv'shi
正是河豚欲上时,zheng'shi'he'tun'yu'shang'shi
正是江南好风景,zheng'shi'jiang'nan'hao'feng'jing
正是辘轳金井,zheng'shi'lu'lu'jin'jing
正梳妆,zheng'shu'zhuang
征于色,zheng'yu'se
只把春来报,zhi'ba'chun'lai'bao
直把杭州作汴州,zhi'ba'hang'zhou'zuo'bian'zhou
知彼知己,zhi'bi'zhi'ji
只吹的水尽鹅飞罢,zhi'chui'de'shui'jin'e'fei'ba
知而好问,zhi'er'hao'wen
知否那人心,zhi'fou'na'ren'xin
知否小窗红烛,zhi'fou'xiao'chuang'hong'zhu
直挂云帆济沧海,zhi'gua'yun'fan'ji'cang'hai
只恨西风,zhi'hen'xi'feng
枳花明驿墙,zhi'hua'ming'yi'qiang
只花知,zhi'hua'zhi
纸灰起,zhi'hui'qi
知己一人谁是,zhi'ji'yi'ren'shui'shi
知己知彼,zhi'ji'zhi'bi
只见一斑,zhi'jian'yi'ban
至今思项羽,zhi'jin'si'xiang'yu
至今已觉不新鲜,zhi'jin'yi'jue'bu'xin'xian
卮酒曾将酹石尤,zhi'jiu'ceng'jiang'lei'shi'you
知君用心如日月,zhi'jun'yong'xin'ru'ri'yue
只灵飙一转,zhi'ling'biao'yi'zhuan
只留清气满乾坤,zhi'liu'qing'qi'man'qian'kun
只欠东风,zhi'qian'dong'feng
知人者智,zhi'ren'zhe'zhi
知汝远来应有意,zhi'ru'yuan'lai'ying'you'yi
纸上得来终觉浅,zhi'shang'de'lai'zhong'jue'qian
枝上柳绵吹又少,zhi'shang'liu'mian'chui'you'shao
枝上露,zhi'shang'lu
志士不饮盗泉之水,zhi'shi'bu'yin'dao'quan'zhi'shui
只是近黄昏,zhi'shi'jin'huang'hun
只是去年秋,zhi'shi'qu'nian'qiu
志士惜日短,zhi'shi'xi'ri'duan
只是朱颜改,zhi'shi'zhu'yan'gai
执手哽咽,zhi'shou'geng'ye
执手相看泪眼,zhi'shou'xiang'kan'lei'yan
直为凝情恐人见,zhi'wei'ning'qing'kong'ren'jian
知我者,zhi'wo'zhe
只向从前悔薄情,zhi'xiang'cong'qian'hui'bo'qing
只要功夫深,zhi'yao'gong'fu'shen
只因未到伤心处,zhi'yin'wei'dao'shang'xin'chu
只应碧落重相见,zhi'ying'bi'luo'chong'xiang'jian
只应长伴端溪紫,zhi'ying'chang'ban'duan'xi'zi
知有儿童挑促织,zhi'you'er'tong'tiao'cu'zhi
只有敬亭山,zhi'you'jing'ting'shan
只有年年鸿雁飞,zhi'you'nian'nian'hong'yan'fei
只有天在上,zhi'you'tian'zai'shang
只有香如故,zhi'you'xiang'ru'gu
只愿君心似我心,zhi'yuan'jun'xin'si'wo'xin
只缘身在此山中,zhi'yuan'shen'zai'ci'shan'zhong
只缘身在最高层,zhi'yuan'shen'zai'zui'gao'ceng
只缘生在此山中,zhi'yuan'sheng'zai'ci'shan'zhong
只在此山中,zhi'zai'ci'shan'zhong
志在千里,zhi'zai'qian'li
止增笑耳,zhi'zeng'xiao'er
知者不惑,zhi'zhe'bu'huo
智者见智,zhi'zhe'jian'zhi
智者千虑,zhi'zhe'qian'lv
知止不殆,zhi'zhi'bu'dai
知之为知之,zhi'zhi'wei'zhi'zhi
知之者不如好之者,zhi'zhi'zhe'bu'ru'hao'zhi'zhe
知足不辱,zhi'zu'bu'ru
重到处,zhong'dao'chu
中儿正织鸡笼,zhong'er'zheng'zhi'ji'long
众芳摇落独暄妍,zhong'fang'yao'luo'du'xuan'yan
终古几人称屈,zhong'gu'ji'ren'cheng'qu
中间多少行人泪,zhong'jian'duo'shao'xing'ren'lei
众口铄金,zhong'kou'shuo'jin
众里寻他千百度,zhong'li'xun'ta'qian'bai'du
众鸟高飞尽,zhong'niao'gao'fei'jin
重泉若有双鱼寄,zhong'quan'ruo'you'shuang'yu'ji
众人皆醉我独醒,zhong'ren'jie'zui'wo'du'xing
钟山只隔数重山,zhong'shan'zhi'ge'shu'chong'shan
重寻碧落茫茫,zhong'xun'bi'luo'mang'mang
忠言逆耳利于行,zhong'yan'ni'er'li'yu'xing
中原北望气如山,zhong'yuan'bei'wang'qi'ru'shan
周邦彦,zhou'bang'yan
昼出耘田夜绩麻,zhou'chu'yun'tian'ye'ji'ma
周公吐哺,zhou'gong'tu'bu
舟夜书所见,zhou'ye'shu'suo'jian
煮豆燃豆萁,zhu'dou'ran'dou'qi
烛花摇影,zhu'hua'yao'ying
竹里馆,zhu'li'guan
珠帘四卷月当楼,zhu'lian'si'juan'yue'dang'lou
朱帘斜控软金钩,zhu'lian'xie'kong'ruan'jin'gou
朱门酒肉臭,zhu'men'jiu'rou'chou
渚清沙白鸟飞回,zhu'qing'sha'bai'niao'fei'hui
朱雀桥边野草花,zhu'que'qiao'bian'ye'cao'hua
竹石,zhu'shi
竹树日已滋,zhu'shu'ri'yi'zi
竹外桃花三两枝,zhu'wai'tao'hua'san'liang'zhi
朱弦已为佳人绝,zhu'xian'yi'wei'jia'ren'jue
竹喧归浣女,zhu'xuan'gui'huan'nv
朱颜今日虽欺我,zhu'yan'jin'ri'sui'qi'wo
伫倚危楼风细细,zhu'yi'wei'lou'feng'xi'xi
祝英台近,zhu'ying'tai'jin
拄杖无时夜扣门,zhu'zhang'wu'shi'ye'kou'men
竹枝词,zhu'zhi'ci
柱枝香,zhu'zhi'xiang
转过回阑叩玉钗,zhuan'guo'hui'lan'kou'yu'chai
转无聊,zhuan'wu'liao
转益多师是汝师,zhuan'yi'duo'shi'shi'ru'shi
转朱阁,zhuan'zhu'ge
妆薄铅华浅,zhuang'bo'qian'hua'qian
壮怀激烈,zhuang'huai'ji'lie
庄生晓梦迷蝴蝶,zhuang'sheng'xiao'meng'mi'hu'die
壮士一去兮不复还,zhuang'shi'yi'qu'xi'bu'fu'huan
壮心不已,zhuang'xin'bu'yi
壮有所用,zhuang'you'suo'yong
壮志饥餐胡虏肉,zhuang'zhi'ji'can'hu'lu'rou
准拟相看似旧时,zhun'ni'xiang'kan'si'jiu'shi
濯清涟而不妖,zhuo'qing'lian'er'bu'yao
着意栽花花不发,zhuo'yi'zai'hua'hua'bu'fa
字不得减,zi'bu'de'jian
自春来,zi'chun'lai
自古逢秋悲寂寥,zi'gu'feng'qiu'bei'ji'liao
自古瓜儿苦后甜,zi'gu'gua'er'ku'hou'tian
自古英雄都是梦,zi'gu'ying'xiong'dou'shi'meng
子规声里雨如烟,zi'gui'sheng'li'yu'ru'yan
自将磨洗认前朝,zi'jiang'mo'xi'ren'qian'chao
自怜两鬓清霜,zi'lian'liang'bin'qing'shuang
自难忘,zi'nan'wang
自胜者强,zi'sheng'zhe'qiang
自适固其常,zi'shi'gu'qi'chang
自缘身在最高层,zi'yuan'shen'zai'zui'gao'ceng
自在飞花轻似梦,zi'zai'fei'hua'qing'si'meng
自在娇莺恰恰啼,zi'zai'jiao'ying'qia'qia'ti
自知者明,zi'zhi'zhe'ming
字字看来都是血,zi'zi'kan'lai'dou'shi'xue
自作孽,zi'zuo'nie
总把新桃换旧符,zong'ba'xin'tao'huan'jiu'fu
总不堪华发,zong'bu'kan'hua'fa
总负多情,zong'fu'duo'qing
总是别时情,zong'shi'bie'shi'qing
总是愁鱼,zong'shi'chou'yu
总是关山旧别情,zong'shi'guan'shan'jiu'bie'qing
纵使晴明无雨色,zong'shi'qing'ming'wu'yu'se
纵使相逢应不识,zong'shi'xiang'feng'ying'bu'shi
总是玉关情,zong'shi'yu'guan'qing
总无语,zong'wu'yu
走马兰台娄转蓬,zou'ma'lan'tai'lou'zhuan'peng
足见其疏,zu'jian'qi'shu
钻之弥坚,zuan'zhi'mi'jian
最爱湖东行不足,zui'ai'hu'dong'xing'bu'zu
嘴尖皮厚腹中空,zui'jian'pi'hou'fu'zhong'kong
醉里吴音相媚好,zui'li'wu'yin'xiang'mei'hao
最是不胜清怨月明中,zui'shi'bu'sheng'qing'yuan'yue'ming'zhong
最是橙黄橘绿时,zui'shi'cheng'huang'ju'lv'shi
最是秋风管闲事,zui'shi'qiu'feng'guan'xian'shi
最是一年春好处,zui'shi'yi'nian'chun'hao'chu
醉翁之意不在酒,zui'weng'zhi'yi'bu'zai'jiu
醉卧沙场君莫笑,zui'wo'sha'chang'jun'mo'xiao
最喜小儿无赖,zui'xi'xiao'er'wu'lai
醉也无聊,zui'ye'wu'liao
最忆是杭州,zui'yi'shi'hang'zhou
最忆西窗同翦烛,zui'yi'xi'chuang'tong'jian'zhu
醉与花鸟为交朋,zui'yu'hua'niao'wei'jiao'peng
坐看牵牛织女星,zuo'kan'qian'niu'zhi'nv'xing
坐看云起时,zuo'kan'yun'qi'shi
座上客常满,zuo'shang'ke'chang'man
昨夜个人曾有约,zuo'ye'ge'ren'ceng'you'yue
昨夜西风凋碧树,zuo'ye'xi'feng'diao'bi'shu
昨夜闲潭梦落花,zuo'ye'xian'tan'meng'luo'hua
昨夜香衾觉梦遥,zuo'ye'xiang'qin'jue'meng'yao
昨夜星辰昨夜风,zuo'ye'xing'chen'zuo'ye'feng
