阿保之功,a'bao'zhi'gong
勾勾搭搭,gou'gou'da'da
狗苟蝇营,gou'gou'ying'ying
苟合取容,gou'he'qu'rong
勾魂摄魄,gou'hun'she'po
篝火狐鸣,gou'huo'hu'ming
狗急跳墙,gou'ji'tiao'qiang
钩金舆羽,gou'jin'yu'yu
狗马声色,gou'ma'sheng'se
沟满壕平,gou'man'hao'ping
沟满濠平,gou'man'hao'ping
狗拿耗子,gou'na'hao'zi
狗屁不通,gou'pi'bu'tong
狗皮膏药,gou'pi'gao'yao
苟且偷安,gou'qie'tou'an
苟且偷生,gou'qie'tou'sheng
苟全性命,gou'quan'xing'ming
诟如不闻,gou'ru'bu'wen
钩深致远,gou'shen'zhi'yuan
狗头军师,gou'tou'jun'shi
狗偷鼠窃,gou'tou'shu'qie
狗尾貂续,gou'wei'diao'xu
狗尾续貂,gou'wei'xu'diao
勾心斗角,gou'xin'dou'jiao
钩心斗角,gou'xin'dou'jiao
狗续貂尾,gou'xu'diao'wei
钩玄提要,gou'xuan'ti'yao
狗血淋头,gou'xue'lin'tou
狗血喷头,gou'xue'pen'tou
苟延残喘,gou'yan'can'chuan
狗眼看人,gou'yan'kan'ren
狗仗人势,gou'zhang'ren'shi
钩爪锯牙,gou'zhao'ju'ya
狗彘不如,gou'zhi'bu'ru
狗彘不食,gou'zhi'bu'shi
孤傲不群,gu'ao'bu'qun
固壁清野,gu'bi'qing'ye
孤标傲世,gu'biao'ao'shi
固步自封,gu'bu'zi'feng
故步自封,gu'bu'zi'feng
孤臣孽子,gu'chen'nie'zi
鼓唇弄舌,gu'chun'nong'she
鼓唇摇舌,gu'chun'yao'she
孤雌寡鹤,gu'ci'gua'he
顾此失彼,gu'ci'shi'bi
古道热肠,gu'dao're'chang
古调独弹,gu'diao'du'tan
孤独鳏寡,gu'du'guan'gua
孤儿寡妇,gu'er'gua'fu
顾而言他,gu'er'yan'ta
孤芳自赏,gu'fang'zi'shang
谷父蚕母,gu'fu'can'mu
顾复之恩,gu'fu'zhi'en
骨鲠在喉,gu'geng'zai'hou
骨鲠之臣,gu'geng'zhi'chen
故宫禾黍,gu'gong'he'shu
股肱之力,gu'gong'zhi'li
鼓鼓囊囊,gu'gu'nang'nang
呱呱坠地,gu'gu'zhui'di
骨寒毛竖,gu'han'mao'shu
孤鸿寡鹄,gu'hong'gua'hu
顾后瞻前,gu'hou'zhan'qian
孤魂野鬼,gu'hun'ye'gui
蛊惑人心,gu'huo'ren'xin
故伎重演,gu'ji'chong'yan
故技重演,gu'ji'chong'yan
毂击肩摩,gu'ji'jian'mo
孤家寡人,gu'jia'gua'ren
故家乔木,gu'jia'qiao'mu
故剑情深,gu'jian'qing'shen
谷贱伤农,gu'jian'shang'nong
鼓角齐鸣,gu'jiao'qi'ming
古今中外,gu'jin'zhong'wai
古井不波,gu'jing'bu'bo
古井无波,gu'jing'wu'bo
故旧不弃,gu'jiu'bu'qi
孤军奋战,gu'jun'fen'zhan
孤军深入,gu'jun'shen'ru
孤军作战,gu'jun'zuo'zhan
孤苦仃俜,gu'ku'ding'ping
孤苦伶仃,gu'ku'ling'ding
孤立无援,gu'li'wu'yuan
孤陋寡闻,gu'lou'gua'wen
孤鸾寡鹄,gu'luan'gua'hu
顾虑重重,gu'lv'chong'chong
谷马砺兵,gu'ma'li'bing
古貌古心,gu'mao'gu'xin
沽名钓誉,gu'ming'diao'yu
顾名思义,gu'ming'si'yi
古木参天,gu'mu'can'tian
故弄玄虚,gu'nong'xuan'xu
顾盼神飞,gu'pan'shen'fei
顾盼生辉,gu'pan'sheng'hui
顾盼生姿,gu'pan'sheng'zi
顾盼自豪,gu'pan'zi'hao
顾盼自雄,gu'pan'zi'xiong
鼓盆之戚,gu'pen'zhi'qi
顾前不顾后,gu'qian'bu'gu'hou
顾曲周郎,gu'qu'zhou'lang
顾犬补牢,gu'quan'bu'lao
顾全大局,gu'quan'da'ju
骨肉离散,gu'rou'li'san
骨肉团圆,gu'rou'tuan'yuan
骨肉未寒,gu'rou'wei'han
骨肉相残,gu'rou'xiang'can
骨肉相连,gu'rou'xiang'lian
骨肉至亲,gu'rou'zhi'qin
故入人罪,gu'ru'ren'zui
骨软筋酥,gu'ruan'jin'su
固若金汤,gu'ruo'jin'tang
古色古香,gu'se'gu'xiang
鼓舌扬唇,gu'she'yang'chun
故甚其词,gu'shen'qi'ci
孤身只影,gu'shen'zhi'ying
古圣先贤,gu'sheng'xian'xian
古是今非,gu'shi'jin'fei
骨瘦如柴,gu'shou'ru'chai
骨瘦如豺,gu'shou'ru'chai
鼓衰力尽,gu'shuai'li'jin
故态复萌,gu'tai'fu'meng
骨腾肉飞,gu'teng'rou'fei
故土难离,gu'tu'nan'li
孤豚腐鼠,gu'tun'fu'shu
古往今来,gu'wang'jin'lai
姑妄言之,gu'wang'yan'zhi
古为今用,gu'wei'jin'yong
鼓吻弄舌,gu'wen'nong'she
故我依然,gu'wo'yi'ran
鼓舞欢欣,gu'wu'huan'xin
鼓舞人心,gu'wu'ren'xin
姑息养奸,gu'xi'yang'jian
古稀之年,gu'xi'zhi'nian
顾小失大,gu'xiao'shi'da
孤行己见,gu'xing'ji'jian
孤行一意,gu'xing'yi'yi
姑射神人,gu'ye'shen'ren
顾影自怜,gu'ying'zi'lian
鼓乐齐鸣,gu'yue'qi'ming
鼓乐喧天,gu'yue'xuan'tian
孤云野鹤,gu'yun'ye'he
股战而栗,gu'zhan'er'li
孤掌难鸣,gu'zhang'nan'ming
股掌之上,gu'zhang'zhi'shang
固执成见,gu'zhi'cheng'jian
固执己见,gu'zhi'ji'jian
孤舟独桨,gu'zhou'du'jiang
孤注一掷,gu'zhu'yi'zhi
鼓足干劲,gu'zu'gan'jin
故作高深,gu'zuo'gao'shen
顾左右而言他,gu'zuo'you'er'yan'ta
寡不敌众,gua'bu'di'zhong
挂肚牵肠,gua'du'qian'chang
寡二少双,gua'er'shao'shuang
寡凫单鹄,gua'fu'dan'hu
刮垢磨光,gua'gou'mo'guang
刮骨去毒,gua'gu'qu'du
挂冠归去,gua'guan'gui'qu
挂冠求去,gua'guan'qiu'qu
寡鹄孤鸾,gua'hu'gu'luan
瓜李之嫌,gua'li'zhi'xian
寡廉鲜耻,gua'lian'xian'chi
刮目相待,gua'mu'xiang'dai
刮目相看,gua'mu'xiang'kan
瓜剖豆分,gua'pou'dou'fen
寡情薄意,gua'qing'bo'yi
寡人之疾,gua'ren'zhi'ji
瓜熟蒂落,gua'shu'di'luo
瓜田李下,gua'tian'li'xia
寡信轻诺,gua'xin'qing'nuo
挂羊头卖狗肉,gua'yang'tou'mai'gou'rou
挂一漏万,gua'yi'lou'wan
瓜字初分,gua'zi'chu'fen
乖唇蜜舌,guai'chun'mi'she
怪诞不经,guai'dan'bu'jing
怪诞诡奇,guai'dan'gui'qi
怪力乱神,guai'li'luan'shen
怪模怪样,guai'mo'guai'yang
乖僻邪谬,guai'pi'xie'miu
怪声怪气,guai'sheng'guai'qi
怪事咄咄,guai'shi'duo'duo
拐弯抹角,guai'wan'mo'jiao
管鲍分金,guan'bao'fen'jin
官报私仇,guan'bao'si'chou
管鲍之交,guan'bao'zhi'jiao
官逼民反,guan'bi'min'fan
官仓老鼠,guan'cang'lao'shu
官场如戏,guan'chang'ru'xi
管城毛颖,guan'cheng'mao'ying
贯斗双龙,guan'dou'shuang'long
官法如炉,guan'fa'ru'lu
观风察俗,guan'feng'cha'su
灌夫骂座,guan'fu'ma'zuo
冠盖如云,guan'gai'ru'yun
冠盖相望,guan'gai'xiang'wang
鳏寡孤独,guan'gua'gu'du
官官相护,guan'guan'xiang'hu
官官相卫,guan'guan'xiang'wei
观过知仁,guan'guo'zhi'ren
官虎吏狼,guan'hu'li'lang
关怀备至,guan'huai'bei'zhi
管见所及,guan'jian'suo'ji
冠绝一时,guan'jue'yi'shi
管窥筐举,guan'kui'kuang'ju
管窥蠡测,guan'kui'li'ce
关门闭户,guan'men'bi'hu
关门打狗,guan'men'da'gou
关门大吉,guan'men'da'ji
冠冕堂皇,guan'mian'tang'huang
管宁割席,guan'ning'ge'xi
冠袍带履,guan'pao'dai'lv
冠山戴粒,guan'shan'dai'li
关山迢递,guan'shan'tiao'di
关山阻隔,guan'shan'zu'ge
冠上加冠,guan'shang'jia'guan
贯通融会,guan'tong'rong'hui
观望不前,guan'wang'bu'qian
观往知来,guan'wang'zhi'lai
关心民瘼,guan'xin'min'mo
贯朽粟红,guan'xiu'su'hong
官样文章,guan'yang'wen'zhang
贯颐奋戟,guan'yi'fen'ji
官运亨通,guan'yun'heng'tong
观者成堵,guan'zhe'cheng'du
观者如云,guan'zhe'ru'yun
观者云集,guan'zhe'yun'ji
官止神行,guan'zhi'shen'xing
管中窥豹,guan'zhong'kui'bao
管中窥天,guan'zhong'kui'tian
光彩夺目,guang'cai'duo'mu
光采夺目,guang'cai'duo'mu
光彩耀目,guang'cai'yao'mu
光彩溢目,guang'cai'yi'mu
光风霁月,guang'feng'ji'yue
光复旧物,guang'fu'jiu'wu
光怪陆离,guang'guai'lu'li
广寒仙子,guang'han'xian'zi
光华夺目,guang'hua'duo'mu
光辉灿烂,guang'hui'can'lan
广结良缘,guang'jie'liang'yuan
广开才路,guang'kai'cai'lu
广开言路,guang'kai'yan'lu
光可鉴人,guang'ke'jian'ren
广陵散绝,guang'ling'san'jue
光芒万丈,guang'mang'wan'zhang
光明磊落,guang'ming'lei'luo
光明正大,guang'ming'zheng'da
光前启后,guang'qian'qi'hou
广厦万间,guang'sha'wan'jian
光天化日,guang'tian'hua'ri
广庭大众,guang'ting'da'zhong
广土众民,guang'tu'zhong'min
广文先生,guang'wen'xian'sheng
光焰万丈,guang'yan'wan'zhang
光阴荏苒,guang'yin'ren'ran
光阴如箭,guang'yin'ru'jian
光阴似箭,guang'yin'si'jian
广种薄收,guang'zhong'bo'shou
光宗耀祖,guang'zong'yao'zu
诡变多端,gui'bian'duo'duan
贵不可言,gui'bu'ke'yan
贵不期骄,gui'bu'qi'jiao
鬼出电入,gui'chu'dian'ru
佹得佹失,gui'de'gui'shi
桂殿兰宫,gui'dian'lan'gong
贵而贱目,gui'er'jian'mu
贵耳贱目,gui'er'jian'mu
桂馥兰香,gui'fu'lan'xiang
鬼斧神工,gui'fu'shen'gong
归根到底,gui'gen'dao'di
归根结底,gui'gen'jie'di
归根结蒂,gui'gen'jie'di
鬼工雷斧,gui'gong'lei'fu
贵古贱今,gui'gu'jian'jin
鬼鬼祟祟,gui'gui'sui'sui
龟鹤遐龄,gui'he'xia'ling
龟鹤遐寿,gui'he'xia'shou
诡计多端,gui'ji'duo'duan
鬼计多端,gui'ji'duo'duan
贵极人臣,gui'ji'ren'chen
贵贱无常,gui'jian'wu'chang
规矩绳墨,gui'ju'sheng'mo
规矩准绳,gui'ju'zhun'sheng
诡谲多变,gui'jue'duo'bian
诡谲怪诞,gui'jue'guai'dan
鬼瞰其室,gui'kan'qi'shi
鬼哭狼嚎,gui'ku'lang'hao
鬼哭神号,gui'ku'shen'hao
鬼哭神嚎,gui'ku'shen'hao
鬼哭粟飞,gui'ku'su'fei
鬼哭天愁,gui'ku'tian'chou
鬼烂神焦,gui'lan'shen'jiao
桂林杏苑,gui'lin'xing'yuan
桂林一枝,gui'lin'yi'zhi
龟龄鹤算,gui'ling'he'suan
龟龙鳞凤,gui'long'lin'feng
龟龙麟凤,gui'long'lin'feng
归马放牛,gui'ma'fang'niu
龟毛兔角,gui'mao'tu'jiao
鬼魅伎俩,gui'mei'ji'liang
诡秘莫测,gui'mi'mo'ce
鬼迷心窍,gui'mi'xin'qiao
刿目怵心,gui'mu'chu'xin
龟年鹤寿,gui'nian'he'shou
龟年鹤算,gui'nian'he'suan
鬼泣神号,gui'qi'shen'hao
鬼泣神嚎,gui'qi'shen'hao
规求无度,gui'qiu'wu'du
归去来兮,gui'qu'lai'xi
贵人多忘,gui'ren'duo'wang
贵人多忘事,gui'ren'duo'wang'shi
贵人贱己,gui'ren'jian'ji
鬼神不测,gui'shen'bu'ce
鬼神莫测,gui'shen'mo'ce
鬼使神差,gui'shi'shen'chai
归师勿掩,gui'shi'wu'yan
鬼头鬼脑,gui'tou'gui'nao
龟文鸟迹,gui'wen'niao'ji
轨物范世,gui'wu'fan'shi
归邪转曜,gui'xie'zhuan'yao
刿心刳腹,gui'xin'ku'fu
归心如箭,gui'xin'ru'jian
归心似箭,gui'xin'si'jian
规行矩步,gui'xing'ju'bu
规旋矩折,gui'xuan'ju'she
龟厌不告,gui'yan'bu'gao
瑰意琦行,gui'yi'qi'xing
贵阴贱璧,gui'yin'jian'bi
闺英闱秀,gui'ying'wei'xiu
龟玉毁椟,gui'yu'hui'du
鬼蜮伎俩,gui'yu'ji'liang
鬼蜮技俩,gui'yu'ji'liang
贵远贱近,gui'yuan'jian'jin
规圆矩方,gui'yuan'ju'fang
贵在知心,gui'zai'zhi'xin
圭璋特达,gui'zhang'te'da
归真反璞,gui'zhen'fan'pu
归正首邱,gui'zheng'shou'qiu
贵壮贱老,gui'zhuang'jian'lao
桂子飘香,gui'zi'piao'xiang
滚瓜烂熟,gun'gua'lan'shu
衮衮诸公,gun'gun'zhu'gong
国步艰难,guo'bu'jian'nan
国仇家恨,guo'chou'jia'hen
过从甚密,guo'cong'shen'mi
过而能改,guo'er'neng'gai
国尔忘家,guo'er'wang'jia
国耳忘家,guo'er'wang'jia
国富兵强,guo'fu'bing'qiang
过府冲州,guo'fu'chong'zhou
国富民安,guo'fu'min'an
国富民丰,guo'fu'min'feng
国富民强,guo'fu'min'qiang
过河拆桥,guo'he'chai'qiao
过化存神,guo'hua'cun'shen
国计民生,guo'ji'min'sheng
国家栋梁,guo'jia'dong'liang
国将不国,guo'jiang'bu'guo
过江之鲫,guo'jiang'zhi'ji
过街老鼠,guo'jie'lao'shu
裹粮坐甲,guo'liang'zuo'jia
过路财神,guo'lu'cai'shen
过门不入,guo'men'bu'ru
过目不忘,guo'mu'bu'wang
过目成诵,guo'mu'cheng'song
国难当头,guo'nan'dang'tou
国破家亡,guo'po'jia'wang
过桥抽板,guo'qiao'chou'ban
果然如此,guo'ran'ru'ci
国色天香,guo'se'tian'xiang
国色天姿,guo'se'tian'zi
裹尸马革,guo'shi'ma'ge
国士无双,guo'shi'wu'shuang
国泰民安,guo'tai'min'an
过庭之训,guo'ting'zhi'xun
国无二君,guo'wu'er'jun
国无宁日,guo'wu'ning'ri
过隙白驹,guo'xi'bai'ju
果行育德,guo'xing'yu'de
过眼烟云,guo'yan'yan'yun
过犹不及,guo'you'bu'ji
果于自信,guo'yu'zi'xin
国之干城,guo'zhi'gan'cheng
裹足不前,guo'zu'bu'qian
海北天南,hai'bei'tian'nan
海不波溢,hai'bu'bo'yi
海不扬波,hai'bu'yang'bo
海底捞月,hai'di'lao'yue
海底捞针,hai'di'lao'zhen
海沸河翻,hai'fei'he'fan
海沸山摇,hai'fei'shan'yao
海角天涯,hai'jiao'tian'ya
海角天隅,hai'jiao'tian'yu
海阔天高,hai'kuo'tian'gao
海阔天空,hai'kuo'tian'kong
骇浪惊涛,hai'lang'jing'tao
海立云垂,hai'li'yun'chui
骇龙走蛇,hai'long'zou'she
海纳百川,hai'na'bai'chuan
海内鼎沸,hai'nei'ding'fei
害群之马,hai'qun'zhi'ma
骇人听闻,hai'ren'ting'wen
骇人闻听,hai'ren'wen'ting
咳声叹气,hai'sheng'tan'qi
海誓山盟,hai'shi'shan'meng
海市蜃楼,hai'shi'shen'lou
海水不可斗量,hai'shui'bu'ke'dou'liang
海水难量,hai'shui'nan'liang
海水群飞,hai'shui'qun'fei
海水桑田,hai'shui'sang'tian
海外扶余,hai'wai'fu'yu
海外奇谈,hai'wai'qi'tan
海屋筹添,hai'wu'chou'tian
海屋添筹,hai'wu'tian'chou
海啸山崩,hai'xiao'shan'beng
海涯天角,hai'ya'tian'jiao
海晏河清,hai'yan'he'qing
海中捞月,hai'zhong'lao'yue
旱魃为虐,han'ba'wei'nue
含苞待放,han'bao'dai'fang
含苞欲放,han'bao'yu'fang
含哺鼓腹,han'bu'gu'fu
寒蝉凄切,han'chan'qi'qie
酣畅淋漓,han'chang'lin'li
韩潮苏海,han'chao'su'hai
邯郸匍匐,han'dan'pu'fu
邯郸学步,han'dan'xue'bu
寒冬腊月,han'dong'la'yue
寒风侵肌,han'feng'qin'ji
酣歌恒舞,han'ge'heng'wu
酣歌醉舞,han'ge'zui'wu
寒耕热耘,han'geng're'yun
寒耕暑耘,han'geng'shu'yun
含宫咀徵,han'gong'ju'zheng
含垢藏疾,han'gou'cang'ji
含垢弃瑕,han'gou'qi'xia
含垢忍辱,han'gou'ren'ru
汉官威仪,han'guan'wei'yi
韩海苏潮,han'hai'su'chao
含含糊糊,han'han'hu'hu
含糊其词,han'hu'qi'ci
含糊其辞,han'hu'qi'ci
寒花晚节,han'hua'wan'jie
含菁咀华,han'jing'ju'hua
寒来暑往,han'lai'shu'wang
旱涝保收,han'lao'bao'shou
汗流浃背,han'liu'jia'bei
汗流满面,han'liu'man'mian
韩卢逐块,han'lu'zhu'kuai
汗马功劳,han'ma'gong'lao
寒毛卓竖,han'mao'zhuo'shu
旱苗得雨,han'miao'de'yu
含明隐迹,han'ming'yin'ji
寒木春华,han'mu'chun'hua
汗牛充栋,han'niu'chong'dong
罕譬而喻,han'pi'er'yu
含情脉脉,han'qing'mo'mo
汗青头白,han'qing'tou'bai
寒泉之思,han'quan'zhi'si
悍然不顾,han'ran'bu'gu
汗如雨下,han'ru'yu'xia
含沙射影,han'sha'she'ying
鼾声如雷,han'sheng'ru'lei
函矢相攻,han'shi'xiang'gong
韩寿偷香,han'shou'tou'xiang
撼树蚍蜉,han'shu'pi'fu
含霜履雪,han'shuang'lv'xue
寒酸落魄,han'suan'luo'po
撼天震地,han'tian'zhen'di
含笑九泉,han'xiao'jiu'quan
含笑入地,han'xiao'ru'di
韩信将兵,han'xin'jiang'bing
含辛忍苦,han'xin'ren'ku
含辛茹苦,han'xin'ru'ku
寒心酸鼻,han'xin'suan'bi
寒心消志,han'xin'xiao'zhi
含血喷人,han'xue'pen'ren
汗血盐车,han'xue'yan'che
含牙戴角,han'ya'dai'jiao
罕言寡语,han'yan'gua'yu
汗颜无地,han'yan'wu'di
含饴弄孙,han'yi'nong'sun
含英咀华,han'ying'ju'hua
含冤负屈,han'yuan'fu'qu
喊冤叫屈,han'yuan'jiao'qu
含冤莫白,han'yuan'mo'bai
含冤受屈,han'yuan'shou'qu
憨状可掬,han'zhuang'ke'ju
行行出状元,hang'hang'chu'zhuang'yuan
行家里手,hang'jia'li'shou
沆瀣一气,hang'xie'yi'qi
毫不讳言,hao'bu'hui'yan
毫不介意,hao'bu'jie'yi
皓齿蛾眉,hao'chi'e'mei
好吃懒做,hao'chi'lan'zuo
皓齿明眸,hao'chi'ming'mou
好大喜功,hao'da'xi'gong
豪夺巧取,hao'duo'qiao'qu
毫发不爽,hao'fa'bu'shuang
豪放不羁,hao'fang'bu'ji
好高骛远,hao'gao'wu'yuan
号寒啼饥,hao'han'ti'ji
浩浩荡荡,hao'hao'dang'dang
浩浩汤汤,hao'hao'shang'shang
好好先生,hao'hao'xian'sheng
豪横跋扈,hao'heng'ba'hu
好景不常,hao'jing'bu'chang
好景不长,hao'jing'bu'chang
好酒贪杯,hao'jiu'tan'bei
毫厘不爽,hao'li'bu'shuang
毫厘千里,hao'li'qian'li
毫厘丝忽,hao'li'si'hu
濠梁之上,hao'liang'zhi'shang
号令如山,hao'ling'ru'shan
豪门巨室,hao'men'ju'shi
好梦难成,hao'meng'nan'cheng
好谋善断,hao'mou'shan'duan
浩气长存,hao'qi'chang'cun
浩气凛然,hao'qi'lin'ran
好骑者堕,hao'qi'zhe'duo
豪情逸致,hao'qing'yi'zhi
豪情壮志,hao'qing'zhuang'zhi
浩然之气,hao'ran'zhi'qi
好肉剜疮,hao'rou'wan'chuang
浩如烟海,hao'ru'yan'hai
好色之徒,hao'se'zhi'tu
好善乐施,hao'shan'le'shi
豪奢放逸,hao'she'fang'yi
好声好气,hao'sheng'hao'qi
好生之德,hao'sheng'zhi'de
好事成双,hao'shi'cheng'shuang
好事多悭,hao'shi'duo'qian
好事之徒,hao'shi'zhi'tu
皓首苍颜,hao'shou'cang'yan
皓首穷经,hao'shou'qiong'jing
好说歹说,hao'shuo'dai'shuo
号啕大哭,hao'tao'da'ku
昊天不吊,hao'tian'bu'diao
嚎天动地,hao'tian'dong'di
好天良夜,hao'tian'liang'ye
昊天罔极,hao'tian'wang'ji
好为人师,hao'wei'ren'shi
好为事端,hao'wei'shi'duan
好问则裕,hao'wen'ze'yu
毫无二致,hao'wu'er'zhi
毫无疑义,hao'wu'yi'yi
好戏连台,hao'xi'lian'tai
好行小惠,hao'xing'xiao'hui
好学不倦,hao'xue'bu'juan
好言好语,hao'yan'hao'yu
豪言壮语,hao'yan'zhuang'yu
好逸恶劳,hao'yi'wu'lao
好勇斗狠,hao'yong'dou'hen
好语似珠,hao'yu'si'zhu
好整以暇,hao'zheng'yi'xia
豪竹哀丝,hao'zhu'ai'si
好自为之,hao'zi'wei'zhi
和蔼可亲,he'ai'ke'qin
河奔海聚,he'ben'hai'ju
何必当初,he'bi'dang'chu
和璧隋珠,he'bi'sui'zhu
呵壁问天,he'bi'wen'tian
河伯为患,he'bo'wei'huan
河不出图,he'bu'chu'tu
合不拢嘴,he'bu'long'zui
鹤长凫短,he'chang'fu'duan
河出伏流,he'chu'fu'liu
合胆同心,he'dan'tong'xin
河东狮吼,he'dong'shi'hou
河东狮子,he'dong'shi'zi
和而不唱,he'er'bu'chang
和而不同,he'er'bu'tong
合二为一,he'er'wei'yi
合而为一,he'er'wei'yi
鹤发鸡皮,he'fa'ji'pi
鹤发童颜,he'fa'tong'yan
河汾门下,he'fen'men'xia
和风丽日,he'feng'li'ri
和风细雨,he'feng'xi'yu
呵佛骂祖,he'fo'ma'zu
鹤骨鸡肤,he'gu'ji'fu
鹤骨松姿,he'gu'song'zi
鹤归华表,he'gui'hua'biao
河海不择细流,he'hai'bu'ze'xi'liu
河海清宴,he'hai'qing'yan
河汉无极,he'han'wu'ji
赫赫炎炎,he'he'yan'yan
赫赫有名,he'he'you'ming
赫赫之功,he'he'zhi'gong
赫赫之光,he'he'zhi'guang
何患无辞,he'huan'wu'ci
河决鱼烂,he'jue'yu'lan
何乐不为,he'le'bu'wei
鹤唳风声,he'li'feng'sheng
鹤唳华亭,he'li'hua'ting
鹤立鸡群,he'li'ji'qun
合两为一,he'liang'wei'yi
河梁携手,he'liang'xie'shou
河落海干,he'luo'hai'gan
阖门百口,he'men'bai'kou
鹤鸣九皋,he'ming'jiu'gao
鹤鸣之士,he'ming'zhi'shi
和睦相处,he'mu'xiang'chu
合盘托出,he'pan'tuo'chu
和盘托出,he'pan'tuo'chu
合浦还珠,he'pu'huan'zhu
合浦珠还,he'pu'zhu'huan
何其毒也,he'qi'du'ye
和气生财,he'qi'sheng'cai
和气致祥,he'qi'zhi'xiang
呵欠连天,he'qian'lian'tian
荷枪实弹,he'qiang'shi'dan
河清海竭,he'qing'hai'jie
河清海宴,he'qing'hai'yan
河清海晏,he'qing'hai'yan
合情合理,he'qing'he'li
河清难俟,he'qing'nan'si
河清社鸣,he'qing'she'ming
河倾月落,he'qing'yue'luo
何去何从,he'qu'he'cong
赫然而怒,he'ran'er'nu
和容悦色,he'rong'yue'se
和如琴瑟,he'ru'qin'se
河沙世界,he'sha'shi'jie
河山带砺,he'shan'dai'li
鹤势螂形,he'shi'lang'xing
河水不洗船,he'shui'bu'xi'chuan
赫斯之威,he'si'zhi'wei
何所不至,he'suo'bu'zhi
河同水密,he'tong'shui'mi
鹤膝蜂腰,he'xi'feng'yao
合眼摸象,he'yan'mo'xiang
和颜悦色,he'yan'yue'se
褐衣不完,he'yi'bu'wan
和衣而卧,he'yi'er'wo
涸鱼得水,he'yu'de'shui
河鱼腹疾,he'yu'fu'ji
河鱼天雁,he'yu'tian'yan
河鱼之疾,he'yu'zhi'ji
鹤怨猿惊,he'yuan'yuan'jing
涸泽而渔,he'ze'er'yu
涸辙之鲋,he'zhe'zhi'fu
涸辙之鱼,he'zhe'zhi'yu
合衷共济,he'zhong'gong'ji
和衷共济,he'zhong'gong'ji
鹤子梅妻,he'zi'mei'qi
合从连衡,he'zong'lian'heng
何足道哉,he'zu'dao'zai
何足挂齿,he'zu'gua'chi
何足介意,he'zu'jie'yi
何足为奇,he'zu'wei'qi
何罪之有,he'zui'zhi'you
黑白不分,hei'bai'bu'fen
黑白分明,hei'bai'fen'ming
黑白混淆,hei'bai'hun'xiao
黑灯下火,hei'deng'xia'huo
黑灯瞎火,hei'deng'xia'huo
黑价白日,hei'jia'bai'ri
黑漆皮灯,hei'qi'pi'deng
黑漆一团,hei'qi'yi'tuan
黑天半夜,hei'tian'ban'ye
恨海难填,hen'hai'nan'tian
恨相见晚,hen'xiang'jian'wan
恨相知晚,hen'xiang'zhi'wan
狠心辣手,hen'xin'la'shou
恨之入骨,hen'zhi'ru'gu
横冲直撞,heng'chong'zhi'zhuang
横赋暴敛,heng'fu'bao'lian
横戈跃马,heng'ge'yue'ma
恒河沙数,heng'he'sha'shu
恒河一沙,heng'he'yi'sha
横祸飞灾,heng'huo'fei'zai
亨嘉之会,heng'jia'zhi'hui
横蛮无理,heng'man'wu'li
横眉冷对,heng'mei'leng'dui
横眉冷眼,heng'mei'leng'yan
横眉立眼,heng'mei'li'yan
横眉怒目,heng'mei'nu'mu
横眉怒视,heng'mei'nu'shi
横七竖八,heng'qi'shu'ba
横枪跃马,heng'qiang'yue'ma
横三竖四,heng'san'shu'si
横扫千军,heng'sao'qian'jun
横生枝节,heng'sheng'zhi'jie
横槊赋诗,heng'shuo'fu'shi
横翔捷出,heng'xiang'jie'chu
横行霸道,heng'xing'ba'dao
横行不法,heng'xing'bu'fa
横行天下,heng'xing'tian'xia
横行无忌,heng'xing'wu'ji
衡阳雁断,heng'yang'yan'duan
横征暴敛,heng'zheng'bao'lian
横征苛敛,heng'zheng'ke'lian
鸿案相庄,hong'an'xiang'zhuang
宏才大略,hong'cai'da'lue
宏材大略,hong'cai'da'lue
红愁绿惨,hong'chou'lv'can
鸿毳沉舟,hong'cui'chen'zhou
哄动一时,hong'dong'yi'shi
轰动一时,hong'dong'yi'shi
鸿都买第,hong'dou'mai'di
红豆相思,hong'dou'xiang'si
红飞翠舞,hong'fei'cui'wu
鸿飞冥冥,hong'fei'ming'ming
红粉青楼,hong'fen'qing'lou
洪福齐天,hong'fu'qi'tian
轰轰烈烈,hong'hong'lie'lie
鸿鹄将至,hong'hu'jiang'zhi
鸿鹄之志,hong'hu'zhi'zhi
鸿渐之仪,hong'jian'zhi'yi
轰雷掣电,hong'lei'che'dian
洪炉点雪,hong'lu'dian'xue
洪炉燎发,hong'lu'liao'fa
鸿毛泰岱,hong'mao'tai'dai
鸿毛泰山,hong'mao'tai'shan
红男绿女,hong'nan'lv'nv
鸿篇巨制,hong'pian'ju'zhi
鸿篇钜制,hong'pian'ju'zhi
红旗报捷,hong'qi'bao'jie
洪乔捎书,hong'qiao'shao'shu
红情绿意,hong'qing'lv'yi
红日三竿,hong'ri'san'gan
鸿儒硕学,hong'ru'shuo'xue
闳识孤怀,hong'shi'gu'huai
红衰翠减,hong'shuai'cui'jian
洪水横流,hong'shui'heng'liu
洪水猛兽,hong'shui'meng'shou
哄堂大笑,hong'tang'da'xiao
烘堂大笑,hong'tang'da'xiao
轰堂大笑,hong'tang'da'xiao
轰天裂地,hong'tian'lie'di
宏图大志,hong'tu'da'zhi
鸿图华构,hong'tu'hua'gou
鸿稀鳞绝,hong'xi'lin'jue
鸿轩凤翥,hong'xuan'feng'zhu
鸿雁哀鸣,hong'yan'ai'ming
