阿伯,a'bo
蛇头良,she'tou'liang
蛇窝,she'wo
社下,she'xia
蛇形祠,she'xing'ci
社仔前,she'zai'qian
深凹,shen'ao
深布水,shen'bu'shui
深草洋,shen'cao'yang
神冲,shen'chong
神冲埔,shen'chong'pu
什厝,shen'cuo
沈厝地,shen'cuo'di
身底衫,shen'di'shan
身顶,shen'ding
深渡,shen'du
身肝头,shen'gan'tou
深港,shen'gang
深沟,shen'gou
深谷湖,shen'gu'hu
深湖,shen'hu
深笏,shen'hu
深湖水库,shen'hu'shui'ku
神角,shen'jiao
深径,shen'jing
沈坑,shen'keng
深坑,shen'keng
深坑肚,shen'keng'du
深坑尾,shen'keng'wei
深坑仔,shen'keng'zai
神狼,shen'lang
深利,shen'li
沈龙震,shen'long'zhen
深目径,shen'mu'jing
神坪,shen'ping
深坡,shen'po
深屈坑,shen'qu'keng
神泉,shen'quan
神泉镇,shen'quan'zhen
深山,shen'shan
神山背,shen'shan'bei
深水,shen'shui
深水塘,shen'shui'tang
深塘,shen'tang
神塘,shen'tang
深塘里,shen'tang'li
深塘埔,shen'tang'pu
深田,shen'tian
深田湖,shen'tian'hu
深涂新村,shen'tu'xin'cun
深窝,shen'wo
沈屋,shen'wu
深涌,shen'yong
盛安百草园,sheng'an'bai'cao'yuan
胜高楼,sheng'gao'lou
生鸡目,sheng'ji'mu
生莫死,sheng'mo'si
生目针,sheng'mu'zhen
生奴仔,sheng'nu'zai
升平路,sheng'ping'lu
升平路西,sheng'ping'lu'xi
升平路中,sheng'ping'lu'zhong
升平区人民政府,sheng'ping'qu'ren'min'zheng'fu
升平区政府,sheng'ping'qu'zheng'fu
盛塘,sheng'tang
生调,sheng'tiao
时安寮,shi'an'liao
石庵子,shi'an'zi
石凹,shi'ao
石澳,shi'ao
十八尖,shi'ba'jian
食饱未,shi'bao'wei
石陂,shi'bei
石陂屯,shi'bei'tun
石陂下,shi'bei'xia
石陂仔,shi'bei'zai
石壁岽,shi'bi'dong
石壁角,shi'bi'jiao
石壁窝,shi'bi'wo
石壁下,shi'bi'xia
石壁仔凹,shi'bi'zai'ao
石部,shi'bu
石部湖,shi'bu'hu
食茶,shi'cha
石船,shi'chuan
石厝,shi'cuo
石大坝,shi'da'ba
狮地,shi'di
狮地山,shi'di'shan
狮地下,shi'di'xia
石洞窝,shi'dong'wo
狮肚,shi'du
石肚,shi'du
十二岗,shi'er'gang
十二湖,shi'er'hu
十二排,shi'er'pai
市二医院,shi'er'yi'yuan
食饭,shi'fan
石粉笼凸,shi'fen'long'tu
石佛庵,shi'fo'an
市福利园,shi'fu'li'yuan
市福利院,shi'fu'li'yuan
石敢当,shi'gan'dang
石岗寮,shi'gang'liao
石岗排,shi'gang'pai
石告仔,shi'gao'zai
石公角,shi'gong'jiao
施公寮,shi'gong'liao
狮公凸,shi'gong'tu
石狗卵,shi'gou'luan
石鼓,shi'gu
石古凹,shi'gu'ao
石古笏,shi'gu'hu
石古林,shi'gu'lin
石古山,shi'gu'shan
石古塘,shi'gu'tang
师桂,shi'gui
石桂,shi'gui
石龟,shi'gui
仕贵村,shi'gui'cun
石禾町,shi'he'ding
时禾石,shi'he'shi
狮湖,shi'hu
石湖,shi'hu
石湖头,shi'hu'tou
石华楼,shi'hua'lou
石灰寮,shi'hui'liao
石祭湖,shi'ji'hu
石祭下,shi'ji'xia
石夹,shi'jia
石角,shi'jiao
食教,shi'jiao
石角村,shi'jiao'cun
石角咀,shi'jiao'ju
石角里,shi'jiao'li
石脚埔,shi'jiao'pu
石角头,shi'jiao'tou
石角尾山,shi'jiao'wei'shan
石角子,shi'jiao'zi
石角子岽,shi'jiao'zi'dong
石街,shi'jie
石结路,shi'jie'lu
石阶前,shi'jie'qian
石结头,shi'jie'tou
石碣屋,shi'jie'wu
石街子,shi'jie'zi
石阶子,shi'jie'zi
石井,shi'jing
石镜美,shi'jing'mei
食酒,shi'jiu
石咀,shi'ju
仕军坑,shi'jun'keng
石恳,shi'ken
石坑,shi'keng
石坑尾,shi'keng'wei
石奎,shi'kui
市劳动力市场,shi'lao'dong'li'shi'chang
食了无事,shi'le'wu'shi
石磊应,shi'lei'ying
食凉水,shi'liang'shui
石寮,shi'liao
石寮排,shi'liao'pai
石寥子,shi'liao'zi
石溜,shi'liu
石垅,shi'long
石龙坑岽,shi'long'keng'dong
石龙围,shi'long'wei
石垄窝,shi'long'wo
石楼,shi'lou
石卵子,shi'luan'zi
石罗陂,shi'luo'bei
石罗嶂,shi'luo'zhang
石马,shi'ma
石马仔,shi'ma'zai
世贸花园,shi'mao'hua'yuan
狮茅坪,shi'mao'ping
狮帽凸,shi'mao'tu
石门,shi'men
石门凹,shi'men'ao
石门坑,shi'men'keng
石门仔,shi'men'zai
石米,shi'mi
虱母,shi'mu
石牛山水库,shi'niu'shan'shui'ku
石排,shi'pai
石牌,shi'pai
石牌村,shi'pai'cun
石牌老村,shi'pai'lao'cun
石牌螺,shi'pai'luo
石排埔,shi'pai'pu
石牌新村,shi'pai'xin'cun
石排仔,shi'pai'zai
石盘地窝,shi'pan'di'wo
石盘坑,shi'pan'keng
石盘头,shi'pan'tou
石炮台,shi'pao'tai
石炮台公园,shi'pao'tai'gong'yuan
石皮仔,shi'pi'zai
石坡,shi'po
石坡肚,shi'po'du
石坡坑,shi'po'keng
石坡口,shi'po'kou
石坡牌,shi'po'pai
石坡头水库,shi'po'tou'shui'ku
石坡仔,shi'po'zai
石埔岭,shi'pu'ling
矢崎,shi'qi
石桥头,shi'qiao'tou
石桥尾,shi'qiao'wei
石缺仔,shi'que'zai
市人大,shi'ren'da
石人窝,shi'ren'wo
十三坑,shi'san'keng
市三医院,shi'san'yi'yuan
狮山,shi'shan
石山,shi'shan
石山岽,shi'shan'dong
石山下,shi'shan'xia
石山仔,shi'shan'zai
石山嶂,shi'shan'zhang
石蛇,shi'she
石狮,shi'shi
食屎,shi'shi
狮石公,shi'shi'gong
狮石坑,shi'shi'keng
食水,shi'shui
石塔,shi'ta
石潭,shi'tan
石塘,shi'tang
石塘下,shi'tang'xia
石田,shi'tian
市跳水馆,shi'tiao'shui'guan
石亭,shi'ting
石亭角,shi'ting'jiao
示头,shi'tou
示头庵,shi'tou'an
石头村,shi'tou'cun
石头店,shi'tou'dian
石头斗,shi'tou'dou
石头湖,shi'tou'hu
石头角,shi'tou'jiao
石头坑,shi'tou'keng
石头坪,shi'tou'ping
石头山,shi'tou'shan
石头塘,shi'tou'tang
狮头凸,shi'tou'tu
石头围,shi'tou'wei
石图山,shi'tu'shan
十外,shi'wai
狮尾地岽,shi'wei'di'dong
石尾仔,shi'wei'zai
石窝,shi'wo
石屋,shi'wu
石梧良,shi'wu'liang
石溪,shi'xi
石西,shi'xi
石溪水,shi'xi'shui
石下,shi'xia
石下坝,shi'xia'ba
石下垄,shi'xia'long
石峡尾,shi'xia'wei
石象湖洋,shi'xiang'hu'yang
石牙岗,shi'ya'gang
石牙头,shi'ya'tou
石牙下,shi'ya'xia
石燕,shi'yan
石砚,shi'yan
食烟,shi'yan
石岩窝,shi'yan'wo
石岩下,shi'yan'xia
食药,shi'yao
狮爷,shi'ye
石印,shi'yin
石英钟头坑,shi'ying'zhong'tou'keng
时油,shi'you
仕仔,shi'zai
石仔,shi'zai
石仔溜,shi'zai'liu
狮仔墓,shi'zai'mu
示仔下,shi'zai'xia
狮仔牙,shi'zai'ya
石寨,shi'zhai
市政府,shi'zheng'fu
石洲,shi'zhou
石洲仔,shi'zhou'zai
石洲寨,shi'zhou'zhai
石洲中学,shi'zhou'zhong'xue
世柱湖,shi'zhu'hu
食桌,shi'zhuo
狮子顶,shi'zi'ding
十字路,shi'zi'lu
狮子石,shi'zi'shi
石子窝,shi'zi'wo
狮子屋,shi'zi'wu
狮子嶂,shi'zi'zhang
手布,shou'bu
手底,shou'di
收冬,shou'dong
手扶,shou'fu
瘦岗,shou'gang
手环,shou'huan
首期工业区,shou'qi'gong'ye'qu
收容站,shou'rong'zhan
手争弯,shou'zheng'wan
书册,shu'ce
叔恶,shu'e
薯莨港,shu'liang'gang
熟皮寮,shu'pi'liao
蜀日,shu'ri
书田,shu'tian
叔恶死,shu'wu'si
蜀夜,shu'ye
衰人,shuai'ren
衰仔,shuai'zi
双堆,shuang'dui
双墩,shuang'dun
双肺,shuang'fei
双桂山,shuang'gui'shan
双桂山水库,shuang'gui'shan'shui'ku
双湖,shuang'hu
双花坑,shuang'hua'keng
双金,shuang'jin
双金围,shuang'jin'wei
双笠山,shuang'li'shan
双龙围,shuang'long'wei
霜螺,shuang'luo
双梅山,shuang'mei'shan
双门前,shuang'men'qian
双门滩,shuang'men'tan
爽尿,shuang'niao
双湃仔,shuang'pai'zai
双沛下,shuang'pei'xia
双盆,shuang'pen
双全围,shuang'quan'wei
双山仔,shuang'shan'zai
双上,shuang'shang
双师,shuang'shi
双塘,shuang'tang
双堂塘,shuang'tang'tang
双头门,shuang'tou'men
双围,shuang'wei
双下,shuang'xia
双丫顶,shuang'ya'ding
双鸳鸯,shuang'yuan'yang
双圳,shuang'zhen
水岸洋,shui'an'yang
水澳,shui'ao
水背,shui'bei
水背岗,shui'bei'gang
水产码头,shui'chan'ma'tou
水城,shui'cheng
水唇,shui'chun
水唇排,shui'chun'pai
水唇墟,shui'chun'xu
税厝,shui'cuo
水地,shui'di
水底,shui'di
水弟,shui'di
水东,shui'dong
水东埔,shui'dong'pu
水归塘,shui'gui'tang
水果批发市场,shui'guo'pi'fa'shi'chang
水果市场,shui'guo'shi'chang
水化,shui'hua
水鸡,shui'ji
水景,shui'jing
水井楼,shui'jing'lou
水井头,shui'jing'tou
水可,shui'ke
水坑湖,shui'keng'hu
水口,shui'kou
水口村,shui'kou'cun
水口里,shui'kou'li
水口铺,shui'kou'pu
水口山,shui'kou'shan
水口洋,shui'kou'yang
水口仔,shui'kou'zai
水口寨,shui'kou'zhai
水流神,shui'liu'shen
水龙,shui'long
水美,shui'mei
水眉坑,shui'mei'keng
水磨村,shui'mo'cun
水南路,shui'nan'lu
水南路口,shui'nan'lu'kou
水乾,shui'qian
水屈,shui'qu
水人石,shui'ren'shi
水生,shui'sheng
水踏村,shui'ta'cun
水塘坑,shui'tang'keng
水头,shui'tou
水尾,shui'wei
水尾凹,shui'wei'ao
水西,shui'xi
水线山,shui'xian'shan
水鞋,shui'xie
水月宫,shui'yue'gong
水寨,shui'zhai
顺昌楼,shun'chang'lou
顺兴,shun'xing
司不萨纳,si'bu'sa'na
四池,si'chi
四点梅,si'dian'mei
四方村,si'fang'cun
四方石,si'fang'shi
四付,si'fu
四季,si'ji
饲鸡,si'ji
四季树,si'ji'shu
四角楼,si'jiao'lou
泗马寮,si'ma'liao
泗马岭,si'ma'ling
四马路,si'ma'lu
四马塘,si'ma'tang
思茅湖,si'mao'hu
思茅坪,si'mao'ping
四其田,si'qi'tian
四丘头,si'qiu'tou
四散担,si'san'dan
寺石,si'shi
四石柱,si'shi'zhu
嘶塘,si'tang
四围,si'wei
饲鸭,si'ya
四直,si'zhi
饲猪,si'zhu
松柏坑,song'bai'keng
松柏浪,song'bai'lang
松柏围,song'bai'wei
松背,song'bei
宋厝寮,song'cuo'liao
松公,song'gong
松湖,song'hu
送基乡,song'ji'xiang
松江寮,song'jiang'liao
松坑,song'keng
松坑水,song'keng'shui
松林,song'lin
松林寨,song'lin'zhai
松山发电厂,song'shan'fa'dian'chang
嵩山路中,song'shan'lu'zhong
松树岗,song'shu'gang
松树坑,song'shu'keng
松树排,song'shu'pai
松树头,song'shu'tou
松头背,song'tou'bei
宋屋地,song'wu'di
宋溪头,song'xi'tou
松园,song'yuan
松仔凹,song'zai'ao
松嶂,song'zhang
松嶂角,song'zhang'jiao
松竹寮,song'zhu'liao
粟草,su'cao
苏厝围,su'cuo'wei
塑料城,su'liao'cheng
塑料五厂,su'liao'wu'chang
苏坪,su'ping
苏坪寨,su'ping'zhai
苏区,su'qu
宿仔园凸,su'zai'yuan'tu
粟种,su'zhong
粟子排,su'zi'pai
碎纸,sui'zhi
孙坑,sun'keng
锁城岭,suo'cheng'ling
塔埠,ta'bu
踏车,ta'che
塔岗下,ta'gang'xia
塔鲎,ta'hou
塔湖山,ta'hu'shan
塔坑,ta'keng
塔岭,ta'ling
塔山,ta'shan
塔山路口段站,ta'shan'lu'kou'duan'zhan
塔塘,ta'tang
塔头,ta'tou
塔头镇,ta'tou'zhen
塔下,ta'xia
塔仔,ta'zai
塔仔行水库,ta'zai'xing'shui'ku
台东,tai'dong
台膏拍做迷,tai'gao'pai'zuo'mi
泰哥拍作咪,tai'ge'pai'zuo'mi
太楼,tai'lou
泰盘,tai'pan
太平,tai'ping
太平洞,tai'ping'dong
太平岭,tai'ping'ling
太平围,tai'ping'wei
台人山,tai'ren'shan
泰山路北,tai'shan'lu'bei
泰山路口,tai'shan'lu'kou
泰山路口段站,tai'shan'lu'kou'duan'zhan
潭肚,tan'du
潭角坝,tan'jiao'ba
坦坑,tan'keng
潭坑垄,tan'keng'long
滩流坑,tan'liu'keng
潭头,tan'tou
潭头垅,tan'tou'long
潭头新乡,tan'tou'xin'xiang
潭围,tan'wei
潭西,tan'xi
滩下,tan'xia
谭爷庙,tan'ye'miao
谈早,tan'zao
塘凹,tang'ao
堂背,tang'bei
堂贝,tang'bei
塘背,tang'bei
塘背岭,tang'bei'ling
塘背楼,tang'bei'lou
塘卜,tang'bu
塘卜凹,tang'bu'ao
塘布凹,tang'bu'ao
塘唇,tang'chun
塘唇底,tang'chun'di
糖葱薄饼,tang'cong'bao'bing
塘村,tang'cun
唐厝,tang'cuo
唐厝寮,tang'cuo'liao
塘东,tang'dong
塘肚,tang'du
塘肚里,tang'du'li
塘湖,tang'hu
汤湖,tang'hu
汤湖面,tang'hu'mian
塘皇,tang'huang
塘角,tang'jiao
塘口,tang'kou
塘口湖,tang'kou'hu
塘口排,tang'kou'pai
塘里,tang'li
塘良,tang'liang
塘寮良,tang'liao'liang
塘麻,tang'ma
塘免,tang'mian
塘面,tang'mian
汤排,tang'pai
塘坡,tang'po
塘前,tang'qian
汤輋,tang'she
塘堂凹,tang'tang'ao
塘堂寮,tang'tang'liao
塘堂下,tang'tang'xia
坣头,tang'tou
堂头,tang'tou
塘头,tang'tou
塘头上,tang'tou'shang
塘尾,tang'wei
塘尾坑,tang'wei'keng
塘窝,tang'wo
塘窝仔,tang'wo'zai
唐屋,tang'wu
塘西,tang'xi
汤下,tang'xia
塘下水,tang'xia'shui
糖烟酒,tang'yan'jiu
塘茔仔,tang'ying'zai
堂仔田,tang'zai'tian
坣子,tang'zi
汤孜,tang'zi
塘子角,tang'zi'jiao
汤子里,tang'zi'li
汤子寨上,tang'zi'zhai'shang
汤子寨下,tang'zi'zhai'xia
讨海,tao'hai
陶河公社羊毛厂,tao'he'gong'she'yang'mao'chang
桃金坑,tao'jin'keng
陶坑,tao'keng
桃岭下,tao'ling'xia
桃美寮,tao'mei'liao
陶南,tao'nan
桃坪,tao'ping
陶前,tao'qian
桃围,tao'wei
桃围盐坨,tao'wei'yan'tuo
陶下,tao'xia
桃园,tao'yuan
桃仔车,tao'zai'che
桃仔牌,tao'zai'pai
讨债仔,tao'zhai'zai
桃子坑,tao'zi'keng
掏子里,tao'zi'li
桃子垄,tao'zi'long
桃子坪,tao'zi'ping
桃子窝,tao'zi'wo
桃子园,tao'zi'yuan
踢桃,ti'tao
剃头铺,ti'tou'pu
体育学校,ti'yu'xue'xiao
梯仔桄,ti'zai'guang
田背,tian'bei
天兵地嶂,tian'bing'di'zhang
田唇,tian'chun
天地公,tian'di'gong
天顶,tian'ding
田堆,tian'dui
田富围,tian'fu'wei
甜瓜车,tian'gua'che
天光光,tian'guang'guang
天湖,tian'hu
甜粿,tian'hua
田家炳中学,tian'jia'bing'zhong'xue
天开甲子,tian'kai'jia'zi
田坑,tian'keng
田坑正,tian'keng'zheng
天蓝网吧,tian'lan'wang'ba
田了尾,tian'le'wei
田寮,tian'liao
田料,tian'liao
田蓼背,tian'liao'bei
田寮渡口,tian'liao'du'kou
田寥湖,tian'liao'hu
田寮下,tian'liao'xia
田陇,tian'long
田螺地,tian'luo'di
田螺塘,tian'luo'tang
天门场,tian'men'chang
田面,tian'mian
田畔,tian'pan
田乾村,tian'qian'cun
天山路,tian'shan'lu
天山路南,tian'shan'lu'nan
天山路中,tian'shan'lu'zhong
天山南路,tian'shan'nan'lu
天上雷公地下海陆丰,tian'shang'lei'gong'di'xia'hai'lu'feng
天时,tian'shi
天时好,tian'shi'hao
甜水坷,tian'shui'ke
天坛花园,tian'tan'hua'yuan
田头园,tian'tou'yuan
田尾角,tian'wei'jiao
田尾山,tian'wei'shan
田尾山遗址,tian'wei'shan'yi'zhi
田尾水,tian'wei'shui
田屋,tian'wu
天锡楼,tian'xi'lou
田下山,tian'xia'shan
田蟹,tian'xie
田心,tian'xin
田心坝,tian'xin'ba
田心村,tian'xin'cun
田心各,tian'xin'ge
田心围,tian'xin'wei
田心洋,tian'xin'yang
田心仔,tian'xin'zai
田心寨,tian'xin'zhai
天星湖,tian'xing'hu
天洋丫,tian'yang'ya
田洋中,tian'yang'zhong
田仔,tian'zai
田仔坑,tian'zai'keng
田仔岭,tian'zai'ling
田中央,tian'zhong'yang
天主堂,tian'zhu'tang
天竺园,tian'zhu'yuan
天竺中学,tian'zhu'zhong'xue
田子,tian'zi
田滓里,tian'zi'li
田子嶂,tian'zi'zhang
条题,tiao'ti
铁道营,tie'dao'ying
铁炉,tie'lu
铁炉坑,tie'lu'keng
铁炉塘,tie'lu'tang
听好青惊,ting'hao'qing'jing
亭脚,ting'jiao
庭寮背,ting'liao'bei
庭前,ting'qian
亭下,ting'xia
汀洲,ting'zhou
童厝村,tong'cuo'cun
童厝亲乡,tong'cuo'qin'xiang
同顶天,tong'ding'tian
桶钩岭,tong'gou'ling
通航路,tong'hang'lu
通街市辣无,tong'jie'shi'la'wu
铜锣湖,tong'luo'hu
铜锣湖农场,tong'luo'hu'nong'chang
铜锣寨,tong'luo'zhai
同门,tong'men
同平路南,tong'ping'lu'nan
铜钱山,tong'qian'shan
通石凹,tong'shi'ao
桐树坪,tong'shu'ping
桐树下,tong'shu'xia
桐田,tong'tian
同尾,tong'wei
桐尾坑,tong'wei'keng
桐友,tong'you
桐子岗,tong'zi'gang
桐子排,tong'zi'pai
桐子窝,tong'zi'wo
桐梓园,tong'zi'yuan
头到,tou'dao
偷放尿,tou'fang'niao
透风,tou'feng
头家,tou'jia
头巾石,tou'jin'shi
头金石,tou'jin'shi
头井窝,tou'jing'wo
头寮仔大队果园,tou'liao'zai'da'dui'guo'yuan
透罗坑,tou'luo'keng
头毛,tou'mao
头前港,tou'qian'gang
头屯,tou'tun
头王王,tou'wang'wang
头萧,tou'xiao
头洋,tou'yang
头洋后公山岽,tou'yang'hou'gong'shan'dong
头早,tou'zao
透早,tou'zao
偷走书,tou'zou'shu
涂城塔山路口,tu'cheng'ta'shan'lu'kou
涂厝,tu'cuo
土地岭,tu'di'ling
土地前,tu'di'qian
土地围,tu'di'wei
涂芏,tu'du
土堆尾,tu'dui'wei
土墩寨,tu'dun'zhai
涂膏糜,tu'gao'mi
土瓜山,tu'gua'shan
土家畲,tu'jia'she
土角寮,tu'jiao'liao
土楼村,tu'lou'cun
图美,tu'mei
图美老场,tu'mei'lao'chang
图美新场,tu'mei'xin'chang
涂墙墩,tu'qiang'dun
涂桥,tu'qiao
吐屎吐血,tu'shi'tu'xie
涂头,tu'tou
涂下,tu'xia
吐血仔,tu'xie'zai
退货,tui'huo
屯埔,tun'pu
屯下,tun'xia
屯仔,tun'zai
屯寨,tun'zhai
鮀岛,tuo'dao
鮀岛影剧院,tuo'dao'ying'ju'yuan
鮀东学校,tuo'dong'xue'xiao
鮀济中学,tuo'ji'zhong'xue
鮀南街道,tuo'nan'jie'dao
鮀南路口,tuo'nan'lu'kou
鸵南路口,tuo'nan'lu'kou
鮀浦,tuo'pu
鮀四街道,tuo'si'jie'dao
鮀中路口,tuo'zhong'lu'kou
瓦屋下,wa'wu'xia
瓦窑头,wa'yao'tou
外湖水库,wai'hu'shui'ku
外环西路,wai'huan'xi'lu
外环西路西华路口,wai'huan'xi'lu'xi'hua'lu'kou
外环西路益民路口,wai'huan'xi'lu'yi'min'lu'kou
外寮,wai'liao
外龙,wai'long
外马路,wai'ma'lu
外马路西,wai'ma'lu'xi
外马邮电局,wai'ma'you'dian'ju
外贸中专,wai'mao'zhong'zhuan
外炮台,wai'pao'tai
外砂桥头,wai'sha'qiao'tou
外砂镇政府,wai'sha'zhen'zheng'fu
外山,wai'shan
外衫,wai'shan
外文,wai'wen
外语中专,wai'yu'zhong'zhuan
万仓肚,wan'cang'du
挽草,wan'cao
碗橱,wan'chu
万丰热电厂,wan'feng're'dian'chang
万和桥,wan'he'qiao
万吉工业区,wan'ji'gong'ye'qu
湾角,wan'jiao
万客隆,wan'ke'long
万客隆西,wan'ke'long'xi
湾里,wan'li
弯垅,wan'long
湾路,wan'lu
万年青制药公司,wan'nian'qing'zhi'yao'gong'si
完埔乡,wan'pu'xiang
湾潭,wan'tan
万塘下,wan'tang'xia
万梧,wan'wu
碗窑,wan'yao
碗窑围,wan'yao'wei
万有农厂,wan'you'nong'chang
碗仔江,wan'zai'jiang
万子各,wan'zi'ge
湾子里,wan'zi'li
王厝,wang'cuo
王厝村,wang'cuo'cun
王厝寮,wang'cuo'liao
旺厝围,wang'cuo'wei
望斗坑,wang'dou'keng
望高,wang'gao
望高了,wang'gao'le
王公村,wang'gong'cun
网光,wang'guang
望海岽,wang'hai'dong
望海岭,wang'hai'ling
望海楼,wang'hai'lou
望海凸,wang'hai'tu
望湖,wang'hu
王井路口,wang'jing'lu'kou
王京埔,wang'jing'pu
望京洲,wang'jing'zhou
网乐网吧,wang'le'wang'ba
王李,wang'li
旺寮,wang'liao
望寮,wang'liao
旺龙,wang'long
旺龙岗,wang'long'gang
望山,wang'shan
望石岽,wang'shi'dong
王石防,wang'shi'fang
望石下,wang'shi'xia
王田张,wang'tian'zhang
亡头窝,wang'tou'wo
望尧,wang'yao
王印寨,wang'yin'zhai
望鱼潭,wang'yu'tan
王佐,wang'zuo
围厝寮,wei'cuo'liao
维德,wei'de
围肚,wei'du
萎杆下,wei'gan'xia
围里,wei'li
围岭头,wei'ling'tou
围内,wei'nei
围其塘,wei'qi'tang
畏凊,wei'qing
围上,wei'shang
围田,wei'tian
未学行先学飞,wei'xue'xing'xian'xue'fei
围雅,wei'ya
尾鱼,wei'yu
围仔,wei'zai
围仔角,wei'zai'jiao
围仔山,wei'zai'shan
围寨,wei'zhai
围子里,wei'zi'li
围梓寨,wei'zi'zhai
文笔嶂,wen'bi'zhang
文祠西,wen'ci'xi
温厝,wen'cuo
文厝老村,wen'cuo'lao'cun
文厝新村,wen'cuo'xin'cun
闻德,wen'de
文古洞,wen'gu'dong
文古双,wen'gu'shuang
文冠路口,wen'guan'lu'kou
文化路,wen'hua'lu
文基山,wen'ji'shan
文里,wen'li
温寮,wen'liao
文明石,wen'ming'shi
文下,wen'xia
塭仔,wen'zai
文政乡,wen'zheng'xiang
温竹坑,wen'zhu'keng
翁厝,weng'cuo
翁厝寮,weng'cuo'liao
翁坑子,weng'keng'zi
翁塘,weng'tang
翁仔山,weng'zai'shan
沃村,wo'cun
沃尔玛,wo'er'ma
窝里,wo'li
卧龙,wo'long
窝裸,wo'luo
窝棚凹,wo'peng'ao
沃水,wo'shui
窝尾头,wo'wei'tou
窝尾凸,wo'wei'tu
我喜欢说达濠话,wo'xi'huan'shuo'da'hao'hua
我喜欢说达豪话,wo'xi'huan'shuo'da'hao'hua
沃雨,wo'yu
窝子里,wo'zi'li
无爱嘎勒,wu'ai'ga'le
乌暗天,wu'an'tian
乌柏塘,wu'bai'tang
吾北,wu'bei
无变,wu'bian
无变敌吕,wu'bian'di'lv
屋场,wu'chang
勿除死人哪,wu'chu'si'ren'na
吴厝,wu'cuo
吴厝埔,wu'cuo'pu
梧厝围,wu'cuo'wei
吴厝屋,wu'cuo'wu
梧厝园,wu'cuo'yuan
晤大浪事,wu'da'lang'shi
勿底,wu'di
晤颠对,wu'dian'dui
五栋楼,wu'dong'lou
五斗径,wu'dou'jing
五斗种,wu'dou'zhong
五鳄山,wu'e'shan
无法无着,wu'fa'wu'zhuo
五房,wu'fang
五福,wu'fu
无父仔,wu'fu'zai
五高山,wu'gao'shan
蜈蚣地,wu'gong'di
蜈蚣咀,wu'gong'ju
吴公铺,wu'gong'pu
蜈蚣山,wu'gong'shan
蜈蚣山庵,wu'gong'shan'an
五湖水族馆,wu'hu'shui'zu'guan
五家曾,wu'jia'ceng
五家坊,wu'jia'fang
五家寮,wu'jia'liao
唔见,wu'jian
五角,wu'jiao
五角公,wu'jiao'gong
无脚蟹,wu'jiao'xie
勿节死人,wu'jie'si'ren
五金工具城古港,wu'jin'gong'ju'cheng'gu'gang
五经富,wu'jing'fu
五经富镇,wu'jing'fu'zhen
乌坎,wu'kan
乌坎港,wu'kan'gang
乌坎河,wu'kan'he
吴坑前,wu'keng'qian
乌榄,wu'lan
乌蓝鲫,wu'lan'ji
物了白白歇,wu'le'bai'bai'xie
五里牌水库,wu'li'pai'shui'ku
无哩歇,wu'li'xie
五连点,wu'lian'dian
吴寮,wu'liao
乌林沟,wu'lin'gou
乌岭高,wu'ling'gao
五龙山,wu'long'shan
无路用,wu'lu'yong
无咪个,wu'mi'ge
无米粿,wu'mi'hua
乌面岭,wu'mian'ling
无乜个,wu'mie'ge
无目,wu'mu
乌泥,wu'ni
无你变,wu'ni'bian
乌坭布,wu'ni'bu
无你个变,wu'ni'ge'bian
物你叫唔敢,wu'ni'jiao'wu'gan
乌坭坑,wu'ni'keng
乌泥坑,wu'ni'keng
物你灵钟,wu'ni'ling'zhong
乌泥塘,wu'ni'tang
吴畔,wu'pan
武坡洋,wu'po'yang
伍埔庙,wu'pu'miao
蜈蜞头,wu'qi'tou
吴佥,wu'qian
乌桥头,wu'qiao'tou
乌丘坪,wu'qiu'ping
无日,wu'ri
五日谈,wu'ri'tan
午山龙,wu'shan'long
乌山嶂,wu'shan'zhang
乌石,wu'shi
伍狮坳,wu'shi'ao
乌石部,wu'shi'bu
乌石村,wu'shi'cun
乌石岽,wu'shi'dong
乌石古,wu'shi'gu
午时花,wu'shi'hua
乌石髻,wu'shi'ji
乌石坑,wu'shi'keng
乌石岭,wu'shi'ling
乌石美,wu'shi'mei
乌石谱,wu'shi'pu
伍狮埔,wu'shi'pu
乌石头,wu'shi'tou
五狮垭,wu'shi'ya
伍狮垭,wu'shi'ya
乌石叶,wu'shi'ye
乌石张,wu'shi'zhang
乌树,wu'shu
悟塘,wu'tang
蜈田村,wu'tian'cun
梧桐坑,wu'tong'keng
梧桐排,wu'tong'pai
梧桐埔,wu'tong'pu
乌土,wu'tu
乌土笼,wu'tu'long
巫屋寨,wu'wu'zhai
五西,wu'xi
梧溪,wu'xi
梧西,wu'xi
唔晓,wu'xiao
五雅,wu'ya
乌燕配青脚,wu'yan'pei'qing'jiao
无夜无日,wu'ye'wu'ri
无影浪迹,wu'ying'lang'ji
无影无迹,wu'ying'wu'ji
五月节,wu'yue'jie
五云,wu'yun
五云洞,wu'yun'dong
乌云山,wu'yun'shan
无熨无帐,wu'yun'wu'zhang
五云镇,wu'yun'zhen
屋仔岭,wu'zai'ling
唔珍对,wu'zhen'dui
吾知,wu'zhi
唔知,wu'zhi
物直啊未,wu'zhi'a'wei
屋子里,wu'zi'li
芴子里,wu'zi'li
五子梅,wu'zi'mei
西陂,xi'bei
西北点,xi'bei'dian
西陂山,xi'bei'shan
溪碧,xi'bi
席草洋,xi'cao'yang
西岑,xi'cen
锡场,xi'chang
锡场镇,xi'chang'zhen
溪底,xi'di
西堤,xi'di
